dataset	matrix_path	cell_metadata_path	var_path	matrix_market_header	source_matrix_rows	source_matrix_cols	source_matrix_nnz	entries_streamed	gene_expression_entries_streamed	column_sorted	n_cells	n_selected_genes	n_present_selected_genes	n_missing_selected_genes	nnz	total_selected_counts	median_selected_counts_per_cell	median_selected_genes_per_cell	median_total_rna_counts_per_cell	median_total_rna_genes_per_cell	n_cells_basic_qc	basic_qc_fraction	data_dtype
GSE268609	Project/processed/gse268609_rna_selected/matrix_cells_by_selected_genes.npz	Project/processed/gse268609_rna_selected/cell_metadata.tsv.gz	Project/processed/gse268609_rna_selected/var_selected_features.tsv	%%MatrixMarket matrix coordinate integer general	177931	366175	1451618555	1451618555	646116091	True	366175	2169	2083	86	232722561	1023207067	1146.0	530.0	2280.0	1324.0	202431	0.5528258346419062	int32
