sample_accession	donor_id	marker_call	cluster_support_scope	feature_type	model_term_supported	target_set	peak_category	n_barcodes	n_features	n_linked_gene_strings	mean_count	mean_detection_fraction	mean_feature_score	median_feature_score
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	Tier 1 core convergent program	gene_expression_or_marker	82	6	6	10.839430894308942	0.8272357723577235	2.9348238050532047	2.9866456751753256
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_expression_or_marker	82	9	9	4.105691056910569	0.44986449864498645	1.6708055017271297	1.4769994274019937
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_expression_or_marker	82	5	5	0.7585365853658537	0.3926829268292683	0.9416606405544716	0.9595588281368541
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_expression_or_marker	82	16	16	1.4496951219512195	0.3910060975609756	1.0540593319182725	0.9721586549150116
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_expression_or_marker	82	29	29	0.7106812447434819	0.30277544154751895	0.7468950186266349	0.5285310739892808
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	downstream_neurite_morphology	gene_expression_or_marker	82	21	21	3.138792102206737	0.3658536585365854	1.1963133520851383	0.8644091897107617
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	downstream_neurite_synapse_construction	gene_expression_or_marker	82	21	21	3.031939605110337	0.3629500580720093	1.219272199991519	0.8644091897107617
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	downstream_synaptic_excitability	gene_expression_or_marker	82	20	20	2.9804878048780488	0.4176829268292683	1.450208455626501	1.2981612598135133
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	ConstructionBalance	shared_postmitotic_granule_maturation	gene_expression_or_marker	82	5	5	9.360975609756098	0.4902439024390244	1.9083110547575284	0.5680335047860766
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	Tier 1 core convergent program	gene_expression_or_marker	82	4	4	13.0	0.7560975609756098	2.908912869992144	3.2391733791071053
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	Tier 2 high-confidence wiring/synaptic executor	gene_expression_or_marker	82	3	3	0.7154471544715447	0.23577235772357721	0.723899030382635	1.0280575164393082
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	Tier 3 broad both-screen mechanism support	gene_expression_or_marker	82	1	1	0.3170731707317073	0.13414634146341464	0.4095583213233812	0.4095583213233812
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	Tier 4 screen-specific mechanism support	gene_expression_or_marker	82	5	5	0.9292682926829269	0.28048780487804875	0.8554753700658363	0.6817542251617562
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	dentate_fate_wnt_prox1	gene_expression_or_marker	82	1	1	0.12195121951219512	0.12195121951219512	0.2370205492969823	0.2370205492969823
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	downstream_neurite_morphology	gene_expression_or_marker	82	13	13	3.701688555347092	0.4043151969981238	1.293985490498308	0.8644091897107617
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	downstream_neurite_synapse_construction	gene_expression_or_marker	82	21	21	3.031939605110337	0.3629500580720093	1.219272199991519	0.8644091897107617
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	downstream_synaptic_excitability	gene_expression_or_marker	82	8	8	1.9435975609756095	0.29573170731707316	1.0978631029179873	0.8991970577419192
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	medial_pallium_dentate_lineage	gene_expression_or_marker	82	1	1	0.12195121951219512	0.12195121951219512	0.2370205492969823	0.2370205492969823
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	shared_neurogenic_niche_state	gene_expression_or_marker	82	2	2	0.024390243902439025	0.024390243902439025	0.04820426839706633	0.04820426839706633
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_expression_or_marker	82	11	11	4.488913525498892	0.3048780487804878	1.1024212271715028	0.5054075292079652
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	anterior_telencephalic_pattern	gene_expression_or_marker	82	14	14	2.409407665505227	0.18118466898954705	0.5975261968329285	0.0
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	cerebellar_fate_rhombic_lip_shh	gene_expression_or_marker	82	13	13	0.8536585365853658	0.3067542213883677	0.7655680832808339	0.4377657611419692
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	deep_neural_progenitor	gene_expression_or_marker	82	13	13	0.32082551594746717	0.18667917448405252	0.4206533532461058	0.20170123486235303
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	dentate_fate_wnt_prox1	gene_expression_or_marker	82	17	17	2.326398852223816	0.23672883787661406	0.7238214071295219	0.04848779548149953
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	hindbrain_rhombic_lip_pattern	gene_expression_or_marker	82	18	18	0.5596205962059622	0.19105691056910568	0.4839143007936676	0.024243897740749764
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	medial_pallium_dentate_lineage	gene_expression_or_marker	82	17	17	2.326398852223816	0.23672883787661406	0.7238214071295219	0.04848779548149953
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	shared_neurogenic_niche_state	gene_expression_or_marker	82	10	10	0.46219512195121953	0.2451219512195122	0.5701860966137156	0.26957931099976334
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	FatePolarity	shared_postmitotic_granule_maturation	gene_expression_or_marker	82	1	1	0.12195121951219512	0.12195121951219512	0.2370205492969823	0.2370205492969823
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	anterior_telencephalic_pattern	gene_expression_or_marker	82	1	1	0.07317073170731707	0.07317073170731707	0.14378829892127043	0.14378829892127043
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_expression_or_marker	82	2	2	0.8719512195121951	0.3902439024390244	0.9668966562603427	0.9668966562603427
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	deep_neural_progenitor	gene_expression_or_marker	82	7	7	0.40069686411149824	0.22822299651567945	0.5177541935278857	0.2126303053945433
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	dentate_fate_wnt_prox1	gene_expression_or_marker	82	1	1	0.07317073170731707	0.07317073170731707	0.14378829892127043	0.14378829892127043
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	hindbrain_rhombic_lip_pattern	gene_expression_or_marker	82	2	2	0.8719512195121951	0.3902439024390244	0.9668966562603427	0.9668966562603427
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	medial_pallium_dentate_lineage	gene_expression_or_marker	82	1	1	0.07317073170731707	0.07317073170731707	0.14378829892127043	0.14378829892127043
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	shared_neurogenic_niche_state	gene_expression_or_marker	82	21	21	0.45586527293844364	0.21718931475029038	0.5246705510524302	0.2126303053945433
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	NicheSignal	shared_postmitotic_granule_maturation	gene_expression_or_marker	82	2	2	0.024390243902439025	0.024390243902439025	0.04820426839706633	0.04820426839706633
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Gene Expression	marker_or_unassigned	marker_or_unassigned	gene_expression_or_marker	82	50	50	4.273170731707317	0.2326829268292683	0.7857198481234319	0.07251737507972188
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 1 core convergent program	distal_100kb	82	87	6	0.05705074292122232	0.027333894028595457	0.07984754802517792	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_body_overlap	82	133	6	0.09966990647350082	0.046121401063634694	0.13570330850306667	0.09577423724398915
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_edge_2kb	82	3	2	0.13008130081300814	0.06504065040650407	0.18367973976661323	0.0950078111163924
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 1 core convergent program	proximal_10kb	82	6	4	0.04065040650406504	0.024390243902439022	0.06365224535778768	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	distal_100kb	82	97	9	0.03143072667840081	0.01521247171234599	0.04541295595812467	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_body_overlap	82	83	8	0.05362915074933882	0.024684102262709375	0.07197570061770961	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_edge_2kb	82	5	3	0.11951219512195121	0.058536585365853655	0.16862550446256264	0.13069761027276477
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	proximal_10kb	82	9	5	0.027100271002710025	0.014905149051490516	0.04132401965375565	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	distal_100kb	82	77	7	0.0815647766867279	0.03436807095343681	0.10637100439159063	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_body_overlap	82	9	4	0.3685636856368564	0.13956639566395665	0.44002363761784025	0.5518065715227986
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_edge_2kb	82	8	5	0.14634146341463414	0.06707317073170732	0.1951977141152138	0.14113182089639487
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	proximal_10kb	82	7	4	0.06445993031358885	0.029616724738675958	0.09153746747138716	0.07201829289169365
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	82	265	16	0.07459733087896916	0.03267372296364473	0.10011685565224261	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_body_overlap	82	93	15	0.12260687123000262	0.05061631261473905	0.156543546625208	0.07201829289169365
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_edge_2kb	82	10	9	0.18170731707317073	0.08292682926829269	0.24504971704464068	0.22383330498602005
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	proximal_10kb	82	31	12	0.06254917387883556	0.03147128245476003	0.08806958212644601	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	82	331	29	0.08286051138457004	0.0359958735539017	0.10982573853993158	0.05982317094047414
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	82	37	27	0.37277521423862886	0.13150955833882663	0.425066782566402	0.3691923224054654
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_edge_2kb	82	7	6	0.16898954703832753	0.07491289198606273	0.22431508668065886	0.19755114476184835
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	82	18	12	0.07723577235772358	0.034552845528455285	0.1036137929611982	0.04239023450588977
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	deep_neural_progenitor	distal_100kb	82	7	1	0.0975609756097561	0.038327526132404185	0.12913656304506585	0.10720293306761189
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	deep_neural_progenitor	gene_edge_2kb	82	1	1	0.0	0.0	0.0	0.0
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	deep_neural_progenitor	proximal_10kb	82	1	1	0.04878048780487805	0.012195121951219513	0.05982317094047414	0.05982317094047414
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_morphology	distal_100kb	82	321	18	0.07510827444723045	0.032672289339715825	0.09965831557238339	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	82	248	20	0.05379622344610543	0.023996852871754525	0.07334034770542391	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_morphology	gene_edge_2kb	82	16	14	0.12195121951219512	0.052591463414634144	0.15947374050866975	0.10758614613141027
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_morphology	proximal_10kb	82	36	17	0.06131436314363143	0.026084010840108404	0.08057816448460171	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_synapse_construction	distal_100kb	82	319	20	0.06433978132884777	0.02878660448046487	0.08726970382657769	0.05982317094047414
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_synapse_construction	gene_body_overlap	82	147	19	0.06130744980919196	0.027127924340467895	0.08331228256450457	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_synapse_construction	gene_edge_2kb	82	15	12	0.18292682926829268	0.06991869918699187	0.226184137499186	0.13069761027276477
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_neurite_synapse_construction	proximal_10kb	82	42	14	0.05226480836236934	0.023519163763066203	0.07216929528999555	0.04830746332939119
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_synaptic_excitability	distal_100kb	82	301	20	0.05437160683899198	0.024835912810955353	0.07474376354227118	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_synaptic_excitability	gene_body_overlap	82	98	18	0.08262817322050772	0.03471876555500249	0.10590783301996354	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_synaptic_excitability	gene_edge_2kb	82	15	11	0.13577235772357724	0.05447154471544716	0.17481013712750382	0.13069761027276477
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	downstream_synaptic_excitability	proximal_10kb	82	33	13	0.06762749445676275	0.031781226903178125	0.09521210261203643	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	hindbrain_rhombic_lip_pattern	distal_100kb	82	6	1	0.17886178861788618	0.06910569105691057	0.21524034836031558	0.04816738768762899
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	shared_postmitotic_granule_maturation	distal_100kb	82	81	5	0.06775067750677508	0.029659741041854863	0.09071176522896117	0.05982317094047414
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	shared_postmitotic_granule_maturation	gene_body_overlap	82	95	5	0.09306803594351733	0.043517329910141206	0.1287541726991747	0.09577423724398915
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	shared_postmitotic_granule_maturation	gene_edge_2kb	82	3	3	0.09756097560975611	0.044715447154471545	0.13768330539465842	0.13069761027276477
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	ConstructionBalance	shared_postmitotic_granule_maturation	proximal_10kb	82	13	5	0.04690431519699812	0.020637898686679177	0.06245004650239762	0.02431648248356432
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 1 core convergent program	distal_100kb	82	67	4	0.06170367673825992	0.029486712777575537	0.08591443657162152	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 1 core convergent program	gene_body_overlap	82	94	4	0.09263103269330565	0.04333160352880125	0.12805809783142996	0.09577423724398915
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 1 core convergent program	gene_edge_2kb	82	2	1	0.06097560975609756	0.024390243902439025	0.08351305200404302	0.08351305200404302
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 1 core convergent program	proximal_10kb	82	5	3	0.029268292682926828	0.017073170731707315	0.045569487864923326	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 2 high-confidence wiring/synaptic executor	distal_100kb	82	13	3	0.03470919324577861	0.014071294559099437	0.04766615603091732	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 2 high-confidence wiring/synaptic executor	gene_body_overlap	82	73	2	0.03257601069161376	0.016538590043434682	0.04763242239466228	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 3 broad both-screen mechanism support	distal_100kb	82	17	1	0.018651362984218076	0.010760401721664275	0.02910493768803049	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 3 broad both-screen mechanism support	gene_body_overlap	82	1	1	0.1951219512195122	0.08536585365853659	0.2636140850648554	0.2636140850648554
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 3 broad both-screen mechanism support	gene_edge_2kb	82	1	1	0.0	0.0	0.0	0.0
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 3 broad both-screen mechanism support	proximal_10kb	82	3	1	0.048780487804878044	0.02439024390243903	0.07197322043765521	0.07201829289169365
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 4 screen-specific mechanism support	distal_100kb	82	61	4	0.045981607357057176	0.02239104358256697	0.0661680691889815	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 4 screen-specific mechanism support	gene_body_overlap	82	16	4	0.07850609756097561	0.02972560975609756	0.10032862498933245	0.05982317094047414
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 4 screen-specific mechanism support	gene_edge_2kb	82	3	3	0.22764227642276424	0.08943089430894309	0.291858023321206	0.28381679238237484
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	Tier 4 screen-specific mechanism support	proximal_10kb	82	14	3	0.04442508710801394	0.021777003484320556	0.06330736003661179	0.030304578006922166
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	dentate_fate_wnt_prox1	distal_100kb	82	21	1	0.047038327526132406	0.024390243902439025	0.06977497284472609	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	dentate_fate_wnt_prox1	gene_body_overlap	82	1	1	0.2073170731707317	0.07317073170731707	0.26157133457765386	0.26157133457765386
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	dentate_fate_wnt_prox1	proximal_10kb	82	6	1	0.06504065040650407	0.026422764227642278	0.08837661047634465	0.07811585386730341
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_morphology	distal_100kb	82	221	12	0.06721112459993378	0.029853217084207042	0.09061329588701118	0.05982317094047414
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_morphology	gene_body_overlap	82	89	13	0.07111537407508907	0.03083036448342012	0.09581418262051655	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_morphology	gene_edge_2kb	82	10	9	0.1597560975609756	0.06707317073170732	0.2040351866524745	0.12460004929715501
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_morphology	proximal_10kb	82	27	10	0.051038843721770547	0.022583559168925023	0.06949180049709923	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_synapse_construction	distal_100kb	82	319	20	0.06433978132884777	0.02878660448046487	0.08726970382657769	0.05982317094047414
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_synapse_construction	gene_body_overlap	82	147	19	0.06130744980919196	0.027127924340467895	0.08331228256450457	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_synapse_construction	gene_edge_2kb	82	15	12	0.18292682926829268	0.06991869918699187	0.226184137499186	0.13069761027276477
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_neurite_synapse_construction	proximal_10kb	82	42	14	0.05226480836236934	0.023519163763066203	0.07216929528999555	0.04830746332939119
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	distal_100kb	82	98	8	0.05786460925833748	0.026381284221005476	0.07972956254743686	0.05415548321098683
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	gene_body_overlap	82	58	6	0.046257359125315395	0.02144659377628259	0.06412833247855515	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	gene_edge_2kb	82	5	3	0.2292682926829268	0.07560975609756097	0.27048203919260894	0.24299479786211975
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	proximal_10kb	82	15	4	0.05447154471544716	0.025203252032520326	0.07698878591720894	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	distal_100kb	82	21	1	0.047038327526132406	0.024390243902439025	0.06977497284472609	0.06032225312850237
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	gene_body_overlap	82	1	1	0.2073170731707317	0.07317073170731707	0.26157133457765386	0.26157133457765386
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	proximal_10kb	82	6	1	0.06504065040650407	0.026422764227642278	0.08837661047634465	0.07811585386730341
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	shared_neurogenic_niche_state	distal_100kb	82	23	1	0.12725344644750794	0.05726405090137858	0.1689460192413637	0.11939805501883141
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	shared_neurogenic_niche_state	gene_body_overlap	82	1	1	0.3170731707317073	0.12195121951219512	0.3973631993721617	0.3973631993721617
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	shared_neurogenic_niche_state	proximal_10kb	82	3	1	0.0934959349593496	0.044715447154471545	0.13305103916455083	0.13069761027276477
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	82	180	10	0.0741869918699187	0.03333333333333333	0.10051397520974029	0.06617027301009801
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_body_overlap	82	154	10	0.08227747861894204	0.03832752613240418	0.11421842269709495	0.09539102418019077
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_edge_2kb	82	5	5	0.14146341463414636	0.056097560975609764	0.18259362646158245	0.13069761027276477
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	proximal_10kb	82	35	10	0.05574912891986063	0.024738675958188152	0.0767186294892084	0.03629267353028001
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	FatePolarity	Tier 3 broad both-screen mechanism support	distal_100kb	82	7	1	0.0975609756097561	0.038327526132404185	0.12913656304506585	0.10720293306761189
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	FatePolarity	Tier 3 broad both-screen mechanism support	gene_edge_2kb	82	1	1	0.0	0.0	0.0	0.0
GSM9558423	H187	astrocyte_bergmann_candidate	cluster_enriched_all	Peaks	FatePolarity	Tier 3 broad both-screen mechanism support	proximal_10kb	82	1	1	0.04878048780487805	0.012195121951219513	0.05982317094047414	0.05982317094047414
