dataset	accession	node	contrast_id	contrast_label	species	model_or_tissue	module_id	module_label	module_family	hypothesis_role	n_module_genes	n_genes_available	coverage_fraction	median_effect	mean_effect	positive_fraction	negative_fraction	signed_module_shift_score	direction_call	support_class	context_match	top_abs_effect_genes
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	10	10	1.0	0.0012966192500005747	0.020461725850000168	0.5	0.5	0.0012966192500005747	near_zero	near_zero_or_mixed	off_context	CDK5R1;CDK5;VLDLR;DAB1;PAFAH1B1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	17	17	1.0	0.0005265500000000145	0.030329130257352666	0.5294117647058824	0.47058823529411764	0.0005265500000000145	near_zero	near_zero_or_mixed	off_context	NRP1;RAC1;SEMA6A;SEMA3A;SEMA7A
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	21	21	1.0	-0.030362516500000325	-0.2506068015892856	0.23809523809523808	0.7619047619047619	-0.030362516500000325	near_zero	near_zero_or_mixed	matched_context	GFAP;NOTCH1;ID1;NES;SOX2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	10	10	1.0	0.01858042149999939	0.10257409674999982	0.7	0.3	0.01858042149999939	near_zero	near_zero_or_mixed	matched_context	GLI2;GLI3;SMO;PTCH1;HHIP
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	14	0.9333333333333333	-0.012732313749999946	-0.05596188484821418	0.35714285714285715	0.6428571428571429	-0.012300583693462484	near_zero	near_zero_or_mixed	off_context	ID1;TGFB2;ID3;TGFBI;SMAD2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	16	1.0	-0.004248668000000233	-0.07597475311718749	0.375	0.625	-0.004248668000000233	near_zero	near_zero_or_mixed	off_context	WNT7B;DKK3;CTNNB1;FZD3;AXIN2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	18	1.0	-0.0023432726249996705	-0.1414006465763891	0.4444444444444444	0.5555555555555556	-0.0023432726249996705	near_zero	near_zero_or_mixed	off_context	JUN;EGR1;DUSP6;NTRK2;FOS
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	15	15	1.0	-0.002284225499999515	0.0387777257583334	0.4	0.6	-0.002284225499999515	near_zero	near_zero_or_mixed	off_context	ID1;SMAD5;ID4;ID3;ID2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	cerebellar-specific upstream fate and progenitor-expansion logic	13	13	1.0	0.0026206747500001626	-0.09959782068269242	0.5384615384615384	0.46153846153846156	0.0026206747500001626	near_zero	near_zero_or_mixed	matched_context	EN1;GLI2;MEIS1;BARHL1;ZIC2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	17	17	1.0	0.000643101999999729	0.005590926198529398	0.5882352941176471	0.4117647058823529	0.000643101999999729	near_zero	near_zero_or_mixed	off_context	NEUROD2;NEUROD1;EOMES;DKK3;PROX1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	21	21	1.0	-0.0019511775000005116	-0.08042024646428571	0.42857142857142855	0.5714285714285714	-0.0019511775000005116	near_zero	near_zero_or_mixed	matched_context	BASP1;CADM3;CFL1;RTN1;NRXN1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	20	19	0.95	-0.0050027813750013195	-0.10686490838157925	0.3684210526315789	0.631578947368421	-0.004876108121417847	near_zero	near_zero_or_mixed	matched_context	SLC17A7;STXBP1;SLC17A6;PPP3CA;CALM2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	17	16	0.9411764705882353	0.001908566999999639	0.0569374578203124	0.625	0.375	0.0018515819610745254	near_zero	near_zero_or_mixed	off_context	FRS2;MAPK1;ETV4;ETV5;FGF10
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	14	14	1.0	0.002166542874999955	-0.02804852091964292	0.7142857142857143	0.2857142857142857	0.002166542874999955	near_zero	near_zero_or_mixed	off_context	HES5;NOTCH1;HEY1;HES1;NOTCH3
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	10	10	1.0	0.00015315912500035722	0.017029621200000022	0.5	0.5	0.00015315912500035722	near_zero	near_zero_or_mixed	off_context	PAFAH1B1;CDK5R1;CDK5;DAB1;CRKL
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	17	17	1.0	0.00029516274999963343	0.017011072544117593	0.5294117647058824	0.47058823529411764	0.00029516274999963343	near_zero	near_zero_or_mixed	off_context	SEMA3A;NRP1;RAC1;PLXNC1;PLXNB1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	21	21	1.0	0.0021104337499995296	0.0032956030476188943	0.5714285714285714	0.42857142857142855	0.0021104337499995296	near_zero	near_zero_or_mixed	matched_context	ID1;HES5;GFAP;NOTCH1;NES
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	10	10	1.0	0.0033305847499995878	-0.043277228525000225	0.7	0.3	0.0033305847499995878	near_zero	near_zero_or_mixed	matched_context	GLI2;SMO;PTCH1;HHIP;GLI3
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	14	0.9333333333333333	0.022234505624999734	0.21640947708035688	0.7857142857142857	0.21428571428571427	0.021480573185142626	near_zero	near_zero_or_mixed	off_context	ID1;TGFBI;SMAD2;ID3;ID2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_Ptch_het_GNP	P6 Ndp KO/Ptch het GNP vs Ptch het GNP	mouse	P6 cerebellar granule neuron progenitors	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	16	1.0	0.0019541358750001514	0.032073162593749815	0.6875	0.3125	0.0019541358750001514	near_zero	near_zero_or_mixed	off_context	FZD3;CTNNB1;AXIN2;WNT7B;DKK3
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	18	1.0	0.0005835178124993234	-0.01941698939583346	0.5555555555555556	0.4444444444444444	0.0005835178124993234	near_zero	near_zero_or_mixed	off_context	RAF1;MAPK1;EGR1;JUN;FOS
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	15	15	1.0	-0.0072004997499997	-0.11413387503333314	0.3333333333333333	0.6666666666666666	-0.0072004997499997	near_zero	near_zero_or_mixed	off_context	ID4;SMAD5;BMP4;ID3;ID2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	cerebellar-specific upstream fate and progenitor-expansion logic	13	13	1.0	0.012136547875000403	-0.010966562250000008	0.7692307692307693	0.23076923076923078	0.012136547875000403	near_zero	near_zero_or_mixed	matched_context	ZIC3;PTCH1;GLI2;ZIC2;EN2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	17	17	1.0	-0.0006792162500008914	-0.03407203574264706	0.47058823529411764	0.5294117647058824	-0.0006792162500008914	near_zero	near_zero_or_mixed	off_context	DKK3;NEUROD2;ZBTB20;NEUROD1;PROX1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	21	21	1.0	0.002600698749999353	0.005781278333333549	0.5714285714285714	0.42857142857142855	0.002600698749999353	near_zero	near_zero_or_mixed	matched_context	BASP1;NRP1;GPM6A;NRXN1;NCAM1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	20	19	0.95	0.09713451874999812	0.17154689459868402	0.9473684210526315	0.05263157894736842	0.09467501780382219	near_zero	near_zero_or_mixed	matched_context	KCND2;PPP3CA;STXBP1;SYT1;SLC17A7
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	17	16	0.9411764705882353	-0.0012973723124991565	0.020187622874999922	0.3125	0.6875	-0.0012586360188672626	near_zero	near_zero_or_mixed	off_context	MAPK1;FGF9;FRS2;MAPK3;ETV5
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	14	14	1.0	-0.016560961750000214	-0.1850939051964291	0.2857142857142857	0.7142857142857143	-0.016560961750000214	near_zero	near_zero_or_mixed	off_context	HES5;HES1;HEY1;NOTCH1;DLL1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	10	10	1.0	-0.010786075874999135	0.02198131888750012	0.3	0.7	-0.010786075874999135	near_zero	near_zero_or_mixed	off_context	PAFAH1B1;CRK;VLDLR;CDK5R1;DAB1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	17	17	1.0	0.0021983796249998022	0.028213187786764377	0.7058823529411765	0.29411764705882354	0.0021983796249998022	near_zero	near_zero_or_mixed	off_context	NRP1;RAC1;PLXNC1;SEMA3A;SEMA6A
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	21	21	1.0	-0.022736676500000108	-0.26800799273214315	0.23809523809523808	0.7619047619047619	-0.022736676500000108	near_zero	near_zero_or_mixed	matched_context	GFAP;HES5;HES1;NES;BMP4
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	10	10	1.0	0.005404427687499602	0.0034869547374997366	0.8	0.2	0.005404427687499602	near_zero	near_zero_or_mixed	matched_context	PTCH1;GLI2;SMO;HHIP;GLI3
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	14	0.9333333333333333	0.004180876062500172	0.09666189858928563	0.5714285714285714	0.42857142857142855	0.004039110010054337	near_zero	near_zero_or_mixed	off_context	TGFBI;SMAD2;TGFB2;ID3;ID2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_Ptch_het_GNP_vs_WT_GNP	P6 Ndp KO/Ptch het GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	16	1.0	-0.005329955812500398	-0.056169030945312504	0.25	0.75	-0.005329955812500398	near_zero	near_zero_or_mixed	off_context	DKK3;AXIN2;WNT7B;CTNNB1;FZD7
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	18	1.0	0.013457266812500368	0.12198365718055564	0.8333333333333334	0.16666666666666666	0.013457266812500368	near_zero	near_zero_or_mixed	off_context	DUSP6;JUN;NTRK2;EGR1;RAF1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	15	15	1.0	-0.004662000249999743	-0.15291160079166655	0.4	0.6	-0.004662000249999743	near_zero	near_zero_or_mixed	off_context	ID1;ID4;ID3;SMAD5;BMP4
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	cerebellar-specific upstream fate and progenitor-expansion logic	13	13	1.0	0.005066042000000159	0.08863125843269241	0.6153846153846154	0.38461538461538464	0.005066042000000159	near_zero	near_zero_or_mixed	matched_context	EN1;GLI2;ZIC3;PTCH1;ZIC2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	17	17	1.0	0.0012338644999996262	-0.03966296194117646	0.6470588235294118	0.35294117647058826	0.0012338644999996262	near_zero	near_zero_or_mixed	off_context	DKK3;NEUROD1;EOMES;NEUROD2;ZBTB20
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	21	21	1.0	0.030846554500000067	0.08620152479761926	0.7142857142857143	0.2857142857142857	0.030846554500000067	near_zero	near_zero_or_mixed	matched_context	CADM3;NRXN1;NCAM1;BASP1;RTN1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	20	19	0.95	0.1458375424999998	0.2784118029802633	0.6842105263157895	0.3157894736842105	0.14214485344998348	up_shift	weak_shift	matched_context	SLC17A7;STXBP1;KCND2;PPP3CA;CACNA2D1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	17	16	0.9411764705882353	-0.0030063048749999766	-0.036749834945312476	0.4375	0.5625	-0.002916544127631577	near_zero	near_zero_or_mixed	off_context	FRS2;FGF9;MAPK1;ETV4;MAPK3
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	14	14	1.0	-0.010708002125000338	-0.1570453842767862	0.07142857142857142	0.9285714285714286	-0.010708002125000338	near_zero	near_zero_or_mixed	off_context	NOTCH1;HEY1;HES1;HES5;NOTCH3
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	10	10	1.0	-0.03765108574999987	0.004951697687500101	0.5	0.5	-0.03765108574999987	near_zero	near_zero_or_mixed	off_context	CDK5R1;DAB1;CDK5;CRK;CRKL
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	17	17	1.0	0.0024133924999993894	0.011202115242646785	0.7058823529411765	0.29411764705882354	0.0024133924999993894	near_zero	near_zero_or_mixed	off_context	RAC1;SEMA3A;NRP1;SEMA6A;SEMA7A
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	21	21	1.0	-0.04600551299999989	-0.27130359577976204	0.2857142857142857	0.7142857142857143	-0.04600551299999989	near_zero	near_zero_or_mixed	matched_context	GFAP;ID1;NOTCH1;NES;HES1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	10	10	1.0	-0.0009695116250001412	0.04676418326249996	0.5	0.5	-0.0009695116250001412	near_zero	near_zero_or_mixed	matched_context	GLI2;PTCH1;SMO;GLI3;PTCH2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	14	0.9333333333333333	-0.017591351312499448	-0.11974757849107125	0.2857142857142857	0.7142857142857143	-0.016994859956266904	near_zero	near_zero_or_mixed	off_context	ID1;ID3;TGFB2;ID2;SMAD2
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ptch_het_GNP_vs_WT_GNP	P6 Ptch heterozygous GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	16	1.0	-0.0027661311250000153	-0.08824219353906232	0.3125	0.6875	-0.0027661311250000153	near_zero	near_zero_or_mixed	off_context	FZD3;CTNNB1;AXIN2;DKK3;WNT7B
Rbfox3 KO hippocampus	GSE84786	RBFOX3	GSE84786_Rbfox3_KO_vs_WT	Rbfox3 homozygous KO hippocampus vs WT	mouse	hippocampus; dentate phenotype reported	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	18	1.0	-0.021285644243731926	0.25909152399058755	0.5	0.5	-0.021285644243731926	near_zero	near_zero_or_mixed	matched_context	FOS;EGR1;DUSP6;JUN;BDNF
