dataset	accession	node	contrast_id	contrast_label	species	model_or_tissue	module_id	module_label	module_family	hypothesis_role	n_module_genes	n_genes_available	coverage_fraction	median_effect	mean_effect	positive_fraction	negative_fraction	signed_module_shift_score	direction_call	support_class	context_match	top_abs_effect_genes
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_NTRK2ko_3h_BDNF_vs_vehicle	NTRK2 KO 3h BDNF vs NTRK2 KO 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	3	0.2	0.3751001215172156	0.26425055309213796	0.6666666666666666	0.3333333333333333	0.16774987401618513	up_shift	weak_shift	matched_context	ID1;SMAD3;ID2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_NTRK2ko_3h_BDNF_vs_vehicle	NTRK2 KO 3h BDNF vs NTRK2 KO 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	6	0.375	-0.1521857484166098	-0.023415368600642656	0.3333333333333333	0.6666666666666666	-0.09319435743606674	down_shift	weak_shift	off_context	LEF1;WNT5A;WNT3A;WNT7A;DKK3
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	8	0.4444444444444444	-0.0031957297424227704	0.08056628715886821	0.5	0.5	-0.0021304864949485136	near_zero	near_zero_or_mixed	matched_context	BDNF;MAPK14;SOS1;MAP2K1;GRB2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	15	6	0.4	0.09005376934801479	0.2548056141406032	0.8333333333333334	0.16666666666666666	0.05695500460463663	near_zero	near_zero_or_mixed	off_context	BMP4;ACVR1;BMPR2;ID1;BMPR1A
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	cerebellar-specific upstream fate and progenitor-expansion logic	13	13	1.0	-0.017479292957886194	-0.10720416996781451	0.3076923076923077	0.5384615384615384	-0.017479292957886194	near_zero	near_zero_or_mixed	off_context	BARHL1;GLI1;ZIC2;MEIS1;EN1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	17	17	1.0	0.06379005101110735	0.18733214343690463	0.5882352941176471	0.35294117647058826	0.06379005101110735	near_zero	near_zero_or_mixed	off_context	EMX2;LEF1;ZBTB20;TBR1;CALB1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	21	21	1.0	0.013853034215239646	0.05107602600348296	0.5714285714285714	0.38095238095238093	0.013853034215239646	near_zero	near_zero_or_mixed	matched_context	NRXN1;ROBO2;MAP1B;DCC;RTN1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	20	20	1.0	0.037936870687964586	0.1520507193402756	0.7	0.3	0.037936870687964586	near_zero	near_zero_or_mixed	matched_context	STXBP5L;SLC17A6;KCNJ3;CAMK2A;KCND2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	17	4	0.23529411764705882	-0.03234486225232125	-0.06880318026799354	0.25	0.75	-0.015689562766161652	near_zero	near_zero_or_mixed	matched_context	FGF8;MAP2K1;MAPK1;FRS2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	14	7	0.5	0.02682594645265368	-0.004645988537268307	0.5714285714285714	0.42857142857142855	0.018968808648418628	near_zero	near_zero_or_mixed	off_context	HES5;NOTCH2;DLL1;NOTCH1;JAG1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	10	3	0.3	0.002423822174997703	0.002417588527163043	0.6666666666666666	0.3333333333333333	0.001327582080627476	near_zero	near_zero_or_mixed	off_context	PAFAH1B1;CDK5R1;DAB1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	17	10	0.5882352941176471	-0.006437048963979564	-0.00604031264047058	0.3	0.7	-0.004936991186868563	near_zero	near_zero_or_mixed	off_context	SEMA5A;SEMA6D;SEMA7A;NRP2;RAC1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	21	21	1.0	-0.037217808002551145	0.01166146506714554	0.42857142857142855	0.5714285714285714	-0.037217808002551145	near_zero	near_zero_or_mixed	off_context	BMP4;GLI1;HES5;NOTCH2;WNT7A
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	10	5	0.5	0.0	-0.13240096611176946	0.4	0.4	0.0	near_zero	near_zero_or_mixed	off_context	GLI1;PTCH1;MYCN;GLI2;ATOH1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	3	0.2	0.014170547912826237	0.0034619240140439564	0.6666666666666666	0.3333333333333333	0.0063372616822994455	near_zero	near_zero_or_mixed	matched_context	SMAD3;ID1;ID2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_24h_BDNF_vs_vehicle	WT 24h BDNF vs WT 24h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	6	0.375	0.013733898609056716	0.09924174267789371	0.5	0.3333333333333333	0.008410260942827145	near_zero	near_zero_or_mixed	off_context	LEF1;WNT7A;WNT5A;TCF7L2;DKK3
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	8	0.4444444444444444	-0.08763981698050838	0.032324394034081994	0.25	0.75	-0.05842654465367225	near_zero	near_zero_or_mixed	matched_context	BDNF;SOS1;MAPK1;MAPK14;NTRK2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	15	6	0.4	0.03778005412939933	0.1278066064561355	0.5	0.5	0.023894204234670327	near_zero	near_zero_or_mixed	off_context	ID1;BMP4;BMPR2;ID2;ACVR1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	cerebellar-specific upstream fate and progenitor-expansion logic	13	13	1.0	0.0	-0.05610864159065009	0.38461538461538464	0.46153846153846156	0.0	near_zero	near_zero_or_mixed	off_context	GLI2;BARHL1;MYCN;PTCH1;ZIC2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	17	17	1.0	0.09084639662601557	0.14346360803000846	0.5294117647058824	0.4117647058823529	0.09084639662601557	near_zero	near_zero_or_mixed	off_context	LEF1;EOMES;ZBTB20;C1QL3;GLIS3
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	21	21	1.0	0.024230787179407187	0.017501191030203	0.5714285714285714	0.38095238095238093	0.024230787179407187	near_zero	near_zero_or_mixed	matched_context	GAP43;PLXNA4;PLXNA2;RTN1;GPM6A
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	20	20	1.0	-0.006495115345070079	-0.07864283055132278	0.5	0.5	-0.006495115345070079	near_zero	near_zero_or_mixed	matched_context	STXBP5L;SLC17A7;KCNK1;KCNJ3;GABRA2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	17	4	0.23529411764705882	-0.07054538775452324	0.06458231734994957	0.25	0.75	-0.03421953942494753	near_zero	near_zero_or_mixed	matched_context	FGF8;MAPK1;FRS2;MAP2K1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	14	7	0.5	-0.20968776749518625	-0.17507475481506166	0.2857142857142857	0.7142857142857143	-0.14827164232771434	down_shift	moderate_shift	off_context	HES1;HES5;NOTCH2;NOTCH1;DLL1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	10	3	0.3	-0.0315864188638324	-0.1309131896798735	0.3333333333333333	0.6666666666666666	-0.017300594122527702	near_zero	near_zero_or_mixed	off_context	PAFAH1B1;CDK5R1;DAB1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	17	10	0.5882352941176471	-0.07006926097177857	-0.09039630303681818	0.4	0.6	-0.053740669959763634	near_zero	near_zero_or_mixed	off_context	SEMA5A;PLXNA4;PLXNA2;SEMA7A;SEMA3A
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	21	21	1.0	-0.020280772222400323	-0.018751433245573337	0.38095238095238093	0.6190476190476191	-0.020280772222400323	near_zero	near_zero_or_mixed	off_context	ID1;HES1;BMP4;HES5;TUBB3
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	10	5	0.5	-0.22616990408026538	-0.21777269882637212	0.2	0.6	-0.15992627287546668	down_shift	moderate_shift	off_context	GLI2;MYCN;PTCH1;GLI1;ATOH1
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	3	0.2	0.22414423672907802	0.29497918904613823	0.6666666666666666	0.3333333333333333	0.10024035001820471	up_shift	weak_shift	matched_context	ID1;SMAD3;ID2
NTRK2 KO and BDNF response ReNcell VM	GSE242199	BDNF/NTRK2	GSE242199_WT_3h_BDNF_vs_vehicle	WT 3h BDNF vs WT 3h vehicle	human	ReNcell VM neural progenitor/stem-cell differentiation model	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	6	0.375	-0.00954995696312011	0.12256908841553753	0.3333333333333333	0.5	-0.005848130406295874	near_zero	near_zero_or_mixed	off_context	LEF1;WNT5A;WNT7A;TCF7L2;DKK3
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	18	1.0	-0.02298445	0.051914329444444456	0.3888888888888889	0.6111111111111112	-0.02298445	near_zero	near_zero_or_mixed	matched_context	NGFR;MAPK3;EGR1;MAP2K1;BDNF
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	15	15	1.0	0.0282607	-0.023397999999999995	0.6	0.4	0.0282607	near_zero	near_zero_or_mixed	off_context	BMP2;NOG;BMP4;BMPR2;SMAD9
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	cerebellar-specific upstream fate and progenitor-expansion logic	13	7	0.5384615384615384	0.279603	0.2600656428571429	1.0	0.0	0.20517250964137093	up_shift	moderate_shift	off_context	MYCN;EN2;MEIS1;ZIC1;PTCH1
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	17	15	0.8823529411764706	-0.0068623	0.02854029333333333	0.4666666666666667	0.5333333333333333	-0.006446008429070432	near_zero	near_zero_or_mixed	off_context	NEUROD2;DKK3;CALB1;ZBTB20;WNT7A
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	21	20	0.9523809523809523	0.11337565	0.09906654950000002	0.7	0.3	0.11064330510558737	up_shift	weak_shift	matched_context	NRP1;DPYSL3;PLXNA4;RTN1;STMN2
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	20	20	1.0	-0.1072185	-0.14746423749999998	0.15	0.85	-0.1072185	down_shift	weak_shift	matched_context	KCNJ3;SNAP25;SLC17A6;CACNA2D1;PPP3CA
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	17	15	0.8823529411764706	-0.020082	0.045709933333333334	0.4666666666666667	0.5333333333333333	-0.01886375432035796	near_zero	near_zero_or_mixed	matched_context	MAPK3;FGF10;MAP2K1;FGFR2;SPRY4
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	14	14	1.0	0.007650850000000001	0.007560450000000001	0.5	0.5	0.007650850000000001	near_zero	near_zero_or_mixed	off_context	DLL4;HES1;NOTCH3;JAG2;HEY1
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	10	10	1.0	0.05142885	0.047755492000000004	0.8	0.2	0.05142885	near_zero	near_zero_or_mixed	matched_context	RAP1A;CRK;VLDLR;RELN;CDK5R1
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	17	17	1.0	0.0538106	0.05428796470588237	0.6470588235294118	0.35294117647058826	0.0538106	near_zero	near_zero_or_mixed	matched_context	NRP2;SEMA7A;PLXNC1;NRP1;PLXNA4
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	21	20	0.9523809523809523	0.127713	0.1521254135	0.8	0.2	0.12463512601647601	up_shift	weak_shift	off_context	DCX;TUBB3;BMP4;NES;WNT7A
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	10	7	0.7	0.233263	0.2690473	1.0	0.0	0.19516182776941807	up_shift	moderate_shift	off_context	SHH;MYCN;PTCH2;PTCH1;HHIP
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	15	14	0.9333333333333333	0.034282900000000005	-0.07616045071428572	0.6428571428571429	0.35714285714285715	0.033120427990129195	near_zero	near_zero_or_mixed	off_context	SERPINE1;TGFB2;TGFBI;SMAD3;TGFBR3
Rbfox1/3 knockdown hippocampal neurons	GSE71916	RBFOX3/RBFOX1	GSE71916_siRbfox1_3_vs_siNT	siRbfox1/3 hippocampal neurons vs non-targeting control	mouse	cultured hippocampal neurons	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	16	14	0.875	0.055751049999999996	0.04455035714285712	0.5714285714285714	0.42857142857142855	0.05215033201322583	near_zero	near_zero_or_mixed	off_context	FZD5;DKK3;WNT7A;WNT7B;FZD7
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	18	18	1.0	0.00998769087500051	0.09385988823611117	0.7222222222222222	0.2777777777777778	0.00998769087500051	near_zero	near_zero_or_mixed	off_context	NTRK2;DUSP6;JUN;RAF1;SORT1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	15	15	1.0	-0.005444744750000119	-0.1330000572583329	0.4	0.6	-0.005444744750000119	near_zero	near_zero_or_mixed	off_context	ID4;ID1;ID3;SMAD5;BMP4
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	cerebellar-specific upstream fate and progenitor-expansion logic	13	13	1.0	0.0824920718750004	0.13342286375961537	0.6923076923076923	0.3076923076923077	0.0824920718750004	near_zero	near_zero_or_mixed	matched_context	GLI2;EN1;BARHL1;ZIC3;MEIS1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	17	17	1.0	4.594637499977239e-05	-0.01358232236029397	0.5294117647058824	0.47058823529411764	4.594637499977239e-05	near_zero	near_zero_or_mixed	off_context	ZBTB20;DKK3;NEUROD1;NEUROD2;PROX1
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	21	21	1.0	0.05064820599999997	0.1313722124761905	0.8571428571428571	0.14285714285714285	0.05064820599999997	near_zero	near_zero_or_mixed	matched_context	NRXN1;CADM3;RTN1;NRP1;GAP43
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	20	19	0.95	0.11683117899999917	0.22608655835526306	0.6842105263157895	0.3157894736842105	0.11387294747745556	up_shift	weak_shift	matched_context	SLC17A7;KCND2;SYT1;STXBP1;PPP3CA
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	17	16	0.9411764705882353	-0.0019276831874996958	-0.011555567187500004	0.4375	0.5625	-0.0018701273870090774	near_zero	near_zero_or_mixed	off_context	FRS2;MAPK1;FGF9;MAPK3;ETV4
P6 cerebellar GNP Ptch/Ndp array	GSE81962	SHH/PTCH/Norrin	GSE81962_Ndp_KO_GNP_vs_WT_GNP	P6 Ndp KO GNP vs WT GNP	mouse	P6 cerebellar granule neuron progenitors	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	14	14	1.0	-0.00793823218750056	-0.12141331358928609	0.5	0.5	-0.00793823218750056	near_zero	near_zero_or_mixed	off_context	NOTCH1;HES5;HEY1;HES1;NOTCH3
