dataset	source_rds	output_dir	n_cells	n_source_genes	source_nnz	selected_genes	selected_genes_present	selected_genes_missing	selected_present_nnz
GSE325391	External_Data/GEO/GSE325391/GSE325391_adultgc_filtered.RDS	Project/processed/gse325391_adult_dg_selected	59075	36588	236221028	2169	2083	86	80156246
