summary_level	region	n_predictions	n_supported	fraction_supported	median_lr_expression_score	mean_lr_expression_score	max_lr_expression_score	n_high_support	n_moderate_support	sender_class	pathway_label	pair_label
region_pathway	cerebellum	24	6	0.25	0.00294136707513309	0.06195183259811571	0.34176131325745013	3	3		NRG1/ERBB4	
region_pathway	cerebellum	24	2	0.08333333333333333	0.01459204816992099	0.03258772994016617	0.1309338527944845	0	2		KITLG/KIT	
region_pathway	cerebellum	24	9	0.375	0.04159442821413925	0.07885669973301797	0.2636537559487895	1	8		HBEGF/EGFR	
region_pathway	cerebellum	24	9	0.375	0.08903639390879571	0.07612573892700876	0.23966030146434142	0	9		Ephrin/EPH	
region_pathway	cerebellum	48	8	0.16666666666666666	0.012506699064047807	0.04538086472146762	0.3646658432937416	1	7		SLIT/ROBO	
region_pathway	cerebellum	24	4	0.16666666666666666	0.01348771937520518	0.03705152179473321	0.1540222139402932	0	4		THBS/CD47	
region_pathway	dentate_sgz	120	3	0.025	0.00323875741411523	0.016580168389248768	0.20886828079419237	0	3		TGF-beta/SMAD	
region_pathway	dentate_sgz	40	1	0.025	0.006261334306420039	0.013388792767589228	0.10066837118565516	0	1		BDNF/TrkB/MAPK	
region_pathway	dentate_sgz	80	0	0.0	0.0	0.0007433231332748341	0.005943500490422892	0	0		SHH/PTCH/GLI	
region_pathway	dentate_sgz	120	16	0.13333333333333333	0.0008672605422462658	0.032622878060018075	0.1673192441111285	0	16		WNT/beta-catenin	
region_pathway	dentate_sgz	120	3	0.025	9.131677160458233e-05	0.013138633232835435	0.11022870004551535	0	3		FGF/MAPK	
region_pathway	dentate_sgz	80	0	0.0	0.002423594936652649	0.003964609266390908	0.02205522734596315	0	0		BMP/SMAD	
region_pathway	dentate_sgz	120	7	0.058333333333333334	0.005260795869504449	0.02458939264112554	0.31642139428774624	2	5		Notch/HES	
region_pathway	dentate_sgz	80	0	0.0	0.002293125861265243	0.0032716963824764335	0.013410053935411812	0	0		Reelin/migration-stop	
region_pathway	dentate_sgz	160	22	0.1375	0.005070006175324741	0.04382051104123146	0.5572952880055875	8	14		Semaphorin/plexin guidance	
region_pathway	dentate_sgz	80	2	0.025	0.0007246964407097254	0.009547147239814383	0.20354024966741918	0	2		CXCL12/CXCR4	
region_pathway	dentate_sgz	80	0	0.0	0.0005423411788058533	0.0014966513934990555	0.01679688554112872	0	0		VEGF/vascular	
region_pathway	dentate_sgz	80	0	0.0	5.7606750885765635e-06	7.761532458518074e-05	0.0005788706450498378	0	0		Angiopoietin/TEK	
region_pathway	dentate_sgz	40	33	0.825	0.17089323505156703	0.17058333011141197	0.3211867942415629	5	28		APOE/LRP	
region_pathway	dentate_sgz	40	5	0.125	0.030359727722438144	0.059898194491979605	0.29818343930620317	3	2		APOE/LDLR	
region_pathway	dentate_sgz	40	0	0.0	0.0006208727516339352	0.0056123931201628	0.049514886850732256	0	0		SPP1/integrin	
region_pathway	dentate_sgz	40	0	0.0	1.5557526663432057e-05	0.0014926283472413622	0.03201960186609919	0	0		SPP1/CD44	
region_pathway	dentate_sgz	40	0	0.0	0.00045506838759732065	0.0005418662021951903	0.0016789366764035196	0	0		CSF1/CSF1R	
region_pathway	dentate_sgz	40	8	0.2	0.0035059632804270296	0.0452223467843911	0.31584437623194117	2	6		C1Q/LRP	
region_pathway	dentate_sgz	40	0	0.0	0.0	0.0	0.0	0	0		CCL2/CCR2	
region_pathway	dentate_sgz	40	6	0.15	0.0016899764722731183	0.03212761646748562	0.2519334671633383	1	5		IGF1/IGF1R	
region_pathway	dentate_sgz	40	0	0.0	0.0	0.0	0.0	0	0		CNTF/CNTFR	
region_pathway	dentate_sgz	40	0	0.0	0.002080922575190528	0.0036462520423414663	0.014562030767336663	0	0		LIF/LIFR	
region_pathway	dentate_sgz	40	0	0.0	0.0	0.0	0.0	0	0		GDNF/GFRA1	
region_pathway	dentate_sgz	40	0	0.0	3.565822886945571e-05	0.0001506919372294642	0.0010453836421450962	0	0		NRG1/ERBB4	
region_pathway	dentate_sgz	40	0	0.0	0.0002307905185783339	0.0019580148668489057	0.01828939636341989	0	0		KITLG/KIT	
region_pathway	dentate_sgz	40	4	0.1	0.01462426667622466	0.03802677383945219	0.21729104737412197	0	4		HBEGF/EGFR	
region_pathway	dentate_sgz	40	1	0.025	0.006810521965684218	0.0163758527115117	0.1029633845446848	0	1		Ephrin/EPH	
region_pathway	dentate_sgz	80	0	0.0	0.0035311807818243462	0.008027613613655515	0.07577360678165346	0	0		SLIT/ROBO	
region_pathway	dentate_sgz	40	0	0.0	0.008083518702589509	0.008196481699843366	0.026761567704043646	0	0		THBS/CD47	
region_pair	cerebellum	24	4	0.16666666666666666	0.0663329192152537	0.06440415129296333	0.14626934537934608	0	4			TGF-beta2 to TGFBR1
region_pair	cerebellum	24	0	0.0	0.0020604577918876734	0.003915990479711327	0.01819847652589787	0	0			TGF-beta2 to TGFBR2
region_pair	cerebellum	24	0	0.0	0.001239945595627099	0.0035929866832468365	0.022989928238486543	0	0			TGF-beta1 to TGFBR2
region_pair	cerebellum	24	0	0.0	0.0	0.012876875023720811	0.08526364514894681	0	0			BDNF to TrkB
region_pair	cerebellum	24	5	0.20833333333333334	0.0	0.05420872679943952	0.417978340173214	2	3			SHH to PTCH1
region_pair	cerebellum	24	5	0.20833333333333334	0.0	0.06111854076629474	0.44724220224669126	2	3			SHH to SMO readiness
region_pair	cerebellum	24	0	0.0	0.0	0.0	0.0	0	0			WNT3A to FZD5
region_pair	cerebellum	24	2	0.08333333333333333	0.0	0.02714283363400298	0.12558105191778948	0	2			WNT7A to FZD3
region_pair	cerebellum	24	1	0.041666666666666664	0.0	0.023873308479180455	0.14299671436323622	0	1			WNT7A to LRP6 readiness
region_pair	cerebellum	24	0	0.0	0.0	0.008952936059001028	0.04883777473144859	0	0			FGF2 to FGFR1
region_pair	cerebellum	24	0	0.0	0.0017442530543597707	0.002187516573508491	0.0075116679647532275	0	0			FGF8 to FGFR1
region_pair	cerebellum	24	0	0.0	0.00040433928991464945	0.001374092574407703	0.008315561188269392	0	0			FGF9 to FGFR3
region_pair	cerebellum	24	0	0.0	0.0	0.006721119193843861	0.06329838334223559	0	0			BMP4 to BMPR1A
region_pair	cerebellum	24	0	0.0	0.009497512497275856	0.016486795057766325	0.07027648895937137	0	0			BMP7 to BMPR2
region_pair	cerebellum	24	0	0.0	0.0009930714646674715	0.0021170846836796858	0.011697706896741482	0	0			DLL1 to NOTCH1
region_pair	cerebellum	24	0	0.0	0.0006089433934570439	0.005569562414878663	0.04779053289973975	0	0			JAG1 to NOTCH1
region_pair	cerebellum	24	2	0.08333333333333333	0.002204701791336992	0.02024120529995092	0.16483978518039732	0	2			JAG1 to NOTCH2
region_pair	cerebellum	24	0	0.0	0.0034203874242024223	0.008782929348988819	0.04836882164167735	0	0			Reelin to VLDLR
region_pair	cerebellum	24	0	0.0	0.005073191771542191	0.005890624948152013	0.020250412364243166	0	0			Reelin to LRP8
region_pair	cerebellum	24	3	0.125	0.03109469201746215	0.04985619130446282	0.22642949385771508	0	3			SEMA6A to PLXNA2
region_pair	cerebellum	24	0	0.0	0.00035893083488519617	0.00103148859489239	0.007218976850648847	0	0			SEMA6A to PLXNA4
region_pair	cerebellum	24	0	0.0	0.00042321223025218365	0.0032676431699201285	0.01923403225862729	0	0			SEMA3A to NRP1
region_pair	cerebellum	24	7	0.2916666666666667	0.028136594221936834	0.09165209716606681	0.37410895859076976	3	4			SEMA7A to PLXNC1
region_pair	cerebellum	24	3	0.125	0.014978564101941115	0.0417138590923641	0.3066987586336391	1	2			CXCL12 to CXCR4
region_pair	cerebellum	24	0	0.0	0.0007254996229846268	0.002368879054852913	0.019344975543343555	0	0			CXCL12 to ACKR3
region_pair	cerebellum	24	0	0.0	0.0013473280243178707	0.005799617385905222	0.032172567250534925	0	0			VEGFA to KDR
region_pair	cerebellum	24	0	0.0	0.0001726222459198571	0.0006352937835279446	0.003424410068585123	0	0			VEGFA to FLT1
region_pair	cerebellum	24	0	0.0	0.0004935958217598171	0.0022023966311751283	0.012611696407645263	0	0			ANGPT1 to TEK
region_pair	cerebellum	24	0	0.0	4.221586986406304e-05	0.0018186160354847732	0.013906605342751585	0	0			ANGPT2 to TEK
region_pair	cerebellum	24	1	0.041666666666666664	0.020385597977761544	0.03463370105438382	0.14154176685612013	0	1			APOE to LRP1
region_pair	cerebellum	24	12	0.5	0.10155930490586411	0.11800223281609155	0.23974852553483864	0	12			APOE to LDLR
region_pair	cerebellum	24	3	0.125	0.010787236617381658	0.035484488397725014	0.2126597698415131	0	3			SPP1 to ITGAV
region_pair	cerebellum	24	0	0.0	0.0007272567009731184	0.004357278965690783	0.042694674021652994	0	0			SPP1 to CD44
region_pair	cerebellum	24	0	0.0	0.0005031495456403455	0.0007489806444493764	0.0028306466455989177	0	0			CSF1 to CSF1R
region_pair	cerebellum	24	1	0.041666666666666664	0.0007980945408067521	0.0154643519430364	0.1396332512064448	0	1			C1QA to LRP1
region_pair	cerebellum	24	0	0.0	0.0	0.0	0.0	0	0			CCL2 to CCR2
region_pair	cerebellum	24	10	0.4166666666666667	0.029440818141691173	0.14922469924105705	0.5018088887637409	8	2			IGF1 to IGF1R
region_pair	cerebellum	24	0	0.0	0.0	0.0	0.0	0	0			CNTF to CNTFR
region_pair	cerebellum	24	0	0.0	0.0	0.0003935254925496348	0.005453794820808335	0	0			LIF to LIFR
region_pair	cerebellum	24	0	0.0	0.0	0.0	0.0	0	0			GDNF to GFRA1
region_pair	cerebellum	24	6	0.25	0.00294136707513309	0.06195183259811571	0.34176131325745013	3	3			NRG1 to ERBB4
region_pair	cerebellum	24	2	0.08333333333333333	0.01459204816992099	0.03258772994016617	0.1309338527944845	0	2			KITLG to KIT
region_pair	cerebellum	24	9	0.375	0.04159442821413925	0.07885669973301797	0.2636537559487895	1	8			HBEGF to EGFR
region_pair	cerebellum	24	9	0.375	0.08903639390879571	0.07612573892700876	0.23966030146434142	0	9			EFNB2 to EPHB2
region_pair	cerebellum	24	2	0.08333333333333333	0.009035739726852031	0.026210008528148653	0.11180926674488037	0	2			SLIT2 to ROBO1
region_pair	cerebellum	24	6	0.25	0.01656178846745333	0.06455172091478661	0.3646658432937416	1	5			SLIT2 to ROBO2
region_pair	cerebellum	24	4	0.16666666666666666	0.01348771937520518	0.03705152179473321	0.1540222139402932	0	4			THBS1 to CD47
region_pair	dentate_sgz	40	3	0.075	0.031024326753618096	0.04342019719921525	0.20886828079419237	0	3			TGF-beta2 to TGFBR1
region_pair	dentate_sgz	40	0	0.0	0.0011960532749140862	0.003343652226997206	0.01645351554332388	0	0			TGF-beta2 to TGFBR2
region_pair	dentate_sgz	40	0	0.0	0.0001597980859453887	0.0029766557415338425	0.020190493293962542	0	0			TGF-beta1 to TGFBR2
region_pair	dentate_sgz	40	1	0.025	0.006261334306420039	0.013388792767589228	0.10066837118565516	0	1			BDNF to TrkB
region_pair	dentate_sgz	40	0	0.0	0.0	0.000868100907194516	0.005943500490422892	0	0			SHH to PTCH1
region_pair	dentate_sgz	40	0	0.0	0.0	0.0006185453593551523	0.0043341173590486295	0	0			SHH to SMO readiness
region_pair	dentate_sgz	40	0	0.0	0.0	2.9577024510109232e-05	0.0003113484600320406	0	0			WNT3A to FZD5
region_pair	dentate_sgz	40	6	0.15	0.026083459016520233	0.0375231996669975	0.13702444792888002	0	6			WNT7A to FZD3
region_pair	dentate_sgz	40	10	0.25	0.05642044209472073	0.06031585748854662	0.1673192441111285	0	10			WNT7A to LRP6 readiness
region_pair	dentate_sgz	40	3	0.075	0.02920534104751757	0.03747720127981473	0.11022870004551535	0	3			FGF2 to FGFR1
region_pair	dentate_sgz	40	0	0.0	0.0	0.0012802705624288889	0.009591215151436924	0	0			FGF8 to FGFR1
region_pair	dentate_sgz	40	0	0.0	9.131677160458233e-05	0.0006584278562626918	0.006719502139812184	0	0			FGF9 to FGFR3
region_pair	dentate_sgz	40	0	0.0	0.0005316305488828625	0.0022112973455411236	0.013433239002336578	0	0			BMP4 to BMPR1A
region_pair	dentate_sgz	40	0	0.0	0.0035840855375414557	0.005717921187240691	0.02205522734596315	0	0			BMP7 to BMPR2
region_pair	dentate_sgz	40	0	0.0	0.0008609536920067648	0.007301188517672137	0.055420675662642874	0	0			DLL1 to NOTCH1
region_pair	dentate_sgz	40	4	0.1	0.020224724325591976	0.04189415258672124	0.31642139428774624	1	3			JAG1 to NOTCH1
region_pair	dentate_sgz	40	3	0.075	0.007029561782161849	0.02457283681898325	0.3005244519562579	1	2			JAG1 to NOTCH2
region_pair	dentate_sgz	40	0	0.0	0.0017558361028354725	0.002312479894191849	0.006852872077535071	0	0			Reelin to VLDLR
region_pair	dentate_sgz	40	0	0.0	0.003298544265584504	0.004230912870761019	0.013410053935411812	0	0			Reelin to LRP8
region_pair	dentate_sgz	40	13	0.325	0.035249900010390064	0.08559037383998709	0.5214170312880602	3	10			SEMA6A to PLXNA2
region_pair	dentate_sgz	40	7	0.175	0.024987727671762817	0.07561168520773535	0.5572952880055875	5	2			SEMA6A to PLXNA4
region_pair	dentate_sgz	40	0	0.0	0.00048823060672971636	0.001234415078115878	0.007975787190883597	0	0			SEMA3A to NRP1
region_pair	dentate_sgz	40	2	0.05	0.0016953882064740691	0.01284557003908754	0.10130486599005972	0	2			SEMA7A to PLXNC1
region_pair	dentate_sgz	40	2	0.05	0.0015361431236029439	0.016268860428870997	0.20354024966741918	0	2			CXCL12 to CXCR4
region_pair	dentate_sgz	40	0	0.0	0.0003434569199234069	0.0028254340507577655	0.030313045827835738	0	0			CXCL12 to ACKR3
region_pair	dentate_sgz	40	0	0.0	0.000883960721467286	0.002415630614566312	0.01679688554112872	0	0			VEGFA to KDR
region_pair	dentate_sgz	40	0	0.0	0.00027024317501208906	0.0005776721724317987	0.003089983028979489	0	0			VEGFA to FLT1
region_pair	dentate_sgz	40	0	0.0	5.216799612028041e-05	0.00010905339065748942	0.0005788706450498378	0	0			ANGPT1 to TEK
region_pair	dentate_sgz	40	0	0.0	3.5046292656706113e-06	4.617725851287205e-05	0.0004635093244096366	0	0			ANGPT2 to TEK
region_pair	dentate_sgz	40	33	0.825	0.17089323505156703	0.17058333011141197	0.3211867942415629	5	28			APOE to LRP1
region_pair	dentate_sgz	40	5	0.125	0.030359727722438144	0.059898194491979605	0.29818343930620317	3	2			APOE to LDLR
region_pair	dentate_sgz	40	0	0.0	0.0006208727516339352	0.0056123931201628	0.049514886850732256	0	0			SPP1 to ITGAV
region_pair	dentate_sgz	40	0	0.0	1.5557526663432057e-05	0.0014926283472413622	0.03201960186609919	0	0			SPP1 to CD44
region_pair	dentate_sgz	40	0	0.0	0.00045506838759732065	0.0005418662021951903	0.0016789366764035196	0	0			CSF1 to CSF1R
region_pair	dentate_sgz	40	8	0.2	0.0035059632804270296	0.0452223467843911	0.31584437623194117	2	6			C1QA to LRP1
region_pair	dentate_sgz	40	0	0.0	0.0	0.0	0.0	0	0			CCL2 to CCR2
region_pair	dentate_sgz	40	6	0.15	0.0016899764722731183	0.03212761646748562	0.2519334671633383	1	5			IGF1 to IGF1R
region_pair	dentate_sgz	40	0	0.0	0.0	0.0	0.0	0	0			CNTF to CNTFR
region_pair	dentate_sgz	40	0	0.0	0.002080922575190528	0.0036462520423414663	0.014562030767336663	0	0			LIF to LIFR
region_pair	dentate_sgz	40	0	0.0	0.0	0.0	0.0	0	0			GDNF to GFRA1
region_pair	dentate_sgz	40	0	0.0	3.565822886945571e-05	0.0001506919372294642	0.0010453836421450962	0	0			NRG1 to ERBB4
region_pair	dentate_sgz	40	0	0.0	0.0002307905185783339	0.0019580148668489057	0.01828939636341989	0	0			KITLG to KIT
region_pair	dentate_sgz	40	4	0.1	0.01462426667622466	0.03802677383945219	0.21729104737412197	0	4			HBEGF to EGFR
region_pair	dentate_sgz	40	1	0.025	0.006810521965684218	0.0163758527115117	0.1029633845446848	0	1			EFNB2 to EPHB2
region_pair	dentate_sgz	40	0	0.0	0.0019442423630203318	0.004942137568091776	0.04822768507579557	0	0			SLIT2 to ROBO1
region_pair	dentate_sgz	40	0	0.0	0.004528016887483664	0.011113089659219253	0.07577360678165346	0	0			SLIT2 to ROBO2
region_pair	dentate_sgz	40	0	0.0	0.008083518702589509	0.008196481699843366	0.026761567704043646	0	0			THBS1 to CD47
