dataset	subset	source_matrix	n_cells	n_genes	nnz	total_counts	expected_nnz_from_metadata	expected_total_counts_from_metadata	matrix_path	cell_metadata_path	gene_metadata_path
GSE186538	DG_GC_candidates	External_Data/GEO/GSE186538/GSE186538_Human_counts.mtx.gz	32067	33939	113642650	331331616	113642650	331331616	Project/processed/human_dg_taxonomy_sparse_objects/GSE186538/DG_GC_candidates/matrix_cells_by_genes.npz	Project/processed/human_dg_taxonomy_sparse_objects/GSE186538/DG_GC_candidates/cell_metadata.tsv.gz	Project/processed/human_dg_taxonomy_sparse_objects/GSE186538/DG_GC_candidates/gene_metadata.tsv.gz
