pilot_rank	asset_id	path	subject	session	size_bytes	size_gb	local_path	local_exists	download_url_api	download_url_s3	download_command
1	70aaf3be-9f95-40af-8abc-a8316cbe50ca	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150829_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150829	4658016531	4.658016531	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150829_behavior+ecephys.nwb	True	https://api.dandiarchive.org/api/assets/70aaf3be-9f95-40af-8abc-a8316cbe50ca/download/	https://dandiarchive.s3.amazonaws.com/blobs/f91/963/f91963cc-c757-4946-8ca0-a0351a211ecf	curl -L --fail --continue-at - -o '/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150829_behavior+ecephys.nwb' 'https://dandiarchive.s3.amazonaws.com/blobs/f91/963/f91963cc-c757-4946-8ca0-a0351a211ecf'
