gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	mechanism_class	manuscript_use	mechanism_priority_score
ANKRD33B	ANKRD33B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1689535771298559e-10	6	12	0.5	0.6666666666666666	-0.1666666666666666	0.9775669907870788	0.5963736696886086	0.0016474169720011	7	0	2.8598542910605823e-10	1.0	False	False	False	0.3333333333333333	0.0016474169720011	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.3337451875763336
FAM135B	FAM135B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	0.5	0.6666666666666666	-0.1666666666666666	0.8924811052561918	0.7444987775061125	0.0010915745013154	6	1	1.4460279855484825e-15	1.0	False	False	False	0.3333333333333333	0.0010915745013154	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.33360622695866216
GDA	GDA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.073702814667612e-09	5	10	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.7620404489107526	0.3528735632183908	0.0007415647015202	7	0	1.361111282883723e-09	0.9174334897600652	False	False	False	0.3333333333333333	0.0007415647015202	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.33351872450871334
Prox1	PROX1	dentate_identity	regional_dentate_identity	dentate_identity_supported_in_human_bridge	marker_panel	True	True	73	88	1.0	0.5	0.5	2.3412159719201952e-31	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.7104984093319194	0.1011994625964348	7	3	1.2695243607737254e-28	0.6827991094190786	False	False	False	0.5	0.1011994625964348	regional_identity_or_specificity_warning	branch_specific_dentate_context	0.2752998656491087
PTPRJ	PTPRJ	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5833333333333333	0.4166666666666667	2.816430313293447e-14	6	12	0.5	0.6666666666666666	-0.1666666666666666	0.7404431743695444	0.6756952841596131	0.050285798703674	7	2	5.061174274675631e-14	0.8934908974782608	False	False	False	0.2500000000000001	0.050285798703674	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.2625714496759186
Calb1	CALB1	dentate_identity	regional_dentate_identity	dentate_identity_supported_in_human_bridge	marker_panel	True	True	73	88	1.0	0.5	0.5	2.3412159719201952e-31	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.3954802259887006	0.046582337723952	7	2	1.2695243607737254e-28	0.6827991094190786	False	False	False	0.5	0.046582337723952	regional_identity_or_specificity_warning	branch_specific_dentate_context	0.26164558443098795
Calb2	CALB2	dentate_identity	regional_dentate_identity	dentate_identity_panel_gene_needs_context	marker_panel	True	True	73	88	1.0	0.5	0.5	4.5109993270367445e-27	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.0342465753424657	0.029856110729414	5	1	1.2079453753509503e-25	0.6827991094190786	False	False	False	0.5	0.029856110729414	regional_identity_or_specificity_warning	branch_specific_dentate_context	0.25746402768235355
Mex3a	MEX3A	dentate_identity	regional_dentate_identity	dentate_identity_panel_gene_needs_context	marker_panel	True	True	73	88	1.0	0.5	0.5	1.862174005074312e-17	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.0070921985815602	0.5967322541945567	4	3	5.055138194000229e-17	0.6827991094190786	False	False	False	0.5	0.0070921985815602	regional_identity_or_specificity_warning	branch_specific_dentate_context	0.25177304964539005
SLC1A2	SLC1A2	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.5	0.5	5.9618065120682154e-27	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.8234712785670166	0.3087708732234805	7	3	1.5332878211077115e-25	1.0	False	False	False	0.1666666666666667	0.3087708732234805	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.24385938497253684
ATP1B1	ATP1B1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.288228480230658e-12	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.8289067325509574	0.208929266309818	7	3	7.692935998403956e-12	1.0	False	False	False	0.1666666666666666	0.208929266309818	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.2188989832441211
APBB2	APBB2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	0.0012179441677977	6	12	0.5	0.6666666666666666	-0.1666666666666666	0.8924811052561918	0.767515923566879	0.2007442503387294	7	3	0.0012731185060015	1.0	False	False	False	0.1666666666666667	0.2007442503387294	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.21685272925134907
TRPS1	TRPS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	6.024246291866675e-13	6	12	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.8924811052561918	0.4689655172413793	0.1890712669999763	4	2	9.482286071885932e-13	1.0	False	False	False	0.1666666666666667	0.1890712669999763	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.2139344834166608
EPS15	EPS15	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	4.98563816216542e-06	6	12	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.8924811052561918	0.5622923588039868	0.171878872411827	7	3	5.348095535972698e-06	1.0	False	False	False	0.1666666666666667	0.171878872411827	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.20963638476962346
NR3C1	NR3C1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1101337174867514e-18	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.617359413202934	0.1445833856711168	7	3	3.8220317987758164e-18	1.0	False	False	False	0.1666666666666667	0.1445833856711168	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.20281251308444592
SPECC1	SPECC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.8127017083901386e-15	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.8040460866231847	0.1444791056317537	6	3	5.654077854956636e-15	1.0	False	False	False	0.1666666666666667	0.1444791056317537	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.20278644307460514
CLIP1	CLIP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.657014157014157	0.1350013867412046	7	3	2.3936688498484225e-17	1.0	False	False	False	0.1666666666666667	0.1350013867412046	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.20041701335196788
OPHN1	OPHN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.389302273492077e-28	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6553191489361702	0.1328867801756081	7	2	1.5002850267763907e-26	1.0	False	False	False	0.1666666666666667	0.1328867801756081	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.19988836171056873
SH3GL3	SH3GL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	7.620403243967989e-09	6	12	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.8924811052561918	0.820364238410596	0.1276217891797803	6	2	9.162225408074597e-09	1.0	False	False	False	0.1666666666666667	0.1276217891797803	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.19857211396161178
PARD3B	PARD3B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7532817025313575e-29	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.5303867403314917	0.113392882902232	5	2	2.626086455738876e-27	1.0	False	False	False	0.1666666666666667	0.113392882902232	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.19501488739222472
FAM126A	FAM126A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2782664232372471e-05	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.348314606741573	0.1054785099921551	6	3	1.363107115045029e-05	1.0	False	False	False	0.1666666666666666	0.1054785099921551	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.19303629416470539
KLHL5	KLHL5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.712344203405326e-20	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.653133622388648	0.1049210211440089	7	2	1.2845140998223045e-19	1.0	False	False	False	0.1666666666666667	0.1049210211440089	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.19289692195266894
TTLL7	TTLL7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	0.0001863105346709	6	12	0.5	0.6666666666666666	-0.1666666666666666	0.8924811052561918	0.8478038815117467	0.0954418908642999	7	2	0.0001965503646407	1.0	False	False	False	0.1666666666666667	0.0954418908642999	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.19052713938274168
TMEM178B	TMEM178B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	0.8333333333333333	0.6666666666666666	0.1666666666666666	0.0005960069446757	6	12	0.6666666666666666	0.6666666666666666	0.0	0.5197767383185427	0.4514397485095958	0.0938507739800373	3	2	0.000624813466893	0.6827991094190786	False	False	False	0.1666666666666666	0.0938507739800373	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.19012936016167592
FAM49A	FAM49A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.10498772120674e-22	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6759956942949408	0.086853361457228	7	2	5.1857576304712154e-21	1.0	False	False	False	0.1666666666666667	0.086853361457228	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1883800070309737
SHISA9	SHISA9	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.818956200293058e-25	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.8175865294667914	0.0748633014047146	7	2	1.0404488342598555e-23	1.0	False	False	False	0.1666666666666667	0.0748633014047146	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.18538249201784537
MGAT5	MGAT5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	2.138241841846586e-07	6	12	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.8924811052561918	0.4936305732484076	0.0737327453423813	6	2	2.357827430078925e-07	1.0	False	False	False	0.1666666666666667	0.0737327453423813	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.18509985300226203
SPOCK1	SPOCK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	2.8571909357679212e-11	6	12	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.8924811052561918	0.9060773480662984	0.0664342002919129	6	3	3.9472911717710956e-11	1.0	False	False	False	0.1666666666666667	0.0664342002919129	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.18327521673964495
ME1	ME1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2347777313720562e-13	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.5247700668896321	0.0636776767900687	3	2	2.0617651265173132e-13	1.0	False	False	False	0.1666666666666667	0.0636776767900687	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1825860858641839
RIN2	RIN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.990635096519889e-12	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.6277482941622441	0.0617382607321373	3	2	5.892231126175384e-12	1.0	False	False	False	0.1666666666666666	0.0617382607321373	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.18210123184970092
TRIM9	TRIM9	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.4321012116865433e-16	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.9104258443465492	0.0603644960164115	7	2	7.55759139913514e-16	1.0	False	False	False	0.1666666666666667	0.0603644960164115	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.18175779067076958
TLN2	TLN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3668620952416365e-15	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6248830682881198	0.0563322038896885	7	2	2.812831010037106e-15	1.0	False	False	False	0.1666666666666667	0.0563322038896885	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.18074971763908884
SYBU	SYBU	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.48913816574645e-18	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.6878534185209664	0.0554132876147741	6	2	1.938697063568051e-17	1.0	False	False	False	0.1666666666666666	0.0554132876147741	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1805199885703601
ATP2B4	ATP2B4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.090801304924341e-26	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.6641702798581001	0.0529345845509282	7	2	2.463473632244415e-25	1.0	False	False	False	0.1666666666666666	0.0529345845509282	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17990031280439867
TANC2	TANC2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.8687523845860359	0.0510659701455536	7	2	1.6370580032515778e-11	1.0	False	False	False	0.1666666666666667	0.0510659701455536	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1794331592030551
GABBR2	GABBR2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.5542895809219124e-13	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.7888368462138954	0.0509794062646311	7	2	5.660245301776526e-13	1.0	False	False	False	0.1666666666666667	0.0509794062646311	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17941151823282447
SLC24A3	SLC24A3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.7807591623036649	0.0473265997034218	7	1	6.184467005262652e-11	1.0	False	False	False	0.1666666666666667	0.0473265997034218	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17849831659252216
IQSEC1	IQSEC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.6325757575757576	0.044161313306102	7	2	1.6370580032515778e-11	1.0	False	False	False	0.1666666666666666	0.044161313306102	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1777069949931921
LMO3	LMO3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.818956200293058e-25	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6849659131682813	0.0437605730593038	7	2	1.0404488342598555e-23	1.0	False	False	False	0.1666666666666667	0.0437605730593038	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17760680993149267
VPS13D	VPS13D	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.699031737493276	0.043672281851124	7	1	2.3936688498484225e-17	1.0	False	False	False	0.1666666666666667	0.043672281851124	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17758473712944772
SLC4A4	SLC4A4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7532817025313575e-29	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.5725468269499581	0.0376207847549684	7	1	2.626086455738876e-27	1.0	False	False	False	0.1666666666666666	0.0376207847549684	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1760718628554087
CSMD3	CSMD3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.9122182680901542	0.0361292566757256	7	2	1.3342153707569805e-13	1.0	False	False	False	0.1666666666666667	0.0361292566757256	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17569898083559812
DENND4A	DENND4A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.133004123662415e-21	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.7642768987995516	0.0358176285102777	6	1	2.3841717936765364e-20	1.0	False	False	False	0.1666666666666667	0.0358176285102777	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17562107379423614
CHST11	CHST11	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.100808006620339e-17	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6036772216547498	0.0328946624856903	7	1	3.0454752121932595e-17	1.0	False	False	False	0.1666666666666667	0.0328946624856903	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17489033228808928
RGL1	RGL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.7549824150058617	0.0307604463409406	7	1	4.365475355328137e-19	1.0	False	False	False	0.1666666666666666	0.0307604463409406	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17435677825190174
NEBL	NEBL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.425873121451998e-26	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.8924811052561918	0.8927161822748475	0.0307079229182537	7	1	1.525725283614133e-24	1.0	False	False	False	0.1666666666666666	0.0307079229182537	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17434364739623004
SHTN1	SHTN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.6666666666666666	0.3333333333333333	1.3904779501986372e-06	5	10	0.6666666666666666	0.8333333333333333	-0.1666666666666666	0.7620404489107526	0.8420208500400962	0.0302464525765496	5	1	1.507973336990422e-06	0.9174334897600652	False	False	False	0.1666666666666667	0.0302464525765496	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1742282798108041
VSTM2L	VSTM2L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.59946154156911e-23	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.3803986710963455	0.030056259858258	6	1	7.460892833465361e-22	1.0	False	False	False	0.1666666666666667	0.030056259858258	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1741807316312312
GAS7	GAS7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3639523973529882e-14	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.8924811052561918	0.6716557530402245	0.0296913549690472	7	1	2.5177980849860692e-14	1.0	False	False	False	0.1666666666666666	0.0296913549690472	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1740895054089284
ZHX2	ZHX2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.762542842583194e-26	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.625560538116592	0.0290133722607684	7	1	5.210396022228651e-25	1.0	False	False	False	0.1666666666666667	0.0290133722607684	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1739200097318588
PTPN13	PTPN13	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.6932523938286353e-19	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.7378151260504202	0.0277435777857292	4	1	1.0089230470145613e-18	1.0	False	False	False	0.1666666666666666	0.0277435777857292	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1736025611130989
TENM4	TENM4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	9.996931525211893e-13	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.8186090915767056	0.0263812155687033	6	1	1.543298539372569e-12	1.0	False	False	False	0.1666666666666666	0.0263812155687033	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17326197055884243
ARHGEF3	ARHGEF3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6827729141149463e-14	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9924520339370608	0.6179775280898876	0.0251911907054084	7	2	3.064596516133768e-14	1.0	False	False	False	0.1666666666666666	0.0251911907054084	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1729644643430187
KSR1	KSR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6644622037732812e-20	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.6054817275747508	0.0251233889814562	7	1	7.987209115009394e-20	1.0	False	False	False	0.1666666666666666	0.0251233889814562	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17294751391203064
CSMD1	CSMD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.5893709948883656e-10	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.907979407979408	0.0249647424474902	7	1	4.6535240214661485e-10	1.0	False	False	False	0.1666666666666666	0.0249647424474902	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17290785227853916
FAT4	FAT4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2997090103537992e-30	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.5977549111318989	0.0228469487045203	7	1	2.214305859904784e-28	1.0	False	False	False	0.1666666666666667	0.0228469487045203	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1723784038427968
VWA8	VWA8	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.4008331352358192e-14	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.6910697794228493	0.0222589620872375	5	1	2.5836794815701462e-14	1.0	False	False	False	0.1666666666666667	0.0222589620872375	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1722314071884761
GNAL	GNAL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.292186803274726e-28	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.7215980024968789	0.0215318687073712	7	1	7.186546605904822e-27	1.0	False	False	False	0.1666666666666667	0.0215318687073712	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17204963384350952
MYRIP	MYRIP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.526219642483429e-18	5	10	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9777330035207576	0.7004889975550123	0.0212655601659751	5	1	1.6647736672981333e-17	1.0	False	False	False	0.1666666666666666	0.0212655601659751	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1719830567081604
ARHGAP26	ARHGAP26	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883848e-18	6	12	0.5	0.8333333333333333	-0.3333333333333332	0.9667434775654528	0.8192711550339716	0.021230612499768	7	1	4.6570471277792435e-18	1.0	False	False	False	0.1666666666666667	0.021230612499768	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1719743197916087
PACRG	PACRG	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.872179671660119e-11	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.8924811052561918	0.6287878787878788	0.0203816775820916	5	1	5.3156694353359484e-11	1.0	False	False	False	0.1666666666666666	0.0203816775820916	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.1717620860621895
SPON1	SPON1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2997090103537992e-30	5	10	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.7620404489107526	0.7735514387071344	0.0201643017176997	7	1	2.214305859904784e-28	0.9174334897600652	False	False	False	0.1666666666666666	0.0201643017176997	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17170774209609152
TMEM130	TMEM130	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.664469754930787e-14	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654528	0.4811625403659849	0.0199039972234187	7	1	4.7920687383456705e-14	1.0	False	False	False	0.1666666666666666	0.0199039972234187	unclassified_shared_neuronal_or_context	branch_specific_dentate_context	0.17164266597252129
