gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	mechanism_class	manuscript_use	mechanism_priority_score
ACTG1	ACTG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	1.5571100131503742e-12	6	12	1.0	0.5	0.5	0.0017167440604175	0.3776041666666667	0.9991105454500696	7	3	2.363451097636922e-12	0.0131911584054142	True	True	True	0.8333333333333334	0.3776041666666667	cytoskeleton_morphogenesis	mechanism_figure_candidate	2.427734375
KCNMB4	KCNMB4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	6.359062305390884e-07	6	12	1.0	0.5	0.5	0.0002148632704391	0.6229086229086229	0.2771540759073779	7	3	6.93803125774287e-07	0.003140309337187	True	True	True	0.8333333333333334	0.2771540759073779	synaptic_wiring	mechanism_figure_candidate	2.402621852310178
STMN1	STMN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.3333333333333333	4.788129361155776e-08	6	12	1.0	0.5	0.5	0.0017167440604175	0.2760180995475113	0.998037838666993	7	3	5.5686072838321064e-08	0.0131911584054142	True	True	True	0.8333333333333334	0.2760180995475113	cytoskeleton_morphogenesis	mechanism_figure_candidate	2.402337858220211
SOX5	SOX5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.6666666666666666	0.3333333333333333	0.0170625297620629	6	12	1.0	0.5	0.5	0.0002148632704391	0.2211804800114304	0.2085295434461815	4	3	0.0176652157775248	0.003140309337187	True	True	True	0.8333333333333334	0.2085295434461815	regulatory_morphogenesis_candidate	mechanism_figure_candidate	2.3854657191948787
SOX11	SOX11	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.6666666666666666	0.3333333333333333	0.0013008652356745	6	12	1.0	0.5	0.5	0.0098797678675406	0.0218390804597701	0.8542105026665716	6	3	0.0013591409904518	0.0341866139787414	True	True	True	0.8333333333333334	0.0218390804597701	regulatory_morphogenesis_candidate	mechanism_figure_candidate	2.3387931034482756
SLC17A6	SLC17A6	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.6666666666666666	0.3333333333333333	2.7235778528478264e-08	6	12	1.0	0.5	0.5	0.0002148632704391	0.0071765429567356	0.231482066396005	5	2	3.193211006933478e-08	0.003140309337187	True	True	True	0.8333333333333334	0.0071765429567356	synaptic_wiring	mechanism_figure_candidate	2.3351274690725172
Dpysl2	DPYSL2	morphogenesis_cytoskeleton	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.8433279308481901	0.7435128799733539	7	3	2.3936688498484225e-17	0.1054003048182188	True	False	True	0.8333333333333333	0.7435128799733539	curated_shared_structural_executor	mechanism_followup_candidate	2.269211553326672
Cdk5r1	CDK5R1	morphogenesis_cytoskeleton	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.6644622037732812e-20	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.3552631578947368	0.4220838627899378	7	3	7.987209115009394e-20	0.1054003048182188	True	False	True	0.8333333333333333	0.3552631578947368	curated_shared_structural_executor	mechanism_followup_candidate	2.1721491228070176
Ephb2	EPHB2	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	5.197940844042361e-07	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.28328611898017	0.3656444979155592	7	3	5.694107924610041e-07	0.1054003048182188	True	False	True	0.8333333333333333	0.28328611898017	curated_shared_structural_executor	mechanism_followup_candidate	2.154154863078376
L1cam	L1CAM	morphogenesis_cytoskeleton	shared_structural_executor	moderate_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	5.197940844042361e-07	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.1064855390008764	0.2620243647495263	7	3	5.694107924610041e-07	0.1054003048182188	True	False	True	0.8333333333333333	0.1064855390008764	curated_shared_structural_executor	mechanism_followup_candidate	2.1099547180835523
RTN4	RTN4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.4271894173232386e-17	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.9050991501416432	0.8291897015485019	7	3	6.467535437560324e-17	0.1054003048182188	True	False	True	0.8333333333333333	0.8291897015485019	cytoskeleton_morphogenesis	mechanism_followup_candidate	2.0406307587204586
KIF5C	KIF5C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4380117306227187e-10	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.8071748878923767	0.7449065534877347	7	3	1.9147007020998627e-10	0.1054003048182188	True	False	True	0.8333333333333333	0.7449065534877347	cytoskeleton_morphogenesis	mechanism_followup_candidate	2.019559971705267
KIF1B	KIF1B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.6111808887886604e-21	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.9128672745694022	0.6804372124522652	7	3	2.918621426326764e-20	0.1054003048182188	True	False	True	0.8333333333333333	0.6804372124522652	cytoskeleton_morphogenesis	mechanism_followup_candidate	2.0034426364463993
Tubb4a	TUBB4A	metabolic_proteomic_validation	supporting_metabolic_validation	supporting_or_contextual	marker_panel	True	True	72	88	1.0	0.6666666666666666	0.3333333333333333	0.0002142836825883	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.2520271463751367	0.2583221784405774	6	3	0.0002257315723818	0.1054003048182188	True	False	True	0.6666666666666666	0.2520271463751367	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.9796734532604507
PPP3CB	PPP3CB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.03276429201347e-18	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.6539735099337748	0.4707108648277625	7	3	1.2250792366074532e-17	0.1054003048182188	True	False	True	0.8333333333333333	0.4707108648277625	synaptic_wiring	mechanism_followup_candidate	1.951011049540274
ADD1	ADD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.6558570483123759	0.4242901545631581	7	3	9.048148209095598e-22	0.1054003048182188	True	False	True	0.8333333333333333	0.4242901545631581	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.9394058719741227
KIF3A	KIF3A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.6629213483146067	0.4105867637623526	7	3	4.2189899403924324e-12	0.1054003048182188	True	False	True	0.8333333333333333	0.4105867637623526	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.9359800242739214
TUBB2A	TUBB2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	3.0645545497508276e-11	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.2153740578766167	0.6663370229917114	6	3	4.228383472270704e-11	0.1054003048182188	True	False	True	0.8333333333333333	0.2153740578766167	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.8871768478024875
MAP2K4	MAP2K4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.49494609800643e-13	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.7872264083243631	0.1816825504696754	7	3	8.661728260592985e-13	0.1054003048182188	True	False	True	0.8333333333333333	0.1816825504696754	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.8787539709507521
FOXJ3	FOXJ3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.03276429201347e-18	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.6827195467422096	0.1730872385690579	7	3	1.2250792366074532e-17	0.1054003048182188	True	False	True	0.8333333333333333	0.1730872385690579	regulatory_morphogenesis_candidate	mechanism_followup_candidate	1.8766051429755977
GABRG2	GABRG2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.7319932998324958	0.171393156893003	7	3	3.024322964073882e-16	0.1054003048182188	True	False	True	0.8333333333333333	0.171393156893003	synaptic_wiring	mechanism_followup_candidate	1.876181622556584
DYNC2H1	DYNC2H1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.226344759536914e-24	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.676343421865349	0.1664633774959689	7	3	6.9613101976472e-23	0.1054003048182188	True	False	True	0.8333333333333333	0.1664633774959689	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.8749491777073255
TCF20	TCF20	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.182293533254967e-09	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.5921926910299004	0.0994021087611082	7	2	8.649858230777358e-09	0.1054003048182188	True	False	True	0.8333333333333333	0.0994021087611082	regulatory_morphogenesis_candidate	mechanism_followup_candidate	1.8581838605236103
SLIT3	SLIT3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.8333333333333333	0.5	0.3333333333333332	0.0413027988737422	0.7975708502024291	0.0086564801874192	7	1	3.024322964073882e-16	0.1054003048182188	True	False	True	0.8333333333333333	0.0086564801874192	axon_guidance_adhesion	mechanism_followup_candidate	1.8354974533801882
Ncam1	NCAM1	morphogenesis_cytoskeleton	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	4.4578275992191694e-15	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.9479553903345724	0.7554230925812542	7	3	8.742340020530178e-15	0.4465215991450064	True	False	False	0.6666666666666666	0.7554230925812542	curated_shared_structural_executor	mechanism_followup_candidate	1.6055224398119803
Mapt	MAPT	morphogenesis_cytoskeleton	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.7134072463259372e-10	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.848987108655617	0.4664331156898533	7	3	2.2647046418531126e-10	0.2342882238099114	True	False	False	0.6666666666666666	0.4664331156898533	curated_shared_structural_executor	mechanism_followup_candidate	1.53327494558913
DLX2	DLX2	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.6666666666666666	0.3333333333333333	4.077403755912377e-07	6	12	0.8333333333333333	0.6666666666666666	0.1666666666666666	0.058125372282803	0.0013700286660804	0.001276634621241	0	0	4.477918352695669e-07	0.1477883553175892	True	False	True	0.5	0.001276634621241	regulatory_morphogenesis_candidate	mechanism_followup_candidate	1.5003191586553104
DLX1	DLX1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.5	0.5	1.053217838265973e-08	3	6	1.0	0.5833333333333333	0.4166666666666667	0.297310333164887	0.009780002746005	0.0005585700606447	2	0	1.2614188245162316e-08	0.4532301942484418	True	False	False	0.9166666666666669	0.0005585700606447	regulatory_morphogenesis_candidate	mechanism_followup_candidate	1.416806309181828
PCDH15	PCDH15	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.22107375729867e-14	6	12	1.0	0.6666666666666666	0.3333333333333333	0.1270088792232677	0.8075722092115535	0.0990677947254428	7	2	1.3865870124090841e-13	0.2342882238099114	True	False	False	0.8333333333333334	0.0990677947254428	axon_guidance_adhesion	mechanism_followup_candidate	1.3581002820146941
Cntn6	CNTN6	axon_guidance_synapse	shared_structural_executor	moderate_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5833333333333333	0.4166666666666667	9.764740816572436e-06	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.0976058931860036	0.0512969902517366	3	2	1.0433361000564343e-05	0.4465215991450064	True	False	False	0.5833333333333334	0.0512969902517366	curated_shared_structural_executor	mechanism_followup_candidate	1.3461575808962674
SPTBN1	SPTBN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	9.449938016614711e-21	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.8771424223401625	0.6895224066873322	6	3	4.722791603234403e-20	0.2342882238099114	True	False	False	0.6666666666666666	0.6895224066873322	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.3390472683384997
SYT11	SYT11	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.9915515691760797e-19	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.5779036827195467	0.6786825286099433	7	3	1.0923695881385385e-18	0.2342882238099114	True	False	False	0.6666666666666666	0.5779036827195467	synaptic_wiring	mechanism_followup_candidate	1.3111425873465534
Dpysl3	DPYSL3	morphogenesis_cytoskeleton	shared_structural_executor	moderate_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.6666666666666666	0.3333333333333333	2.5037147369020497e-21	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.1756756756756756	0.5167042304690118	7	3	1.4756949087881918e-20	0.2342882238099114	True	False	False	0.5	0.1756756756756756	curated_shared_structural_executor	mechanism_followup_candidate	1.2939189189189189
KIFAP3	KIFAP3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.7400881057268722	0.4748543851157065	7	3	5.778661226545355e-14	0.2342882238099114	True	False	False	0.6666666666666666	0.4748543851157065	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2853802629455933
DLGAP4	DLGAP4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3023184867736652e-08	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.4948604992657856	0.4740189670535444	7	3	2.708095877338438e-08	0.2342882238099114	True	False	False	0.6666666666666666	0.4740189670535444	synaptic_wiring	mechanism_followup_candidate	1.2851714084300527
VAMP2	VAMP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.4605042016806722	0.6357947618177524	6	3	1.0380442664574929e-12	0.2342882238099114	True	False	False	0.6666666666666666	0.4605042016806722	synaptic_wiring	mechanism_followup_candidate	1.2817927170868346
DYNC1H1	DYNC1H1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7134072463259372e-10	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.6329588014981273	0.4542364438487999	7	3	2.2647046418531126e-10	0.4465215991450064	True	False	False	0.6666666666666666	0.4542364438487999	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2802257776288666
ACTR2	ACTR2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.5371640063251686e-12	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.5194805194805194	0.4259755032270633	7	3	2.3348100348174305e-12	0.2342882238099114	True	False	False	0.6666666666666666	0.4259755032270633	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2731605424734325
NRXN2	NRXN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.1524338285766923e-09	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.4039530574428659	0.4441084373614585	7	3	2.6754320768956134e-09	0.4465215991450064	True	False	False	0.6666666666666666	0.4039530574428659	axon_guidance_adhesion	mechanism_followup_candidate	1.267654931027383
DYNC1LI2	DYNC1LI2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.9377131193595564e-12	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.474468085106383	0.3989672701093654	7	3	2.918680386035332e-12	0.2342882238099114	True	False	False	0.6666666666666666	0.3989672701093654	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.266408484194008
SPTAN1	SPTAN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.48913816574645e-18	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.7264809800230307	0.389992029551639	6	3	1.938697063568051e-17	0.4465215991450064	True	False	False	0.6666666666666666	0.389992029551639	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2641646740545762
KIF1A	KIF1A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.5031781833094116	0.3676834949024253	7	3	6.184467005262652e-11	0.4465215991450064	True	False	False	0.6666666666666666	0.3676834949024253	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.258587540392273
DNM1L	DNM1L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.6073232323232324	0.3397410827913179	7	3	1.2887000364288546e-14	0.2342882238099114	True	False	False	0.6666666666666666	0.3397410827913179	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2516019373644962
MAPRE2	MAPRE2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.7611940298507462	0.3392847042853641	7	3	1.2142201003709152e-16	0.2342882238099114	True	False	False	0.6666666666666666	0.3392847042853641	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2514878427380076
SCN8A	SCN8A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.5371640063251686e-12	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.8061224489795918	0.3154513660711709	7	2	2.3348100348174305e-12	0.4465215991450064	True	False	False	0.6666666666666666	0.3154513660711709	synaptic_wiring	mechanism_followup_candidate	1.2455295081844593
MAP4	MAP4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.9645984156679997e-26	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.7028873054729847	0.3093374166018487	6	3	8.614571170867114e-25	0.2342882238099114	True	False	False	0.6666666666666666	0.3093374166018487	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2440010208171288
MAP2K5	MAP2K5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.7533632286995515	0.2873317454873009	7	3	5.822873192520912e-16	0.4465215991450064	True	False	False	0.6666666666666666	0.2873317454873009	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2384996030384918
SYN2	SYN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.5371640063251686e-12	5	10	0.6666666666666666	0.5	0.1666666666666666	0.279856900439653	0.8050362457077451	0.2833813640730067	7	2	2.3348100348174305e-12	0.4465215991450064	True	False	False	0.6666666666666666	0.2833813640730067	synaptic_wiring	mechanism_followup_candidate	1.2375120076849182
KIF2A	KIF2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1463558475612274e-18	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.5995475113122172	0.2605600843716842	7	3	3.903368655196707e-18	0.2342882238099114	True	False	False	0.6666666666666666	0.2605600843716842	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2318066877595877
NEFL	NEFL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7846354748339355e-08	5	10	0.6666666666666666	0.5	0.1666666666666666	0.279856900439653	0.2828282828282828	0.2595476455320726	7	2	4.4133733037176376e-08	0.4465215991450064	True	False	False	0.6666666666666666	0.2595476455320726	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.231553578049685
CNTN1	CNTN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.4609010821207194e-21	6	12	0.8333333333333333	0.6666666666666666	0.1666666666666666	0.2926959764730425	0.94366893143916	0.2543231076018209	7	3	1.4544126558909648e-20	0.4465215991450064	True	False	False	0.6666666666666666	0.2543231076018209	axon_guidance_adhesion	mechanism_followup_candidate	1.230247443567122
MAP1A	MAP1A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.48913816574645e-18	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.4686008145589524	0.2491368703460631	6	3	1.938697063568051e-17	0.2342882238099114	True	False	False	0.6666666666666666	0.2491368703460631	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2289508842531824
DLGAP1	DLGAP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5465110373514467e-11	6	12	0.8333333333333333	0.6666666666666666	0.1666666666666666	0.2926959764730425	0.9419642857142856	0.2475575914747841	7	2	3.5203202294552494e-11	0.4465215991450064	True	False	False	0.6666666666666666	0.2475575914747841	synaptic_wiring	mechanism_followup_candidate	1.2285560645353626
MAPK10	MAPK10	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.9226587595749938	0.2371495733650002	7	3	5.822873192520912e-16	0.2342882238099114	True	False	False	0.6666666666666666	0.2371495733650002	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2259540600079166
MAP4K4	MAP4K4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5833333333333333	0.4166666666666667	6.512205161622482e-16	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.843587842846553	0.5672192605937433	7	3	1.4153279554668497e-15	0.2342882238099114	True	False	False	0.5833333333333334	0.5672192605937433	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2251381484817692
KIF3C	KIF3C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.526343668782112e-07	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.4147088866189989	0.2194751915310937	7	3	4.968441000803846e-07	0.2342882238099114	True	False	False	0.6666666666666666	0.2194751915310937	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.22153546454944
KIF5A	KIF5A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.097979918855477e-07	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.3527090060997488	0.219262120139264	7	3	2.3157854676832215e-07	0.4465215991450064	True	False	False	0.6666666666666666	0.219262120139264	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2214821967014826
NEFM	NEFM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.897469679900637e-08	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.2714021000617665	0.2069468272971223	7	3	1.1020334566583409e-07	0.4465215991450064	True	False	False	0.6666666666666666	0.2069468272971223	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2184033734909472
MAPK8IP3	MAPK8IP3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.5727155727155727	0.1828009059479919	7	3	1.3342153707569805e-13	0.4465215991450064	True	False	False	0.6666666666666666	0.1828009059479919	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2123668931536646
STXBP6	STXBP6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.0794261233408566e-27	6	12	0.8333333333333333	0.6666666666666666	0.1666666666666666	0.1270088792232677	0.7703768624014022	0.1748994773785367	7	2	1.5332878211077115e-25	0.2342882238099114	True	False	False	0.6666666666666666	0.1748994773785367	synaptic_wiring	mechanism_followup_candidate	1.2103915360113007
SNAP91	SNAP91	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.792358803986711	0.1739935963796516	7	3	1.0380442664574929e-12	0.4465215991450064	True	False	False	0.6666666666666666	0.1739935963796516	synaptic_wiring	mechanism_followup_candidate	1.2101650657615797
CAMK2B	CAMK2B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.5	0.1666666666666666	0.2926959764730425	0.8712998712998713	0.1703391862461301	7	3	2.342041309412446e-18	0.4465215991450064	True	False	False	0.6666666666666666	0.1703391862461301	synaptic_wiring	mechanism_followup_candidate	1.2092514632281992
MYO9A	MYO9A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.133321933286482e-15	6	12	0.6666666666666666	0.5	0.1666666666666666	0.1270088792232677	0.7472517058377559	0.1675717175343721	6	3	4.304349091440352e-15	0.2342882238099114	True	False	False	0.6666666666666666	0.1675717175343721	cytoskeleton_morphogenesis	mechanism_followup_candidate	1.2085595960502595
