analysis_region	sampling_group	neuron_id	neuron_name	archive	species	strain	brain_region	cell_type	age_classification	age_scale	min_age	max_age	gender	experiment_condition	protocol	domain	attributes	physical_integrity	reconstruction_software	slicing_thickness	reference_pmid	reference_doi	measurements_url
dentate_gyrus	DG_mouse_sample	52413	TG4063-Neuron-Q-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	Environmental enrichment	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52413
dentate_gyrus	DG_mouse_sample	52414	TG4050-Neuron-A-27dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	69.0	76.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52414
dentate_gyrus	DG_mouse_sample	52415	TG4033-Neuron-R-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52415
dentate_gyrus	DG_mouse_sample	52416	TG4034-Neuron-C-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52416
dentate_gyrus	DG_mouse_sample	52417	TG4049-Neuron-B-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52417
dentate_gyrus	DG_mouse_sample	52418	TG4049-Neuron-C-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52418
dentate_gyrus	DG_mouse_sample	52419	TG4050-Neuron-C-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52419
dentate_gyrus	DG_mouse_sample	52420	TG4050-Neuron-E-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52420
dentate_gyrus	DG_mouse_sample	52421	TG4050-Neuron-F-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52421
dentate_gyrus	DG_mouse_sample	52422	TG4033-Neuron-AA-43dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	85.0	92.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52422
dentate_gyrus	DG_mouse_sample	52423	TG4033-Neuron-H-43dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	85.0	92.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52423
dentate_gyrus	DG_mouse_sample	52424	TG4033-Neuron-I-43dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	85.0	92.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52424
dentate_gyrus	DG_mouse_sample	52425	TG4033-Neuron-J-43dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	85.0	92.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52425
dentate_gyrus	DG_mouse_sample	52426	TG4033-Neuron-L-43dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	85.0	92.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52426
dentate_gyrus	DG_mouse_sample	52427	TG4052-Neuron-A-48dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	90.0	97.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52427
dentate_gyrus	DG_mouse_sample	52428	TG4052-Neuron-B-48dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	90.0	97.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52428
dentate_gyrus	DG_mouse_sample	52429	TG4052-Neuron-G-48dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	90.0	97.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52429
dentate_gyrus	DG_mouse_sample	52430	TG4052-Neuron-I-48dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	90.0	97.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52430
dentate_gyrus	DG_mouse_sample	52431	TG4033-Neuron-E-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52431
dentate_gyrus	DG_mouse_sample	52432	TG4033-Neuron-F-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52432
dentate_gyrus	DG_mouse_sample	52433	TG4033-Neuron-G-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52433
dentate_gyrus	DG_mouse_sample	52434	TG4033-Neuron-K-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52434
dentate_gyrus	DG_mouse_sample	52435	TG4033-Neuron-M-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52435
dentate_gyrus	DG_mouse_sample	52436	TG4033-Neuron-N-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52436
dentate_gyrus	DG_mouse_sample	52437	TG4033-Neuron-S-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52437
dentate_gyrus	DG_mouse_sample	52438	TG4033-Neuron-X-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52438
dentate_gyrus	DG_mouse_sample	52439	TG4033-Neuron-Z-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52439
dentate_gyrus	DG_mouse_sample	5693	DGC103axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5693
dentate_gyrus	DG_mouse_sample	5694	DGC104axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5694
dentate_gyrus	DG_mouse_sample	5695	DGC173axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5695
dentate_gyrus	DG_mouse_sample	5696	DGC212axon-a	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	Control	in vivo	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Moderate, Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5696
dentate_gyrus	DG_mouse_sample	5697	DGC235axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5697
dentate_gyrus	DG_mouse_sample	5698	DGC275axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5698
dentate_gyrus	DG_mouse_sample	5699	DGC285axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5699
dentate_gyrus	DG_mouse_sample	5700	DGC393axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	Control	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5700
dentate_gyrus	DG_mouse_sample	5701	DGC411axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5701
dentate_gyrus	DG_mouse_sample	5702	DGC535axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5702
dentate_gyrus	DG_mouse_sample	5703	DGC537axon	Danzer	mouse	C57BL6/Thy1-GFP 	hippocampus;dentate gyrus;granule layer	granule;principal cell	adult	Month	4.0	5.0	Male/Female	pilocarpine treated	in vivo	No Dendrites, Soma, Axon	No Diameter, 3D, Angles	Axon Incomplete	Neurolucida	60	17626215	10.1523/JNEUROSCI.0431-07.2007	http://neuromorpho.org/api/morphometry/id/5703
dentate_gyrus	DG_mouse_sample	59666	12-C4D-N1	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Blocked wheel	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59666
dentate_gyrus	DG_mouse_sample	59667	12-C4D-N2	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Blocked wheel	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59667
dentate_gyrus	DG_mouse_sample	59668	13-C4G-N3	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Blocked wheel	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59668
dentate_gyrus	DG_mouse_sample	59669	13-C4G-N4	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Blocked wheel	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59669
dentate_gyrus	DG_mouse_sample	59670	4-C4D-N1	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Limited wheel access	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59670
dentate_gyrus	DG_mouse_sample	59671	4-C6G-N2	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Limited wheel access	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59671
dentate_gyrus	DG_mouse_sample	59672	6-C6G-N3	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Limited wheel access	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59672
dentate_gyrus	DG_mouse_sample	59673	11-C2G-D-N3	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Control	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59673
dentate_gyrus	DG_mouse_sample	59674	5-C3G-D-N1	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Control	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59674
dentate_gyrus	DG_mouse_sample	59675	5-C5G-D-N2	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	Control	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59675
dentate_gyrus	DG_mouse_sample	59676	19-C5G-N2	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	unlimited wheel access	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59676
dentate_gyrus	DG_mouse_sample	59677	19-C7G-N2	Koehl	mouse	C57BL/6N	hippocampus;dentate gyrus;granule layer	principal cell;granule;adult-born;16 days old	adult	Month	2.5	2.5	Male	unlimited wheel access	Not reported	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	40	26606164	10.1002/hipo.22551	http://neuromorpho.org/api/morphometry/id/59677
dentate_gyrus	DG_mouse_sample	98613	8-29-13-Slice-3	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus;granule layer	principal cell;granule	adult	Month	2.2	8.2	Male/Female	PTEN Knockout	in vitro	Dendrites, Soma, Axon	Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98613
dentate_gyrus	DG_mouse_sample	98614	9-19-2016-sl2-tracing	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus;granule layer	principal cell;granule	adult	Month	2.2	8.2	Male/Female	PTEN Knockout	in vitro	Dendrites, Soma, Axon	Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98614
dentate_gyrus	DG_mouse_sample	98615	9-30-2014-cell	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus;granule layer	principal cell;granule	adult	Month	2.2	8.2	Male/Female	PTEN Knockout	in vitro	Dendrites, Soma, Axon	Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98615
dentate_gyrus	DG_mouse_sample	98616	01-08-14-Slice-1	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98616
dentate_gyrus	DG_mouse_sample	98617	01-08-14-Slice-1or2-Cell-3	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98617
dentate_gyrus	DG_mouse_sample	98618	03-07-14-Slice-2	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98618
dentate_gyrus	DG_mouse_sample	98619	03-10-14-Slice-1	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98619
dentate_gyrus	DG_mouse_sample	98620	03-14-14-Slice-1	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98620
dentate_gyrus	DG_mouse_sample	98621	03-17-14-Slice-1	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98621
dentate_gyrus	DG_mouse_sample	98622	03-17-14-Slice-2	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98622
dentate_gyrus	DG_mouse_sample	98623	03-28-14-Slice-1-Cell-1	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98623
dentate_gyrus	DG_mouse_sample	98624	03-28-14-Slice-1-Cell-2	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98624
dentate_gyrus	DG_mouse_sample	98625	04-18-14-Slice-1	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98625
dentate_gyrus	DG_mouse_sample	98626	04-18-14-Slice-2	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98626
dentate_gyrus	DG_mouse_sample	98627	05-14-14-Slice-1	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	No Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98627
dentate_gyrus	DG_mouse_sample	98628	07-18-14	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98628
dentate_gyrus	DG_mouse_sample	98629	1-12-2015-cell	Danzer	mouse	C57BL/6	hippocampus;dentate gyrus	principal cell;granule	adult	Month	2.0	6.0	Male/Female	Control	in vitro	Dendrites, Soma, Axon	Diameter, 3D, Angles	Dendrites Complete, Axon Incomplete	Neurolucida	400	28855130	10.1016/j.nbd.2017.08.014	http://neuromorpho.org/api/morphometry/id/98629
