canonical_gene	gene	human_symbol	mouse_symbol	db_class_key	branch_meta_strict_full_matrix_cerebellar	branch_meta_strict_full_matrix_dentate	branch_meta_strict_selected_cerebellar	branch_meta_strict_selected_dentate	branch_meta_support_full_matrix_cerebellar	branch_meta_support_full_matrix_dentate	branch_meta_support_selected_cerebellar	branch_meta_support_selected_dentate	dataset_sign_p_adj_bh_full_matrix_cerebellar	dataset_sign_p_adj_bh_full_matrix_dentate	dataset_sign_p_adj_bh_selected_cerebellar	dataset_sign_p_adj_bh_selected_dentate	dataset_sign_p_greater_full_matrix_cerebellar	dataset_sign_p_greater_full_matrix_dentate	dataset_sign_p_greater_selected_cerebellar	dataset_sign_p_greater_selected_dentate	median_dataset_candidate_detection_full_matrix_cerebellar	median_dataset_candidate_detection_full_matrix_dentate	median_dataset_candidate_detection_selected_cerebellar	median_dataset_candidate_detection_selected_dentate	median_dataset_delta_full_matrix_cerebellar	median_dataset_delta_full_matrix_dentate	median_dataset_delta_selected_cerebellar	median_dataset_delta_selected_dentate	min_dataset_delta_full_matrix_cerebellar	min_dataset_delta_full_matrix_dentate	min_dataset_delta_selected_cerebellar	min_dataset_delta_selected_dentate	n_datasets_full_matrix_cerebellar	n_datasets_full_matrix_dentate	n_datasets_selected_cerebellar	n_datasets_selected_dentate	n_units_full_matrix_cerebellar	n_units_full_matrix_dentate	n_units_selected_cerebellar	n_units_selected_dentate	positive_dataset_fraction_full_matrix_cerebellar	positive_dataset_fraction_full_matrix_dentate	positive_dataset_fraction_selected_cerebellar	positive_dataset_fraction_selected_dentate	n_supported_screen_branches	n_strict_screen_branches	n_available_screen_branches	sum_positive_median_dataset_delta	minimum_available_candidate_detection	shared_meta_support_selected	shared_meta_support_full_matrix	shared_meta_strict_selected	shared_meta_strict_full_matrix	shared_meta_support_both_screens	shared_meta_strict_both_screens	ortholog_meta_tier	ortholog_meta_priority_score	selected_is_original_candidate_gene	selected_mechanism_class	selected_manuscript_use	selected_mechanism_priority_score	genome_is_original_candidate_gene	genome_mechanism_class	genome_manuscript_use	genome_mechanism_priority_score	consensus_tier	combined_priority_score	consensus_candidate_dataset_robust_all_available	consensus_candidate_n_robust_screen_branches	mgi_one_to_one_human_mouse	same_canonical_symbol_x	strict_same_symbol_one_to_one	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	same_canonical_symbol_y	ortholog_symbol_class
CELF2	CELF2	CELF2	Celf2	51617377	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.981831664812755	0.9880486441151802	0.981831664812755	0.9833910705754798	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.981831664812755	True	True	True	True	True	True	strict_shared_both_screens	14.981831664812756	False	rna_processing_neuronal_state	supporting_context_not_core_executor	2.241031390134529	False	rna_processing_neuronal_state	supporting_context_not_core_executor	2.246977562652904	shared_positive_both_screens	4.488008952787434			True	True	True	10659	14007	HGNC:2550	MGI:1338822	True	same_symbol
FTH1	FTH1	FTH1	Fth1	51619450	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.9823651452282156	0.9982711278348417	0.9823651452282156	0.9742985250951157	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.9742985250951157	True	True	True	True	True	True	strict_shared_both_screens	14.974298525095115	False	unclassified_shared_neuronal_or_context	exploratory_context	2.099752168525403	False	unclassified_shared_neuronal_or_context	exploratory_context	2.2080562110663964	shared_positive_both_screens	4.307808379591799			True	True	True	2495	14319	HGNC:3976	MGI:95588	True	same_symbol
GPM6A	GPM6A	GPM6A	Gpm6a	51618252	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.950315164998146	0.9305419245060185	0.950315164998146	0.9496371803292775	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.9305419245060185	True	True	True	True	True	True	strict_shared_both_screens	14.930541924506018	False	cytoskeleton_morphogenesis	mechanism_figure_candidate	2.7387319872048668	False	cytoskeleton_morphogenesis	mechanism_figure_candidate	2.7387319872048668	consensus_figure_candidate	5.4774639744097335	True	4.0	True	True	True	2823	234267	HGNC:4460	MGI:107671	True	same_symbol
PPP3CA	PPP3CA	PPP3CA	Ppp3ca	51620904	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.8946978123841305	0.9940424144009103	0.8946978123841305	0.9889229071949797	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.8946978123841305	True	True	True	True	True	True	strict_shared_both_screens	14.89469781238413	False	synaptic_wiring	mechanism_figure_candidate	2.7275913091608883	False	synaptic_wiring	mechanism_figure_candidate	2.7275913091608883	consensus_figure_candidate	5.455182618321777	False	3.0	True	True	True	5530	19055	HGNC:9314	MGI:107164	True	same_symbol
NFIB	NFIB	NFIB	Nfib	51634293	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.9549858782494053	0.9337968938668442	0.9549858782494053	0.8869767432659372	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.8869767432659372	True	True	True	True	True	True	strict_shared_both_screens	14.886976743265937	False	regulatory_morphogenesis_candidate	mechanism_figure_candidate	2.7221084953940635	False	regulatory_morphogenesis_candidate	mechanism_figure_candidate	2.7343223776485583	consensus_figure_candidate	5.456430873042622	True	4.0	True	True	True	4781	18028	HGNC:7785	MGI:103188	True	same_symbol
NFIA	NFIA	NFIA	Nfia	51625494	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.9161419673167923	0.8233612302396913	0.9161419673167923	0.8898867766284596	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.8233612302396913	True	True	True	True	True	True	strict_shared_both_screens	14.82336123023969	False	regulatory_morphogenesis_candidate	mechanism_figure_candidate	2.7290354918291984	False	regulatory_morphogenesis_candidate	mechanism_figure_candidate	2.7290354918291984	consensus_figure_candidate	5.458070983658397	True	4.0	True	True	True	4774	18027	HGNC:7784	MGI:108056	True	same_symbol
ANK3	ANK3	ANK3	Ank3	51616142	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.757137560252132	0.960791165781381	0.757137560252132	0.960791165781381	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.757137560252132	True	True	True	True	True	True	strict_shared_both_screens	14.757137560252133	False	unclassified_shared_neuronal_or_context	exploratory_context	2.2029515129950132	False	unclassified_shared_neuronal_or_context	exploratory_context	2.2029515129950132	shared_positive_both_screens	4.4059030259900265			True	True	True	288	11735	HGNC:494	MGI:88026	True	same_symbol
RBFOX3	RBFOX3	RBFOX3	Rbfox3	51623392	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.3199106364428945	0.125	0.125	0.125	0.1875	0.7374860956618465	0.9655521783181358	0.7374860956618465	0.8688021369660046	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	3.0	3.0	5.0	6.0	3.0	6.0	50.0	1.0	1.0	1.0	0.8	4	4	4	2.0	0.7374860956618465	True	True	True	True	True	True	strict_shared_both_screens	14.737486095661847	False	rna_processing_neuronal_state	supporting_context_not_core_executor	2.1845848974044166	False	rna_processing_neuronal_state	supporting_context_not_core_executor	1.1845848974044166	shared_positive_both_screens	3.3691697948088333			True	True	True	146713	52897	HGNC:27097	MGI:106368	True	same_symbol
NBEA	NBEA	NBEA	Nbea	51622325	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.7154592979835698	0.7298015096449539	0.7154592979835698	0.871075909117188	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.7154592979835698	True	True	True	True	True	True	strict_shared_both_screens	14.71545929798357	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1797902412585133	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1797902412585133	shared_positive_both_screens	4.359580482517027			True	True	True	26960	26422	HGNC:7648	MGI:1347075	True	same_symbol
NRN1	NRN1	NRN1	Nrn1	51617901	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.6626236833705713	0.804228948938946	0.6626236833705713	0.6829027035672761	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.6626236833705713	True	True	True	True	True	True	strict_shared_both_screens	14.66262368337057	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1133603238866394	False	unclassified_shared_neuronal_or_context	exploratory_context	2.172939657591515	shared_positive_both_screens	4.286299981478154			True	True	True	51299	68404	HGNC:17972	MGI:1915654	True	same_symbol
ATP2B1	ATP2B1	ATP2B1	Atp2b1	51623864	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.6203188728216537	0.9969604863221885	0.6203188728216537	0.9614682166817436	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.6203188728216537	True	True	True	True	True	True	strict_shared_both_screens	14.620318872821654	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1651359205820535	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1651359205820535	shared_positive_both_screens	4.330271841164107			True	True	True	490	67972	HGNC:814	MGI:104653	True	same_symbol
TNIK	TNIK	TNIK	Tnik	51620248	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19353243670886075	0.125	0.125	0.125	0.03125	0.6202389843166543	0.5916919959473151	0.6202389843166543	0.7193877551020408	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.5	3.0	3.0	3.0	5.0	6.0	3.0	6.0	50.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.5916919959473151	True	True	True	True	True	True	strict_shared_both_screens	14.591691995947315	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1712498538272857	False	unclassified_shared_neuronal_or_context	exploratory_context	1.171249853827286	shared_positive_both_screens	3.3424997076545715			True	True	True	23043	665113	HGNC:30765	MGI:1916264	True	same_symbol
PPP2R2C	PPP2R2C	PPP2R2C	Ppp2r2c	51623888	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.5814730285245042	0.6825552138663684	0.5814730285245042	0.6825552138663684	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.5814730285245042	True	True	True	True	True	True	strict_shared_both_screens	14.581473028524504	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1682449494949494	False	unclassified_shared_neuronal_or_context	exploratory_context	2.17390406029133	shared_positive_both_screens	4.342149009786279			True	True	True	5522	269643	HGNC:9306	MGI:2442660	True	same_symbol
CELF4	CELF4	CELF4	Celf4	51630281	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.5802743789395625	0.9189636507473873	0.5802743789395625	0.892408196843391	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.5802743789395625	True	True	True	True	True	True	strict_shared_both_screens	14.580274378939562	False	rna_processing_neuronal_state	supporting_context_not_core_executor	2.155327284879453	False	rna_processing_neuronal_state	supporting_context_not_core_executor	2.155327284879453	shared_positive_both_screens	4.310654569758906			True	True	True	56853	108013	HGNC:14015	MGI:1932407	True	same_symbol
ZBTB18	ZBTB18	ZBTB18	Zbtb18	51625148	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19353243670886075	0.125	0.125	0.125	0.03125	0.5710048201705599	0.8877551020408163	0.5710048201705599	0.7832390517247861	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	3.0	3.0	5.0	6.0	3.0	6.0	50.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.5710048201705599	True	True	True	True	True	True	strict_shared_both_screens	14.57100482017056	False	unclassified_shared_neuronal_or_context	exploratory_context	2.135871260871261	False	unclassified_shared_neuronal_or_context	exploratory_context	1.145710080838194	shared_positive_both_screens	3.2815813417094546			True	True	True	10472	30928	HGNC:13030	MGI:1353609	True	same_symbol
PPM1H	PPM1H	PPM1H	Ppm1h	51628976	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.4658981748318924	0.5478361557388913	0.4658981748318924	0.7180181633414258	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.4658981748318924	True	True	True	True	True	True	strict_shared_both_screens	14.465898174831892	False	unclassified_shared_neuronal_or_context	exploratory_context	2.133246607178856	False	unclassified_shared_neuronal_or_context	exploratory_context	2.133246607178856	shared_positive_both_screens	4.266493214357712			True	True	True	57460	319468	HGNC:18583	MGI:2442087	True	same_symbol
CACNA2D1	CACNA2D1	CACNA2D1	Cacna2d1	51625279	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.4507094846900672	0.662007268660889	0.4507094846900672	0.752713851498046	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.4507094846900672	True	True	True	True	True	True	strict_shared_both_screens	14.450709484690067	False	synaptic_wiring	mechanism_figure_candidate	2.618958762435442	False	synaptic_wiring	mechanism_figure_candidate	2.618958762435442	consensus_figure_candidate	5.237917524870884	False	3.0	True	True	True	781	12293	HGNC:1399	MGI:88295	True	same_symbol
ST18	ST18	ST18	St18	51622309	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.4534668149796069	0.438144508750746	0.4534668149796069	0.551472716746273	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.438144508750746	True	True	True	True	True	True	strict_shared_both_screens	14.438144508750746	True	broad_neuronal_state	supporting_context_not_core_executor	2.204046311654904	True	broad_neuronal_state	supporting_context_not_core_executor	2.3707129783215706	shared_positive_both_screens	2.3707129783215706			True	True	True	9705	240690	HGNC:18695	MGI:2446700	True	same_symbol
SSBP3	SSBP3	SSBP3	Ssbp3	51621790	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.6402871676939983	0.41144814090019566	0.6402871676939983	0.47719489414694893	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.41144814090019566	True	True	True	True	True	True	strict_shared_both_screens	14.411448140900196	False	unclassified_shared_neuronal_or_context	exploratory_context	2.134513567174057	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1200226228643597	shared_positive_both_screens	4.254536190038417			True	True	True	23648	72475	HGNC:15674	MGI:1919725	True	same_symbol
BAIAP2	BAIAP2	BAIAP2	Baiap2	51628061	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.4068783913182253	0.8504323326532595	0.4068783913182253	0.8111378097834254	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.4068783913182253	True	True	True	True	True	True	strict_shared_both_screens	14.406878391318225	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1108801919440703	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1108801919440703	shared_positive_both_screens	4.221760383888141			True	True	True	10458	108100	HGNC:947	MGI:2137336	True	same_symbol
SEZ6L	SEZ6L	SEZ6L	Sez6l	51635369	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.3928343440791573	0.6001131143217998	0.3928343440791573	0.6115382323142022	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.3928343440791573	True	True	True	True	True	True	strict_shared_both_screens	14.392834344079157	False	unclassified_shared_neuronal_or_context	exploratory_context	2.077810416983009	False	unclassified_shared_neuronal_or_context	exploratory_context	2.077810416983009	shared_positive_both_screens	4.155620833966018			True	True	True	23544	56747	HGNC:10763	MGI:1935121	True	same_symbol
NEUROD1	NEUROD1	NEUROD1	Neurod1	51616471	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.8423635493137568	0.580625009080211	0.8423635493137568	0.3771151310156714	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.3771151310156714	True	True	True	True	True	True	strict_shared_both_screens	14.377115131015671	True	broad_neuronal_state	supporting_context_not_core_executor	2.275252525252525	True	broad_neuronal_state	supporting_context_not_core_executor	2.2504938473766956	shared_positive_both_screens	2.275252525252525			True	True	True	4760	18012	HGNC:7762	MGI:1339708	True	same_symbol
NEUROD2	NEUROD2	NEUROD2	Neurod2	51620918	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.3742020427705075	0.7615669555493431	0.3742020427705075	0.5983517203044264	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.3742020427705075	True	True	True	True	True	True	strict_shared_both_screens	14.374202042770508	True	broad_neuronal_state	supporting_context_not_core_executor	2.3030842230130486	True	broad_neuronal_state	supporting_context_not_core_executor	2.3749616335412975	shared_positive_both_screens	2.3749616335412975			True	True	True	4761	18013	HGNC:7763	MGI:107755	True	same_symbol
ROBO2	ROBO2	ROBO2	Robo2	51616305	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.3544668587896253	0.422398717575051	0.3544668587896253	0.5044507164567955	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.3544668587896253	True	True	True	True	True	True	strict_shared_both_screens	14.354466858789625	True	curated_shared_structural_executor	mechanism_figure_candidate	2.850226953315843	True	curated_shared_structural_executor	mechanism_figure_candidate	2.850226953315843	shared_positive_both_screens	2.850226953315843			True	True	True	6092	268902	HGNC:10250	MGI:1890110	True	same_symbol
GATAD2B	GATAD2B	GATAD2B	Gatad2b	51626619	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.5342973674453096	0.3353465197566483	0.5342973674453096	0.5218525817941227	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.3353465197566483	True	True	True	True	True	True	strict_shared_both_screens	14.335346519756648	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1348421301406253	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1348421301406253	shared_positive_both_screens	4.269684260281251			True	True	True	57459	229542	HGNC:30778	MGI:2443225	True	same_symbol
WASF1	WASF1	WASF1	Wasf1	51626659	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.3333744938952861	0.8152142232585251	0.3333744938952861	0.8152142232585251	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.3333744938952861	True	True	True	True	True	True	strict_shared_both_screens	14.333374493895287	False	unclassified_shared_neuronal_or_context	exploratory_context	2.098166427864735	False	unclassified_shared_neuronal_or_context	exploratory_context	2.098166427864735	shared_positive_both_screens	4.19633285572947			True	True	True	8936	83767	HGNC:12732	MGI:1890563	True	same_symbol
ATP1A1	ATP1A1	ATP1A1	Atp1a1	51616323	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.32548985959474996	0.7218359217776298	0.32548985959474996	0.6910360302475815	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.32548985959474996	True	True	True	True	True	True	strict_shared_both_screens	14.32548985959475	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1020155777938294	False	unclassified_shared_neuronal_or_context	exploratory_context	2.1020155777938294	shared_positive_both_screens	4.204031155587659			True	True	True	476	11928	HGNC:799	MGI:88105	True	same_symbol
WASL	WASL	WASL	Wasl	51623544	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.3236929922135706	0.49567320370293266	0.3236929922135706	0.5291086759451822	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.3236929922135706	True	True	True	True	True	True	strict_shared_both_screens	14.323692992213571	False	unclassified_shared_neuronal_or_context	exploratory_context	2.0798562139794656	False	unclassified_shared_neuronal_or_context	exploratory_context	2.0798562139794656	shared_positive_both_screens	4.159712427958931			True	True	True	8976	73178	HGNC:12735	MGI:1920428	True	same_symbol
KAT6B	KAT6B	KAT6B	Kat6b	51621874	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19353243670886075	0.125	0.125	0.125	0.03125	0.319142993935525	0.4792299898682877	0.319142993935525	0.4948979591836734	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	3.0	3.0	5.0	6.0	3.0	6.0	50.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.319142993935525	True	True	True	True	True	True	strict_shared_both_screens	14.319142993935525	False	unclassified_shared_neuronal_or_context	exploratory_context	2.0720063917923515	False	unclassified_shared_neuronal_or_context	exploratory_context	1.0720063917923517	shared_positive_both_screens	3.144012783584703			True	True	True	23522	54169	HGNC:17582	MGI:1858746	True	same_symbol
CBFA2T2	CBFA2T2	CBFA2T2	Cbfa2t2	51623303	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.37223823246878	0.3063395570994355	0.37223823246878	0.5157953592395863	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.3063395570994355	True	True	True	True	True	True	strict_shared_both_screens	14.306339557099436	False	unclassified_shared_neuronal_or_context	exploratory_context	2.094653378759867	False	unclassified_shared_neuronal_or_context	exploratory_context	2.094653378759867	shared_positive_both_screens	4.189306757519734			True	True	True	9139	12396	HGNC:1536	MGI:1333833	True	same_symbol
KCNJ6	KCNJ6	KCNJ6	Kcnj6	51631421	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081	0.125	0.0625	0.125	0.015625	0.3098068943504628	0.2964011602892396	0.3098068943504628	0.4852217439463833	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	2.0	0.2964011602892396	True	True	True	True	True	True	strict_shared_both_screens	14.29640116028924	False	synaptic_wiring	mechanism_figure_candidate	2.5579381576631643	False	synaptic_wiring	mechanism_figure_candidate	2.5579381576631643	consensus_figure_candidate	5.115876315326329	False	3.0	True	True	True	3763	16522	HGNC:6267	MGI:104781	True	same_symbol
OSBP2	OSBP2	OSBP2	Osbp2	51623658	True	True	True	True	True	True	True	True	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.125	0.0625	0.125	0.109375	0.2862439747868001	0.31518299537827377	0.2862439747868001	0.480894485453756	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	2.0	0.2862439747868001	True	True	True	True	True	True	strict_shared_both_screens	14.2862439747868	False	unclassified_shared_neuronal_or_context	exploratory_context	2.0730043200952277	False	unclassified_shared_neuronal_or_context	exploratory_context	2.0730043200952277	shared_positive_both_screens	4.1460086401904555			True	True	True	23762	74309	HGNC:8504	MGI:1921559	True	same_symbol
