canonical_gene	gene	human_symbol	mouse_symbol	db_class_key	branch_meta_strict_full_matrix_cerebellar	branch_meta_strict_full_matrix_dentate	branch_meta_strict_selected_cerebellar	branch_meta_strict_selected_dentate	branch_meta_support_full_matrix_cerebellar	branch_meta_support_full_matrix_dentate	branch_meta_support_selected_cerebellar	branch_meta_support_selected_dentate	dataset_sign_p_adj_bh_full_matrix_cerebellar	dataset_sign_p_adj_bh_full_matrix_dentate	dataset_sign_p_adj_bh_selected_cerebellar	dataset_sign_p_adj_bh_selected_dentate	dataset_sign_p_greater_full_matrix_cerebellar	dataset_sign_p_greater_full_matrix_dentate	dataset_sign_p_greater_selected_cerebellar	dataset_sign_p_greater_selected_dentate	median_dataset_candidate_detection_full_matrix_cerebellar	median_dataset_candidate_detection_full_matrix_dentate	median_dataset_candidate_detection_selected_cerebellar	median_dataset_candidate_detection_selected_dentate	median_dataset_delta_full_matrix_cerebellar	median_dataset_delta_full_matrix_dentate	median_dataset_delta_selected_cerebellar	median_dataset_delta_selected_dentate	min_dataset_delta_full_matrix_cerebellar	min_dataset_delta_full_matrix_dentate	min_dataset_delta_selected_cerebellar	min_dataset_delta_selected_dentate	n_datasets_full_matrix_cerebellar	n_datasets_full_matrix_dentate	n_datasets_selected_cerebellar	n_datasets_selected_dentate	n_units_full_matrix_cerebellar	n_units_full_matrix_dentate	n_units_selected_cerebellar	n_units_selected_dentate	positive_dataset_fraction_full_matrix_cerebellar	positive_dataset_fraction_full_matrix_dentate	positive_dataset_fraction_selected_cerebellar	positive_dataset_fraction_selected_dentate	n_supported_screen_branches	n_strict_screen_branches	n_available_screen_branches	sum_positive_median_dataset_delta	minimum_available_candidate_detection	shared_meta_support_selected	shared_meta_support_full_matrix	shared_meta_strict_selected	shared_meta_strict_full_matrix	shared_meta_support_both_screens	shared_meta_strict_both_screens	ortholog_meta_tier	ortholog_meta_priority_score	selected_is_original_candidate_gene	selected_mechanism_class	selected_manuscript_use	selected_mechanism_priority_score	genome_is_original_candidate_gene	genome_mechanism_class	genome_manuscript_use	genome_mechanism_priority_score	consensus_tier	combined_priority_score	consensus_candidate_dataset_robust_all_available	consensus_candidate_n_robust_screen_branches	mgi_one_to_one_human_mouse	same_canonical_symbol_x	strict_same_symbol_one_to_one	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	same_canonical_symbol_y	ortholog_symbol_class
HCFC2	HCFC2	HCFC2	Hcfc2	51625659	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1486837226548016	0.32891880156317843			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1486837226548016	False	True	False	True	False	False	strict_shared_full_matrix_only	7.148683722654802					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0417713820342973	shared_positive_both_screens	2.0417713820342973			True	True	True	29915	67933	HGNC:24972	MGI:1915183	True	same_symbol
RNF19A	RNF19A	RNF19A	Rnf19a	51621004	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1445108289768484	0.325963553593982			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1445108289768484	False	True	False	True	False	False	strict_shared_full_matrix_only	7.144510828976848					False	unclassified_shared_neuronal_or_context	exploratory_context	2.03823676428493	shared_positive_both_screens	2.03823676428493			True	True	True	25897	30945	HGNC:13432	MGI:1353623	True	same_symbol
LIN7C	LIN7C	LIN7C	Lin7c	51619779	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.14413000696521222	0.82911409973491			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.14413000696521222	False	True	False	True	False	False	strict_shared_full_matrix_only	7.144130006965212					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0776819995336933	shared_positive_both_screens	2.0776819995336933			True	True	True	55327	22343	HGNC:17789	MGI:1330839	True	same_symbol
EHD1	EHD1	EHD1	Ehd1	51617347	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1427146504947334	0.3853665741695844			0.5	0.5			2.7755575615628914e-17	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1427146504947334	False	True	False	True	False	False	strict_shared_full_matrix_only	7.142714650494733					False	unclassified_shared_neuronal_or_context	exploratory_context	1.8871127961167584	shared_positive_both_screens	1.8871127961167584			True	True	True	10938	13660	HGNC:3242	MGI:1341878	True	same_symbol
RCOR2	RCOR2	RCOR2	Rcor2	51629942	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.19918934038477926	0.14129534657349155			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.14129534657349155	False	True	False	True	False	False	strict_shared_full_matrix_only	7.141295346573491					False	unclassified_shared_neuronal_or_context	exploratory_context	2.005257728266717	shared_positive_both_screens	2.005257728266717			True	True	True	283248	104383	HGNC:27455	MGI:1859854	True	same_symbol
MINPP1	MINPP1	MINPP1	Minpp1	51623221	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.13957996507299386	0.3400681461742377			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.13957996507299386	False	True	False	True	False	False	strict_shared_full_matrix_only	7.139579965072993					False	unclassified_shared_neuronal_or_context	exploratory_context	2.060359909842166	shared_positive_both_screens	2.060359909842166			True	True	True	9562	17330	HGNC:7102	MGI:1336159	True	same_symbol
CECR2	CECR2	CECR2	Cecr2	51625347	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.2569521690767519	0.13826168765378488			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.13826168765378488	False	True	False	True	False	False	strict_shared_full_matrix_only	7.1382616876537845					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0749864562930957	shared_positive_both_screens	2.0749864562930957			True	True	True	27443	330409	HGNC:1840	MGI:1923799	True	same_symbol
SLC29A4	SLC29A4	SLC29A4	Slc29a4	51624823	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1363040616788673	0.34731995392152776			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1363040616788673	False	True	False	True	False	False	strict_shared_full_matrix_only	7.136304061678867					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0528466922223525	shared_positive_both_screens	2.0528466922223525			True	True	True	222962	243328	HGNC:23097	MGI:2385330	True	same_symbol
SEMA7A	SEMA7A	SEMA7A	Sema7a	51620218	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.13244889771467325	0.1330920245653432			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.13244889771467325	False	True	False	True	False	False	strict_shared_full_matrix_only	7.132448897714673					False	axon_guidance_adhesion	mechanism_figure_candidate	2.5284878426339548	shared_positive_both_screens	2.5284878426339548			True	True	True	8482	20361	HGNC:10741	MGI:1306826	True	same_symbol
UBALD1	UBALD1	UBALD1	Ubald1	51619059	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.125			0.1271943823811043	0.2786220871327254			0.5	0.5			0.25	0.5			3.0	3.0			6.0	3.0			1.0	1.0			2	2	2	1.0	0.1271943823811043	False	True	False	True	False	False	strict_shared_full_matrix_only	7.127194382381104					False	unclassified_shared_neuronal_or_context	exploratory_context	1.032006455083378	shared_positive_both_screens	1.032006455083378			True	True	True	124402	207740	HGNC:29576	MGI:1916255	True	same_symbol
ELMO2	ELMO2	ELMO2	Elmo2	51630436	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.12689503892372794	0.6575411861042872			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.12689503892372794	False	True	False	True	False	False	strict_shared_full_matrix_only	7.1268950389237276					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0408504741614975	shared_positive_both_screens	2.0408504741614975			True	True	True	63916	140579	HGNC:17233	MGI:2153045	True	same_symbol
BMP1	BMP1	BMP1	Bmp1	51621219	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1219873934000741	0.3677313391109869			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1219873934000741	False	True	False	True	False	False	strict_shared_full_matrix_only	7.121987393400074					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0105829966703377	shared_positive_both_screens	2.0105829966703377			True	True	True	649	12153	HGNC:1067	MGI:88176	True	same_symbol
ZFP37	ZFP37	ZFP37	Zfp37	51636291	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1161577663994125	0.2524605586915617			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1161577663994125	False	True	False	True	False	False	strict_shared_full_matrix_only	7.116157766399413					False	unclassified_shared_neuronal_or_context	exploratory_context	2.01807085869198	shared_positive_both_screens	2.01807085869198			True	True	True	7539	22696	HGNC:12863	MGI:99181	True	same_symbol
PKIB	PKIB	PKIB	Pkib	51634933	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1147934678194044	0.33818208134317557			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1147934678194044	False	True	False	True	False	False	strict_shared_full_matrix_only	7.114793467819404					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0295657630143937	shared_positive_both_screens	2.0295657630143937			True	True	True	5570	18768	HGNC:9018	MGI:101937	True	same_symbol
ABCB7	ABCB7	ABCB7	Abcb7	51620070	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1128722382324687	0.2714575191778839			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1128722382324687	False	True	False	True	False	False	strict_shared_full_matrix_only	7.112872238232469					False	unclassified_shared_neuronal_or_context	exploratory_context	2.028615889252547	shared_positive_both_screens	2.028615889252547			True	True	True	22	11306	HGNC:48	MGI:109533	True	same_symbol
HACE1	HACE1	HACE1	Hace1	51625703	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1123470522803114	0.419163410044869			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1123470522803114	False	True	False	True	False	False	strict_shared_full_matrix_only	7.112347052280311					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0309742172699092	shared_positive_both_screens	2.0309742172699092			True	True	True	57531	209462	HGNC:21033	MGI:2446110	True	same_symbol
SP4	SP4	SP4	Sp4	51630536	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1119116234390009	0.1631620511522009			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1119116234390009	False	True	False	True	False	False	strict_shared_full_matrix_only	7.111911623439001					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0289129425479695	shared_positive_both_screens	2.0289129425479695			True	True	True	6671	20688	HGNC:11209	MGI:107595	True	same_symbol
QSOX2	QSOX2	QSOX2	Qsox2	51631301	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.12829899752121074	0.1102552358745888			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1102552358745888	False	True	False	True	False	False	strict_shared_full_matrix_only	7.110255235874589					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0320907024043384	shared_positive_both_screens	2.0320907024043384			True	True	True	169714	227638	HGNC:30249	MGI:2387194	True	same_symbol
RBBP5	RBBP5	RBBP5	Rbbp5	51629502	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1092004468560485	0.22039900172804786			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1092004468560485	False	True	False	True	False	False	strict_shared_full_matrix_only	7.109200446856049					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0298853914058252	shared_positive_both_screens	2.0298853914058252			True	True	True	5929	213464	HGNC:9888	MGI:1918367	True	same_symbol
ZNF667	ZNF667	ZNF667	Zfp667	51624148	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1055697414618576	0.27270960847177694			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1055697414618576	False	True	False	True	False	False	strict_shared_full_matrix_only	7.105569741461857					False	unclassified_shared_neuronal_or_context	not_prioritized	0.5263924353654644	screen_specific_or_low_priority	0.5263924353654644			True	False	False	63934	384763	HGNC:28854	MGI:2442757	False	nonidentical_symbol
TSIX	TSIX	TSIX	Tsix	51636115	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.25			0.1049141652300489	0.30265783055239315			0.5	0.5			0.25	0.5			3.0	2.0			5.0	2.0			1.0	1.0			2	2	2	1.0	0.1049141652300489	False	True	False	True	False	False	strict_shared_full_matrix_only	7.104914165230049					False	unclassified_shared_neuronal_or_context	exploratory_context	1.005819476002315	shared_positive_both_screens	1.005819476002315			True	True	True	9383	22097	HGNC:12377	MGI:1336196	True	same_symbol
ACOT13	ACOT13	ACOT13	Acot13	51626071	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.104891477816789	0.5703217165618798			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.104891477816789	False	True	False	True	False	False	strict_shared_full_matrix_only	7.104891477816789					False	unclassified_shared_neuronal_or_context	exploratory_context	2.027925886549503	shared_positive_both_screens	2.027925886549503			True	True	True	55856	66834	HGNC:20999	MGI:1914084	True	same_symbol
FGF9	FGF9	FGF9	Fgf9	51626268	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.2297733594601174	0.102129047480257			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.102129047480257	False	True	False	True	False	False	strict_shared_full_matrix_only	7.102129047480257					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0595216117408697	shared_positive_both_screens	2.0595216117408697			True	True	True	2254	14180	HGNC:3687	MGI:104723	True	same_symbol
DNAJC12	DNAJC12	DNAJC12	Dnajc12	51632652	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.1018251681075888	0.1047546678245766			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.1018251681075888	False	True	False	True	False	False	strict_shared_full_matrix_only	7.101825168107589					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0234808341854915	shared_positive_both_screens	2.0234808341854915			True	True	True	56521	30045	HGNC:28908	MGI:1353428	True	same_symbol
GPRIN1	GPRIN1	GPRIN1	Gprin1	51633014	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.10122258606802614	0.33892215809489595			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.10122258606802614	False	True	False	True	False	False	strict_shared_full_matrix_only	7.101222586068026					False	unclassified_shared_neuronal_or_context	exploratory_context	2.050442110819932	shared_positive_both_screens	2.050442110819932			True	True	True	114787	26913	HGNC:24835	MGI:1349455	True	same_symbol
DDI2	DDI2	DDI2	Ddi2	51629623	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.201059759267054	0.0992762812437087			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0992762812437087	False	True	False	True	False	False	strict_shared_full_matrix_only	7.099276281243709					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0557391137673373	shared_positive_both_screens	2.0557391137673373			True	True	True	84301	68817	HGNC:24578	MGI:1917244	True	same_symbol
KCTD6	KCTD6	KCTD6	Kctd6	51622867	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0980290456431535	0.2658850774352294			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0980290456431535	False	True	False	True	False	False	strict_shared_full_matrix_only	7.098029045643154					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0250430257763425	shared_positive_both_screens	2.0250430257763425			True	True	True	200845	71393	HGNC:22235	MGI:1918643	True	same_symbol
NIP7	NIP7	NIP7	Nip7	51628481	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0978295563357804	0.48988638008394847			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0978295563357804	False	True	False	True	False	False	strict_shared_full_matrix_only	7.09782955633578					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0145332065386015	shared_positive_both_screens	2.0145332065386015			True	True	True	51388	66164	HGNC:24328	MGI:1913414	True	same_symbol
PAPOLG	PAPOLG	PAPOLG	Papolg	51629675	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0971449758991472	0.19556013894919663			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0971449758991472	False	True	False	True	False	False	strict_shared_full_matrix_only	7.097144975899147					False	unclassified_shared_neuronal_or_context	exploratory_context	2.030875110460016	shared_positive_both_screens	2.030875110460016			True	True	True	64895	216578	HGNC:14982	MGI:2442119	True	same_symbol
ZNF226	ZNF226	ZNF226	Zfp61	51630703	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0935205872965209	0.1489342124935253			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0935205872965209	False	True	False	True	False	False	strict_shared_full_matrix_only	7.093520587296521					False	unclassified_shared_neuronal_or_context	not_prioritized	0.5233801468241303	screen_specific_or_low_priority	0.5233801468241303			True	False	False	7769	22719	HGNC:13019	MGI:99663	False	nonidentical_symbol
VASH1	VASH1	VASH1	Vash1	51631369	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0926993275696445	0.17294520547945205			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0926993275696445	False	True	False	True	False	False	strict_shared_full_matrix_only	7.092699327569645					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0247965371920342	shared_positive_both_screens	2.0247965371920342			True	True	True	22846	238328	HGNC:19964	MGI:2442543	True	same_symbol
SMARCD2	SMARCD2	SMARCD2	Smarcd2	51635474	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.09147997495622384	0.17887899840787375			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.09147997495622384	False	True	False	True	False	False	strict_shared_full_matrix_only	7.091479974956224					False	unclassified_shared_neuronal_or_context	exploratory_context	2.021559130415385	shared_positive_both_screens	2.021559130415385			True	True	True	6603	83796	HGNC:11107	MGI:1933621	True	same_symbol
NTF3	NTF3	NTF3	Ntf3	51623531	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0903686562400255	0.2724164777725194			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0903686562400255	False	True	False	True	False	False	strict_shared_full_matrix_only	7.090368656240026					False	unclassified_shared_neuronal_or_context	exploratory_context	2.01746825892996	shared_positive_both_screens	2.01746825892996			True	True	True	4908	18205	HGNC:8023	MGI:97380	True	same_symbol
FAM53B	FAM53B	FAM53B	Fam53b	51626692	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.08301150234251331	0.1837639311043566			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.08301150234251331	False	True	False	True	False	False	strict_shared_full_matrix_only	7.083011502342513					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0	shared_positive_both_screens	2.0			True	True	True	9679	77938	HGNC:28968	MGI:1925188	True	same_symbol
FAM131A	FAM131A	FAM131A	Fam131a	51619303	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0825242718446602	0.7529805276817809			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0825242718446602	False	True	False	True	False	False	strict_shared_full_matrix_only	7.08252427184466					False	unclassified_shared_neuronal_or_context	exploratory_context	2.019200170393923	shared_positive_both_screens	2.019200170393923			True	True	True	131408	78408	HGNC:28308	MGI:1925658	True	same_symbol
RWDD3	RWDD3	RWDD3	Rwdd3	51629868	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0807874234607221	0.3295697211311372			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0807874234607221	False	True	False	True	False	False	strict_shared_full_matrix_only	7.080787423460722					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0	shared_positive_both_screens	2.0			True	True	True	25950	66568	HGNC:21393	MGI:1920420	True	same_symbol
YTHDF1	YTHDF1	YTHDF1	Ythdf1	51619641	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.08039209426112995	0.26069331842325966			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.08039209426112995	False	True	False	True	False	False	strict_shared_full_matrix_only	7.08039209426113					False	unclassified_shared_neuronal_or_context	exploratory_context	2.043120141190536	shared_positive_both_screens	2.043120141190536			True	True	True	54915	228994	HGNC:15867	MGI:1917431	True	same_symbol
EGFEM1P	EGFEM1P	EGFEM1P	Egfem1	51632703	True	True	False	False	True	True	False	False	1.0	0.6637414095135427			0.25	0.125			0.2548274365296727	0.2036474164133738			0.375	0.5			0.25	0.5			2.0	3.0			5.0	3.0			1.0	1.0			2	2	2	0.875	0.2036474164133738	False	True	False	True	False	False	strict_shared_full_matrix_only	7.078647416413374													True	False	False	93556	75740	HGNC:25149	MGI:1922990	False	nonidentical_symbol
RBM12B	RBM12B	RBM12B	Rbm12b2	51620513	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.125			0.07654784645357546	0.1275510204081632			0.5	0.5			0.25	0.5			3.0	3.0			6.0	3.0			1.0	1.0			2	2	2	1.0	0.07654784645357546	False	True	False	True	False	False	strict_shared_full_matrix_only	7.076547846453575					False	unclassified_shared_neuronal_or_context	not_prioritized	1.02419805298436	screen_specific_or_low_priority	1.02419805298436			True	False	False	389677	77604	HGNC:32310	MGI:1924854	False	nonidentical_symbol
DUSP14	DUSP14	DUSP14	Dusp14	51628278	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0756463453558889	0.31344117361313517			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0756463453558889	False	True	False	True	False	False	strict_shared_full_matrix_only	7.075646345355889					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0248124025794936	shared_positive_both_screens	2.0248124025794936			True	True	True	11072	56405	HGNC:17007	MGI:1927168	True	same_symbol
CCSAP	CCSAP	CCSAP	Ccsap	51617979	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.125			0.0753271624640919	0.2462006079027355			0.5	0.5			0.5	0.5			3.0	3.0			6.0	3.0			1.0	1.0			2	2	2	1.0	0.0753271624640919	False	True	False	True	False	False	strict_shared_full_matrix_only	7.075327162464092					False	unclassified_shared_neuronal_or_context	exploratory_context	1.019031279923396	shared_positive_both_screens	1.019031279923396			True	True	True	126731	73420	HGNC:29578	MGI:1920670	True	same_symbol
SIRT1	SIRT1	SIRT1	Sirt1	51622550	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0784167289021657	0.07213417281806335			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.07213417281806335	False	True	False	True	False	False	strict_shared_full_matrix_only	7.072134172818063					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0199522579648286	shared_positive_both_screens	2.0199522579648286			True	True	True	23411	93759	HGNC:14929	MGI:2135607	True	same_symbol
CYGB	CYGB	CYGB	Cygb	51618072	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.07108190380588865	0.4659937470447455			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.07108190380588865	False	True	False	True	False	False	strict_shared_full_matrix_only	7.071081903805888					False	unclassified_shared_neuronal_or_context	exploratory_context	2.010344520803798	shared_positive_both_screens	2.010344520803798			True	True	True	114757	114886	HGNC:16505	MGI:2149481	True	same_symbol
FAM131B	FAM131B	FAM131B	Fam131b	51617919	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0692227896584743	0.14722861584377464			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0692227896584743	False	True	False	True	False	False	strict_shared_full_matrix_only	7.0692227896584745					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0173347008357636	shared_positive_both_screens	2.0173347008357636			True	True	True	9715	76156	HGNC:22202	MGI:1923406	True	same_symbol
ATXN7L2	ATXN7L2	ATXN7L2	Atxn7l2	51616368	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.06535960754421449	0.11307268462616755			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.06535960754421449	False	True	False	True	False	False	strict_shared_full_matrix_only	7.065359607544215					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0194131425344706	shared_positive_both_screens	2.0194131425344706			True	True	True	127002	72522	HGNC:28713	MGI:1919772	True	same_symbol
ZNF189	ZNF189	ZNF189	Zfp189	51626056	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0638536221060493	0.13586903720975418			0.5	0.5			0.5	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.0638536221060493	False	True	False	True	False	False	strict_shared_full_matrix_only	7.063853622106049					False	unclassified_shared_neuronal_or_context	not_prioritized	0.5228016278327482	screen_specific_or_low_priority	0.5228016278327482			True	False	False	7743	230162	HGNC:12980	MGI:2444707	False	nonidentical_symbol
CBX8	CBX8	CBX8	Cbx8	51617445	True	True	False	False	True	True	False	False	0.9460304822565969	0.6637414095135427			0.125	0.0625			0.0722550271305458	0.06196104118103635			0.5	0.5			0.25	0.5			3.0	4.0			6.0	4.0			1.0	1.0			2	2	2	1.0	0.06196104118103635	False	True	False	True	False	False	strict_shared_full_matrix_only	7.0619610411810365					False	unclassified_shared_neuronal_or_context	exploratory_context	2.0017931174888335	shared_positive_both_screens	2.0017931174888335			True	True	True	57332	30951	HGNC:15962	MGI:1353589	True	same_symbol
