donor_id	comparator	feature_type	model_term_supported	target_set	peak_category	n_barcodes_granule	n_barcodes_comparator	mean_feature_score_granule	mean_feature_score_comparator	delta_granule_minus_comparator	mean_detection_granule	mean_detection_comparator	delta_detection_granule_minus_comparator	n_donors	mean_delta_score	median_delta_score	mean_delta_detection	median_delta_detection
H628	purkinje_candidate	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	96	26	0.25128263936624384	0.2295699504267452	0.021712688939498653	0.08197278911564625	0.0781789638932496	0.0037938252223966434					
H628	purkinje_candidate	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	gene_body_overlap	96	1544	0.4928053174462014	0.5104866362422059	-0.01768131879600454	0.16145833333333334	0.17033678756476683	-0.008878454231433491					
H628	purkinje_candidate	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	gene_body_overlap	96	26	0.4928053174462014	0.46147245832093875	0.031332859125262624	0.16145833333333334	0.14903846153846154	0.012419871794871806					
H628	purkinje_candidate	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	gene_edge_2kb	96	1544	0.39470265536473853	0.43110490427101317	-0.03640224890627464	0.12890625	0.14418717616580312	-0.015280926165803121					
H628	purkinje_candidate	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	gene_edge_2kb	96	26	0.39470265536473853	0.3709575002973041	0.02374515506743441	0.12890625	0.12259615384615385	0.006310096153846145					
H628	purkinje_candidate	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	96	1544	0.2882909384128234	0.2893278374353203	-0.0010368990224969288	0.09699074074074074	0.09943868739205527	-0.0024479466513145365					
H628	purkinje_candidate	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	96	26	0.2882909384128234	0.27181470045644013	0.016476237956383255	0.09699074074074074	0.09914529914529915	-0.0021545584045584154					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	distal_100kb	96	1544	0.20923193110205984	0.22339019457209675	-0.014158263470036903	0.06722222222222222	0.07471934369602763	-0.007497121473805407					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	distal_100kb	96	26	0.20923193110205984	0.19401360988910638	0.015218321212953467	0.06722222222222222	0.06641025641025641	0.0008119658119658119					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_body_overlap	96	1544	0.19983303018345458	0.20017443339995009	-0.0003414032164955061	0.06398809523809523	0.06809109654224384	-0.004103001304148604					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_body_overlap	96	26	0.19983303018345458	0.184192400769423	0.015640629414031576	0.06398809523809523	0.06318681318681318	0.0008012820512820484					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_edge_2kb	96	1544	0.2825504167426092	0.28623353525370115	-0.0036831185110919318	0.09294871794871794	0.09994021522518931	-0.006991497276471373					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_edge_2kb	96	26	0.2825504167426092	0.23872987797453712	0.0438205387680721	0.09294871794871794	0.08579881656804735	0.0071499013806705924					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	proximal_10kb	96	1544	0.26292370751020705	0.2779564228853539	-0.015032715375146832	0.08506944444444443	0.0950183506044905	-0.009948906160046067					
H628	purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	proximal_10kb	96	26	0.26292370751020705	0.26193705688004404	0.0009866506301630107	0.08506944444444443	0.08493589743589745	0.00013354700854698032					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	distal_100kb	96	1544	0.27328674617977267	0.2825133461284366	-0.009226599948663927	0.08662280701754387	0.09321311698936462	-0.006590309971820751					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	distal_100kb	96	26	0.27328674617977267	0.259626648563767	0.013660097616005673	0.08662280701754387	0.08704453441295547	-0.000421727395411603					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	gene_body_overlap	96	1544	0.3813037470203515	0.3651009283109761	0.0162028187093754	0.1284722222222222	0.12147380541162923	0.006998416810592975					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	gene_body_overlap	96	26	0.3813037470203515	0.44055200777771897	-0.059248260757367444	0.1284722222222222	0.14102564102564105	-0.012553418803418842					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	gene_edge_2kb	96	1544	0.2127130790633903	0.21162191909486716	0.001091159968523131	0.071875	0.07091968911917099	0.0009553108808290078					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	gene_edge_2kb	96	26	0.2127130790633903	0.24126962766772295	-0.028556548604332654	0.071875	0.08846153846153845	-0.016586538461538458					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	proximal_10kb	96	1544	0.1977016521488992	0.2232452767233494	-0.025543624574450197	0.06547619047619048	0.07364914877868245	-0.00817295830249197					
H628	purkinje_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	proximal_10kb	96	26	0.1977016521488992	0.2692815268412342	-0.07157987469233498	0.06547619047619048	0.09340659340659341	-0.02793040293040293					
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	distal_100kb	96	1544	0.27812492702588393	0.2703177552821796	0.007807171743704322	0.09320175438596491	0.09217343877829288	0.0010283156076720257					
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	distal_100kb	96	26	0.27812492702588393	0.2422817385989782	0.03584318842690573	0.09320175438596491	0.07894736842105263	0.014254385964912283					
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	gene_body_overlap	96	1544	1.2235404787530701	1.3521580911628541	-0.12861761240978398	0.3541666666666667	0.4410621761658031	-0.08689550949913644					
H628	purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	gene_body_overlap	96	26	1.2235404787530701	1.074947460405975	0.14859301834709515	0.3541666666666667	0.3076923076923077	0.046474358974358976					
