module_id	module_label	module_family	gene	canonical_gene	formal_mouse_symbol	overall_convergence_delta	mean_branch_bias	shared_positive_any_screen	shared_positive_both_screens	branch_pattern	formal_rank_tier	formal_rank_priority_score	driver_priority_score
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	TCF7L2	TCF7L2	Tcf7l2	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.0151975683890577	-0.4999999999999999
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	WNT7A	WNT7A	Wnt7a	-0.4999999999999999	0.0	False	False	weak_or_mixed	not_formally_shared	0.0059048834982444	-0.4999999999999999
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	LEF1	LEF1	Lef1	-0.4999999999999999	0.4999999999999999	False	False	cerebellar_biased	not_formally_shared	0.0192806822395254	-0.6249999999999999
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	DKK3	DKK3	Dkk3	-0.4999999999999999	0.7499999999999999	False	False	dentate_biased	not_formally_shared	0.5496243785713733	-0.6874999999999999
cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	PAX6	PAX6	Pax6	-0.4999999999999999	1.0	False	False	cerebellar_biased	not_formally_shared	7.050645784602867	-0.7499999999999999
cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	ZIC1	ZIC1	Zic1	-0.4999999999999999	1.0	False	False	cerebellar_biased	not_formally_shared	7.027153462829248	-0.7499999999999999
cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	ZIC2	ZIC2	Zic2	-0.4999999999999999	1.0	False	False	cerebellar_biased	not_formally_shared	7.000610190175938	-0.7499999999999999
cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	ZIC3	ZIC3	Zic3	-0.4999999999999999	1.0	False	False	cerebellar_biased	not_formally_shared	0.5020339672531272	-0.7499999999999999
cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	GLI1	GLI1	Gli1	-0.4999999999999999	1.0	False	False	cerebellar_biased	not_formally_shared	0.5007118885385945	-0.7499999999999999
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	GLIS3	GLIS3	Glis3	-0.4999999999999999	1.0	False	False	dentate_biased	not_formally_shared	10.004029684008938	-0.7499999999999999
cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	GLI2	GLI2	Gli2	-0.5	1.0	False	False	cerebellar_biased	not_formally_shared	3.503457744330316	-0.75
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	DCX	DCX	Dcx	0.5	0.0	True	True	shared_positive_both_screens	formal_nominal_shared_full_matrix	11.30663937064038	2.0
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	TUBB3	TUBB3	Tubb3	0.5	0.0	True	True	shared_positive_both_screens	formal_nominal_shared_full_matrix	11.358598216645404	2.0
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	PTCH1	PTCH1	Ptch1	0.5	0.0	True	False	shared_positive_one_screen	formal_nominal_shared_full_matrix	7.075292071471119	1.0
