dataset	sample	source_group	specificity_role	module_id	module_label	module_family	n_defined_genes	n_present_genes	present_genes	missing_genes	n_cells	median_module_score	mean_module_score	within_sample_module_rank
GSE104323	10X_all_cells	CA3-Pyr	pyramidal_comparator	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		532	0.06601401719618527	0.08114283039027785	0.25
GSE104323	10X_all_cells	GC-juv	dentate_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		3420	0.033007008598092635	0.033191246431610935	0.14583333333333334
GSE104323	10X_all_cells	GC-adult	dentate_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		2613	0.0	0.021241842125043344	0.041666666666666664
GSE104323	10X_all_cells	RGL	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		199	0.25230082697847794	0.2609916006335579	0.25
GSE104323	10X_all_cells	Astro-adult	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		1232	0.2439982847334885	0.2480355912816609	0.20833333333333334
GSE104323	10X_all_cells	Astro-juv	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		821	0.28336393107560603	0.292193219622683	0.3333333333333333
GSE104323	10X_all_cells	Immature-Astro	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		651	0.4285533019362157	0.4494819080810489	0.5833333333333334
GSE104323	10X_all_cells	RGL_young	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		686	0.33616973737415257	0.37186633140036945	0.4166666666666667
GSE104323	10X_all_cells	Ependymal	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		182	0.3185045624996436	0.3679866626419591	0.375
GSE104323	10X_all_cells	PVM	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		79	0.16503504299046318	0.19643116167847752	0.041666666666666664
GSE104323	10X_all_cells	MiCajal-Retziusoglia	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		428	0.18434290528132813	0.2043203911888482	0.125
GSE104323	10X_all_cells	Endothelial	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		543	0.17566092638637792	0.21249308764824074	0.08333333333333333
GSE104323	10X_all_cells	VLMC	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		160	0.21734991387942076	0.27427288269126554	0.16666666666666666
GSE104323	10X_all_cells	MOL	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		704	0.2576974310407162	0.28193411759332654	0.2916666666666667
GSE104323	10X_all_cells	NFOL	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		232	0.38848460826311015	0.40966413621923486	0.5416666666666666
GSE104323	10X_all_cells	OPC	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		794	0.34630468536047837	0.3873029946485325	0.4583333333333333
GSE104323	10X_all_cells	nIPC-perin	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		468	0.43035883831136645	0.4632371528980013	0.625
GSE104323	10X_all_cells	nIPC	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		353	0.4540076900497065	0.4957084465639434	0.6666666666666666
GSE104323	10X_all_cells	Neuroblast	dentate_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		1381	0.5200217072458917	0.5376134452970823	0.75
GSE104323	10X_all_cells	Immature-GC	dentate_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		2419	0.8992451360306853	0.9087122312825453	0.8333333333333334
GSE104323	10X_all_cells	Immature-Pyr	pyramidal_comparator	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		4520	1.3682406678416072	1.42390567916483	1.0
GSE104323	10X_all_cells	Cajal-Retzius	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		535	1.005157125722955	0.9686882101053009	0.875
GSE104323	10X_all_cells	Immature-GABA	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		1024	1.1953527060311142	1.229210985643709	0.9583333333333334
GSE104323	10X_all_cells	GABA	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		209	0.777931250208007	0.8367525666024909	0.7916666666666666
GSE104323	10X_all_cells	CA3-Pyr	pyramidal_comparator	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		532	1.049625926876915	1.1083281600272046	0.9166666666666666
GSE104323	10X_all_cells	GC-juv	dentate_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		3420	0.5169484443345789	0.5547312280011683	0.7083333333333334
GSE104323	10X_all_cells	GC-adult	dentate_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		2613	0.3656125476513433	0.38197110697586606	0.5
GSE104323	10X_all_cells	RGL	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		199	0.10397207708399178	0.12053119248267792	0.041666666666666664
GSE104323	10X_all_cells	Astro-adult	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		1232	0.1354025100551105	0.14593150121065723	0.08333333333333333
GSE104323	10X_all_cells	Astro-juv	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		821	0.20471722811110502	0.21972922859763075	0.4375
GSE104323	10X_all_cells	Immature-Astro	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		651	0.19356005054539455	0.20809254059670337	0.3541666666666667
GSE104323	10X_all_cells	RGL_young	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		686	0.17328679513998632	0.18965833450619854	0.16666666666666666
GSE104323	10X_all_cells	Ependymal	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		182	0.2393745871391023	0.2606986064821118	0.5416666666666666
GSE104323	10X_all_cells	PVM	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		79	0.1868834809141684	0.20565549597307137	0.2916666666666667
GSE104323	10X_all_cells	MiCajal-Retziusoglia	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		428	0.1762313710313959	0.1854912167859901	0.20833333333333334
GSE104323	10X_all_cells	Endothelial	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		543	0.20471722811110502	0.23853046430132455	0.4375
GSE104323	10X_all_cells	VLMC	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		160	0.19356005054539455	0.22917763596446578	0.3541666666666667
GSE104323	10X_all_cells	MOL	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		704	0.21088873005939318	0.24395585830975478	0.5
GSE104323	10X_all_cells	NFOL	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		232	0.1791759469228055	0.1860981236541849	0.25
GSE104323	10X_all_cells	OPC	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		794	0.15890269151739728	0.18754345995042998	0.125
GSE104323	10X_all_cells	nIPC-perin	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		468	0.25375869076169133	0.2601403718643005	0.5833333333333334
GSE104323	10X_all_cells	nIPC	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		353	0.29174053685313023	0.31181759938643394	0.625
GSE104323	10X_all_cells	Neuroblast	dentate_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		1381	0.31457845697791603	0.3196441782366758	0.6666666666666666
GSE104323	10X_all_cells	Immature-GC	dentate_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		2419	0.5798927337877767	0.6629349935581987	0.75
GSE104323	10X_all_cells	Immature-Pyr	pyramidal_comparator	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		4520	0.654586836385397	0.7485549516248211	0.8333333333333334
GSE104323	10X_all_cells	Cajal-Retzius	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		535	0.4807102099358686	0.5075401133032086	0.7083333333333334
GSE104323	10X_all_cells	Immature-GABA	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		1024	0.589387818992889	0.6421405596448508	0.7916666666666666
GSE104323	10X_all_cells	GABA	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		209	0.7340464479732336	0.7990253678278858	0.9166666666666666
GSE104323	10X_all_cells	CA3-Pyr	pyramidal_comparator	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		532	1.4302943880937926	1.4198767766941667	1.0
GSE104323	10X_all_cells	GC-juv	dentate_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		3420	0.9360546416498581	0.9907429299112196	0.9583333333333334
GSE104323	10X_all_cells	GC-adult	dentate_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		2613	0.6925824802290073	0.7096596324132438	0.875
GSE122357	P0	Granule precursor	cerebellar_granule	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		2553	0.6267590099941498	0.6265250894565962	1.0
GSE122357	P0	Granule cells	cerebellar_granule	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		2814	0.5151564805897296	0.5127531371571039	0.875
GSE122357	P0	Interneuron	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		418	0.31991408333535937	0.3450377508141797	0.5
GSE122357	P0	Microglia	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		112	0.05331901388922656	0.09279889996273676	0.1875
GSE122357	P0	Astrocytes	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		1230	0.35110370703598737	0.3757121739780856	0.625
GSE122357	P0	Oligodendrocytes	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		44	0.0845086375898546	0.10983021272567192	0.375
GSE122357	P0	Purkinje cells	purkinje_comparator	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		92	0.05331901388922656	0.11770316005038609	0.1875
GSE122357	P0	Endothelial cells	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		15	0.438752498050477	0.42512150389859305	0.75
GSE122357	P0	Granule precursor	cerebellar_granule	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	2553	0.16566044331920002	0.17396337570893827	0.625
GSE122357	P0	Granule cells	cerebellar_granule	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	2814	0.26080153369520975	0.26438434475083844	1.0
GSE122357	P0	Interneuron	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	418	0.19269145052641096	0.19864153452900327	0.75
GSE122357	P0	Microglia	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	112	0.046209812037329684	0.057027914481651905	0.125
GSE122357	P0	Astrocytes	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	1230	0.11945063128187033	0.13108499746798843	0.4375
GSE122357	P0	Oligodendrocytes	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	44	0.09241962407465937	0.10925867203518921	0.25
