dataset	sample	source_group	specificity_role	module_id	module_label	module_family	n_defined_genes	n_present_genes	present_genes	missing_genes	n_cells	median_module_score	mean_module_score	within_sample_module_rank
GSE122357	P0	Purkinje cells	purkinje_comparator	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	92	0.11945063128187033	0.1372633452543776	0.4375
GSE122357	P0	Endothelial cells	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	15	0.22214696734501357	0.20059561511932075	0.875
GSE122357	P0	Granule precursor	cerebellar_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		2553	0.21929381838038528	0.2319810760794971	0.375
GSE122357	P0	Granule cells	cerebellar_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		2814	0.26098280587342815	0.26505936434136473	0.625
GSE122357	P0	Interneuron	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		418	0.27975560016781553	0.31942502227336733	0.75
GSE122357	P0	Microglia	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		112	0.06601401719618527	0.09191428269492916	0.125
GSE122357	P0	Astrocytes	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		1230	0.4073015351443862	0.4210683992075683	1.0
GSE122357	P0	Oligodendrocytes	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		44	0.2291374678507982	0.26393430521303	0.5
GSE122357	P0	Purkinje cells	purkinje_comparator	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		92	0.21527821442728673	0.23250951940606207	0.25
GSE122357	P0	Endothelial cells	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		15	0.3776973343549671	0.400046919101123	0.875
GSE122357	P0	Granule precursor	cerebellar_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		2553	0.7225431164077365	0.7749607584861119	0.5
GSE122357	P0	Granule cells	cerebellar_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		2814	1.1628243143855925	1.167867179866048	1.0
GSE122357	P0	Interneuron	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		418	0.7467566473512508	0.7481576269044786	0.625
GSE122357	P0	Microglia	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		112	0.4153182216723913	0.47997038174465356	0.125
GSE122357	P0	Astrocytes	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		1230	0.4773549539206482	0.5125497857066416	0.25
GSE122357	P0	Oligodendrocytes	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		44	0.6333388707176859	0.6880689476917712	0.375
GSE122357	P0	Purkinje cells	purkinje_comparator	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		92	1.1364854082471	1.1764262435564958	0.875
GSE122357	P0	Endothelial cells	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		15	0.7866132291029571	0.8184658878827026	0.75
GSE122357	P0	Granule precursor	cerebellar_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		2553	0.29753212762938636	0.32158841781485487	0.625
GSE122357	P0	Granule cells	cerebellar_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		2814	0.47592065670378486	0.4809575004223054	1.0
GSE122357	P0	Interneuron	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		418	0.27013183995518497	0.279327575199449	0.5
GSE122357	P0	Microglia	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		112	0.2164673188422484	0.2347156043906408	0.25
GSE122357	P0	Astrocytes	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		1230	0.1791759469228055	0.1922847287847759	0.125
GSE122357	P0	Oligodendrocytes	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		44	0.23501575246048284	0.2628241371903053	0.375
GSE122357	P0	Purkinje cells	purkinje_comparator	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		92	0.3812591621424649	0.4088427739619058	0.75
GSE122357	P0	Endothelial cells	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		15	0.39951190928601815	0.39946818686417895	0.875
GSE122357	P8a	Granule cells	cerebellar_granule	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		1367	0.5098493366291948	0.513075765064938	0.875
GSE122357	P8a	Granule precursor	cerebellar_granule	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		3254	0.6439238985567812	0.6525279829537977	1.0
GSE122357	P8a	Purkinje cells	purkinje_comparator	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		86	0.10663802777845312	0.13762166073745505	0.4375
GSE122357	P8a	Microglia	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		102	0.05331901388922656	0.07427224884049073	0.1875
GSE122357	P8a	Interneuron	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		570	0.35110370703598737	0.3802340123188766	0.625
GSE122357	P8a	Oligodendrocytes	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		173	0.05331901388922656	0.12771314000864492	0.1875
GSE122357	P8a	Astrocytes	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		292	0.37776321398060064	0.38655372691411616	0.75
GSE122357	P8a	Endothelial cells	other_local_cell_type	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		8	0.10663802777845312	0.11934721854751389	0.4375
GSE122357	P8a	Granule cells	cerebellar_granule	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	1367	0.299987311355351	0.3029647496681562	1.0
GSE122357	P8a	Granule precursor	cerebellar_granule	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	3254	0.23890126256374067	0.24619211923369458	0.625
GSE122357	P8a	Purkinje cells	purkinje_comparator	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	86	0.28738510689134933	0.2985075005803648	0.875
GSE122357	P8a	Microglia	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	102	0.046209812037329684	0.05277461393416291	0.125
GSE122357	P8a	Interneuron	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	570	0.27295630414814004	0.27793723677002113	0.75
GSE122357	P8a	Oligodendrocytes	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	173	0.1759371553076839	0.19241789538440893	0.375
GSE122357	P8a	Astrocytes	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	292	0.23104906018664845	0.23695587356917322	0.5
GSE122357	P8a	Endothelial cells	other_local_cell_type	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	17	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	EMX2,WNT3A	8	0.10593512767826485	0.11019200787631477	0.25
GSE122357	P8a	Granule cells	cerebellar_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		1367	0.3062538610444514	0.30339340246037083	0.75
GSE122357	P8a	Granule precursor	cerebellar_granule	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		3254	0.21427665096810786	0.22207223188102299	0.25
GSE122357	P8a	Purkinje cells	purkinje_comparator	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		86	0.33457905476291183	0.32799084805113127	0.875
GSE122357	P8a	Microglia	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		102	0.1426539177882853	0.15989891580398005	0.125
GSE122357	P8a	Interneuron	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		570	0.28646950615203326	0.329568033844766	0.5
GSE122357	P8a	Oligodendrocytes	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		173	0.2503569224775134	0.2639051865959002	0.375
GSE122357	P8a	Astrocytes	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		292	0.6999498792841594	0.7079788877663082	1.0
GSE122357	P8a	Endothelial cells	other_local_cell_type	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	21	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a		8	0.29234712705516475	0.3226275455580894	0.625
GSE122357	P8a	Granule cells	cerebellar_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		1367	1.236562269661011	1.2243326429426147	0.875
GSE122357	P8a	Granule precursor	cerebellar_granule	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		3254	0.9036006468563527	0.9170421079153377	0.625
GSE122357	P8a	Purkinje cells	purkinje_comparator	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		86	1.4038158481789944	1.421010913806561	1.0
GSE122357	P8a	Microglia	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		102	0.508495191329327	0.5406073192831319	0.25
GSE122357	P8a	Interneuron	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		570	0.9110795832734939	0.9156826119656489	0.75
GSE122357	P8a	Oligodendrocytes	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		173	0.8765926764897154	0.9031537617379483	0.5
GSE122357	P8a	Astrocytes	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		292	0.6778997756336242	0.6961686759334688	0.375
GSE122357	P8a	Endothelial cells	other_local_cell_type	downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1		8	0.4087276813725069	0.3773316213173151	0.125
GSE122357	P8a	Granule cells	cerebellar_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		1367	0.5528294013244154	0.5586943945213648	0.875
GSE122357	P8a	Granule precursor	cerebellar_granule	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		3254	0.42783962297271994	0.4455077817137418	0.75
GSE122357	P8a	Purkinje cells	purkinje_comparator	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		86	0.8195071498963291	0.8305116690099297	1.0
GSE122357	P8a	Microglia	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		102	0.31191012699117104	0.31744008351538083	0.375
GSE122357	P8a	Interneuron	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		570	0.3292388065051697	0.34799287735801104	0.5
GSE122357	P8a	Oligodendrocytes	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		173	0.33485171238332423	0.34669879067844916	0.625
GSE122357	P8a	Astrocytes	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		292	0.24708212113046518	0.25452952277964663	0.125
GSE122357	P8a	Endothelial cells	other_local_cell_type	downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	20	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b		8	0.2831480240067973	0.2785691986058885	0.25
GSE122357	P8b	Granule precursor	cerebellar_granule	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		4309	0.6127342748561532	0.6213142257345653	1.0
GSE122357	P8b	Granule cells	cerebellar_granule	cerebellar_fate_rhombic_lip_shh	Cerebellar fate/rhombic-lip/SHH	upstream_region_fate	13	13	Atoh1,Barhl1,Pax6,Zic1,Zic2,Zic3,Mycn,Ptch1,Gli1,Gli2,En1,En2,Meis1		1883	0.45277723318847357	0.46936638009996107	0.875
