targeted_rank	recommended_action	recommended_track	asset_id	path	subject	session	size_gb	priority_score	priority_per_gb	local_subject_sessions	local_subject_units	local_subject_granule_units	local_subject_max_granule_units	local_subject_mean_granule_units	nearest_local_day_gap	new_subject	same_subject_with_granule_evidence	same_subject_granule_score	adjacent_session_score	new_subject_breadth_score	small_file_score	large_file_penalty	priority_reason	local_path	download_url_api
31	hold	breadth_first	ed714c6c-47b6-4b71-bebe-77c9532895a0	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150804_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150804	8.828164886	3.9766512258026596	0.4504504930700792	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9766512258026598	0.0	new subject adds biological breadth; 8.83 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150804_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/ed714c6c-47b6-4b71-bebe-77c9532895a0/download/
32	hold	breadth_first	46457396-a4e9-40bb-a8bc-84b221e90407	sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51b160516_behavior+ecephys.nwb	YutaMouse51	YutaMouse51b160516	8.905328291	3.9756458417703504	0.44643450660749484	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9756458417703502	0.0	new subject adds biological breadth; 8.91 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51b160516_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/46457396-a4e9-40bb-a8bc-84b221e90407/download/
33	hold	yield_first	1a9f930c-69e4-4ca0-a613-ac0be1c67561	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151113_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151113	20.253934438	8.875607013555591	0.4382164384270626	1.0	19.0	2.0	2.0	2.0	11.0	False	True	8.09861228866811	1.0	0.0	1.8277816124874824	2.0507868876000006	same subject has 2 local granule units; 11-day gap from local session; 20.25 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151113_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/1a9f930c-69e4-4ca0-a613-ac0be1c67561/download/
34	hold	breadth_first	e1da8178-47ab-4890-b251-44b7709d1535	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160913_behavior+ecephys.nwb	YutaMouse56	YutaMouse56b160913	9.098171878	3.97313322762245	0.43669577590963704	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.97313322762245	0.0	new subject adds biological breadth; 9.10 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160913_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/e1da8178-47ab-4890-b251-44b7709d1535/download/
35	hold	breadth_first	2f01bc65-5602-4a35-9574-ca26c87e27e1	sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140805_behavior+ecephys.nwb	YutaMouse23	YutaMouse23-140805	9.680127013	3.965550768032315	0.40965896033251925	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.965550768032315	0.0	new subject adds biological breadth; 9.68 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140805_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/2f01bc65-5602-4a35-9574-ca26c87e27e1/download/
36	hold	breadth_first	cef8a5d2-46b5-484f-8656-18a72eae408b	sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151130_behavior+ecephys.nwb	YutaMouse44	YutaMouse44-151130	9.71479726	3.9650990394865095	0.4081504671036758	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9650990394865095	0.0	new subject adds biological breadth; 9.71 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151130_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/cef8a5d2-46b5-484f-8656-18a72eae408b/download/
37	hold	breadth_first	6dc2e642-b967-495a-a444-aa9411259616	sub-YutaMouse40/sub-YutaMouse40_ses-YutaMouse40-150812_behavior+ecephys.nwb	YutaMouse40	YutaMouse40-150812	10.020683175	3.9569769295758386	0.39488095377048366	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9611135645758386	0.004136635000000055	new subject adds biological breadth; 10.02 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse40/sub-YutaMouse40_ses-YutaMouse40-150812_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/6dc2e642-b967-495a-a444-aa9411259616/download/
38	hold	breadth_first	0ac87693-8d7f-4fb6-bd59-cc80266195a1	sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151129_behavior+ecephys.nwb	YutaMouse44	YutaMouse44-151129	10.304770744	3.8964579577381806	0.3781217510352582	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9574121065381804	0.06095414880000014	new subject adds biological breadth; 10.30 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151129_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/0ac87693-8d7f-4fb6-bd59-cc80266195a1/download/
39	hold	breadth_first	4a5b63bd-8584-42f7-a3ff-c1d5279a8e30	sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140804_behavior+ecephys.nwb	YutaMouse23	YutaMouse23-140804	10.316468721	3.8939659460563156	0.37745143724711105	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9572596902563155	0.06329374419999993	new subject adds biological breadth; 10.32 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140804_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/4a5b63bd-8584-42f7-a3ff-c1d5279a8e30/download/
40	hold	breadth_first	ea301908-4777-4af5-9a8b-b866a212a935	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150727_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150727	11.065549983	3.7343897000464263	0.3374789057736459	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9474996966464264	0.21310999660000007	new subject adds biological breadth; 11.07 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150727_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/ea301908-4777-4af5-9a8b-b866a212a935/download/
41	hold	breadth_first	b7f58758-9b66-4342-8408-15096a4a0e96	sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161014_behavior+ecephys.nwb	YutaMouse57	YutaMouse57-161014	11.476710485	3.646800472088003	0.3177565973154374	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.942142569088003	0.29534209699999997	new subject adds biological breadth; 11.48 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161014_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/b7f58758-9b66-4342-8408-15096a4a0e96/download/
42	hold	breadth_first	d426ff9a-bab3-446d-8104-e373ae188bd3	sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140321_behavior+ecephys.nwb	YutaMouse20	YutaMouse20-140321	11.694713998	3.600359339481608	0.3078621110441292	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9393021390816076	0.33894279959999984	new subject adds biological breadth; 11.69 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140321_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/d426ff9a-bab3-446d-8104-e373ae188bd3/download/
43	hold	breadth_first	1e3d9217-e9a0-4854-b17f-f1062e311d03	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150218_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150218	11.930449924	3.5501406836039964	0.2975697233733259	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9362306684039963	0.3860899847999999	new subject adds biological breadth; 11.93 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150218_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/1e3d9217-e9a0-4854-b17f-f1062e311d03/download/
44	hold	breadth_first	a3fd25c7-4429-4016-81d7-a991ed6bd41c	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160914_behavior+ecephys.nwb	YutaMouse56	YutaMouse56-160914	12.247913361	3.482511674454042	0.2843351003398759	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9320943466540421	0.44958267220000003	new subject adds biological breadth; 12.25 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160914_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/a3fd25c7-4429-4016-81d7-a991ed6bd41c/download/
45	hold	breadth_first	868d9896-9c67-4ece-862a-5bbcfe7198df	sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160304_behavior+ecephys.nwb	YutaMouse45	YutaMouse45-160304	12.374288221	3.455590128325679	0.2792556684158455	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9304477725256792	0.4748576442000001	new subject adds biological breadth; 12.37 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160304_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/868d9896-9c67-4ece-862a-5bbcfe7198df/download/
46	hold	breadth_first	0fbcd358-5a71-41f4-9ff9-fd6089b1abc6	sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51b160514_behavior+ecephys.nwb	YutaMouse51	YutaMouse51b160514	12.393991167	3.45139282381746	0.2784730743561502	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9301910572174596	0.4787982333999999	new subject adds biological breadth; 12.39 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51b160514_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/0fbcd358-5a71-41f4-9ff9-fd6089b1abc6/download/
47	hold	breadth_first	72391670-83c6-46fa-8d34-42ca5169e0b1	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160915_behavior+ecephys.nwb	YutaMouse56	YutaMouse56b160915	12.788095937	3.3674369662603247	0.2633259073790076	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9250561536603246	0.5576191873999999	new subject adds biological breadth; 12.79 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160915_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/72391670-83c6-46fa-8d34-42ca5169e0b1/download/
48	hold	breadth_first	e28836ba-3071-4ef5-ac78-683395e8386a	sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160303_behavior+ecephys.nwb	YutaMouse45	YutaMouse45-160303	13.444395799	3.227625875598217	0.24007221476165475	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9165050353982167	0.6888791598000001	new subject adds biological breadth; 13.44 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160303_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/e28836ba-3071-4ef5-ac78-683395e8386a/download/
49	hold	breadth_first	f6ccad7e-2c5b-4e23-99d6-e1f3862cf42b	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150729_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150729	14.267842523	3.05220760835412	0.21392215420333596	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.90577611295412	0.8535685046000001	new subject adds biological breadth; 14.27 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150729_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/f6ccad7e-2c5b-4e23-99d6-e1f3862cf42b/download/
50	hold	breadth_first	9f1480c3-93cf-4a8f-abe4-ae2866bf5bfc	sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140806_behavior+ecephys.nwb	YutaMouse23	YutaMouse23-140806	14.288749188	3.047753876447412	0.2132974577653712	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9055037140474123	0.8577498376000001	new subject adds biological breadth; 14.29 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140806_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/9f1480c3-93cf-4a8f-abe4-ae2866bf5bfc/download/
51	hold	breadth_first	0b4f40f9-36ff-484d-ad4c-fb4032b1684b	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150730_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150730	14.687625985	2.9627814373881787	0.2017195590637978	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.9003066343881787	0.9375251970000001	new subject adds biological breadth; 14.69 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150730_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/0b4f40f9-36ff-484d-ad4c-fb4032b1684b/download/
52	hold	breadth_first	d12350c4-255d-4221-bf27-768062ac59f3	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150731_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150731	14.892359409	2.919167222359702	0.196017779465861	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.897639104159702	0.9784718818000002	new subject adds biological breadth; 14.89 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150731_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/d12350c4-255d-4221-bf27-768062ac59f3/download/
53	hold	breadth_first	948ca34c-bb06-4e0a-a31a-71c1108d1776	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160914_behavior+ecephys.nwb	YutaMouse56	YutaMouse56b160914	14.901355308	2.9172508324234867	0.19577083910329418	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8975218940234868	0.9802710615999999	new subject adds biological breadth; 14.90 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56b160914_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/948ca34c-bb06-4e0a-a31a-71c1108d1776/download/
54	hold	breadth_first	e7a983ff-7d03-4eef-a625-4cf3cc61a0bc	sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140324_behavior+ecephys.nwb	YutaMouse20	YutaMouse20-140324	15.090018364	2.8770600764074414	0.19065981279858443	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8950637492074414	1.0180036728000001	new subject adds biological breadth; 15.09 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140324_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/e7a983ff-7d03-4eef-a625-4cf3cc61a0bc/download/
55	hold	breadth_first	ab5ccc11-9510-4fc1-bf80-50f59d5dfad4	sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51-160516_behavior+ecephys.nwb	YutaMouse51	YutaMouse51-160516	15.541577437	2.7808647697344977	0.17893066395654683	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8891802571344978	1.1083154874000003	new subject adds biological breadth; 15.54 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51-160516_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/ab5ccc11-9510-4fc1-bf80-50f59d5dfad4/download/
56	hold	breadth_first	80f48a47-35f4-4231-8225-5e5ea799a746	sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160305_behavior+ecephys.nwb	YutaMouse45	YutaMouse45-160305	15.552668572	2.778502033170292	0.17865114403405497	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8890357475702921	1.1105337144	new subject adds biological breadth; 15.55 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160305_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/80f48a47-35f4-4231-8225-5e5ea799a746/download/
57	hold	breadth_first	57e67f2d-4329-46b9-b888-a52859688131	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150803_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150803	16.026696202	2.677520265853885	0.16706626444443068	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8828595062538847	1.2053392404	new subject adds biological breadth; 16.03 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150803_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/57e67f2d-4329-46b9-b888-a52859688131/download/
58	hold	breadth_first	f0854ae0-5fe4-4e64-807e-2a6b549b1751	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160912_behavior+ecephys.nwb	YutaMouse56	YutaMouse56-160912	16.293503967	2.620682398315571	0.16084216161381631	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8793831917155714	1.2587007934	new subject adds biological breadth; 16.29 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160912_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/f0854ae0-5fe4-4e64-807e-2a6b549b1751/download/
59	hold	breadth_first	6cbbf4d8-7101-44f7-8d5a-f6a88bfdd3b2	sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160301_behavior+ecephys.nwb	YutaMouse45	YutaMouse45-160301	16.294389204	2.620493816909981	0.16082185003084948	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8793716577099815	1.2588778408000003	new subject adds biological breadth; 16.29 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160301_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/6cbbf4d8-7101-44f7-8d5a-f6a88bfdd3b2/download/
60	hold	breadth_first	ddeb7e19-3e09-4365-90b4-b50fd7180fcd	sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160302_behavior+ecephys.nwb	YutaMouse45	YutaMouse45-160302	16.475843877	2.581838657573888	0.156704486692672	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.877007432973888	1.2951687753999999	new subject adds biological breadth; 16.48 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse45/sub-YutaMouse45_ses-YutaMouse45-160302_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/ddeb7e19-3e09-4365-90b4-b50fd7180fcd/download/
61	hold	breadth_first	3c368f75-0728-4e60-92de-d907c5fe2ef4	sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140325_behavior+ecephys.nwb	YutaMouse20	YutaMouse20-140325	17.250047255	2.4169106651427876	0.14011037937546728	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8669201161427875	1.4500094509999997	new subject adds biological breadth; 17.25 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140325_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/3c368f75-0728-4e60-92de-d907c5fe2ef4/download/
62	hold	breadth_first	15175437-cb61-4641-9ad1-ba7eff236d52	sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51-160515_behavior+ecephys.nwb	YutaMouse51	YutaMouse51-160515	17.408240179	2.3832109395751657	0.13690131311780115	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8648589753751659	1.4816480358000002	new subject adds biological breadth; 17.41 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse51/sub-YutaMouse51_ses-YutaMouse51-160515_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/15175437-cb61-4641-9ad1-ba7eff236d52/download/
63	hold	breadth_first	9515a951-b92b-4ecc-b16f-01b0f9679f56	sub-YutaMouse38/sub-YutaMouse38_ses-YutaMouse38-150709_behavior+ecephys.nwb	YutaMouse38	YutaMouse38-150709	17.957345081	2.2662355146488538	0.1262010338625543	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8577045308488538	1.5914690162	new subject adds biological breadth; 17.96 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse38/sub-YutaMouse38_ses-YutaMouse38-150709_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/9515a951-b92b-4ecc-b16f-01b0f9679f56/download/
64	hold	breadth_first	69660587-e87a-4d85-897f-989ffd019ca2	sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140328_behavior+ecephys.nwb	YutaMouse20	YutaMouse20-140328	18.364048064	2.1795958687780113	0.11868820323176929	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8524054815780113	1.6728096127999998	new subject adds biological breadth; 18.36 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140328_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/69660587-e87a-4d85-897f-989ffd019ca2/download/
65	hold	breadth_first	c7bcabd8-509e-4a95-894e-497d0c81f3a9	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150219_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150219	19.555288402	1.925826790739598	0.09848112444829174	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8368844711395977	1.9110576804	new subject adds biological breadth; 19.56 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150219_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/c7bcabd8-509e-4a95-894e-497d0c81f3a9/download/
66	hold	breadth_first	ab170753-e4ed-4709-b17b-a3d3d2a046ec	sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161006_behavior+ecephys.nwb	YutaMouse57	YutaMouse57-161006	19.596563544	1.9170339767312763	0.09782500755435901	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8363466855312758	1.9193127087999997	new subject adds biological breadth; 19.60 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161006_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/ab170753-e4ed-4709-b17b-a3d3d2a046ec/download/
67	hold	breadth_first	53d8a7ab-8219-40e9-b9b5-3676e302e96c	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160913_behavior+ecephys.nwb	YutaMouse56	YutaMouse56-160913	19.897230518	1.852983106092793	0.09312768952525803	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.8324292096927934	1.9794461036000002	new subject adds biological breadth; 19.90 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160913_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/53d8a7ab-8219-40e9-b9b5-3676e302e96c/download/
68	hold	yield_first	1ac9bcd4-8f54-4673-8f8a-6950873b373c	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150902_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150902	54.323714705	3.4054281392872063	0.06268768912030546	1.0	23.0	3.0	3.0	3.0	4.0	False	True	9.38629436111989	1.5	0.0	1.383876719167316	8.864742941000001	same subject has 3 local granule units; 4-day gap from local session; 54.32 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150902_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/1ac9bcd4-8f54-4673-8f8a-6950873b373c/download/
69	hold	breadth_first	91757b06-c39d-419a-a1b5-91b150bdc1ff	sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161013_behavior+ecephys.nwb	YutaMouse57	YutaMouse57-161013	22.464933127	1.3059872539738575	0.05813448215451069	0.0	0.0	0.0	0.0	0.0		True	False	0.0	0.0	2.0	1.7989738793738574	2.4929866254	new subject adds biological breadth; 22.46 GB	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/Project/external_data/raw/dandi/000003/sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161013_behavior+ecephys.nwb	https://api.dandiarchive.org/api/assets/91757b06-c39d-419a-a1b5-91b150bdc1ff/download/
