dataset	sample	branch	source_group	module_id	module_label	n_present_genes	present_genes	n_cells	median_module_score	mean_module_score	within_sample_module_rank	focus_state	state_order	state_bin	state_bin_label	state_label
GSE104323	10X_all_cells	dentate	VLMC	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	160	0.21734991387942076	0.27427288269126554	0.16666666666666666	False		other	other	VLMC
GSE104323	10X_all_cells	dentate	MOL	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	704	0.2576974310407162	0.28193411759332654	0.2916666666666667	False		other	other	MOL
GSE104323	10X_all_cells	dentate	NFOL	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	232	0.38848460826311015	0.40966413621923486	0.5416666666666666	False		other	other	NFOL
GSE104323	10X_all_cells	dentate	OPC	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	794	0.34630468536047837	0.3873029946485325	0.4583333333333333	False		other	other	OPC
GSE104323	10X_all_cells	dentate	nIPC-perin	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	468	0.43035883831136645	0.4632371528980013	0.625	True	3.0	progenitor	early/progenitor	nIPC-perin
GSE104323	10X_all_cells	dentate	nIPC	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	353	0.4540076900497065	0.4957084465639434	0.6666666666666666	True	2.0	progenitor	early/progenitor	nIPC
GSE104323	10X_all_cells	dentate	Neuroblast	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	1381	0.5200217072458917	0.5376134452970823	0.75	True	4.0	immature	postmitotic/immature	Neuroblast
GSE104323	10X_all_cells	dentate	Immature-GC	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	2419	0.8992451360306853	0.9087122312825453	0.8333333333333334	True	5.0	immature	postmitotic/immature	Immature-GC
GSE104323	10X_all_cells	dentate	Immature-Pyr	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	4520	1.3682406678416072	1.42390567916483	1.0	False		other	other	Immature-Pyr
GSE104323	10X_all_cells	dentate	Cajal-Retzius	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	535	1.005157125722955	0.9686882101053009	0.875	False		other	other	Cajal-Retzius
GSE104323	10X_all_cells	dentate	Immature-GABA	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	1024	1.1953527060311142	1.229210985643709	0.9583333333333334	False		other	other	Immature-GABA
GSE104323	10X_all_cells	dentate	GABA	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	209	0.777931250208007	0.8367525666024909	0.7916666666666666	False		other	other	GABA
GSE104323	10X_all_cells	dentate	CA3-Pyr	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	532	1.049625926876915	1.1083281600272046	0.9166666666666666	False		other	other	CA3-Pyr
GSE104323	10X_all_cells	dentate	GC-juv	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	3420	0.5169484443345789	0.5547312280011683	0.7083333333333334	True	6.0	mature	maturing/mature	GC-juv
GSE104323	10X_all_cells	dentate	GC-adult	downstream_neurite_morphology	Neurite/morphology	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Cfl1,Rtn1,Rtn3,Nrxn1,Cntn5,Plxna2,Plxna4,Nrp1	2613	0.3656125476513433	0.38197110697586606	0.5	True	7.0	mature	maturing/mature	GC-adult
GSE104323	10X_all_cells	dentate	RGL	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	199	0.10397207708399178	0.12053119248267792	0.041666666666666664	True	1.0	progenitor	early/progenitor	RGL
GSE104323	10X_all_cells	dentate	Astro-adult	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	1232	0.1354025100551105	0.14593150121065723	0.08333333333333333	False		other	other	Astro-adult
GSE104323	10X_all_cells	dentate	Astro-juv	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	821	0.20471722811110502	0.21972922859763075	0.4375	False		other	other	Astro-juv
GSE104323	10X_all_cells	dentate	Immature-Astro	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	651	0.19356005054539455	0.20809254059670337	0.3541666666666667	False		other	other	Immature-Astro
GSE104323	10X_all_cells	dentate	RGL_young	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	686	0.17328679513998632	0.18965833450619854	0.16666666666666666	True	0.0	progenitor	early/progenitor	RGL_young
GSE104323	10X_all_cells	dentate	Ependymal	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	182	0.2393745871391023	0.2606986064821118	0.5416666666666666	False		other	other	Ependymal
GSE104323	10X_all_cells	dentate	PVM	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	79	0.1868834809141684	0.20565549597307137	0.2916666666666667	False		other	other	PVM
GSE104323	10X_all_cells	dentate	MiCajal-Retziusoglia	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	428	0.1762313710313959	0.1854912167859901	0.20833333333333334	False		other	other	MiCajal-Retziusoglia
GSE104323	10X_all_cells	dentate	Endothelial	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	543	0.20471722811110502	0.23853046430132455	0.4375	False		other	other	Endothelial
GSE104323	10X_all_cells	dentate	VLMC	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	160	0.19356005054539455	0.22917763596446578	0.3541666666666667	False		other	other	VLMC
GSE104323	10X_all_cells	dentate	MOL	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	704	0.21088873005939318	0.24395585830975478	0.5	False		other	other	MOL
GSE104323	10X_all_cells	dentate	NFOL	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	232	0.1791759469228055	0.1860981236541849	0.25	False		other	other	NFOL
GSE104323	10X_all_cells	dentate	OPC	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	794	0.15890269151739728	0.18754345995042998	0.125	False		other	other	OPC
GSE104323	10X_all_cells	dentate	nIPC-perin	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	468	0.25375869076169133	0.2601403718643005	0.5833333333333334	True	3.0	progenitor	early/progenitor	nIPC-perin
GSE104323	10X_all_cells	dentate	nIPC	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	353	0.29174053685313023	0.31181759938643394	0.625	True	2.0	progenitor	early/progenitor	nIPC
GSE104323	10X_all_cells	dentate	Neuroblast	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	1381	0.31457845697791603	0.3196441782366758	0.6666666666666666	True	4.0	immature	postmitotic/immature	Neuroblast
GSE104323	10X_all_cells	dentate	Immature-GC	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	2419	0.5798927337877767	0.6629349935581987	0.75	True	5.0	immature	postmitotic/immature	Immature-GC
GSE104323	10X_all_cells	dentate	Immature-Pyr	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	4520	0.654586836385397	0.7485549516248211	0.8333333333333334	False		other	other	Immature-Pyr
GSE104323	10X_all_cells	dentate	Cajal-Retzius	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	535	0.4807102099358686	0.5075401133032086	0.7083333333333334	False		other	other	Cajal-Retzius
GSE104323	10X_all_cells	dentate	Immature-GABA	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	1024	0.589387818992889	0.6421405596448508	0.7916666666666666	False		other	other	Immature-GABA
GSE104323	10X_all_cells	dentate	GABA	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	209	0.7340464479732336	0.7990253678278858	0.9166666666666666	False		other	other	GABA
GSE104323	10X_all_cells	dentate	CA3-Pyr	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	532	1.4302943880937926	1.4198767766941667	1.0	False		other	other	CA3-Pyr
GSE104323	10X_all_cells	dentate	GC-juv	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	3420	0.9360546416498581	0.9907429299112196	0.9583333333333334	True	6.0	mature	maturing/mature	GC-juv
GSE104323	10X_all_cells	dentate	GC-adult	downstream_synaptic_excitability	Synaptic/excitability	20	Kcnk1,Kcnj3,Kcnj6,Kcnd2,Gabra2,Gabrb3,Grin2b,Cacna2d1,Ppp3ca,Stxbp5l,Stxbp1,Synpr,Slc17a6,Slc17a7,Snap25,Syt1,Calm1,Calm2,Camk2a,Camk2b	2613	0.6925824802290073	0.7096596324132438	0.875	True	7.0	mature	maturing/mature	GC-adult
GSE104323	10X_all_cells	dentate	RGL	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	199	0.1916834138445309	0.19860811200757192	0.6666666666666666	True	1.0	progenitor	early/progenitor	RGL
GSE104323	10X_all_cells	dentate	Astro-adult	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	1232	0.15133589668323552	0.16097835429434287	0.5	False		other	other	Astro-adult
GSE104323	10X_all_cells	dentate	Astro-juv	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	821	0.23665777617028574	0.2462427110942062	0.8333333333333334	False		other	other	Astro-juv
GSE104323	10X_all_cells	dentate	Immature-Astro	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	651	0.3930108402657987	0.40318554464202333	1.0	False		other	other	Immature-Astro
GSE104323	10X_all_cells	dentate	RGL_young	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	686	0.3173428919241809	0.335846581666111	0.9166666666666666	True	0.0	progenitor	early/progenitor	RGL_young
GSE104323	10X_all_cells	dentate	Ependymal	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	182	0.21734991387942076	0.24517566583524306	0.75	False		other	other	Ependymal
GSE104323	10X_all_cells	dentate	PVM	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	79	0.033007008598092635	0.05257445373216174	0.14583333333333334	False		other	other	PVM
GSE104323	10X_all_cells	dentate	MiCajal-Retziusoglia	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	428	0.033007008598092635	0.05600531753908703	0.14583333333333334	False		other	other	MiCajal-Retziusoglia
GSE104323	10X_all_cells	dentate	Endothelial	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	543	0.15867640524643828	0.18627474930220253	0.5416666666666666	False		other	other	Endothelial
GSE104323	10X_all_cells	dentate	VLMC	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	160	0.18280627382567166	0.20196055546204375	0.5833333333333334	False		other	other	VLMC
GSE104323	10X_all_cells	dentate	MOL	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	704	0.033007008598092635	0.036532557689689264	0.14583333333333334	False		other	other	MOL
GSE104323	10X_all_cells	dentate	NFOL	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	232	0.08532187948705024	0.10047592062260285	0.2916666666666667	False		other	other	NFOL
GSE104323	10X_all_cells	dentate	OPC	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	794	0.12364182978310026	0.13616104553896838	0.375	False		other	other	OPC
GSE104323	10X_all_cells	dentate	nIPC-perin	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	468	0.3584672002120496	0.37749942221006977	0.9583333333333334	True	3.0	progenitor	early/progenitor	nIPC-perin
GSE104323	10X_all_cells	dentate	nIPC	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	353	0.2036507675721931	0.21886729635195587	0.7083333333333334	True	2.0	progenitor	early/progenitor	nIPC
GSE104323	10X_all_cells	dentate	Neuroblast	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	1381	0.18434290528132813	0.19376637588545295	0.625	True	4.0	immature	postmitotic/immature	Neuroblast
GSE104323	10X_all_cells	dentate	Immature-GC	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	2419	0.14497725893921062	0.14670527169833597	0.4583333333333333	True	5.0	immature	postmitotic/immature	Immature-GC
GSE104323	10X_all_cells	dentate	Immature-Pyr	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	4520	0.2559656384611507	0.25979330210315105	0.875	False		other	other	Immature-Pyr
GSE104323	10X_all_cells	dentate	Cajal-Retzius	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	535	0.12566939664834564	0.13495876876102542	0.4166666666666667	False		other	other	Cajal-Retzius
GSE104323	10X_all_cells	dentate	Immature-GABA	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	1024	0.23462612638917513	0.24468750960674673	0.7916666666666666	False		other	other	Immature-GABA
GSE104323	10X_all_cells	dentate	GABA	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	209	0.10964690919019267	0.12851729998002365	0.3333333333333333	False		other	other	GABA
GSE104323	10X_all_cells	dentate	CA3-Pyr	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	532	0.06601401719618527	0.08114283039027785	0.25	False		other	other	CA3-Pyr
GSE104323	10X_all_cells	dentate	GC-juv	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	3420	0.033007008598092635	0.033191246431610935	0.14583333333333334	True	6.0	mature	maturing/mature	GC-juv
GSE104323	10X_all_cells	dentate	GC-adult	shared_neurogenic_niche_state	Shared neurogenic niche	21	Sox2,Hes1,Hes5,Notch1,Notch2,Dll1,Jag1,Ascl1,Dcx,Tubb3,Nes,Vim,Gfap,Bmp4,Bmpr1a,Id1,Id2,Ptch1,Gli1,Wnt5a,Wnt7a	2613	0.0	0.021241842125043344	0.041666666666666664	True	7.0	mature	maturing/mature	GC-adult
GSE122357	P0	cerebellar	Granule precursor	dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	15	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Zbtb20,Tcf7l2,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3	2553	0.16566044331920002	0.17396337570893827	0.625	True	0.0	immature	early/precursor	P0 Granule precursor
