unit_set	n_units	n_occupied_bins	n_bin_pairs	spearman_spatial_vs_neural_euclidean	spearman_spatial_vs_neural_corrdist	near_pair_median_neural_euclidean	far_pair_median_neural_euclidean	far_minus_near_neural_euclidean	near_pair_median_corrdist	far_pair_median_corrdist	far_minus_near_corrdist
granule_cell_labeled	3	125	7750	0.09424033741928343	0.14699577989660015	0.9770367897037397	1.1612436019568761	0.1842068122531364	0.14313514650449466	0.3313062418248763	0.18817109532038162
all_units	23	125	7750	0.17815461754007184	0.3823328314666678	11.657982446727411	15.5688734315334	3.910890984805988	0.03465751075479817	0.07408924356672741	0.03943173281192924
