expression_layer	dataset	core_branch	branch_kind	sample	source_layer	expression_scope	signature_id	signature_label	target_class	background_classes	candidate_median_signature_score	background_median_signature_score	delta_signature_score	n_background_classes
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	9	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0888888888888889	-0.04444444444444445	0.13333333333333336	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	9	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8333333333333333	0.5833333333333333	0.25	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	10	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.7999999999999999	0.6	0.19999999999999996	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	10	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.5555555555555555	0.7222222222222221	-0.16666666666666663	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	10	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.24444444444444446	-0.1222222222222222	0.3666666666666667	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	10	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8333333333333333	0.5833333333333333	0.25	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	11	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8666666666666666	0.5666666666666667	0.29999999999999993	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	11	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.7777777777777777	0.611111111111111	0.16666666666666663	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	11	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0888888888888889	-0.04444444444444445	0.13333333333333336	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	11	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8333333333333333	0.5833333333333333	0.25	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	12	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.9333333333333332	0.5333333333333333	0.3999999999999999	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	12	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	12	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	-0.06666666666666676	0.033333333333333326	-0.10000000000000009	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	12	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	13	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	13	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8888888888888888	0.5555555555555555	0.33333333333333337	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	13	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.11111111111111116	-0.055555555555555525	0.16666666666666669	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	13	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	14	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	14	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	14	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	14	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	15	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	15	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	15	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	15	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	16	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	16	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	16	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	16	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	17	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	17	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	17	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	17	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	18	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8666666666666666	0.5666666666666667	0.29999999999999993	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	18	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.7777777777777777	0.611111111111111	0.16666666666666663	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	18	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0888888888888889	-0.04444444444444445	0.13333333333333336	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	18	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8333333333333333	0.5833333333333333	0.25	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	19	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.9333333333333332	0.5333333333333333	0.3999999999999999	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	19	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8888888888888888	0.5555555555555555	0.33333333333333337	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	19	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0444444444444444	-0.0222222222222222	0.0666666666666666	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	19	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	20	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	20	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	20	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	20	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	21	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.9333333333333332	0.5333333333333333	0.3999999999999999	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	21	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8888888888888888	0.5555555555555555	0.33333333333333337	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	21	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0444444444444444	-0.0222222222222222	0.0666666666666666	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	21	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	22	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	22	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	22	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	22	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	23	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	23	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.5555555555555555	0.7222222222222222	-0.16666666666666674	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	23	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.11111111111111116	-0.05555555555555555	0.1666666666666667	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	23	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	24	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	24	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	24	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	24	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	25	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	25	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.49999999999999994	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	25	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	2.7755575615628914e-17	-2.7755575615628914e-17	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	25	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	26	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.4999999999999999	0.5000000000000001	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	26	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8888888888888888	0.5555555555555555	0.33333333333333337	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	26	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.11111111111111116	-0.05555555555555558	0.16666666666666674	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	26	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	27	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	27	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.49999999999999994	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	27	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	2.7755575615628914e-17	-2.7755575615628914e-17	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	27	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	28	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	28	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	28	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	28	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	29	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.9333333333333332	0.5333333333333332	0.4	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	29	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.7777777777777777	0.611111111111111	0.16666666666666663	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	29	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.15555555555555556	-0.07777777777777783	0.2333333333333334	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	29	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8333333333333333	0.5833333333333333	0.25	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	30	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	30	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	30	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	30	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	31	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	31	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	31	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	31	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	32	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	32	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	32	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	32	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1.0	0.5	0.5	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	33	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	33	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.5555555555555555	0.7222222222222222	-0.16666666666666674	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	33	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.11111111111111116	-0.05555555555555555	0.1666666666666667	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	33	selected_gene_bridge	selected_bridge_candidate_genes	tgf_bdnf_2005_index	TGF-beta/BDNF 2005 mechanism	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.6666666666666666	0.6666666666666666	0.0	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	34	selected_gene_bridge	selected_bridge_candidate_genes	differentiation_stop_index	Differentiation/stop signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8666666666666666	0.5666666666666667	0.29999999999999993	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	34	selected_gene_bridge	selected_bridge_candidate_genes	neurogenic_permissive_index	Neurogenic/permissive signaling	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.8888888888888888	0.5555555555555555	0.33333333333333337	2
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	34	selected_gene_bridge	selected_bridge_candidate_genes	stop_minus_permissive_index	Stop minus permissive balance	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	-0.022222222222222254	0.011111111111111127	-0.03333333333333338	2
