subject	session	unit_index	unit_id	cell_type	state_id	state_label	state_duration_s	spike_count	firing_rate_hz	active_in_state
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	20	transit	10.0	18	1.8	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	21	rem	35.0	41	1.1714285714285715	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	22	nrem	766.0	1030	1.3446475195822454	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	23	transit	8.0	18	2.25	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	24	rem	52.0	80	1.5384615384615385	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	25	awake	288.0	158	0.5486111111111112	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	26	nrem	408.0	765	1.875	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	27	transit	10.0	21	2.1	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	28	rem	200.0	364	1.82	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	29	nrem	811.0	1646	2.029593094944513	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	30	transit	8.0	13	1.625	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	31	rem	41.0	79	1.9268292682926829	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	32	nrem	194.0	389	2.0051546391752577	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	33	awake	978.0	831	0.8496932515337423	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	34	nrem	976.0	1474	1.5102459016393444	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	35	transit	6.0	22	3.6666666666666665	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	36	rem	29.0	70	2.413793103448276	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	37	nrem	35.0	47	1.3428571428571427	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	38	transit	12.0	14	1.1666666666666667	True
YutaMouse41	YutaMouse41-150829	11	11	pyramidal cell	39	rem	58.0	84	1.4482758620689655	True
YutaMouse41	YutaMouse41-150829	12	12	pyramidal cell	0	awake	436.0	1288	2.9541284403669725	True
YutaMouse41	YutaMouse41-150829	12	12	pyramidal cell	1	awake	107.0	92	0.8598130841121495	True
YutaMouse41	YutaMouse41-150829	12	12	pyramidal cell	2	nrem	503.0	922	1.8330019880715707	True
