dataset	sample	branch	source_group	module_id	module_label	module_family	n_defined_genes	n_present_genes	present_genes	missing_genes	n_cells	median_module_score	mean_module_score	within_sample_module_rank	focus_state	state_order	state_bin	state_label
GSE104323	10X_all_cells	dentate	GC-juv	medial_pallium_dentate_lineage	Medial pallium/dentate lineage	regional_origin	17	17	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Emx2,Zbtb20,Tcf7l2,Wnt3a,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3		3420	0.37388868592328767	0.389522019118881	0.8333333333333334	True	6.0	mature_granule	GC-juv
GSE104323	10X_all_cells	dentate	GC-adult	medial_pallium_dentate_lineage	Medial pallium/dentate lineage	regional_origin	17	17	Prox1,Neurod1,Neurod2,Eomes,Tbr1,Lef1,Lhx2,Emx2,Zbtb20,Tcf7l2,Wnt3a,Wnt7a,Dkk3,Bcl11b,Calb1,C1ql3,Glis3		2613	0.24464018137409832	0.2565274515384688	0.6666666666666666	True	7.0	mature_granule	GC-adult
GSE104323	10X_all_cells	dentate	RGL	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		199	0.0	0.029837277607103883	0.3958333333333333	True	1.0	early_progenitor	RGL
GSE104323	10X_all_cells	dentate	Astro-adult	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		1232	0.0	0.013770076236476452	0.3958333333333333	False		other	Astro-adult
GSE104323	10X_all_cells	dentate	Astro-juv	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		821	0.0	0.01696613174346341	0.3958333333333333	False		other	Astro-juv
GSE104323	10X_all_cells	dentate	Immature-Astro	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		651	0.0	0.02418557565994946	0.3958333333333333	False		other	Immature-Astro
GSE104323	10X_all_cells	dentate	RGL_young	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		686	0.03850817669777474	0.039268208514152324	0.875	True	0.0	early_progenitor	RGL_young
GSE104323	10X_all_cells	dentate	Ependymal	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		182	0.0	0.03300289036542824	0.3958333333333333	False		other	Ependymal
GSE104323	10X_all_cells	dentate	PVM	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		79	0.0	0.004387007471898388	0.3958333333333333	False		other	PVM
GSE104323	10X_all_cells	dentate	MiCajal-Retziusoglia	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		428	0.0	0.0043865930439566355	0.3958333333333333	False		other	MiCajal-Retziusoglia
GSE104323	10X_all_cells	dentate	Endothelial	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		543	0.03850817669777474	0.047272802084165726	0.875	False		other	Endothelial
GSE104323	10X_all_cells	dentate	VLMC	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		160	0.07701635339554948	0.0858462620923044	1.0	False		other	VLMC
GSE104323	10X_all_cells	dentate	MOL	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		704	0.0	0.012677856525133386	0.3958333333333333	False		other	MOL
GSE104323	10X_all_cells	dentate	NFOL	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		232	0.0	0.005505660918135675	0.3958333333333333	False		other	NFOL
GSE104323	10X_all_cells	dentate	OPC	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		794	0.0	0.012894379307307989	0.3958333333333333	False		other	OPC
GSE104323	10X_all_cells	dentate	nIPC-perin	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		468	0.03850817669777474	0.055334184570288256	0.875	True	3.0	intermediate_progenitor	nIPC-perin
GSE104323	10X_all_cells	dentate	nIPC	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		353	0.03850817669777474	0.04689075865310572	0.875	True	2.0	intermediate_progenitor	nIPC
GSE104323	10X_all_cells	dentate	Neuroblast	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		1381	0.0	0.025411584833357398	0.3958333333333333	True	4.0	postmitotic_immature	Neuroblast
GSE104323	10X_all_cells	dentate	Immature-GC	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		2419	0.0	0.017340255845349827	0.3958333333333333	True	5.0	postmitotic_immature	Immature-GC
GSE104323	10X_all_cells	dentate	Immature-Pyr	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		4520	0.0	0.020912168704999363	0.3958333333333333	False		other	Immature-Pyr
GSE104323	10X_all_cells	dentate	Cajal-Retzius	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		535	0.03850817669777474	0.04220749751609506	0.875	False		other	Cajal-Retzius
GSE104323	10X_all_cells	dentate	Immature-GABA	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		1024	0.0	0.01791674884888722	0.3958333333333333	False		other	Immature-GABA
GSE104323	10X_all_cells	dentate	GABA	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		209	0.0	0.01128799257956683	0.3958333333333333	False		other	GABA
GSE104323	10X_all_cells	dentate	CA3-Pyr	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		532	0.0	0.005354755952847516	0.3958333333333333	False		other	CA3-Pyr
GSE104323	10X_all_cells	dentate	GC-juv	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		3420	0.0	0.006478594817414523	0.3958333333333333	True	6.0	mature_granule	GC-juv
GSE104323	10X_all_cells	dentate	GC-adult	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	regional_origin	18	18	Gbx2,En1,En2,Wnt1,Fgf8,Pax2,Pax5,Pax8,Atoh1,Barhl1,Zic1,Zic2,Zic3,Meis1,Mycn,Ptch1,Gli1,Gli2		2613	0.0	0.004395571498852691	0.3958333333333333	True	7.0	mature_granule	GC-adult
GSE104323	10X_all_cells	dentate	RGL	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		199	0.28891398457708595	0.298805798974456	0.375	True	1.0	early_progenitor	RGL
GSE104323	10X_all_cells	dentate	Astro-adult	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		1232	0.2723392975958174	0.2781748072003355	0.3333333333333333	False		other	Astro-adult
GSE104323	10X_all_cells	dentate	Astro-juv	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		821	0.288913984577086	0.30177886687858657	0.4375	False		other	Astro-juv
GSE104323	10X_all_cells	dentate	Immature-Astro	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		651	0.3887878290014596	0.41072654236106004	0.5833333333333334	False		other	Immature-Astro
GSE104323	10X_all_cells	dentate	RGL_young	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		686	0.37221314202019096	0.4048331241654925	0.5416666666666666	True	0.0	early_progenitor	RGL_young
GSE104323	10X_all_cells	dentate	Ependymal	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		182	0.35728113897600755	0.40944777528403636	0.5	False		other	Ependymal
GSE104323	10X_all_cells	dentate	PVM	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		79	0.09987384442437362	0.11781588223960901	0.08333333333333333	False		other	PVM
GSE104323	10X_all_cells	dentate	MiCajal-Retziusoglia	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		428	0.09987384442437362	0.13598560638735008	0.08333333333333333	False		other	MiCajal-Retziusoglia
GSE104323	10X_all_cells	dentate	Endothelial	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		543	0.09987384442437362	0.13638114717226818	0.08333333333333333	False		other	Endothelial
GSE104323	10X_all_cells	dentate	VLMC	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		160	0.18904014015271234	0.25076983077187526	0.25	False		other	VLMC
GSE104323	10X_all_cells	dentate	MOL	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		704	0.12602676010180824	0.15863551746153967	0.1875	False		other	MOL
GSE104323	10X_all_cells	dentate	NFOL	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		232	0.12602676010180824	0.17027877963865623	0.1875	False		other	NFOL
GSE104323	10X_all_cells	dentate	OPC	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		794	0.288913984577086	0.34698936963583726	0.4375	False		other	OPC
GSE104323	10X_all_cells	dentate	nIPC-perin	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		468	0.5351003664954687	0.555905598703099	0.6666666666666666	True	3.0	intermediate_progenitor	nIPC-perin
GSE104323	10X_all_cells	dentate	nIPC	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		353	0.7407151936294496	0.7801778465397352	0.75	True	2.0	intermediate_progenitor	nIPC
GSE104323	10X_all_cells	dentate	Neuroblast	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		1381	0.8741641345531224	0.881657706456266	0.8333333333333334	True	4.0	postmitotic_immature	Neuroblast
GSE104323	10X_all_cells	dentate	Immature-GC	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		2419	0.9747623580365119	0.9859522604434581	0.875	True	5.0	postmitotic_immature	Immature-GC
GSE104323	10X_all_cells	dentate	Immature-Pyr	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		4520	1.4167896103148898	1.4598334421738015	1.0	False		other	Immature-Pyr
GSE104323	10X_all_cells	dentate	Cajal-Retzius	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		535	1.1328091721009887	1.0917654090572604	0.9166666666666666	False		other	Cajal-Retzius
GSE104323	10X_all_cells	dentate	Immature-GABA	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		1024	1.1652230683485016	1.1920112869941557	0.9583333333333334	False		other	Immature-GABA
GSE104323	10X_all_cells	dentate	GABA	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		209	0.577827969154172	0.6464470774763033	0.7083333333333334	False		other	GABA
GSE104323	10X_all_cells	dentate	CA3-Pyr	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		532	0.8245166163537629	0.8512514520203466	0.7916666666666666	False		other	CA3-Pyr
GSE104323	10X_all_cells	dentate	GC-juv	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		3420	0.39836605769762556	0.4284282504348288	0.625	True	6.0	mature_granule	GC-juv
GSE104323	10X_all_cells	dentate	GC-adult	shared_postmitotic_granule_maturation	Shared postmitotic/granule maturation	later_convergence	11	11	Nfia,Neurod1,Rbfox3,Hmgn2,Dcx,Tubb3,Stmn2,Stmn3,Gpm6a,Gap43,Calb2		2613	0.26276106889965134	0.27590100535549605	0.2916666666666667	True	7.0	mature_granule	GC-adult
GSE104323	10X_all_cells	dentate	RGL	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		199	0.15694461266687282	0.1642073611012485	0.25	True	1.0	early_progenitor	RGL
GSE104323	10X_all_cells	dentate	Astro-adult	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		1232	0.18434290528132813	0.18880641970971618	0.3125	False		other	Astro-adult
GSE104323	10X_all_cells	dentate	Astro-juv	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		821	0.22469042244262352	0.2332251555805084	0.4583333333333333	False		other	Astro-juv
GSE104323	10X_all_cells	dentate	Immature-Astro	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		651	0.23665777617028572	0.2476101701155689	0.5416666666666666	False		other	Immature-Astro
GSE104323	10X_all_cells	dentate	RGL_young	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		686	0.18434290528132813	0.21254805040859776	0.3125	True	0.0	early_progenitor	RGL_young
GSE104323	10X_all_cells	dentate	Ependymal	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		182	0.19246020497110417	0.24417868262799733	0.375	False		other	Ependymal
GSE104323	10X_all_cells	dentate	PVM	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		79	0.033007008598092635	0.07755645128956573	0.041666666666666664	False		other	PVM
GSE104323	10X_all_cells	dentate	MiCajal-Retziusoglia	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		428	0.08532187948705024	0.10334862056055347	0.125	False		other	MiCajal-Retziusoglia
GSE104323	10X_all_cells	dentate	Endothelial	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		543	0.06601401719618527	0.09558429043620889	0.08333333333333333	False		other	Endothelial
GSE104323	10X_all_cells	dentate	VLMC	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		160	0.09902102579427789	0.14791278079980225	0.16666666666666666	False		other	VLMC
GSE104323	10X_all_cells	dentate	MOL	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		704	0.1513358966832355	0.17558136540541483	0.20833333333333334	False		other	MOL
GSE104323	10X_all_cells	dentate	NFOL	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		232	0.23458607671815168	0.246920447675425	0.5	False		other	NFOL
GSE104323	10X_all_cells	dentate	OPC	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		794	0.21734991387942076	0.24820524464187904	0.4166666666666667	False		other	OPC
GSE104323	10X_all_cells	dentate	nIPC-perin	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		468	0.23665777617028574	0.26079722038634895	0.5833333333333334	True	3.0	intermediate_progenitor	nIPC-perin
GSE104323	10X_all_cells	dentate	nIPC	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		353	0.27468195218065583	0.31950848551450023	0.625	True	2.0	intermediate_progenitor	nIPC
GSE104323	10X_all_cells	dentate	Neuroblast	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		1381	0.360003831667706	0.3722141882639909	0.6666666666666666	True	4.0	postmitotic_immature	Neuroblast
GSE104323	10X_all_cells	dentate	Immature-GC	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		2419	0.6949327118718821	0.7381883813051233	0.7916666666666666	True	5.0	postmitotic_immature	Immature-GC
GSE104323	10X_all_cells	dentate	Immature-Pyr	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		4520	1.0957574840083657	1.1648408922096567	0.9583333333333334	False		other	Immature-Pyr
GSE104323	10X_all_cells	dentate	Cajal-Retzius	downstream_neurite_synapse_construction	Downstream neurite/synapse construction	later_convergence	21	21	Gpm6a,Robo2,Dcc,Cadm3,Stmn2,Stmn3,Gap43,Dpysl2,Dpysl3,Map1b,Basp1,Ncam1,L1cam,Kcnk1,Gabra2,Gabrb3,Grin2b,Slc17a6,Slc17a7,Snap25,Syt1		535	0.8390748460175055	0.8201340251899921	0.875	False		other	Cajal-Retzius
