gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	branch_specificity
POLR3D	POLR3D	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.040410731340948414	0.16569504398836069	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.040410731340948414	cerebellar_biased
POLR3F	POLR3F	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.14165090954952958	0.14958844947246483	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.14165090954952958	cerebellar_biased
POLR3K	POLR3K	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.07551244216670688	0.39748089550943755	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.07551244216670688	cerebellar_biased
POM121	POM121	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3974491338910858	0.23568872750079523	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.23568872750079523	cerebellar_biased
POMP	POMP	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2416308664991489	0.7647194057000486	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2416308664991489	cerebellar_biased
POP1	POP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.11005390131481008	0.09400773373337708	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.09400773373337708	cerebellar_biased
POP4	POP4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0702804326580643	0.2849053994589385	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0702804326580643	cerebellar_biased
POR	POR	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.25501610698465765	0.23746912554393962	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.23746912554393962	cerebellar_biased
POU2F2	POU2F2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2578706210431262	0.28587826798695104	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.2578706210431262	cerebellar_biased
PPA1	PPA1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.27784824987400925	0.661642312185659	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.27784824987400925	cerebellar_biased
PPHLN1	PPHLN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.5831999323622069	0.24974981190895312	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.24974981190895312	cerebellar_biased
PPIA	PPIA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5950260603502162	0.9612121125259143	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.5950260603502162	cerebellar_biased
PPIB	PPIB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.1445155532775289	0.8104768784061942	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.1445155532775289	cerebellar_biased
PPID	PPID	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.24811760265847144	0.3209809308252938	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.24811760265847144	cerebellar_biased
PPIE	PPIE	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10794385788911204	0.21799881623432363	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.10794385788911204	cerebellar_biased
PPIG	PPIG	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5833427929817634	0.5792110062318135	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.5792110062318135	cerebellar_biased
PPIH	PPIH	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.10434901922417891	0.30053606456791004	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.10434901922417891	cerebellar_biased
PPIL1	PPIL1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.052360915364799226	0.2661911719590082	5	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.052360915364799226	cerebellar_biased
PPIL2	PPIL2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2716466162925698	0.332048573497028	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.2716466162925698	cerebellar_biased
PPIL3	PPIL3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10059756297214492	0.24903238001977074	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.10059756297214492	cerebellar_biased
PPIL4	PPIL4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.39792109883454185	0.2853981840164539	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2853981840164539	cerebellar_biased
PPM1B	PPM1B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00044591960121412533	0.44331114923675397	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00044591960121412533	cerebellar_biased
PPM1D	PPM1D	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.20815998410663517	0.22103507468872383	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.20815998410663517	cerebellar_biased
PPM1G	PPM1G	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.21466110080147452	0.4937929773566079	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.21466110080147452	cerebellar_biased
PPP1CA	PPP1CA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.20015640112840372	0.6771999603345533	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.20015640112840372	cerebellar_biased
PPP1CC	PPP1CC	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.28827731804549506	0.6761411175739621	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.28827731804549506	cerebellar_biased
PPP1R10	PPP1R10	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2056630955964897	0.25429945558059497	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.2056630955964897	cerebellar_biased
PPP1R12A	PPP1R12A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.6846759606852775	0.4398873120844059	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.4398873120844059	cerebellar_biased
PPP1R14C	PPP1R14C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.36832220835747664	0.6556339017350128	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.36832220835747664	cerebellar_biased
PPP1R15B	PPP1R15B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.12323156417294961	0.11274836864049495	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.11274836864049495	cerebellar_biased
PPP1R2	PPP1R2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2759787009001382	0.42392969144620835	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2759787009001382	cerebellar_biased
PPP1R7	PPP1R7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.28857602242131053	0.26860383050458786	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.26860383050458786	cerebellar_biased
PPP1R8	PPP1R8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1368753528583988	0.28702521544845194	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1368753528583988	cerebellar_biased
PPP2CA	PPP2CA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0022646528331034927	0.643329968484563	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0022646528331034927	cerebellar_biased
PPP2R1A	PPP2R1A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4995149091535584	0.6502522474504104	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.4995149091535584	cerebellar_biased
PPP2R1B	PPP2R1B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.09208566693845865	0.15296794936446292	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.09208566693845865	cerebellar_biased
PPP2R2A	PPP2R2A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5210319762821956	0.4222034143299942	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.4222034143299942	cerebellar_biased
PPP2R2D	PPP2R2D	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.30468483379974065	0.3362893323930975	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.30468483379974065	cerebellar_biased
PPP2R3C	PPP2R3C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.195171089095089	0.2859925193446524	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.195171089095089	cerebellar_biased
PPP2R5C	PPP2R5C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.6406903124279643	0.2638674736258347	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2638674736258347	cerebellar_biased
PPP2R5D	PPP2R5D	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1273051651177078	0.1808887882595198	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1273051651177078	cerebellar_biased
PPP2R5E	PPP2R5E	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.5263421438809637	0.4483052468373975	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.4483052468373975	cerebellar_biased
PPP4C	PPP4C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.12719929126775	0.5907840975646036	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.12719929126775	cerebellar_biased
PPP4R2	PPP4R2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.35489747783052594	0.3797215102626304	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.35489747783052594	cerebellar_biased
PPP5C	PPP5C	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23428897958085196	0.33628687259644435	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.23428897958085196	cerebellar_biased
PPRC1	PPRC1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.06560040587913248	0.06936559806715391	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.06560040587913248	cerebellar_biased
PPWD1	PPWD1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.27359027516578394	0.12565434536612885	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.12565434536612885	cerebellar_biased
PQBP1	PQBP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.09655071099469092	0.3858001186864539	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.09655071099469092	cerebellar_biased
PRAF2	PRAF2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10927264531580409	0.3692126796178482	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.10927264531580409	cerebellar_biased
PRCC	PRCC	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2011977982743428	0.2530928589800402	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2011977982743428	cerebellar_biased
PRDM10	PRDM10	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2110174411005628	0.04772834369279988	3	2	0.20418218837049995	0.006815655353197771	True	False	1.0	0.04772834369279988	cerebellar_biased
PRDM4	PRDM4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.09830713093110938	0.1117437454044984	4	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.09830713093110938	cerebellar_biased
PRDM8	PRDM8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.22769407640854128	0.47645915874482603	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.22769407640854128	cerebellar_biased
PRDX2	PRDX2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0	0.9501408433245842	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0	cerebellar_biased
PREB	PREB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.08791216774242495	0.2096139175785009	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.08791216774242495	cerebellar_biased
PRIM2	PRIM2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2838434283542366	0.23657212962008722	3	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.23657212962008722	cerebellar_biased
PRKACA	PRKACA	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.27692884019500047	0.39341892749633933	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.27692884019500047	cerebellar_biased
PRKAG1	PRKAG1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1955707210415597	0.28392305987933025	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1955707210415597	cerebellar_biased
PRKAR2A	PRKAR2A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.32115013480308513	0.28439735135939986	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.28439735135939986	cerebellar_biased
PRKCB	PRKCB	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7861227401361182	0.4175073381780803	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.4175073381780803	cerebellar_biased
PRKCI	PRKCI	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5889952810738992	0.12824127352517847	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.12824127352517847	cerebellar_biased
PRKCSH	PRKCSH	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17098524125822	0.3519239291104094	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.17098524125822	cerebellar_biased
PRKRIP1	PRKRIP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.48540232814928796	0.2050349164391585	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2050349164391585	cerebellar_biased
PRKX	PRKX	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.029092304061562158	0.24002799005228892	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.029092304061562158	cerebellar_biased
PRMT1	PRMT1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1944020819660295	0.7675610630959502	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.1944020819660295	cerebellar_biased
PRMT5	PRMT5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.06991062142210873	0.26338050319337836	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.06991062142210873	cerebellar_biased
PRMT6	PRMT6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.04909050308830097	0.13935083467875636	4	2	0.20418218837049995	0.01922337276925927	True	False	1.0	0.04909050308830097	cerebellar_biased
PRMT7	PRMT7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2608675019244253	0.2380377177749077	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2380377177749077	cerebellar_biased
PRPF18	PRPF18	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.14988919554076285	0.1914279566081442	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.14988919554076285	cerebellar_biased
PRPF19	PRPF19	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2798900459622987	0.4645780588102225	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2798900459622987	cerebellar_biased
PRPF3	PRPF3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.19645073790154183	0.17606997702442473	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.17606997702442473	cerebellar_biased
PRPF38A	PRPF38A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.14880108899854028	0.38040674126662927	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.14880108899854028	cerebellar_biased
PRPF38B	PRPF38B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4099768272314406	0.39043582409613914	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.39043582409613914	cerebellar_biased
PRPF4	PRPF4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.08467523785499842	0.1757793184324739	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.08467523785499842	cerebellar_biased
PRPF40A	PRPF40A	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.4484794023620613	0.6313867607229144	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.4484794023620613	cerebellar_biased
PRPF4B	PRPF4B	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.475098461518241	0.4850567767152958	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.475098461518241	cerebellar_biased
PRPF6	PRPF6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.15615597682819982	0.25749891593295754	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.15615597682819982	cerebellar_biased
PRPF8	PRPF8	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.24302037746746843	0.21915953697605298	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.21915953697605298	cerebellar_biased
PRPS1	PRPS1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.11944681678659913	0.23637391191171958	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.11944681678659913	cerebellar_biased
PRPSAP2	PRPSAP2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.316009786021432	0.2809665508724849	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2809665508724849	cerebellar_biased
PRR12	PRR12	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.12740244276170148	0.16500975283693836	5	2	0.20418218837049995	0.04533132696218489	True	False	1.0	0.12740244276170148	cerebellar_biased
PRR14	PRR14	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10948895427268979	0.1721562756782806	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.10948895427268979	cerebellar_biased
PSEN1	PSEN1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3741630149220141	0.2829036259647183	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.2829036259647183	cerebellar_biased
PSENEN	PSENEN	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0006181568408338012	0.491798471640755	4	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.0006181568408338012	cerebellar_biased
PSIP1	PSIP1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.5946207179782126	0.8594696228834997	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.5946207179782126	cerebellar_biased
PSMA1	PSMA1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22102752885311341	0.7134266375166951	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.22102752885311341	cerebellar_biased
PSMA2	PSMA2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0006181568408338012	0.7272735195956603	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.0006181568408338012	cerebellar_biased
PSMA4	PSMA4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23483757668755617	0.7193942729912395	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.23483757668755617	cerebellar_biased
PSMA5	PSMA5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.24854853437566962	0.548684881267063	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.24854853437566962	cerebellar_biased
PSMA6	PSMA6	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.00018888821233596891	0.4717358620613622	4	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.00018888821233596891	cerebellar_biased
PSMA7	PSMA7	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3086696765238296	0.8713084794189012	5	3	0.20418218837049995	0.01922337276925927	True	False	1.0	0.3086696765238296	cerebellar_biased
PSMB1	PSMB1	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.30789310794579494	0.791048895410274	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.30789310794579494	cerebellar_biased
PSMB2	PSMB2	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.31968076661215206	0.6788497175386351	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.31968076661215206	cerebellar_biased
PSMB3	PSMB3	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.14617032591508172	0.703420796159889	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.14617032591508172	cerebellar_biased
PSMB4	PSMB4	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.1599447246084768	0.5663913972463503	5	3	0.20418218837049995	0.006815655353197771	True	False	1.0	0.1599447246084768	cerebellar_biased
PSMB5	PSMB5	genomewide_same_symbol_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3250071845962257	0.7671262538774524	5	3	0.20418218837049995	0.04533132696218489	True	False	1.0	0.3250071845962257	cerebellar_biased
