sample_accession	donor_id	marker_call	marker_confidence	feature_type	model_term_supported	target_set	peak_category	n_barcodes	n_features	n_linked_gene_strings	mean_count	mean_detection_fraction	mean_feature_score	median_feature_score
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	downstream_neurite_synapse_construction	gene_edge_2kb	1079	15	12	0.6088353413654618	0.22848316342292246	0.6784436677140666	0.6414723727301339
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	downstream_neurite_synapse_construction	proximal_10kb	1079	42	14	0.25290171675713846	0.10627123880135929	0.31316010650556364	0.25171852474328016
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	distal_100kb	1079	98	8	0.25720149042007906	0.10579523746477275	0.31342459857948557	0.21217165191462467
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	gene_body_overlap	1079	58	6	0.2037327026940654	0.08366622990636285	0.24610114124266105	0.1002057146699598
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	gene_edge_2kb	1079	5	3	0.7058387395736794	0.24856348470806303	0.7407160085057884	0.522223712483467
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	proximal_10kb	1079	15	4	0.2952116156935434	0.12493049119555143	0.3681209745109289	0.3526935671903063
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	distal_100kb	1079	21	1	0.23849243126351563	0.1035350191976698	0.3020590833240664	0.23663403190703683
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	gene_body_overlap	1079	1	1	1.5393883225208527	0.44763670064874883	1.37955993477273	1.37955993477273
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	proximal_10kb	1079	6	1	0.5157553290083411	0.20852641334569044	0.6146514281000487	0.607404371080225
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	shared_neurogenic_niche_state	distal_100kb	1079	23	1	0.36076076882781966	0.1457065721078293	0.42484898245229513	0.3063972356274335
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	shared_neurogenic_niche_state	gene_body_overlap	1079	1	1	1.5199258572752548	0.4439295644114921	1.3681590437858282	1.3681590437858282
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	shared_neurogenic_niche_state	proximal_10kb	1079	3	1	0.570281124497992	0.19647822057460615	0.6134224579796085	0.4061849975960865
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	distal_100kb	1079	180	10	0.27552260323344663	0.11494181855627639	0.33882778636177646	0.2565932312618452
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_body_overlap	1079	154	10	0.27272125464896546	0.1164558333233032	0.34198032723463173	0.27808785753792364
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_edge_2kb	1079	5	5	0.5953660797034291	0.22409638554216865	0.666517971631935	0.6611785347143074
GSM9558423	H187	purkinje_candidate	high	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	proximal_10kb	1079	35	10	0.33925592479809347	0.13666092943201377	0.40643860356835526	0.3549035128411091
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	Tier 3 broad both-screen mechanism support	distal_100kb	1079	7	1	0.30120481927710846	0.11902555276049252	0.35160239785603753	0.14805105469492708
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	Tier 3 broad both-screen mechanism support	gene_edge_2kb	1079	1	1	0.04170528266913809	0.022242817423540315	0.06310188261904204	0.06310188261904204
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	Tier 3 broad both-screen mechanism support	proximal_10kb	1079	1	1	0.10194624652455977	0.05097312326227989	0.14805105469492708	0.14805105469492708
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	Tier 4 screen-specific mechanism support	distal_100kb	1079	6	1	0.3995983935742972	0.14766759345072597	0.44615791247016273	0.21611687928041157
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	anterior_telencephalic_pattern	distal_100kb	1079	98	11	0.19909780408919825	0.08431843543719619	0.2517357086755447	0.13782829690397239
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	anterior_telencephalic_pattern	gene_body_overlap	1079	91	7	0.22980170894906762	0.09441994520771166	0.277487752656566	0.17346619669998492
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	anterior_telencephalic_pattern	gene_edge_2kb	1079	7	5	0.14073877929299616	0.06831722494373096	0.19376296252103878	0.13372330566117674
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	anterior_telencephalic_pattern	proximal_10kb	1079	14	7	0.20846021448431087	0.09274460479279756	0.27376675074055573	0.18619209132979442
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	cerebellar_fate_rhombic_lip_shh	distal_100kb	1079	206	13	0.2554864716521051	0.10700756723683381	0.31498428768199693	0.2030397673432081
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	cerebellar_fate_rhombic_lip_shh	gene_body_overlap	1079	11	6	0.8998230684977672	0.3014575785660123	0.9211608791296763	1.002567621922972
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	cerebellar_fate_rhombic_lip_shh	gene_edge_2kb	1079	11	11	0.6429353778751369	0.22942118122841013	0.6903553426039761	0.6648904766689236
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	cerebellar_fate_rhombic_lip_shh	proximal_10kb	1079	36	11	0.36801050355267223	0.15763052208835343	0.46049228041797424	0.46777191878777646
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	deep_neural_progenitor	distal_100kb	1079	126	13	0.31595245450667137	0.11808405784309399	0.35686906247686473	0.24262907390208865
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	deep_neural_progenitor	gene_body_overlap	1079	9	8	0.3286994130367624	0.11337658325610131	0.3524106214077912	0.18358427466850674
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	deep_neural_progenitor	gene_edge_2kb	1079	13	11	0.13188850074855635	0.05674770086262208	0.16567996296580137	0.045934226175214574
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	deep_neural_progenitor	proximal_10kb	1079	24	11	0.24289465554525794	0.09194470188446092	0.2775519863850014	0.12654744486965755
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	dentate_fate_wnt_prox1	distal_100kb	1079	153	15	0.23602706451749686	0.09698522597176033	0.29028466315329554	0.17482663718807379
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	dentate_fate_wnt_prox1	gene_body_overlap	1079	94	11	0.2300297754027567	0.09361504939561847	0.2750320345784086	0.15744236934557088
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	dentate_fate_wnt_prox1	gene_edge_2kb	1079	10	8	0.2730305838739574	0.12168674698795182	0.3500349910740336	0.33470949838808395
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	dentate_fate_wnt_prox1	proximal_10kb	1079	21	7	0.32093207996822454	0.1339423628580255	0.3966018620264912	0.2887272902726419
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	distal_100kb	1079	236	19	0.27148882361257287	0.1103265735693753	0.32691768654181186	0.19973134035664722
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	gene_body_overlap	1079	16	9	0.5549119555143651	0.1975787766450417	0.5960613670499405	0.6021980007745942
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	gene_edge_2kb	1079	14	13	0.4978154375744737	0.17767774394280417	0.5365827709686788	0.474657510997433
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	hindbrain_rhombic_lip_pattern	proximal_10kb	1079	40	15	0.30655699721964785	0.13206672845227063	0.3861408748887686	0.37534646803017147
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	medial_pallium_dentate_lineage	distal_100kb	1079	153	15	0.23602706451749686	0.09698522597176033	0.29028466315329554	0.17482663718807379
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_body_overlap	1079	94	11	0.2300297754027567	0.09361504939561847	0.2750320345784086	0.15744236934557088
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_edge_2kb	1079	10	8	0.2730305838739574	0.12168674698795182	0.3500349910740336	0.33470949838808395
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	medial_pallium_dentate_lineage	proximal_10kb	1079	21	7	0.32093207996822454	0.1339423628580255	0.3966018620264912	0.2887272902726419
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	shared_neurogenic_niche_state	distal_100kb	1079	110	10	0.3497767292948016	0.12592467773190666	0.38318670839597807	0.2333786731261963
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	shared_neurogenic_niche_state	gene_body_overlap	1079	8	5	0.4575996292863763	0.16462001853568117	0.49787587197997973	0.36836611754651105
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	shared_neurogenic_niche_state	gene_edge_2kb	1079	11	9	0.21560367343499873	0.0863594237088213	0.2588505058007723	0.07107711319341196
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	shared_neurogenic_niche_state	proximal_10kb	1079	21	8	0.26845844918134076	0.1010194624652456	0.30626713238340914	0.14897783875424125
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	shared_postmitotic_granule_maturation	distal_100kb	1079	21	1	0.23849243126351563	0.1035350191976698	0.3020590833240664	0.23663403190703683
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	shared_postmitotic_granule_maturation	gene_body_overlap	1079	1	1	1.5393883225208527	0.44763670064874883	1.37955993477273	1.37955993477273
GSM9558423	H187	purkinje_candidate	high	Peaks	FatePolarity	shared_postmitotic_granule_maturation	proximal_10kb	1079	6	1	0.5157553290083411	0.20852641334569044	0.6146514281000487	0.607404371080225
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	anterior_telencephalic_pattern	distal_100kb	1079	5	1	0.19777571825764598	0.07599629286376273	0.22829084371671512	0.05854058607010474
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	distal_100kb	1079	28	2	0.3801138620415729	0.14255924798093472	0.42955532036081545	0.32420644338827564
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_body_overlap	1079	4	1	0.7812789620018536	0.2655236329935125	0.8114391716278315	0.8347831088485205
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_edge_2kb	1079	2	2	0.582020389249305	0.2247451343836886	0.6834092817024763	0.6834092817024763
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	proximal_10kb	1079	7	2	0.30319078511849595	0.128822984244671	0.38386050775786645	0.3815789441126003
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	deep_neural_progenitor	distal_100kb	1079	77	7	0.34861524018150525	0.12311784600941228	0.37638356798534	0.2372918038239683
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	deep_neural_progenitor	gene_body_overlap	1079	4	4	0.133920296570899	0.06371640407784986	0.18431257233212794	0.12950815311089017
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	deep_neural_progenitor	gene_edge_2kb	1079	9	7	0.13417773658737514	0.05560704355885079	0.1645041111559492	0.045934226175214574
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	deep_neural_progenitor	proximal_10kb	1079	14	6	0.2510922812127631	0.0871177015755329	0.2674704446961805	0.09583275870884657
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	dentate_fate_wnt_prox1	distal_100kb	1079	5	1	0.19777571825764598	0.07599629286376273	0.22829084371671512	0.05854058607010474
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	distal_100kb	1079	28	2	0.3801138620415729	0.14255924798093472	0.42955532036081545	0.32420644338827564
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	gene_body_overlap	1079	4	1	0.7812789620018536	0.2655236329935125	0.8114391716278315	0.8347831088485205
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	gene_edge_2kb	1079	2	2	0.582020389249305	0.2247451343836886	0.6834092817024763	0.6834092817024763
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	proximal_10kb	1079	7	2	0.30319078511849595	0.128822984244671	0.38386050775786645	0.3815789441126003
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	medial_pallium_dentate_lineage	distal_100kb	1079	5	1	0.19777571825764598	0.07599629286376273	0.22829084371671512	0.05854058607010474
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	shared_neurogenic_niche_state	distal_100kb	1079	216	20	0.2845227062094532	0.10736535887138297	0.3238851963088294	0.1564704283290826
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	1079	20	13	0.5082020389249304	0.17771084337349397	0.5421224922613057	0.46018660490811025
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	shared_neurogenic_niche_state	gene_edge_2kb	1079	18	14	0.19153537225826384	0.08099062918340026	0.24015141695920736	0.12106775819396136
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	shared_neurogenic_niche_state	proximal_10kb	1079	33	15	0.28654478052068416	0.11003454376948353	0.33411456319391586	0.2746886931344588
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	shared_postmitotic_granule_maturation	distal_100kb	1079	23	1	0.36076076882781966	0.1457065721078293	0.42484898245229513	0.3063972356274335
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	shared_postmitotic_granule_maturation	gene_body_overlap	1079	1	1	1.5199258572752548	0.4439295644114921	1.3681590437858282	1.3681590437858282
GSM9558423	H187	purkinje_candidate	high	Peaks	NicheSignal	shared_postmitotic_granule_maturation	proximal_10kb	1079	3	1	0.570281124497992	0.19647822057460615	0.6134224579796085	0.4061849975960865
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	Tier 1 core convergent program	gene_expression_or_marker	6466	6	6	1.7480925868646253	0.6058356531601196	1.4950603361239228	1.4513528438342163
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_expression_or_marker	6466	9	9	2.5919166924425197	0.5788397429288242	1.5776738847088732	1.0393139136957907
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_expression_or_marker	6466	5	5	0.33625115991339316	0.24788122486854314	0.5322141463564989	0.46490857967656274
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_expression_or_marker	6466	16	16	0.6004484998453449	0.29390272193009587	0.6707832163375698	0.4786162685106266
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_expression_or_marker	6466	29	29	0.2458643087982764	0.1652036647930288	0.3611805716181813	0.17069267030713448
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	downstream_neurite_morphology	gene_expression_or_marker	6466	21	21	1.2780772686433064	0.3839276508623864	0.9408634582483655	0.8285138726689145
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	downstream_neurite_synapse_construction	gene_expression_or_marker	6466	21	21	1.1022196691853356	0.39498917414166407	0.9582759622108762	0.9276719404443994
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	downstream_synaptic_excitability	gene_expression_or_marker	6466	20	20	2.1000077327559543	0.5318666872873492	1.3970343207863003	1.2396877235278332
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	ConstructionBalance	shared_postmitotic_granule_maturation	gene_expression_or_marker	6466	5	5	1.7783173523043612	0.6028147231673369	1.48362806967788	1.4540610014990552
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	Tier 1 core convergent program	gene_expression_or_marker	6466	4	4	1.9809774203526138	0.594880915558305	1.5169140822687757	1.7560600929189623
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	Tier 2 high-confidence wiring/synaptic executor	gene_expression_or_marker	6466	3	3	0.48530776368697803	0.2636354263326116	0.628851924616868	0.9276719404443994
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	Tier 3 broad both-screen mechanism support	gene_expression_or_marker	6466	1	1	0.509124652025982	0.35632539437055366	0.7678551764609578	0.7678551764609578
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	Tier 4 screen-specific mechanism support	gene_expression_or_marker	6466	5	5	0.7528611197030621	0.3607175997525518	0.824336750950873	0.7436891870301021
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	dentate_fate_wnt_prox1	gene_expression_or_marker	6466	1	1	0.27497680173213734	0.22888957624497372	0.471817559969945	0.471817559969945
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	downstream_neurite_morphology	gene_expression_or_marker	6466	13	13	0.8329010921030717	0.4045421018820339	0.9290365431733416	0.9276719404443994
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	downstream_neurite_synapse_construction	gene_expression_or_marker	6466	21	21	1.1022196691853356	0.39498917414166407	0.9582759622108762	0.9276719404443994
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	downstream_synaptic_excitability	gene_expression_or_marker	6466	8	8	1.5398623569440149	0.3794656665635633	1.00579001814687	0.6041578784640633
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	medial_pallium_dentate_lineage	gene_expression_or_marker	6466	1	1	0.27497680173213734	0.22888957624497372	0.471817559969945	0.471817559969945
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	shared_neurogenic_niche_state	gene_expression_or_marker	6466	2	2	0.04028765852149706	0.03812248685431487	0.07688648535064826	0.07688648535064826
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_expression_or_marker	6466	11	11	1.195230998509687	0.4032280741219807	0.9938480031345018	0.471817559969945
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	anterior_telencephalic_pattern	gene_expression_or_marker	6466	14	14	0.3637598868808272	0.09661526225089478	0.25274042839139715	0.0006185726497879556
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	cerebellar_fate_rhombic_lip_shh	gene_expression_or_marker	6466	13	13	0.24873301767826977	0.15113374098836518	0.33168635497318627	0.0752069436114035
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	deep_neural_progenitor	gene_expression_or_marker	6466	13	13	0.03439291917485546	0.026267577149111324	0.05516724061857107	0.0018554311674558754
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	dentate_fate_wnt_prox1	gene_expression_or_marker	6466	17	17	0.3320172485944579	0.10702134240643364	0.2651654289421321	0.034486438150944876
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	hindbrain_rhombic_lip_pattern	gene_expression_or_marker	6466	18	18	0.15618448637316562	0.09150427879162801	0.2024126982271273	0.005023038058216852
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	medial_pallium_dentate_lineage	gene_expression_or_marker	6466	17	17	0.3320172485944579	0.10702134240643364	0.2651654289421321	0.034486438150944876
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	shared_neurogenic_niche_state	gene_expression_or_marker	6466	10	10	0.024868543148778226	0.020445406742963194	0.04297814568334812	0.0034777999812121083
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	FatePolarity	shared_postmitotic_granule_maturation	gene_expression_or_marker	6466	1	1	0.27497680173213734	0.22888957624497372	0.471817559969945	0.471817559969945
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	anterior_telencephalic_pattern	gene_expression_or_marker	6466	1	1	0.0	0.0	0.0	0.0
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_expression_or_marker	6466	2	2	0.11722858026600681	0.09557686359418498	0.20113933906837886	0.20113933906837886
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	deep_neural_progenitor	gene_expression_or_marker	6466	7	7	0.0020326101365383763	0.0019000486058945692	0.00392896838524622	0.0018554311674558754
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	dentate_fate_wnt_prox1	gene_expression_or_marker	6466	1	1	0.0	0.0	0.0	0.0
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	hindbrain_rhombic_lip_pattern	gene_expression_or_marker	6466	2	2	0.11722858026600681	0.09557686359418498	0.20113933906837886	0.20113933906837886
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	medial_pallium_dentate_lineage	gene_expression_or_marker	6466	1	1	0.0	0.0	0.0	0.0
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	shared_neurogenic_niche_state	gene_expression_or_marker	6466	21	21	0.03623348504264062	0.0282208769681705	0.06039154709102662	0.006643298675361679
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	NicheSignal	shared_postmitotic_granule_maturation	gene_expression_or_marker	6466	2	2	0.04028765852149706	0.03812248685431487	0.07688648535064826	0.07688648535064826
GSM9558427	H628	ambiguous_neuronal	low	Gene Expression	marker_or_unassigned	marker_or_unassigned	gene_expression_or_marker	6466	50	50	0.3282554902567275	0.09276523352922983	0.23729216204679254	0.013504606339919066
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 1 core convergent program	distal_100kb	6466	77	6	0.08639798185112135	0.0419496989246448	0.12146254790024438	0.08287274695061772
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_body_overlap	6466	145	6	0.09081348592638416	0.04453214160009386	0.1270476733542528	0.07086361747669556
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_edge_2kb	6466	3	2	0.14254046808949375	0.07150221672337355	0.20400930506370427	0.21552775311555422
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 1 core convergent program	proximal_10kb	6466	5	4	0.12994123105474792	0.06272811630064956	0.18319456836058912	0.15398442375814397
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	distal_100kb	6466	92	9	0.06603437378125042	0.032867574873250045	0.09475279541995194	0.05977433677600906
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_body_overlap	6466	80	8	0.10767476028456542	0.04879948963810702	0.1408727984155464	0.057584734682211036
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_edge_2kb	6466	4	3	0.15446180018558614	0.07736622332199196	0.2187801810605735	0.2285934802445672
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	proximal_10kb	6466	11	5	0.06075134268762478	0.032449455895171946	0.09085571233685154	0.09523094181545896
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	distal_100kb	6466	73	7	0.1182454906380689	0.05341957298238627	0.15545346467934448	0.07122913761838331
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_body_overlap	6466	9	4	0.40175963157713857	0.1663058047221363	0.4838381572262602	0.4735351706616213
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_edge_2kb	6466	5	3	0.16241880606248066	0.08308072997216207	0.23020800656509502	0.17779135585423556
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	proximal_10kb	6466	8	4	0.03354082895143829	0.017263377667800804	0.05014059857131257	0.04987274337860822
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	6466	261	16	0.10636716902915692	0.04957496506927483	0.14403040345925666	0.08336166397548023
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_body_overlap	6466	100	15	0.1605954222084751	0.07221156820290751	0.2075812941296193	0.10277824364512048
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_edge_2kb	6466	11	9	0.28345471416922086	0.12888395242246153	0.3658024836698606	0.33694691518825015
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	proximal_10kb	6466	31	13	0.09170050786745557	0.04457559641998344	0.12873373766184631	0.09293843093623597
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	6466	333	29	0.11566716732197711	0.05339131274794745	0.15575731752473249	0.0846154322627546
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	6466	40	27	0.4032941540364986	0.16432879678317353	0.48075130739402827	0.5108334617221097
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_edge_2kb	6466	10	8	0.19689143210640273	0.0968141045468605	0.27219401288668976	0.2432204573990308
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	Tier 5 exploratory non-identical ortholog	proximal_10kb	6466	15	11	0.1679245283018868	0.07573976698628725	0.22069278867182746	0.15283383584809423
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	deep_neural_progenitor	distal_100kb	6466	7	1	0.1259334541116168	0.05600724669700853	0.16570365632552636	0.05092903710605763
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	deep_neural_progenitor	proximal_10kb	6466	1	1	0.031549644293226105	0.016084132384781936	0.047146313009072946	0.047146313009072946
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	downstream_neurite_morphology	distal_100kb	6466	328	18	0.10829158902476745	0.050595799416082624	0.14711789100230876	0.0906397910783173
GSM9558427	H628	ambiguous_neuronal	low	Peaks	ConstructionBalance	downstream_neurite_morphology	gene_body_overlap	6466	275	20	0.08297162781542614	0.03935607232235751	0.1137086927180363	0.05458853062931146
