asset_id	path	subject	session	size_bytes	size_gb	created	modified	local_path	local_exists
7fc9459a-7e66-47f7-b2d6-172c001844e5	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151114_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151114	9259655522	9.259655522	2021-07-01T20:14:40.869085Z	2021-08-05T18:44:14.362829Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151114_behavior+ecephys.nwb	False
2f01bc65-5602-4a35-9574-ca26c87e27e1	sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140805_behavior+ecephys.nwb	YutaMouse23	YutaMouse23-140805	9680127013	9.680127013	2021-07-01T20:16:16.835679Z	2021-08-05T18:44:16.381476Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140805_behavior+ecephys.nwb	False
cef8a5d2-46b5-484f-8656-18a72eae408b	sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151130_behavior+ecephys.nwb	YutaMouse44	YutaMouse44-151130	9714797260	9.71479726	2021-07-01T20:14:54.063862Z	2021-08-05T18:44:14.710687Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151130_behavior+ecephys.nwb	False
6dc2e642-b967-495a-a444-aa9411259616	sub-YutaMouse40/sub-YutaMouse40_ses-YutaMouse40-150812_behavior+ecephys.nwb	YutaMouse40	YutaMouse40-150812	10020683175	10.020683175	2021-07-01T20:14:31.756416Z	2021-08-05T18:44:13.621790Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse40/sub-YutaMouse40_ses-YutaMouse40-150812_behavior+ecephys.nwb	False
9f8c7f28-7c0b-41a5-b62f-5d41cdd79ef7	sub-YutaMouse37/sub-YutaMouse37_ses-YutaMouse37-150610_behavior+ecephys.nwb	YutaMouse37	YutaMouse37-150610	10094364924	10.094364924	2021-07-01T20:14:22.990609Z	2021-08-05T18:44:12.907195Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse37/sub-YutaMouse37_ses-YutaMouse37-150610_behavior+ecephys.nwb	False
0ac87693-8d7f-4fb6-bd59-cc80266195a1	sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151129_behavior+ecephys.nwb	YutaMouse44	YutaMouse44-151129	10304770744	10.304770744	2021-07-01T20:14:56.022548Z	2021-08-05T18:44:14.749859Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse44/sub-YutaMouse44_ses-YutaMouse44-151129_behavior+ecephys.nwb	False
4a5b63bd-8584-42f7-a3ff-c1d5279a8e30	sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140804_behavior+ecephys.nwb	YutaMouse23	YutaMouse23-140804	10316468721	10.316468721	2021-07-01T20:16:13.789908Z	2021-08-05T18:44:16.306203Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse23/sub-YutaMouse23_ses-YutaMouse23-140804_behavior+ecephys.nwb	False
86096691-466f-4fa7-a5dc-7f78c1822316	sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151118_behavior+ecephys.nwb	YutaMouse42	YutaMouse42-151118	10989460059	10.989460059	2021-07-01T20:14:45.912175Z	2021-08-05T18:44:14.516234Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse42/sub-YutaMouse42_ses-YutaMouse42-151118_behavior+ecephys.nwb	False
ea301908-4777-4af5-9a8b-b866a212a935	sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150727_behavior+ecephys.nwb	YutaMouse39	YutaMouse39-150727	11065549983	11.065549983	2021-07-01T20:14:25.548154Z	2021-08-05T18:44:13.094809Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse39/sub-YutaMouse39_ses-YutaMouse39-150727_behavior+ecephys.nwb	False
b7f58758-9b66-4342-8408-15096a4a0e96	sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161014_behavior+ecephys.nwb	YutaMouse57	YutaMouse57-161014	11476710485	11.476710485	2021-07-01T20:15:53.478998Z	2021-08-05T18:44:15.921076Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse57/sub-YutaMouse57_ses-YutaMouse57-161014_behavior+ecephys.nwb	False
d426ff9a-bab3-446d-8104-e373ae188bd3	sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140321_behavior+ecephys.nwb	YutaMouse20	YutaMouse20-140321	11694713998	11.694713998	2021-07-01T20:14:18.116542Z	2021-08-05T18:44:12.490376Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse20/sub-YutaMouse20_ses-YutaMouse20-140321_behavior+ecephys.nwb	False
413d0cd7-0446-4f1d-bbd2-62d88894a2a7	sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150901_behavior+ecephys.nwb	YutaMouse41	YutaMouse41-150901	11759496977	11.759496977	2021-07-01T20:14:32.659405Z	2021-08-05T18:44:13.696305Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150901_behavior+ecephys.nwb	False
8dd74d67-cbec-4213-8617-7e3af483944d	sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55b160907_behavior+ecephys.nwb	YutaMouse55	YutaMouse55b160907	11775078905	11.775078905	2021-07-01T20:15:29.123010Z	2021-08-05T18:44:15.422464Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55b160907_behavior+ecephys.nwb	False
a959e8e7-bef4-4ac0-a976-4d8642b3f6c1	sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55-160910_behavior+ecephys.nwb	YutaMouse55	YutaMouse55-160910	11776810203	11.776810203	2021-07-01T20:15:22.650393Z	2021-08-10T06:19:51.911441Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55-160910_behavior+ecephys.nwb	False
1e3d9217-e9a0-4854-b17f-f1062e311d03	sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150218_behavior+ecephys.nwb	YutaMouse33	YutaMouse33-150218	11930449924	11.930449924	2021-07-01T20:14:20.180550Z	2021-08-05T18:44:12.643364Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse33/sub-YutaMouse33_ses-YutaMouse33-150218_behavior+ecephys.nwb	False
671ad4d6-7167-49ce-b78c-84d4629d9434	sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55-160906_ecephys.nwb	YutaMouse55	YutaMouse55-160906	12099866556	12.099866556	2021-07-01T20:15:19.112470Z	2021-08-05T18:44:15.201125Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse55/sub-YutaMouse55_ses-YutaMouse55-160906_ecephys.nwb	False
a3fd25c7-4429-4016-81d7-a991ed6bd41c	sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160914_behavior+ecephys.nwb	YutaMouse56	YutaMouse56-160914	12247913361	12.247913361	2021-07-01T20:15:33.225963Z	2021-08-05T18:44:15.497784Z	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse56/sub-YutaMouse56_ses-YutaMouse56-160914_behavior+ecephys.nwb	False
