dataset	species	region	axis_type	axis_label	axis_order	comparison_group	pathway_id	pathway_label	pathway_family	hypothesis_role	n_cells	n_genes_present	genes_present	gene_roles_present	median_gene_rank	mean_gene_rank	median_detection_fraction	median_mean_log1p_expression	n_genes_defined	pathway_gene_coverage
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	44	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.625	0.66015625	0.10227272727272727	0.20201834227734977	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	54	18	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NGFR,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.6875	0.6875	0.35185185185185186	0.8382256372427035	18	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	54	15	ACVR1,BMP2,BMP4,BMP7,BMPR1A,BMPR1B,BMPR2,ID1,ID2,ID3,ID4,NOG,SMAD1,SMAD5,SMAD9	antagonist,effector,ligand,receptor,response	0.625	0.6833333333333333	0.037037037037037035	0.08531883557286146	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	54	17	ETV4,ETV5,FGF10,FGF17,FGF2,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.5625	0.6323529411764706	0.07407407407407407	0.17907521239449828	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	54	14	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,LFNG,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,modulator,receptor,response	0.75	0.6607142857142857	0.027777777777777776	0.09197586093308899	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	54	10	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,RELN,VLDLR	adaptor,effector,ligand,receptor	0.625	0.6625	0.21296296296296297	0.6062678107465703	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	54	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.875	0.6691176470588235	0.35185185185185186	1.0996138119742722	17	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	54	10	ATOH1,GLI1,GLI2,GLI3,HHIP,MYCN,PTCH1,PTCH2,SHH,SMO	effector,feedback,ligand,receptor,regional_fate,response	0.53125	0.56875	0.018518518518518517	0.04187568710036468	10	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	54	15	ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,SMAD7,TGFB1,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2,TGFBR3	effector,feedback,ligand,receptor,response	0.5	0.5791666666666667	0.037037037037037035	0.06636146182326129	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	54	16	AXIN2,CTNNB1,DKK1,DKK3,FZD1,FZD3,FZD5,FZD7,LEF1,LRP5,LRP6,TCF7L2,WNT3A,WNT5A,WNT7A,WNT7B	antagonist,coreceptor,effector,feedback,ligand,modulator,receptor,response	0.75	0.73046875	0.12962962962962962	0.21356464376184958	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	94	17	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.6	0.5882352941176471	0.46808510638297873	2.091077588340723	18	0.9444444444444444
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	94	8	ACVR1,BMPR1A,BMPR2,ID2,ID4,NOG,SMAD1,SMAD5	antagonist,effector,receptor,response	0.8	0.75	0.11170212765957446	0.41175685182145977	15	0.5333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	94	11	ETV5,FGF10,FGF9,FGFR1,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	1.0	0.8181818181818182	0.39361702127659576	1.6934219286868741	17	0.6470588235294118
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	94	13	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,receptor,response	0.6	0.676923076923077	0.06382978723404255	0.20593763034089654	14	0.9285714285714286
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	94	9	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,VLDLR	adaptor,effector,receptor	0.8	0.8	0.48936170212765956	2.078034533989869	10	0.9
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	94	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.8	0.7294117647058824	0.3829787234042553	1.6310127725277739	17	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	94	3	HHIP,MYCN,PTCH1	feedback,receptor,response	0.3	0.5	0.010638297872340425	0.030748635722299623	10	0.3
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	94	8	ID2,SMAD2,SMAD3,SMAD4,SMAD7,TGFB2,TGFBR1,TGFBR3	effector,feedback,ligand,receptor,response	0.9	0.8	0.1223404255319149	0.4913537387002809	15	0.5333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	94	10	AXIN2,CTNNB1,DKK3,FZD1,FZD3,FZD5,LRP6,WNT5A,WNT7A,WNT7B	coreceptor,effector,feedback,ligand,modulator,receptor	0.8	0.76	0.22340425531914893	1.0894171986768335	16	0.625
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	76	17	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.6	0.6	0.5	1.999484237276377	18	0.9444444444444444
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	76	8	ACVR1,BMPR1A,BMPR2,ID2,ID4,NOG,SMAD1,SMAD5	antagonist,effector,receptor,response	0.6	0.525	0.10526315789473684	0.4275171905360803	15	0.5333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	76	11	ETV5,FGF10,FGF9,FGFR1,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.8	0.6545454545454545	0.19736842105263158	0.716150664199526	17	0.6470588235294118
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	76	13	DLL1,DLL3,DLL4,HES1,HES5,HEY1,HEY2,JAG1,JAG2,NOTCH1,NOTCH2,NOTCH3,RBPJ	effector,ligand,receptor,response	0.8	0.7230769230769231	0.07894736842105263	0.24466689539244532	14	0.9285714285714286
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	reelin_migration_stop	Reelin/migration-stop	differentiation_stop	lamination, migration-stop, and maturation positioning cues	76	9	CDK5,CDK5R1,CRK,CRKL,DAB1,LRP8,PAFAH1B1,RAP1A,VLDLR	adaptor,effector,receptor	0.6	0.5777777777777778	0.47368421052631576	1.6513914227777442	10	0.9
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	76	17	NRP1,NRP2,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNC1,RAC1,RHOA,SEMA3A,SEMA3C,SEMA3E,SEMA5A,SEMA6A,SEMA6D,SEMA7A	coreceptor,effector,ligand,receptor	0.6	0.5647058823529412	0.3026315789473684	1.2596864802158925	17	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	76	3	HHIP,MYCN,PTCH1	feedback,receptor,response	0.8	0.6333333333333334	0.06578947368421052	0.2560856490136836	10	0.3
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	tgf_beta_smad	TGF-beta/SMAD	differentiation_stop	historical TGF-beta2-associated differentiation/stop signaling	76	8	ID2,SMAD2,SMAD3,SMAD4,SMAD7,TGFB2,TGFBR1,TGFBR3	effector,feedback,ligand,receptor,response	0.6	0.65	0.125	0.5227015040631302	15	0.5333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P7	7.0	all_DG_cells	wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	76	10	AXIN2,CTNNB1,DKK3,FZD1,FZD3,FZD5,LRP6,WNT5A,WNT7A,WNT7B	coreceptor,effector,feedback,ligand,modulator,receptor	0.5	0.5599999999999999	0.17763157894736842	0.6650555094704442	16	0.625
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	bdnf_trkb_mapk	BDNF/TrkB/MAPK	differentiation_stop	historical BDNF/TrkB plus MAPK maturation pathway	91	17	BDNF,CREB1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAPK1,MAPK14,MAPK3,NTRK2,RAF1,SHC1,SORT1,SOS1	adaptor,coreceptor,effector,feedback,ligand,receptor,response	0.8	0.7294117647058824	0.7582417582417582	3.011891380679069	18	0.9444444444444444
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	bmp_smad	BMP/SMAD	differentiation_stop	BMP-associated differentiation and neurogenic brake signaling	91	8	ACVR1,BMPR1A,BMPR2,ID2,ID4,NOG,SMAD1,SMAD5	antagonist,effector,receptor,response	0.9	0.8	0.1923076923076923	0.601215503659392	15	0.5333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P10	10.0	all_DG_cells	fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	91	11	ETV5,FGF10,FGF9,FGFR1,FRS2,MAP2K1,MAPK1,MAPK3,SPRY1,SPRY2,SPRY4	adaptor,effector,feedback,ligand,receptor,response	0.6	0.5454545454545454	0.2967032967032967	0.9797275078155487	17	0.6470588235294118
