dataset	sample	group	species	region	platform	panel	n_cells_or_spots	panel_gene_count	genes_found_in_matrix	mean_genes_detected_per_cell	mean_detection_fraction_panel	mean_sum_expression	mean_expression_panel	mean_log1p_expression_panel	mean_log1p_expression_found_genes	source_path
GSE214309	snRNA_counts	matureactive_1hr	mouse	dentate_gyrus	snRNA_seq	metabolic_proteomic_validation	61	8	6	2.39344	0.29918	410.966	51.3707	0.90072	1.20096	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	mouse	dentate_gyrus	snRNA_seq	morphogenesis_cytoskeleton	61	13	12	3.39344	0.261034	1414.32	108.794	0.996445	1.07948	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	mouse	dentate_gyrus	snRNA_seq	shared_granule_neuronal	61	12	11	3.7377	0.311475	1055.09	87.9243	1.01526	1.10756	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	mouse	dentate_gyrus	snRNA_seq	axon_guidance_synapse	54	15	15	6.59259	0.439506	2503.92	166.928	1.77107	1.77107	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	mouse	dentate_gyrus	snRNA_seq	cerebellar_identity	54	12	12	1.57407	0.131173	72.3839	6.03199	0.193095	0.193095	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	mouse	dentate_gyrus	snRNA_seq	dentate_identity	54	12	12	3.94444	0.328704	518.529	43.2107	0.947434	0.947434	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	mouse	dentate_gyrus	snRNA_seq	metabolic_proteomic_validation	54	8	6	3.44444	0.430556	574.347	71.7934	1.59005	2.12006	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	mouse	dentate_gyrus	snRNA_seq	morphogenesis_cytoskeleton	54	13	12	4.66667	0.358974	1164.42	89.5708	1.31525	1.42485	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	mouse	dentate_gyrus	snRNA_seq	shared_granule_neuronal	54	12	11	5.37037	0.447531	1204.01	100.334	1.61864	1.76579	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214905	patch_RNA_QC_counts	all	mouse	dentate_gyrus	patch_seq	axon_guidance_synapse	95	15	15	5.8	0.386667	6176.34	411.756	2.13684	2.13684	External_Data/GEO/GSE214905/GSE214905_Data-counts.tsv.gz
GSE214905	patch_RNA_QC_counts	all	mouse	dentate_gyrus	patch_seq	cerebellar_identity	95	12	12	0.673684	0.0561404	170.653	14.2211	0.199377	0.199377	External_Data/GEO/GSE214905/GSE214905_Data-counts.tsv.gz
GSE214905	patch_RNA_QC_counts	all	mouse	dentate_gyrus	patch_seq	dentate_identity	95	12	12	6.08421	0.507018	8456.08	704.674	2.84118	2.84118	External_Data/GEO/GSE214905/GSE214905_Data-counts.tsv.gz
GSE214905	patch_RNA_QC_counts	all	mouse	dentate_gyrus	patch_seq	metabolic_proteomic_validation	95	8	7	5.95789	0.744737	13319.8	1664.97	5.0926	5.82011	External_Data/GEO/GSE214905/GSE214905_Data-counts.tsv.gz
GSE214905	patch_RNA_QC_counts	all	mouse	dentate_gyrus	patch_seq	morphogenesis_cytoskeleton	95	13	12	7.44211	0.57247	15135.5	1164.27	3.49799	3.78949	External_Data/GEO/GSE214905/GSE214905_Data-counts.tsv.gz
GSE214905	patch_RNA_QC_counts	all	mouse	dentate_gyrus	patch_seq	shared_granule_neuronal	95	12	12	7.30526	0.608772	27868.8	2322.4	4.10949	4.10949	External_Data/GEO/GSE214905/GSE214905_Data-counts.tsv.gz
GSE242688	WT_ZT12_rep1	all	mouse	cerebellum_spatial	visium_spatial	axon_guidance_synapse	3167	15	15	4.1784	0.27856	6.74392	0.449595	0.248889	0.248889	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767079_WT_ZT12_rep1_matrix.mtx.gz
GSE242688	WT_ZT12_rep1	all	mouse	cerebellum_spatial	visium_spatial	cerebellar_identity	3167	12	12	2.81655	0.234712	5.80613	0.483844	0.235312	0.235312	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767079_WT_ZT12_rep1_matrix.mtx.gz
GSE242688	WT_ZT12_rep1	all	mouse	cerebellum_spatial	visium_spatial	dentate_identity	3167	12	12	4.497	0.37475	12.7174	1.05978	0.427559	0.427559	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767079_WT_ZT12_rep1_matrix.mtx.gz
GSE242688	WT_ZT12_rep1	all	mouse	cerebellum_spatial	visium_spatial	metabolic_proteomic_validation	3167	8	7	6.56773	0.820966	92.3893	11.5487	1.98781	2.27178	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767079_WT_ZT12_rep1_matrix.mtx.gz
GSE242688	WT_ZT12_rep1	all	mouse	cerebellum_spatial	visium_spatial	morphogenesis_cytoskeleton	3167	13	12	9.58446	0.737267	79.4878	6.11445	1.36335	1.47696	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767079_WT_ZT12_rep1_matrix.mtx.gz
GSE242688	WT_ZT12_rep1	all	mouse	cerebellum_spatial	visium_spatial	shared_granule_neuronal	3167	12	12	6.78276	0.56523	89.1209	7.42674	1.18341	1.18341	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767079_WT_ZT12_rep1_matrix.mtx.gz
GSE242688	WT_ZT12_rep2	all	mouse	cerebellum_spatial	visium_spatial	axon_guidance_synapse	2533	15	15	5.02566	0.335044	7.82235	0.52149	0.296273	0.296273	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767080_WT_ZT12_rep2_matrix.mtx.gz
GSE242688	WT_ZT12_rep2	all	mouse	cerebellum_spatial	visium_spatial	cerebellar_identity	2533	12	12	2.24161	0.186801	4.34702	0.362252	0.185883	0.185883	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767080_WT_ZT12_rep2_matrix.mtx.gz
GSE242688	WT_ZT12_rep2	all	mouse	cerebellum_spatial	visium_spatial	dentate_identity	2533	12	12	5.0837	0.423641	13.7947	1.14956	0.48175	0.48175	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767080_WT_ZT12_rep2_matrix.mtx.gz
GSE242688	WT_ZT12_rep2	all	mouse	cerebellum_spatial	visium_spatial	metabolic_proteomic_validation	2533	8	7	6.94907	0.868634	110.624	13.828	2.23968	2.55964	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767080_WT_ZT12_rep2_matrix.mtx.gz
GSE242688	WT_ZT12_rep2	all	mouse	cerebellum_spatial	visium_spatial	morphogenesis_cytoskeleton	2533	13	12	10.4295	0.802272	105.061	8.0816	1.61151	1.74581	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767080_WT_ZT12_rep2_matrix.mtx.gz
GSE242688	WT_ZT12_rep2	all	mouse	cerebellum_spatial	visium_spatial	shared_granule_neuronal	2533	12	12	7.14923	0.595769	97.6021	8.1335	1.35498	1.35498	External_Data/Proteomics/GSE242688/GSE242688_RAW.tar:GSM7767080_WT_ZT12_rep2_matrix.mtx.gz
GSE292261	SS2_filtered_counts	DG_P10	mouse	dentate_gyrus	Smart_seq2	axon_guidance_synapse	91	15	15	7.08791	0.472527	1078.58	71.9055	1.97687	1.97687	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P10	mouse	dentate_gyrus	Smart_seq2	cerebellar_identity	91	12	3	0.395604	0.032967	7.43956	0.619963	0.0847705	0.339082	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P10	mouse	dentate_gyrus	Smart_seq2	dentate_identity	91	12	12	7.16484	0.59707	1318.11	109.842	2.51637	2.51637	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P10	mouse	dentate_gyrus	Smart_seq2	metabolic_proteomic_validation	91	8	7	6.74725	0.843407	1467.16	183.396	3.97993	4.5485	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P10	mouse	dentate_gyrus	Smart_seq2	morphogenesis_cytoskeleton	91	13	12	8.84615	0.680473	1996.57	153.582	3.29452	3.56907	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P10	mouse	dentate_gyrus	Smart_seq2	shared_granule_neuronal	91	12	10	8.82418	0.735348	2319.07	193.255	3.49906	4.19887	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P15	mouse	dentate_gyrus	Smart_seq2	axon_guidance_synapse	93	15	15	5.77419	0.384946	942.441	62.8294	1.64378	1.64378	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P15	mouse	dentate_gyrus	Smart_seq2	cerebellar_identity	93	12	3	0.462366	0.0385305	13.2366	1.10305	0.106491	0.425965	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P15	mouse	dentate_gyrus	Smart_seq2	dentate_identity	93	12	12	6.48387	0.540323	1461.38	121.781	2.31494	2.31494	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P15	mouse	dentate_gyrus	Smart_seq2	metabolic_proteomic_validation	93	8	7	6.87097	0.858871	1714.18	214.273	4.45357	5.08979	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P15	mouse	dentate_gyrus	Smart_seq2	morphogenesis_cytoskeleton	93	13	12	7.12903	0.548387	1885.97	145.074	2.66576	2.88791	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P15	mouse	dentate_gyrus	Smart_seq2	shared_granule_neuronal	93	12	10	8.25806	0.688172	3137.35	261.446	3.40123	4.08148	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P28	mouse	dentate_gyrus	Smart_seq2	axon_guidance_synapse	155	15	15	2.15484	0.143656	776.987	51.7991	0.665495	0.665495	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P28	mouse	dentate_gyrus	Smart_seq2	cerebellar_identity	155	12	3	0.206452	0.0172043	22.329	1.86075	0.0652424	0.26097	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P28	mouse	dentate_gyrus	Smart_seq2	dentate_identity	155	12	12	3.25806	0.271505	922.471	76.8726	1.20533	1.20533	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P28	mouse	dentate_gyrus	Smart_seq2	metabolic_proteomic_validation	155	8	7	4.88387	0.610484	2158.44	269.805	3.25145	3.71594	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P28	mouse	dentate_gyrus	Smart_seq2	morphogenesis_cytoskeleton	155	13	12	4.00645	0.308189	1668.03	128.31	1.58003	1.71169	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P28	mouse	dentate_gyrus	Smart_seq2	shared_granule_neuronal	155	12	10	5.58065	0.465054	4107.17	342.265	2.5694	3.08328	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P5	mouse	dentate_gyrus	Smart_seq2	axon_guidance_synapse	94	15	15	6.21277	0.414184	1912.1	127.473	1.95377	1.95377	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P5	mouse	dentate_gyrus	Smart_seq2	cerebellar_identity	94	12	3	0.106383	0.00886525	2.5	0.208333	0.0208143	0.0832571	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P5	mouse	dentate_gyrus	Smart_seq2	dentate_identity	94	12	12	6.30851	0.525709	3661.62	305.135	2.6137	2.6137	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P5	mouse	dentate_gyrus	Smart_seq2	metabolic_proteomic_validation	94	8	7	6.87234	0.859043	3454.98	431.872	5.06029	5.78319	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P5	mouse	dentate_gyrus	Smart_seq2	morphogenesis_cytoskeleton	94	13	12	9.81915	0.755319	9115.1	701.161	4.70703	5.09928	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P5	mouse	dentate_gyrus	Smart_seq2	shared_granule_neuronal	94	12	10	8.46809	0.705674	4534.96	377.913	3.82569	4.59083	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P7	mouse	dentate_gyrus	Smart_seq2	axon_guidance_synapse	76	15	15	4.68421	0.312281	1210.51	80.7009	1.49358	1.49358	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P7	mouse	dentate_gyrus	Smart_seq2	cerebellar_identity	76	12	3	0.197368	0.0164474	11.3421	0.945175	0.0513935	0.205574	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P7	mouse	dentate_gyrus	Smart_seq2	dentate_identity	76	12	12	5.76316	0.480263	2546.36	212.196	2.35243	2.35243	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P7	mouse	dentate_gyrus	Smart_seq2	metabolic_proteomic_validation	76	8	7	6.88158	0.860197	2711.29	338.911	4.78556	5.46921	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P7	mouse	dentate_gyrus	Smart_seq2	morphogenesis_cytoskeleton	76	13	12	8.75	0.673077	4117.57	316.736	3.70223	4.01075	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE292261	SS2_filtered_counts	DG_P7	mouse	dentate_gyrus	Smart_seq2	shared_granule_neuronal	76	12	10	8.22368	0.685307	4270.78	355.898	3.63948	4.36738	External_Data/GEO/GSE292261/GSE292261_counts_SS2_filtered_raw.csv.gz
GSE312658	Ctrl	all	mouse	cerebellum	10x	axon_guidance_synapse	4857	15	15	4.43998	0.295999	23.839	1.58927	0.413831	0.413831	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz
GSE312658	Ctrl	all	mouse	cerebellum	10x	cerebellar_identity	4857	12	12	2.29483	0.191236	5.78196	0.48183	0.213273	0.213273	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz
GSE312658	Ctrl	all	mouse	cerebellum	10x	dentate_identity	4857	12	12	1.57587	0.131322	3.00968	0.250806	0.12586	0.12586	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz
GSE312658	Ctrl	all	mouse	cerebellum	10x	metabolic_proteomic_validation	4857	8	7	1.54663	0.193329	2.0245	0.253063	0.155953	0.178232	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz
GSE312658	Ctrl	all	mouse	cerebellum	10x	morphogenesis_cytoskeleton	4857	13	12	5.28639	0.406645	13.8054	1.06196	0.454617	0.492502	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz
GSE312658	Ctrl	all	mouse	cerebellum	10x	shared_granule_neuronal	4857	12	12	4.72267	0.393556	18.8658	1.57215	0.505186	0.505186	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz
GSE312658	cKO	all	mouse	cerebellum	10x	axon_guidance_synapse	6946	15	15	5.21768	0.347845	27.3372	1.82248	0.483538	0.483538	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz
GSE312658	cKO	all	mouse	cerebellum	10x	cerebellar_identity	6946	12	12	1.89908	0.158257	4.50777	0.375648	0.172061	0.172061	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz
GSE312658	cKO	all	mouse	cerebellum	10x	dentate_identity	6946	12	12	1.65808	0.138173	3.35646	0.279705	0.135327	0.135327	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz
GSE312658	cKO	all	mouse	cerebellum	10x	metabolic_proteomic_validation	6946	8	7	1.44356	0.180446	1.84739	0.230924	0.143752	0.164288	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz
GSE312658	cKO	all	mouse	cerebellum	10x	morphogenesis_cytoskeleton	6946	13	12	5.44227	0.418636	14.6684	1.12834	0.477433	0.517219	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz
GSE312658	cKO	all	mouse	cerebellum	10x	shared_granule_neuronal	6946	12	12	4.49021	0.374184	17.4608	1.45507	0.479494	0.479494	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz
GSE95752	C1_all_cells	DC12	mouse	dentate_gyrus	C1	axon_guidance_synapse	40	15	15	4.05	0.27	14.45	0.963333	0.341426	0.341426	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	mouse	dentate_gyrus	C1	cerebellar_identity	40	12	7	0.2	0.0166667	0.35	0.0291667	0.0155307	0.026624	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	mouse	dentate_gyrus	C1	dentate_identity	40	12	12	3.425	0.285417	10.175	0.847917	0.347902	0.347902	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	40	8	7	5.35	0.66875	30.7	3.8375	1.08842	1.24391	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	40	13	12	5.575	0.428846	30.95	2.38077	0.626291	0.678482	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	mouse	dentate_gyrus	C1	shared_granule_neuronal	40	12	12	4.95	0.4125	40.95	3.4125	0.618588	0.618588	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	mouse	dentate_gyrus	C1	axon_guidance_synapse	39	15	15	4.07692	0.271795	16.6667	1.11111	0.370787	0.370787	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	mouse	dentate_gyrus	C1	cerebellar_identity	39	12	7	0.410256	0.034188	0.846154	0.0705128	0.0342052	0.0586376	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	mouse	dentate_gyrus	C1	dentate_identity	39	12	12	3.71795	0.309829	13.4615	1.12179	0.411908	0.411908	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	39	8	7	4.41026	0.551282	25.7179	3.21474	0.8995	1.028	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	39	13	12	5.23077	0.402367	21.3077	1.63905	0.560254	0.606942	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	mouse	dentate_gyrus	C1	shared_granule_neuronal	39	12	12	5.58974	0.465812	29.1795	2.43162	0.684723	0.684723	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	mouse	dentate_gyrus	C1	axon_guidance_synapse	58	15	15	4.7069	0.313793	16.2414	1.08276	0.388985	0.388985	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	mouse	dentate_gyrus	C1	cerebellar_identity	58	12	7	0.189655	0.0158046	0.293103	0.0244253	0.0140191	0.0240328	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	mouse	dentate_gyrus	C1	dentate_identity	58	12	12	4.60345	0.383621	18.2241	1.51868	0.531896	0.531896	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	58	8	7	5.17241	0.646552	34.8448	4.3556	1.12963	1.291	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	58	13	12	6.15517	0.473475	27.2069	2.09284	0.682584	0.739466	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	mouse	dentate_gyrus	C1	shared_granule_neuronal	58	12	12	5.93103	0.494253	33.569	2.79741	0.748724	0.748724	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	mouse	dentate_gyrus	C1	axon_guidance_synapse	126	15	15	4.71429	0.314286	19.8016	1.32011	0.426322	0.426322	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	mouse	dentate_gyrus	C1	cerebellar_identity	126	12	7	0.325397	0.0271164	0.507937	0.042328	0.0239253	0.0410147	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	mouse	dentate_gyrus	C1	dentate_identity	126	12	12	4.34921	0.362434	18.127	1.51058	0.516425	0.516425	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	126	8	7	5.29365	0.661706	36.7143	4.58929	1.17588	1.34386	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	126	13	12	6.0873	0.468254	28.754	2.21184	0.693228	0.750997	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	mouse	dentate_gyrus	C1	shared_granule_neuronal	126	12	12	6.04762	0.503968	31.7222	2.64352	0.754052	0.754052	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	mouse	dentate_gyrus	C1	axon_guidance_synapse	42	15	15	4.7619	0.31746	13.6667	0.911111	0.372654	0.372654	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	mouse	dentate_gyrus	C1	cerebellar_identity	42	12	7	0.452381	0.0376984	1.09524	0.0912698	0.0410273	0.0703325	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	mouse	dentate_gyrus	C1	dentate_identity	42	12	12	3.59524	0.299603	14.3095	1.19246	0.409473	0.409473	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	42	8	7	5.16667	0.645833	29.5238	3.69048	1.06413	1.21614	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	42	13	12	5.83333	0.448718	23.5	1.80769	0.635833	0.688819	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	mouse	dentate_gyrus	C1	shared_granule_neuronal	42	12	12	5.19048	0.43254	25.9286	2.16071	0.627064	0.627064	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	mouse	dentate_gyrus	C1	axon_guidance_synapse	118	15	15	4.48305	0.29887	18.8814	1.25876	0.401364	0.401364	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	mouse	dentate_gyrus	C1	cerebellar_identity	118	12	7	0.313559	0.0261299	0.669492	0.055791	0.0254849	0.0436884	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	mouse	dentate_gyrus	C1	dentate_identity	118	12	12	3.90678	0.325565	14.1271	1.17726	0.436386	0.436386	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	118	8	7	5.07627	0.634534	31.5932	3.94915	1.07518	1.22878	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	118	13	12	6.16102	0.473924	29.3305	2.25619	0.708759	0.767822	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	mouse	dentate_gyrus	C1	shared_granule_neuronal	118	12	12	5.55085	0.462571	29.6017	2.46681	0.695737	0.695737	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	mouse	dentate_gyrus	C1	axon_guidance_synapse	118	15	15	3.83051	0.255367	14.9068	0.993785	0.332384	0.332384	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	mouse	dentate_gyrus	C1	cerebellar_identity	118	12	7	0.305085	0.0254237	0.491525	0.0409605	0.0218624	0.0374784	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	mouse	dentate_gyrus	C1	dentate_identity	118	12	12	3.66102	0.305085	14.3814	1.19845	0.421978	0.421978	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	mouse	dentate_gyrus	C1	metabolic_proteomic_validation	118	8	7	5.27966	0.659958	35.4322	4.42903	1.1551	1.32012	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	mouse	dentate_gyrus	C1	morphogenesis_cytoskeleton	118	13	12	5.48305	0.421773	23.8644	1.83572	0.611641	0.662611	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	mouse	dentate_gyrus	C1	shared_granule_neuronal	118	12	12	5.33898	0.444915	26.0339	2.16949	0.648952	0.648952	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG09	mouse	dentate_gyrus	C1	axon_guidance_synapse	110	15	15	3.58182	0.238788	11.5455	0.769697	0.295554	0.295554	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
