status	matrix_path	matrix_present	n_selected_features	n_cells	n_gene_expression_features	n_peak_features
plan_only_missing_full_matrix	External_Data/GEO/GSE268609/GSE268609_matrix.mtx.gz	False	2744	366175	153	2591
