analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id
human_projected_immature_neurogenic_candidate	0.76795	0.874689	0.482519	1.0126	0.987705	0.663702	0.283895	1.73715	dentate_candidate	0.0804166	0.0652903	0	0.132922	0.505088	0.508328	0.220118	0.719913	GSE268609	0.295535	0.274872	0.227561	0.341052	0.898868	0.89631	0.850996	0.946848	0.39378	0.397289	0.19595	0.631532	immature_neurogenic_candidate	0.513136	0.515639	0.411317	0.609333	384	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	10	MCI	0.637798	0.67756	0.478245	0.772777	0.703837	0.755552	0.56099	0.878021	gse268609_hippocampus_rna	human	0.639628	0.685032	0.519471	0.764063	0.694276	0.768289	0.596832	0.873449	gse268609_hippocampus_rna|GSE268609|10|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.837863	0.875748	0.730802	0.983186	0.41874	0.26009	0.162926	0.535273	broad_neuronal_structural_warning	0.0504	0.0368	0	0.0849422	0.479996	0.490173	0.223656	0.683637	GSE268609	0.073718	0.0579207	0	0.135487	0.364007	0.381246	0.162207	0.517641	-0.115989	-0.0614492	-0.309022	0.0419133	broad_neuronal_structural_warning	0.568442	0.557474	0.473759	0.64996	2229	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.771076	0.786868	0.699415	0.853786	0.578866	0.572816	0.407767	0.750414	gse268609_hippocampus_rna	human	0.725793	0.736265	0.665228	0.794471	0.603047	0.59839	0.404215	0.800852	gse268609_hippocampus_rna|GSE268609|11|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.297627	0.233231	0.118359	0.39636	1.17292	1.28546	0.841232	1.58014	other_or_ambiguous	0.0610076	0	0	0.131008	0.471146	0.223656	0.223656	0.837023	GSE268609	0.0750777	0	0	0.186698	0.339391	0.162207	0.162207	0.61097	-0.131755	-0.0614492	-0.338207	-0.0614492	hippocampal_neuronal_ambiguous	0.536197	0.545265	0.404925	0.674633	790	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.457292	0.397713	0.35695	0.487642	0.193421	0.132489	0.0701516	0.226557	gse268609_hippocampus_rna	human	0.430372	0.41123	0.357058	0.461466	0.171697	0.130594	0.0682572	0.196957	gse268609_hippocampus_rna|GSE268609|11|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.559783	0.600263	0.27249	0.820065	0.9217	0.951809	0.32645	1.4647	dentate_candidate	0.0958549	0.0757879	0	0.142683	0.590972	0.656524	0.223656	0.866268	GSE268609	0.326102	0.309201	0.279612	0.35588	0.80045	0.783685	0.749408	0.839214	0.209478	0.132252	-0.0580452	0.525752	human_dg_like_candidate	0.564284	0.566734	0.453482	0.677279	580	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.636188	0.641062	0.38436	0.856013	0.427074	0.342766	0.111828	0.75521	gse268609_hippocampus_rna	human	0.586752	0.619864	0.41306	0.752885	0.402762	0.339095	0.133554	0.659484	gse268609_hippocampus_rna|GSE268609|11|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.519397	0.602499	0.299577	0.72566	1.17581	1.3694	0.853728	1.55158	dentate_candidate	0.103147	0.0937902	0	0.158242	0.623923	0.714895	0.223656	0.90309	GSE268609	0.470939	0.445044	0.420596	0.515372	0.935011	0.926474	0.906642	0.964007	0.311088	0.256453	0.0195951	0.681743	human_dg_like_high_confidence	0.533752	0.536646	0.461589	0.637692	40	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.634339	0.557267	0.480891	0.786361	0.407394	0.274331	0.220578	0.571158	gse268609_hippocampus_rna	human	0.562496	0.535009	0.439032	0.689293	0.335555	0.268411	0.172034	0.459685	gse268609_hippocampus_rna|GSE268609|11|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.782744	0.780244	0.678645	0.888282	0.499958	0.35824	0.250069	0.679528	dentate_candidate	0.0621337	0.0512906	0	0.105742	0.517403	0.549609	0.223656	0.755861	GSE268609	0.447516	0.427845	0.368677	0.502788	0.908986	0.912621	0.857151	0.958856	0.391583	0.363545	0.159425	0.664871	immature_neurogenic_candidate	0.631521	0.619535	0.52699	0.728943	584	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	11	MCI	0.835651	0.860646	0.758994	0.946915	0.693331	0.767464	0.505506	0.909602	gse268609_hippocampus_rna	human	0.749972	0.760244	0.701381	0.813718	0.659492	0.682572	0.486739	0.854487	gse268609_hippocampus_rna|GSE268609|11|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.784764	0.869077	0.501469	1.03772	0.837329	0.490729	0.257753	1.4613	broad_neuronal_structural_warning	0.0600383	0.0322785	0	0.102959	0.454045	0.461317	0.223787	0.636919	GSE268609	0.0553473	0.0426711	0	0.111358	0.359829	0.406006	0.197998	0.501951	-0.0942155	-0.0257889	-0.294537	0.00169664	broad_neuronal_structural_warning	0.55907	0.560541	0.47217	0.6532	940	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.670135	0.693122	0.555591	0.783887	0.70154	0.721581	0.567272	0.8613	gse268609_hippocampus_rna	human	0.671323	0.704172	0.545951	0.78166	0.696349	0.703597	0.550814	0.843994	gse268609_hippocampus_rna|GSE268609|12|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.246203	0.197912	0.117752	0.298419	1.66147	1.82805	1.33817	2.0729	other_or_ambiguous	0.0698708	0	0	0.128381	0.467483	0.223787	0.223787	0.720648	GSE268609	0.0416071	0	0	0.109558	0.310513	0.197998	0.197998	0.498219	-0.15697	-0.0257889	-0.461571	-0.0257889	hippocampal_neuronal_ambiguous	0.553625	0.563225	0.464224	0.646722	1028	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.402777	0.371434	0.337876	0.425621	0.267676	0.231931	0.112827	0.381829	gse268609_hippocampus_rna	human	0.400868	0.390282	0.34878	0.422483	0.243098	0.213607	0.109518	0.327961	gse268609_hippocampus_rna|GSE268609|12|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.576839	0.467949	0.240589	0.934596	1.31348	1.53209	0.472714	1.92187	dentate_candidate	0.0998773	0.0857567	0	0.16071	0.558349	0.582626	0.223787	0.818629	GSE268609	0.246516	0.219476	0.19395	0.288082	0.781273	0.760774	0.714455	0.84323	0.222924	0.194774	-0.043943	0.491347	human_dg_like_candidate	0.553095	0.558729	0.461469	0.652991	547	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.53139	0.464012	0.360624	0.710596	0.470611	0.457754	0.189515	0.745843	gse268609_hippocampus_rna	human	0.553774	0.491365	0.408178	0.722154	0.50587	0.488293	0.282491	0.739057	gse268609_hippocampus_rna|GSE268609|12|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.529687	0.488103	0.371999	0.684673	1.61257	1.7063	1.48694	1.86957	dentate_candidate	0.187772	0.179127	0.114075	0.268658	0.798595	0.855955	0.671361	0.960214	GSE268609	0.388096	0.375163	0.358181	0.409714	0.944628	0.942314	0.923057	0.966152	0.146033	0.0819477	-0.0139973	0.255769	human_dg_like_high_confidence	0.570466	0.576688	0.521208	0.634098	86	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.509524	0.481533	0.438177	0.55297	0.501679	0.491517	0.414404	0.565024	gse268609_hippocampus_rna	human	0.536559	0.531774	0.469313	0.597096	0.506869	0.535969	0.449186	0.599169	gse268609_hippocampus_rna|GSE268609|12|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.875087	0.950193	0.695477	1.0938	0.860827	0.534094	0.296261	1.51469	dentate_candidate	0.0940177	0.0848644	0	0.154262	0.556442	0.579403	0.223787	0.801578	GSE268609	0.342009	0.325278	0.280717	0.37956	0.890055	0.884459	0.833135	0.945623	0.333613	0.296912	0.095945	0.605531	immature_neurogenic_candidate	0.549077	0.556764	0.483517	0.634314	346	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	12	MCI	0.664072	0.683047	0.560745	0.774828	0.690211	0.707669	0.575501	0.851374	gse268609_hippocampus_rna	human	0.696079	0.738753	0.60408	0.802261	0.720305	0.761792	0.605361	0.887173	gse268609_hippocampus_rna|GSE268609|12|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	1.04853	1.05473	0.924832	1.1779	0.361118	0.241336	0.157074	0.391267	broad_neuronal_structural_warning	0.075834	0.0650516	0	0.115232	0.559305	0.581857	0.189368	0.787755	GSE268609	0.0718257	0.0704637	0	0.12248	0.346525	0.3548	0.12867	0.495173	-0.21278	-0.197699	-0.459997	-0.00866173	broad_neuronal_structural_warning	0.740131	0.746372	0.654202	0.826494	1000	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.817778	0.802743	0.753657	0.863845	0.699584	0.713303	0.532068	0.874438	gse268609_hippocampus_rna	human	0.868813	0.859421	0.819912	0.907179	0.704259	0.701402	0.552103	0.850106	gse268609_hippocampus_rna|GSE268609|13|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.882688	0.872753	0.726457	1.04383	0.352269	0.248125	0.16088	0.362369	other_or_ambiguous	0.0629629	0.0419146	0	0.111926	0.486549	0.46456	0.189368	0.773803	GSE268609	0.0672321	0.0576693	0	0.128562	0.327865	0.31936	0.12867	0.508001	-0.158685	-0.0606982	-0.423962	0.0824517	hippocampal_neuronal_ambiguous	0.589485	0.599536	0.495484	0.692323	1534	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.714458	0.696557	0.655121	0.76491	0.375115	0.307987	0.157234	0.573393	gse268609_hippocampus_rna	human	0.728877	0.733847	0.681207	0.775701	0.293213	0.258001	0.126488	0.395332	gse268609_hippocampus_rna|GSE268609|13|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	1.03348	1.05625	0.923544	1.17515	0.417086	0.227976	0.151534	0.475687	dentate_candidate	0.0534615	0.0421142	0	0.0888904	0.4668	0.464956	0.189368	0.686723	GSE268609	0.265109	0.24011	0.218227	0.288005	0.790103	0.766993	0.718725	0.849114	0.323303	0.338799	0.0741867	0.563475	human_dg_like_candidate	0.659247	0.662555	0.569126	0.762893	731	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.724399	0.701627	0.648392	0.790631	0.403527	0.322401	0.139249	0.674028	gse268609_hippocampus_rna	human	0.805709	0.812831	0.735598	0.878646	0.517657	0.525522	0.262893	0.770563	gse268609_hippocampus_rna|GSE268609|13|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	1.03352	1.06477	0.917034	1.1441	0.328518	0.222306	0.159592	0.30267	dentate_candidate	0.0383809	0.0273928	0	0.0650172	0.409509	0.406771	0.189368	0.581195	GSE268609	0.374563	0.364364	0.332082	0.402277	0.931168	0.928855	0.899101	0.960196	0.521659	0.524464	0.347924	0.7379	human_dg_like_high_confidence	0.700424	0.703564	0.613334	0.792952	131	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.774092	0.765463	0.731879	0.799789	0.590245	0.577625	0.44512	0.701402	gse268609_hippocampus_rna	human	0.836011	0.844561	0.790116	0.884277	0.604089	0.646919	0.443137	0.786035	gse268609_hippocampus_rna|GSE268609|13|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	1.10172	1.12098	1.01555	1.21596	0.418985	0.25379	0.171964	0.467382	dentate_candidate	0.0587718	0.0447622	0	0.0961421	0.49468	0.478974	0.189368	0.711716	GSE268609	0.336716	0.321082	0.273887	0.38295	0.888264	0.888389	0.828352	0.947104	0.393584	0.393282	0.169532	0.645332	immature_neurogenic_candidate	0.736162	0.750952	0.64794	0.827128	385	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	13	YA	0.793751	0.785173	0.732018	0.843337	0.632959	0.656969	0.445914	0.831526	gse268609_hippocampus_rna	human	0.87721	0.887068	0.833011	0.928234	0.725737	0.795821	0.601957	0.898175	gse268609_hippocampus_rna|GSE268609|13|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.806031	0.8489	0.62761	1.00816	0.841789	0.438698	0.230336	1.41402	broad_neuronal_structural_warning	0.0539738	0.0254751	0	0.0948673	0.4805	0.492383	0.242888	0.696681	GSE268609	0.0726888	0.0680131	0	0.137065	0.342285	0.371133	0.170916	0.476333	-0.138215	-0.0719726	-0.331921	0.0700684	broad_neuronal_structural_warning	0.603398	0.601913	0.496676	0.711919	2254	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	14	YA	0.717263	0.730869	0.625427	0.813012	0.652045	0.649619	0.483794	0.825198	gse268609_hippocampus_rna	human	0.708897	0.724043	0.612943	0.805836	0.661201	0.650163	0.478976	0.849681	gse268609_hippocampus_rna|GSE268609|14|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.265382	0.225192	0.13366	0.339465	1.99684	2.18291	1.66427	2.48734	other_or_ambiguous	0.0618764	0	0	0.129626	0.476548	0.242888	0.242888	0.800715	GSE268609	0.0578506	0	0	0.150962	0.299454	0.170916	0.170916	0.50101	-0.177094	-0.0719726	-0.46448	-0.0719726	hippocampal_neuronal_ambiguous	0.485717	0.492115	0.374094	0.592469	1897	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	14	YA	0.418076	0.392164	0.3494	0.443134	0.218229	0.194932	0.098088	0.297528	gse268609_hippocampus_rna	human	0.389725	0.380957	0.330086	0.427749	0.199553	0.179543	0.0887611	0.27219	gse268609_hippocampus_rna|GSE268609|14|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.600854	0.555255	0.262008	0.931962	1.48448	1.66821	0.482435	2.25293	dentate_candidate	0.0865429	0.0679432	0	0.140602	0.577597	0.609358	0.242888	0.831844	GSE268609	0.273132	0.252657	0.231286	0.291918	0.740277	0.713431	0.679426	0.783499	0.162679	0.117985	-0.0862739	0.437121	human_dg_like_candidate	0.548107	0.551956	0.445659	0.648573	876	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	14	YA	0.567123	0.540036	0.368374	0.755546	0.430322	0.404555	0.139165	0.703249	gse268609_hippocampus_rna	human	0.572028	0.556306	0.405187	0.742503	0.46272	0.430592	0.229209	0.694388	gse268609_hippocampus_rna|GSE268609|14|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.632073	0.703733	0.340231	0.891091	1.46284	1.74217	0.568098	2.14419	dentate_candidate	0.076618	0.0604575	0	0.137446	0.544871	0.588839	0.242888	0.823877	GSE268609	0.395839	0.376097	0.342681	0.429114	0.900562	0.894295	0.857376	0.940541	0.355691	0.321623	0.0742266	0.631121	human_dg_like_high_confidence	0.54725	0.526841	0.438233	0.6462	123	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	14	YA	0.615417	0.602691	0.496176	0.725284	0.509703	0.459506	0.36134	0.635707	gse268609_hippocampus_rna	human	0.598247	0.60743	0.478204	0.725422	0.496097	0.475517	0.348904	0.653739	gse268609_hippocampus_rna|GSE268609|14|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.874238	0.917809	0.781921	1.02704	0.837152	0.461601	0.312594	1.32298	dentate_candidate	0.0591552	0.0452834	0	0.100129	0.512041	0.537696	0.242888	0.712343	GSE268609	0.376285	0.358878	0.305177	0.427897	0.871532	0.875952	0.805301	0.939841	0.359491	0.345717	0.152184	0.594979	immature_neurogenic_candidate	0.564328	0.553848	0.469921	0.648146	1283	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	14	YA	0.743996	0.762492	0.687012	0.827054	0.696536	0.717861	0.567309	0.8552	gse268609_hippocampus_rna	human	0.727521	0.747732	0.688025	0.797598	0.687248	0.707912	0.576636	0.832504	gse268609_hippocampus_rna|GSE268609|14|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.862127	0.917843	0.784984	1.02399	0.626101	0.339102	0.263388	0.555785	broad_neuronal_structural_warning	0.0656406	0.0532845	0	0.108473	0.484567	0.483575	0.176812	0.710628	GSE268609	0.114038	0.13294	0.0296691	0.181832	0.344104	0.362319	0.262319	0.46715	-0.140462	-0.0821256	-0.32657	0.0487923	broad_neuronal_structural_warning	0.532125	0.516455	0.440998	0.613875	557	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	15	SA	0.766934	0.800471	0.708954	0.864792	0.618601	0.596135	0.441546	0.791304	gse268609_hippocampus_rna	human	0.720395	0.742642	0.684719	0.786084	0.64912	0.637681	0.46087	0.824638	gse268609_hippocampus_rna|GSE268609|15|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.27359	0.213739	0.137705	0.303792	1.93256	2.20353	1.66835	2.40683	other_or_ambiguous	0.0660972	0	0	0.124796	0.449837	0.176812	0.176812	0.768599	GSE268609	0.0674549	0	0	0.151804	0.257141	0.129469	0.129469	0.39843	-0.192696	-0.047343	-0.525966	-0.047343	hippocampal_neuronal_ambiguous	0.54643	0.553616	0.461219	0.64215	670	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	15	SA	0.416718	0.363015	0.331153	0.428719	0.231659	0.195411	0.096256	0.305797	gse268609_hippocampus_rna	human	0.412246	0.38832	0.347229	0.431178	0.223279	0.186957	0.0943237	0.284903	gse268609_hippocampus_rna|GSE268609|15|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.747383	0.877707	0.441422	0.966695	0.873785	0.363128	0.277805	1.64167	dentate_candidate	0.0899094	0.0761643	0.0301548	0.13408	0.568352	0.569324	0.399879	0.796618	GSE268609	0.278052	0.266446	0.251047	0.287439	0.701026	0.684783	0.63901	0.730556	0.132674	0.110628	-0.0740338	0.288889	human_dg_like_candidate	0.510619	0.502253	0.43957	0.574167	380	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	15	SA	0.707274	0.803159	0.457014	0.864156	0.561152	0.603623	0.338285	0.78901	gse268609_hippocampus_rna	human	0.655092	0.72957	0.479935	0.777664	0.559868	0.590338	0.352657	0.795411	gse268609_hippocampus_rna|GSE268609|15|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.436238	0.330851	0.215506	0.677282	1.88538	2.16035	1.57644	2.42121	dentate_candidate	0.127681	0.124068	0.0533916	0.181163	0.676268	0.765942	0.483696	0.913527	GSE268609	0.386932	0.375689	0.362372	0.388592	0.906591	0.898309	0.877415	0.914855	0.230323	0.152295	-0.0165459	0.410266	human_dg_like_high_confidence	0.540677	0.569237	0.480714	0.624263	28	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	15	SA	0.534653	0.443878	0.405326	0.652939	0.389148	0.328744	0.276329	0.42814	gse268609_hippocampus_rna	human	0.503856	0.46524	0.402373	0.570837	0.348965	0.335024	0.221256	0.402657	gse268609_hippocampus_rna|GSE268609|15|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.910169	0.914885	0.830498	1.00184	0.406516	0.309835	0.257325	0.388494	dentate_candidate	0.0724823	0.0631979	0.0249575	0.109962	0.527118	0.516425	0.375845	0.716425	GSE268609	0.372403	0.360605	0.322881	0.402835	0.873046	0.873913	0.807488	0.939855	0.345928	0.347343	0.125121	0.537681	immature_neurogenic_candidate	0.507819	0.501411	0.446782	0.56381	435	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	15	SA	0.834568	0.845589	0.79843	0.890254	0.716307	0.73285	0.58744	0.860145	gse268609_hippocampus_rna	human	0.750852	0.757182	0.715664	0.794549	0.693845	0.697101	0.539372	0.85	gse268609_hippocampus_rna|GSE268609|15|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	1.04683	1.0417	0.959689	1.1218	0.345503	0.28324	0.215504	0.373017	broad_neuronal_structural_warning	0.0493439	0.0420203	0	0.0802895	0.45798	0.442549	0.167188	0.680103	GSE268609	0.184193	0.198616	0.10801	0.266272	0.301045	0.31293	0.171572	0.432138	-0.156935	-0.127583	-0.383101	0.0836725	broad_neuronal_structural_warning	0.70308	0.689397	0.61256	0.768354	760	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	16	SA	0.903228	0.890459	0.848864	0.944703	0.640424	0.641515	0.479806	0.796885	gse268609_hippocampus_rna	human	0.88438	0.87155	0.839632	0.908215	0.684934	0.674546	0.537884	0.820679	gse268609_hippocampus_rna|GSE268609|16|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.823478	0.909542	0.704062	1.03257	0.538152	0.306262	0.21344	0.586288	other_or_ambiguous	0.0602126	0.0473411	0	0.10205	0.491671	0.483406	0.167188	0.780056	GSE268609	0.164024	0.173452	0.0676736	0.262608	0.274447	0.267689	0.117251	0.423294	-0.217224	-0.141828	-0.484111	0.0428929	hippocampal_neuronal_ambiguous	0.593949	0.587896	0.50361	0.680278	1063	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	16	SA	0.757454	0.761281	0.688408	0.829969	0.281167	0.221979	0.10191	0.41531	gse268609_hippocampus_rna	human	0.72496	0.76056	0.676177	0.803367	0.274606	0.227927	0.100971	0.371008	gse268609_hippocampus_rna|GSE268609|16|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.932513	0.974665	0.864769	1.06153	0.574571	0.341342	0.253803	0.74134	dentate_candidate	0.0662514	0.0569385	0	0.0995482	0.530973	0.547511	0.167188	0.768629	GSE268609	0.387247	0.369012	0.350538	0.404477	0.676796	0.651378	0.611224	0.720883	0.145823	0.123356	-0.100423	0.431825	human_dg_like_candidate	0.661104	0.648202	0.555739	0.756751	514	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	16	SA	0.82777	0.834729	0.739861	0.91154	0.451989	0.431904	0.174937	0.703272	gse268609_hippocampus_rna	human	0.807129	0.814954	0.759085	0.878457	0.462142	0.423763	0.223309	0.706324	gse268609_hippocampus_rna|GSE268609|16|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.96687	0.992386	0.902391	1.05871	0.590441	0.369937	0.282784	0.791343	dentate_candidate	0.0723795	0.061107	0	0.104228	0.558237	0.568879	0.167188	0.789606	GSE268609	0.499249	0.476681	0.45775	0.533194	0.861297	0.845022	0.813713	0.905761	0.303059	0.316218	0.0325611	0.624609	human_dg_like_high_confidence	0.613388	0.603866	0.507224	0.730466	53	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	16	SA	0.873799	0.864743	0.819154	0.934507	0.562044	0.546337	0.379775	0.768003	gse268609_hippocampus_rna	human	0.818019	0.825133	0.778042	0.847488	0.46113	0.47057	0.278334	0.572949	gse268609_hippocampus_rna|GSE268609|16|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.940862	0.955966	0.862745	1.03668	0.517564	0.362495	0.278837	0.568529	dentate_candidate	0.0625831	0.058925	0	0.0968017	0.527714	0.556199	0.167188	0.758375	GSE268609	0.501406	0.486299	0.431946	0.55632	0.850059	0.857076	0.771681	0.930651	0.322345	0.310269	0.0819505	0.573732	immature_neurogenic_candidate	0.749099	0.752434	0.661834	0.836211	804	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	16	SA	0.922082	0.91903	0.857271	0.984211	0.683813	0.726832	0.512523	0.882671	gse268609_hippocampus_rna	human	0.870681	0.87652	0.825437	0.920356	0.650576	0.694584	0.471744	0.856841	gse268609_hippocampus_rna|GSE268609|16|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.674594	0.75978	0.288873	0.977944	0.95693	0.401722	0.21266	1.87782	broad_neuronal_structural_warning	0.0686934	0.0410497	0	0.123444	0.507445	0.521608	0.233559	0.744175	GSE268609	0.0509492	0	0	0.104766	0.340197	0.200489	0.200489	0.472285	-0.167247	-0.0561819	-0.407601	-0.0330703	broad_neuronal_structural_warning	0.623864	0.618021	0.518963	0.712663	730	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	17	SA	0.655086	0.686354	0.481911	0.784318	0.684861	0.685269	0.548384	0.846486	gse268609_hippocampus_rna	human	0.651181	0.67919	0.475697	0.79404	0.718353	0.717587	0.543874	0.904735	gse268609_hippocampus_rna|GSE268609|17|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.168759	0.154073	0.0984989	0.216179	2.0744	2.23315	1.85411	2.45094	other_or_ambiguous	0.0573329	0	0	0.119846	0.44291	0.233559	0.233559	0.735344	GSE268609	0.0423444	0	0	0.109917	0.298562	0.200489	0.200489	0.479989	-0.144349	-0.0330703	-0.424089	-0.0330703	hippocampal_neuronal_ambiguous	0.501789	0.507486	0.397605	0.611573	954	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	17	SA	0.374307	0.351375	0.323913	0.406172	0.262659	0.237505	0.117343	0.398628	gse268609_hippocampus_rna	human	0.348285	0.349753	0.302844	0.388814	0.233892	0.225291	0.107948	0.336246	gse268609_hippocampus_rna|GSE268609|17|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.395745	0.308546	0.161886	0.594212	1.68203	1.97717	1.16475	2.32566	dentate_candidate	0.0984265	0.074313	0	0.161798	0.570772	0.609545	0.233559	0.853251	GSE268609	0.26256	0.23849	0.212275	0.293382	0.737182	0.712138	0.672679	0.784667	0.16641	0.148816	-0.0845547	0.434611	human_dg_like_candidate	0.550075	0.556317	0.451424	0.656954	421	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	17	SA	0.481839	0.392091	0.335425	0.623195	0.413854	0.354002	0.172116	0.634348	gse268609_hippocampus_rna	human	0.475886	0.432349	0.358451	0.583128	0.454769	0.472379	0.24953	0.624577	gse268609_hippocampus_rna|GSE268609|17|human_dg_like_candidate|human_projected_dentate_candidate
