analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id
human_projected_dentate_candidate	0.438625	0.373035	0.23073	0.562022	1.6067	1.7528	1.37218	2.10648	dentate_candidate	0.101293	0.0947807	0	0.1575	0.610401	0.661056	0.234185	0.857081	GSE268609	0.375926	0.360773	0.336722	0.402553	0.913446	0.911201	0.885084	0.937754	0.303044	0.254208	0.0813987	0.632327	human_dg_like_high_confidence	0.602109	0.58683	0.489081	0.704722	79	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	5	HA	0.560095	0.503987	0.443568	0.633499	0.473919	0.421358	0.354614	0.526843	gse268609_hippocampus_rna	human	0.53361	0.512688	0.434908	0.630164	0.436566	0.451538	0.346198	0.529745	gse268609_hippocampus_rna|GSE268609|5|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.750001	0.849086	0.474194	0.973758	0.871666	0.420686	0.297937	1.56925	dentate_candidate	0.0687407	0.0536428	0	0.113234	0.52341	0.54556	0.234185	0.716918	GSE268609	0.355718	0.33419	0.277943	0.418142	0.882955	0.881312	0.820226	0.94704	0.359546	0.337203	0.157429	0.594312	immature_neurogenic_candidate	0.677762	0.648165	0.526902	0.796348	535	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	5	HA	0.761774	0.77766	0.682536	0.861387	0.712671	0.736216	0.577916	0.881167	gse268609_hippocampus_rna	human	0.729846	0.754024	0.66747	0.822569	0.664481	0.667441	0.554411	0.797301	gse268609_hippocampus_rna|GSE268609|5|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.902119	0.930422	0.810281	1.03864	0.46767	0.314771	0.231968	0.447396	broad_neuronal_structural_warning	0.0419238	0.0151997	0	0.0688451	0.460258	0.480982	0.239682	0.654438	GSE268609	0.0962169	0.0919633	0	0.162878	0.300308	0.30348	0.104127	0.417319	-0.15995	-0.135554	-0.33666	0.0484219	broad_neuronal_structural_warning	0.637436	0.632116	0.511818	0.740726	1425	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	6	HA	0.831626	0.820088	0.758401	0.890916	0.604015	0.602644	0.40464	0.806043	gse268609_hippocampus_rna	human	0.790394	0.788341	0.720248	0.85514	0.666866	0.698408	0.464527	0.87618	gse268609_hippocampus_rna|GSE268609|6|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.373412	0.266505	0.138312	0.570102	1.42492	1.67733	0.541092	2.14178	other_or_ambiguous	0.0696868	0	0	0.131446	0.517538	0.239682	0.239682	0.854465	GSE268609	0.0857602	0	0	0.192521	0.271394	0.104127	0.104127	0.477037	-0.246144	-0.135554	-0.511229	-0.122066	hippocampal_neuronal_ambiguous	0.554664	0.54887	0.423728	0.681957	728	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	6	HA	0.618972	0.590156	0.51386	0.689882	0.21408	0.133261	0.0676423	0.254788	gse268609_hippocampus_rna	human	0.515683	0.501018	0.422651	0.588735	0.17321	0.123955	0.0594821	0.195643	gse268609_hippocampus_rna|GSE268609|6|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.722368	0.819777	0.505343	0.950917	0.911579	0.480799	0.284277	1.70433	dentate_candidate	0.0714083	0.0619996	0	0.118304	0.560448	0.617885	0.239682	0.816968	GSE268609	0.30504	0.289844	0.268391	0.325258	0.679288	0.654842	0.617953	0.721035	0.118841	0.0602913	-0.131103	0.400863	human_dg_like_candidate	0.554789	0.544414	0.443601	0.651983	548	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	6	HA	0.732422	0.756204	0.60849	0.846736	0.430312	0.397761	0.149987	0.692339	gse268609_hippocampus_rna	human	0.66986	0.701418	0.587826	0.766903	0.421642	0.403291	0.194632	0.626855	gse268609_hippocampus_rna|GSE268609|6|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.833638	0.874423	0.786664	0.949313	0.540006	0.344109	0.24843	0.605743	dentate_candidate	0.0612435	0.0551308	0	0.103847	0.532849	0.581872	0.239682	0.780685	GSE268609	0.445854	0.425309	0.392872	0.480883	0.883986	0.879957	0.833019	0.937416	0.351137	0.308605	0.101969	0.620583	human_dg_like_high_confidence	0.50219	0.492597	0.4235	0.587306	153	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	6	HA	0.794639	0.78729	0.735511	0.854916	0.52642	0.495279	0.345832	0.716482	gse268609_hippocampus_rna	human	0.710156	0.714551	0.678132	0.75468	0.463576	0.442946	0.338009	0.579444	gse268609_hippocampus_rna|GSE268609|6|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.846922	0.868253	0.750265	0.968035	0.481402	0.329277	0.251329	0.474936	dentate_candidate	0.0537815	0.0485468	0	0.0871611	0.507284	0.553412	0.239682	0.734017	GSE268609	0.421186	0.406288	0.350743	0.470195	0.845236	0.849744	0.765039	0.927435	0.337952	0.345023	0.113569	0.585784	immature_neurogenic_candidate	0.554723	0.542023	0.449994	0.640735	853	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	6	HA	0.829923	0.827523	0.761187	0.896613	0.610874	0.626113	0.412463	0.821958	gse268609_hippocampus_rna	human	0.743856	0.746786	0.691303	0.802009	0.557599	0.556245	0.375236	0.739412	gse268609_hippocampus_rna|GSE268609|6|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.785884	0.821136	0.625488	0.943936	0.489376	0.254252	0.165933	0.511388	broad_neuronal_structural_warning	0.0774779	0.0689645	0	0.126017	0.467009	0.452084	0.165348	0.668086	GSE268609	0.0986187	0.0941153	0	0.1704	0.418183	0.42227	0.16474	0.594767	-0.0488257	-0.000608458	-0.280955	0.178887	broad_neuronal_structural_warning	0.57078	0.572684	0.49068	0.655105	1525	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	7	HA	0.733539	0.766739	0.647094	0.84889	0.702341	0.72011	0.556434	0.866748	gse268609_hippocampus_rna	human	0.696734	0.722615	0.614573	0.786508	0.694303	0.697597	0.543353	0.850624	gse268609_hippocampus_rna|GSE268609|7|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.26393	0.231974	0.14197	0.330158	1.71615	1.83813	1.2497	2.28023	other_or_ambiguous	0.0973871	0.0973059	0	0.164761	0.510126	0.554609	0.165348	0.813204	GSE268609	0.0837066	0	0	0.170103	0.366061	0.16474	0.16474	0.594159	-0.144064	-0.0401582	-0.483115	-0.000608458	hippocampal_neuronal_ambiguous	0.505813	0.511682	0.412056	0.609652	1081	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	7	HA	0.369948	0.327823	0.301219	0.396035	0.245613	0.213569	0.111044	0.350776	gse268609_hippocampus_rna	human	0.379897	0.367445	0.327564	0.406263	0.218379	0.191664	0.0976574	0.296015	gse268609_hippocampus_rna|GSE268609|7|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.529357	0.409386	0.226104	0.843844	1.38043	1.63029	0.352951	2.15818	dentate_candidate	0.109716	0.101867	0.0356818	0.165022	0.565606	0.57408	0.360207	0.814116	GSE268609	0.370955	0.352729	0.316863	0.402062	0.869298	0.858838	0.825981	0.903864	0.303691	0.281412	0.0769699	0.491938	human_dg_like_candidate	0.598099	0.602519	0.508637	0.687016	433	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	7	HA	0.510129	0.411146	0.304649	0.733313	0.406078	0.378461	0.125342	0.658047	gse268609_hippocampus_rna	human	0.545862	0.47488	0.395648	0.72323	0.474178	0.431092	0.264983	0.700639	gse268609_hippocampus_rna|GSE268609|7|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.288867	0.285544	0.157473	0.360918	2.0956	2.15127	1.97186	2.30453	dentate_candidate	0.127162	0.131345	0.0542176	0.177175	0.621235	0.688622	0.407667	0.839747	GSE268609	0.487302	0.476769	0.454595	0.50032	0.959869	0.958777	0.944554	0.971631	0.338634	0.265287	0.105339	0.55826	human_dg_like_high_confidence	0.660969	0.665116	0.597891	0.759688	56	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	7	HA	0.421426	0.393806	0.362943	0.452955	0.366321	0.346669	0.291603	0.43383	gse268609_hippocampus_rna	human	0.457087	0.44236	0.402997	0.498189	0.365183	0.373745	0.288485	0.459233	gse268609_hippocampus_rna|GSE268609|7|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.709453	0.767776	0.375522	0.948473	1.18949	1.1072	0.267736	2.10017	dentate_candidate	0.0947897	0.0915671	0.026783	0.146218	0.52432	0.533161	0.34104	0.746311	GSE268609	0.462402	0.447527	0.406062	0.501176	0.939585	0.938394	0.90683	0.972163	0.415265	0.403559	0.178734	0.604122	immature_neurogenic_candidate	0.64277	0.66345	0.54353	0.746501	192	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	7	HA	0.632359	0.683176	0.461851	0.777222	0.578523	0.586401	0.442577	0.742546	gse268609_hippocampus_rna	human	0.661528	0.711281	0.519659	0.785143	0.642449	0.670064	0.477715	0.846745	gse268609_hippocampus_rna|GSE268609|7|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	1.02594	1.01725	0.93427	1.10518	0.310929	0.266085	0.195817	0.339857	broad_neuronal_structural_warning	0.0583589	0.0473273	0	0.0922786	0.489954	0.482592	0.174547	0.698483	GSE268609	0.147185	0.164973	0.0908179	0.210234	0.31689	0.323453	0.207422	0.432016	-0.173065	-0.161374	-0.370501	0.0251117	broad_neuronal_structural_warning	0.563513	0.559855	0.499177	0.626236	1264	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	8	HA	0.831192	0.828175	0.776341	0.87795	0.619921	0.623971	0.424782	0.810221	gse268609_hippocampus_rna	human	0.806882	0.79892	0.762329	0.839779	0.693124	0.705481	0.523112	0.864561	gse268609_hippocampus_rna|GSE268609|8|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.630442	0.697038	0.31994	0.890129	0.854716	0.393954	0.224263	1.58668	other_or_ambiguous	0.0534081	0	0	0.103717	0.437541	0.174547	0.174547	0.741473	GSE268609	0.0978047	0.0829974	0	0.193284	0.237463	0.199718	0.0705716	0.390732	-0.200078	-0.103976	-0.436838	-0.00776288	hippocampal_neuronal_ambiguous	0.465974	0.468772	0.378325	0.564369	1113	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	8	HA	0.602075	0.607485	0.434918	0.754943	0.255548	0.168901	0.0872736	0.350741	gse268609_hippocampus_rna	human	0.566164	0.611195	0.411179	0.701346	0.221323	0.16749	0.0797459	0.280875	gse268609_hippocampus_rna|GSE268609|8|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.852026	0.923072	0.804624	1.02897	0.638849	0.298147	0.221098	0.820342	dentate_candidate	0.0775748	0.06342	0	0.120921	0.550634	0.570572	0.174547	0.811809	GSE268609	0.305248	0.291729	0.277501	0.314807	0.666816	0.642908	0.601153	0.698894	0.116182	0.100682	-0.132557	0.402141	human_dg_like_candidate	0.522866	0.529292	0.457125	0.589921	711	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	8	HA	0.739203	0.79447	0.680051	0.856381	0.485487	0.486944	0.21689	0.740884	gse268609_hippocampus_rna	human	0.704699	0.753412	0.675395	0.799446	0.473813	0.473771	0.229593	0.709715	gse268609_hippocampus_rna|GSE268609|8|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.952602	0.945443	0.878171	1.03195	0.504551	0.308978	0.239085	0.451328	dentate_candidate	0.0839908	0.0754814	0.0443736	0.116046	0.601276	0.6255	0.465655	0.792284	GSE268609	0.417421	0.407653	0.387238	0.444846	0.88865	0.888497	0.851329	0.932957	0.287374	0.238062	0.108916	0.45554	human_dg_like_high_confidence	0.512496	0.514984	0.448006	0.573442	103	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	8	HA	0.806349	0.805384	0.763887	0.85084	0.544847	0.528111	0.382263	0.720889	gse268609_hippocampus_rna	human	0.757149	0.758818	0.723719	0.788708	0.512897	0.50294	0.34686	0.656199	gse268609_hippocampus_rna|GSE268609|8|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.946702	0.951226	0.870164	1.03517	0.355714	0.266265	0.205884	0.344885	dentate_candidate	0.0684054	0.0588141	0	0.109979	0.534229	0.547518	0.174547	0.768113	GSE268609	0.399593	0.384071	0.34295	0.434189	0.844829	0.845566	0.765173	0.925723	0.3106	0.287932	0.0779817	0.553399	immature_neurogenic_candidate	0.542586	0.539642	0.472173	0.604111	1060	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	8	HA	0.827744	0.829266	0.777269	0.884172	0.619524	0.629028	0.426664	0.827864	gse268609_hippocampus_rna	human	0.772344	0.773726	0.732051	0.817061	0.579103	0.581863	0.377441	0.786991	gse268609_hippocampus_rna|GSE268609|8|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_broad_neuronal_structural_warning	0.892522	0.891548	0.782047	1.02332	0.505323	0.327566	0.232109	0.519886	broad_neuronal_structural_warning	0.047824	0.0268544	0	0.0756089	0.446524	0.427511	0.200095	0.637555	GSE268609	0.139464	0.146433	0.0642346	0.215669	0.331427	0.329438	0.225916	0.455622	-0.115096	-0.108497	-0.307012	0.0780164	broad_neuronal_structural_warning	0.630327	0.609873	0.507486	0.71351	962	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.814501	0.810382	0.749508	0.870389	0.628384	0.623026	0.456491	0.799195	gse268609_hippocampus_rna	human	0.779116	0.76343	0.709773	0.839348	0.669736	0.675932	0.477258	0.877685	gse268609_hippocampus_rna|GSE268609|9|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning
human_other_or_ambiguous	0.329153	0.264171	0.147371	0.416915	1.6664	1.89932	1.14209	2.31855	other_or_ambiguous	0.0815702	0.047048	0	0.147125	0.526029	0.515161	0.200095	0.855812	GSE268609	0.0914759	0	0	0.185825	0.245024	0.0915982	0.0915982	0.398136	-0.281005	-0.108497	-0.64103	-0.108497	hippocampal_neuronal_ambiguous	0.559578	0.560537	0.442609	0.680098	875	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.501533	0.444472	0.389692	0.570963	0.207528	0.161402	0.0813329	0.251263	gse268609_hippocampus_rna	human	0.463421	0.441232	0.377109	0.523357	0.187911	0.156349	0.0762792	0.243683	gse268609_hippocampus_rna|GSE268609|9|hippocampal_neuronal_ambiguous|human_other_or_ambiguous
human_projected_dentate_candidate	0.715093	0.806068	0.531226	0.894398	0.9783	0.518933	0.297438	1.73411	dentate_candidate	0.0724322	0.058637	0	0.117908	0.535624	0.567435	0.200095	0.773926	GSE268609	0.336469	0.323736	0.304886	0.349597	0.673762	0.654927	0.617735	0.704754	0.138138	0.103917	-0.0831491	0.41085	human_dg_like_candidate	0.585304	0.570244	0.486748	0.659691	472	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.723749	0.776678	0.584079	0.854598	0.511625	0.526532	0.258923	0.75458	gse268609_hippocampus_rna	human	0.674716	0.720208	0.593484	0.774107	0.501862	0.51674	0.284428	0.715493	gse268609_hippocampus_rna|GSE268609|9|human_dg_like_candidate|human_projected_dentate_candidate
human_projected_dentate_candidate	0.7524	0.804928	0.689822	0.895853	0.894066	0.463989	0.30755	1.5037	dentate_candidate	0.0683802	0.0651134	0	0.103047	0.54204	0.595546	0.200095	0.723508	GSE268609	0.482424	0.456361	0.428648	0.502802	0.890209	0.880764	0.844125	0.931775	0.34817	0.289008	0.146241	0.652874	human_dg_like_high_confidence	0.550989	0.555564	0.460914	0.647861	82	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.758232	0.76277	0.707003	0.813315	0.521089	0.48705	0.368841	0.631554	gse268609_hippocampus_rna	human	0.687207	0.702863	0.631387	0.74095	0.480128	0.457359	0.32091	0.593099	gse268609_hippocampus_rna|GSE268609|9|human_dg_like_high_confidence|human_projected_dentate_candidate
human_projected_immature_neurogenic_candidate	0.833817	0.848925	0.761772	0.931674	0.641116	0.383411	0.289792	0.903062	dentate_candidate	0.0620697	0.0514785	0	0.0996133	0.511493	0.536639	0.200095	0.715572	GSE268609	0.453195	0.435409	0.386854	0.500746	0.850656	0.852811	0.772426	0.92988	0.339163	0.32849	0.124605	0.560328	immature_neurogenic_candidate	0.611458	0.59643	0.513683	0.700448	775	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	9	MCI	0.825611	0.826547	0.761052	0.897933	0.662182	0.676248	0.483418	0.85897	gse268609_hippocampus_rna	human	0.756962	0.756925	0.710524	0.807339	0.643281	0.651927	0.480259	0.816014	gse268609_hippocampus_rna|GSE268609|9|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate
human_non_neuronal_background	0.413381	0.411565	0.318703	0.504535	1.53863	1.53668	1.20448	1.72785	non_dentate_background	0.0221844	0	0	0	0.372468	0.283574	0.283574	0.283574	GSE325391	0.168439	0	0	0.300307	0.361169	0.0617769	0.0617769	0.682851	-0.0112993	-0.221798	-0.221798	0.278616	adult_dg_background_warning	0.39752	0.411143	0.201901	0.515705	61	single_nucleus_selected_bridge	dentate_gyrus	S1R1	SAD	0.625737	0.625443	0.489827	0.773669	0.188934	0.0747934	0.028719	0.214256	gse325391_adult_dg	human	0.478879	0.467656	0.415478	0.576515	0.0966705	0.0559917	0.0332645	0.133264	gse325391_adult_dg|GSE325391|S1R1|adult_dg_background_warning|human_non_neuronal_background
human_dentate_anchor	0.559564	0.560526	0.382514	0.734656	0.426295	0.392055	0.265963	0.60604	dentate_candidate	0.0233675	0	0	0	0.38528	0.283574	0.283574	0.283574	GSE325391	0.206347	0.202632	0	0.323134	0.427897	0.391942	0.0617769	0.735744	0.0426167	0.0155992	-0.221798	0.31374	adult_human_dg_differentiating_anchor	0.460127	0.455819	0.304366	0.609829	1221	single_nucleus_selected_bridge	dentate_gyrus	S1R1	SAD	0.789563	0.802722	0.639638	0.9356	0.38452	0.267562	0.0830579	0.680785	gse325391_adult_dg	human	0.603085	0.603678	0.499152	0.709005	0.248748	0.160124	0.0756198	0.329959	gse325391_adult_dg|GSE325391|S1R1|adult_human_dg_differentiating_anchor|human_dentate_anchor
human_dentate_anchor	0.895477	0.906612	0.807229	0.996132	0.239027	0.229254	0.169641	0.293794	dentate_candidate	0.0416109	0.0247959	0	0.070962	0.541695	0.591012	0.283574	0.775981	GSE325391	0.252696	0.249986	0.171407	0.330981	0.527264	0.541116	0.295764	0.754287	-0.0144311	-0.0316632	-0.227118	0.239437	adult_human_dg_mature_anchor	0.55074	0.552198	0.473704	0.628749	3558	single_nucleus_selected_bridge	dentate_gyrus	S1R1	SAD	0.89554	0.895626	0.827984	0.966492	0.545103	0.546384	0.33125	0.764205	gse325391_adult_dg	human	0.780586	0.78849	0.735278	0.834172	0.593278	0.605269	0.399483	0.800568	gse325391_adult_dg|GSE325391|S1R1|adult_human_dg_mature_anchor|human_dentate_anchor
human_non_neuronal_background	0.301631	0.301631	0.301631	0.301631	1.22816	1.22816	1.22816	1.22816	non_dentate_background	0	0	0	0	0.165904	0.165904	0.165904	0.165904	GSE325391	0.399977	0.399977	0.399977	0.399977	0.886346	0.886346	0.886346	0.886346	0.720442	0.720442	0.720442	0.720442	adult_dg_background_warning	0.759319	0.759319	0.759319	0.759319	1	single_nucleus_selected_bridge	dentate_gyrus	S1R2	SAD	0.915214	0.915214	0.915214	0.915214	0.637681	0.637681	0.637681	0.637681	gse325391_adult_dg	human	0.658722	0.658722	0.658722	0.658722	0.0793288	0.0793288	0.0793288	0.0793288	gse325391_adult_dg|GSE325391|S1R2|adult_dg_background_warning|human_non_neuronal_background
human_dentate_anchor	0.64664	0.65101	0.489977	0.826868	0.391892	0.325586	0.229413	0.516757	dentate_candidate	0.0345222	0	0	0.0761795	0.376701	0.165904	0.165904	0.737605	GSE325391	0.219843	0.197464	0.136498	0.311895	0.382993	0.260107	0.0980168	0.665523	0.00629186	-0.0450038	-0.152555	0.274218	adult_human_dg_differentiating_anchor	0.527708	0.5408	0.368382	0.670411	183	single_nucleus_selected_bridge	dentate_gyrus	S1R2	SAD	0.836637	0.837881	0.728699	0.96124	0.414696	0.303585	0.0625477	0.789474	gse325391_adult_dg	human	0.670328	0.662112	0.576478	0.785336	0.248623	0.0831426	0.0354691	0.43402	gse325391_adult_dg|GSE325391|S1R2|adult_human_dg_differentiating_anchor|human_dentate_anchor
human_dentate_anchor	0.920897	0.923826	0.848358	0.996902	0.276181	0.268597	0.222838	0.310549	dentate_candidate	0.0506041	0.040067	0	0.0790813	0.520761	0.527079	0.165904	0.752479	GSE325391	0.277232	0.270516	0.208105	0.344863	0.5191	0.519451	0.287185	0.759344	-0.00166092	-0.00953471	-0.265065	0.259344	adult_human_dg_mature_anchor	0.602298	0.600754	0.537225	0.66384	1127	single_nucleus_selected_bridge	dentate_gyrus	S1R2	SAD	0.890046	0.888668	0.833199	0.945163	0.514173	0.517162	0.281846	0.74714	gse325391_adult_dg	human	0.804414	0.802985	0.764754	0.842228	0.541635	0.543097	0.316934	0.76926	gse325391_adult_dg|GSE325391|S1R2|adult_human_dg_mature_anchor|human_dentate_anchor
human_non_neuronal_background	0.480189	0.493445	0.267357	0.681269	1.40564	1.35422	1.16623	1.67035	non_dentate_background	0.0466732	0	0	0.0650882	0.421166	0.229531	0.229531	0.6369	GSE325391	0.159074	0.0596641	0	0.287954	0.325717	0.0894394	0.0376075	0.602553	-0.0954493	-0.191923	-0.191923	0.232584	adult_dg_background_warning	0.489227	0.456509	0.34725	0.623173	26	single_nucleus_selected_bridge	dentate_gyrus	S1R3	SAD	0.628182	0.601045	0.454369	0.742792	0.130746	0.0249792	0.00791007	0.0887455	gse325391_adult_dg	human	0.532533	0.525878	0.452175	0.622612	0.0726745	0.0398279	0.0191507	0.078615	gse325391_adult_dg|GSE325391|S1R3|adult_dg_background_warning|human_non_neuronal_background
human_dentate_anchor	0.635972	0.641942	0.446617	0.810652	0.444182	0.394293	0.288685	0.606024	dentate_candidate	0.025537	0	0	0	0.352485	0.229531	0.229531	0.229531	GSE325391	0.230263	0.222063	0	0.351402	0.43905	0.394394	0.0376075	0.774355	0.0865649	0.0582848	-0.191923	0.440189	adult_human_dg_differentiating_anchor	0.510299	0.516687	0.331914	0.6773	595	single_nucleus_selected_bridge	dentate_gyrus	S1R3	SAD	0.860588	0.85496	0.732631	1.00527	0.427787	0.310297	0.0793783	0.812795	gse325391_adult_dg	human	0.668953	0.680853	0.562602	0.780124	0.231733	0.115182	0.0517624	0.310297	gse325391_adult_dg|GSE325391|S1R3|adult_human_dg_differentiating_anchor|human_dentate_anchor
human_dentate_anchor	0.997585	1.00506	0.918523	1.08922	0.276772	0.271317	0.216242	0.328406	dentate_candidate	0.0508768	0.0426937	0	0.0854181	0.530289	0.552456	0.229531	0.765959	GSE325391	0.263145	0.258998	0.182953	0.340174	0.513849	0.519706	0.274563	0.747363	-0.0164401	-0.0197058	-0.259714	0.238204	adult_human_dg_mature_anchor	0.589122	0.590933	0.51007	0.670624	2982	single_nucleus_selected_bridge	dentate_gyrus	S1R3	SAD	0.913461	0.913557	0.850165	0.979935	0.517796	0.519428	0.293228	0.745143	gse325391_adult_dg	human	0.833389	0.839207	0.788021	0.88221	0.557421	0.563836	0.342007	0.779004	gse325391_adult_dg|GSE325391|S1R3|adult_human_dg_mature_anchor|human_dentate_anchor
human_dentate_anchor	0.661454	0.664293	0.484459	0.86048	0.206358	0	0	0.406744	dentate_candidate	0.0355111	0	0	0	0.448095	0.339005	0.339005	0.339005	GSE325391	0.140735	0	0	0.257967	0.422963	0.180955	0.180955	0.668194	-0.0251319	-0.15805	-0.15805	0.280105	adult_human_dg_differentiating_anchor	0.359116	0.366773	0.204162	0.504017	599	single_nucleus_selected_bridge	dentate_gyrus	S1R4	SAD	0.698563	0.716611	0.542062	0.874895	0.384678	0.311518	0.114202	0.633835	gse325391_adult_dg	human	0.573044	0.587881	0.476136	0.68591	0.312121	0.238874	0.107657	0.463024	gse325391_adult_dg|GSE325391|S1R4|adult_human_dg_differentiating_anchor|human_dentate_anchor
human_dentate_anchor	0.901624	0.915706	0.783198	1.03609	0.266105	0.282282	0.212598	0.35522	dentate_candidate	0.0539114	0	0	0.108405	0.534005	0.339005	0.339005	0.776832	GSE325391	0.214657	0.205453	0.0847081	0.325794	0.55021	0.538613	0.365838	0.794503	0.0162045	0.0229058	-0.15805	0.249018	adult_human_dg_mature_anchor	0.476029	0.477792	0.375535	0.586078	929	single_nucleus_selected_bridge	dentate_gyrus	S1R4	SAD	0.846175	0.855032	0.747864	0.944886	0.574895	0.587696	0.370419	0.793194	gse325391_adult_dg	human	0.741276	0.744614	0.674338	0.813707	0.621678	0.644634	0.434555	0.823953	gse325391_adult_dg|GSE325391|S1R4|adult_human_dg_mature_anchor|human_dentate_anchor
human_non_neuronal_background	0.65749	0.65749	0.65749	0.65749	1.21762	1.21762	1.21762	1.21762	non_dentate_background	0	0	0	0	0.322826	0.322826	0.322826	0.322826	GSE325391	0.87024	0.87024	0.87024	0.87024	0.997826	0.997826	0.997826	0.997826	0.675	0.675	0.675	0.675	adult_dg_background_warning	0.382909	0.382909	0.382909	0.382909	1	single_nucleus_selected_bridge	dentate_gyrus	S1R5	SAD	0.650393	0.650393	0.650393	0.650393	0.143478	0.143478	0.143478	0.143478	gse325391_adult_dg	human	0.563597	0.563597	0.563597	0.563597	0.119565	0.119565	0.119565	0.119565	gse325391_adult_dg|GSE325391|S1R5|adult_dg_background_warning|human_non_neuronal_background
