dataset	species	region	axis_type	axis_label	axis_order	comparison_group	module_id	module_label	paper_readout	trajectory_role	orientation	n_cells	n_genes_present	genes_present	module_score	mean_module_rank	median_detection_fraction	median_mean_log1p_expression	n_genes_defined	module_gene_coverage
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	3420	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	1.0	0.9204545454545454	0.6362573099415205	0.6135780516957543	11	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	3420	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.25	0.3416666666666667	0.008187134502923977	0.005912003295875671	15	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	3420	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.375	0.5865384615384616	0.007017543859649123	0.004864190740771546	13	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	3420	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.625	0.5833333333333334	0.15497076023391812	0.11342588323234867	9	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-juv	6.0	curated_dentate_granule_lineage	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	3420	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.4375	0.5	0.02865497076023392	0.020334524230207023	14	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	2613	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.25	0.29545454545454547	0.015308075009567547	0.010610749032681902	11	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	2613	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.25	0.3828125	0.15958668197474168	0.11757230228237579	16	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	2613	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.125	0.19444444444444445	0.0371220818982013	0.026041410918687724	9	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	2613	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.125	0.24431818181818182	0.012629161882893225	0.008909040209179625	11	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	2613	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.875	0.75	0.4845005740528129	0.4190377158314706	11	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	2613	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.125	0.2125	0.004209720627631076	0.002917955983987523	15	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	2613	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.375	0.39903846153846156	0.0057405281285878304	0.005060482566076454	13	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	2613	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.125	0.3194444444444444	0.09567546880979717	0.06802407628364948	9	1.0
GSE104323	Mus musculus	dentate_gyrus	adult_dentate_lineage_state	GC-adult	7.0	curated_dentate_granule_lineage	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	2613	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.1875	0.30357142857142855	0.013394565633371604	0.009439577660813719	14	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	2678	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.3333333333333333	0.5151515151515151	0.1273338312173263	0.0922171013378988	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	2678	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.5	0.6041666666666666	0.2376773711725168	0.18232313167983383	16	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	2678	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.6666666666666666	0.5925925925925926	0.2961165048543689	0.2933789935833586	9	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	2678	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	1.0	0.7575757575757575	0.3241224794622853	0.3693291150536471	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	2678	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	1.0	0.7878787878787878	0.4342793129200896	0.403809695012793	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	2678	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.3333333333333333	0.3333333333333333	0.2800597460791635	0.3345830036485295	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	2678	12	BDNF,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	1.0	0.7777777777777778	0.08495145631067955	0.06614396806318219	13	0.9230769230769231
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	2678	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.6666666666666666	0.7037037037037037	0.3319641523525019	0.268723900623098	9	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P0	0.0	candidate_cerebellar_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	2678	13	CDKN1A,CDKN1B,ID1,ID2,ID3,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.3333333333333333	0.5384615384615384	0.1743838685586258	0.1442376840083787	14	0.9285714285714286
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	2082	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	1.0	0.9090909090909091	0.1412103746397694	0.1042747130728512	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	2082	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	1.0	0.875	0.2898655139289145	0.2282435887777122	16	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	2082	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	1.0	0.9629629629629629	0.3559077809798271	0.3095760979821057	9	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	2082	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.6666666666666666	0.6666666666666666	0.1287223823246878	0.1040604965493624	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	2082	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.6666666666666666	0.8181818181818182	0.3155619596541786	0.291241333310634	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	2082	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	1.0	0.9555555555555555	0.547550432276657	0.7354839337342142	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	2082	12	BDNF,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.6666666666666666	0.7777777777777778	0.0593179634966378	0.04420050504052185	13	0.9230769230769231
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	2082	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	1.0	0.8148148148148148	0.3952929875120077	0.3257668062836938	9	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8a	8.1	candidate_cerebellar_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	2082	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.6666666666666666	0.7738095238095237	0.1678674351585014	0.14502516115298125	14	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	2697	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.6666666666666666	0.5757575757575757	0.1027067111605487	0.0731452782426812	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	2697	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.6666666666666666	0.5208333333333333	0.23099740452354464	0.182683221223349	16	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	2697	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.3333333333333333	0.4444444444444444	0.2710418984056359	0.2256348232069815	9	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	2697	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.6666666666666666	0.5757575757575757	0.0771227289581016	0.0610895796227943	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	2697	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.3333333333333333	0.3939393939393939	0.2595476455320726	0.2279440821865385	11	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	2697	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.6666666666666666	0.711111111111111	0.4998146088246199	0.6672584158222357	15	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	2697	12	BDNF,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.3333333333333333	0.4444444444444444	0.0483870967741935	0.034427356858674	13	0.9230769230769231
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	2697	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.3333333333333333	0.48148148148148145	0.3563218390804598	0.2959676077516585	9	1.0
GSE122357	Mus musculus	cerebellum	postnatal_cerebellar_age	P8b	8.2	candidate_cerebellar_granule_only	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	2697	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.6666666666666666	0.6904761904761905	0.15888023730070444	0.13431590246490865	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	63	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.5	0.5397727272727273	0.07936507936507936	0.17577997013859037	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	63	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.375	0.375	0.21428571428571427	0.6001508919161138	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	63	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.375	0.4027777777777778	0.047619047619047616	0.1030514259527059	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	63	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.5	0.5511363636363636	0.015873015873015872	0.019438539829380465	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	63	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.375	0.3194444444444444	0.25396825396825395	1.035971742781056	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	63	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.25	0.4041666666666667	0.07936507936507936	0.2292132464428689	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	63	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.5625	0.5721153846153846	0.07936507936507936	0.11200112188300712	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	63	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.375	0.3194444444444444	0.15873015873015872	0.48628601305514174	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_1hr	0.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	63	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.40625	0.41964285714285715	0.031746031746031744	0.037995966212555916	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	42	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.25	0.35795454545454547	0.023809523809523808	0.057092744590437394	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	42	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.375	0.453125	0.21428571428571427	0.5944918661586391	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	42	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.625	0.6111111111111112	0.11904761904761904	0.3363220300104031	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	42	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.375	0.4034090909090909	0.0	0.0	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	42	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.375	0.3888888888888889	0.30952380952380953	0.842621581510817	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	42	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.4375	0.49166666666666664	0.14285714285714285	0.2534906317387816	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	42	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.5	0.44711538461538464	0.047619047619047616	0.10247774031438499	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	42	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.375	0.3888888888888889	0.14285714285714285	0.4251704657197929	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_1hr	1.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	42	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.59375	0.6071428571428571	0.047619047619047616	0.13703384879483219	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	44	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.5	0.5454545454545454	0.045454545454545456	0.1186481357748551	11	1.0
