dataset	species	region	axis_type	axis_label	axis_order	comparison_group	module_id	module_label	paper_readout	trajectory_role	orientation	n_cells	n_genes_present	genes_present	module_score	mean_module_rank	median_detection_fraction	median_mean_log1p_expression	n_genes_defined	module_gene_coverage
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	44	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.4375	0.43359375	0.25	0.7432952319262072	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	44	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.5	0.5347222222222222	0.11363636363636363	0.2754678848457503	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	44	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.4375	0.5284090909090909	0.022727272727272728	0.10137395682009487	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	44	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.5	0.4444444444444444	0.38636363636363635	1.417282636153154	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	44	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.5	0.6041666666666666	0.11363636363636363	0.23384732769218886	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	44	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.5	0.4807692307692308	0.022727272727272728	0.12548774813323285	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	44	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.375	0.5	0.13636363636363635	0.34705204565162967	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_1hr	2.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	44	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.5	0.49107142857142855	0.03409090909090909	0.10391137010763224	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	61	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.375	0.4602272727272727	0.03278688524590164	0.07516674654887544	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	61	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.6875	0.578125	0.23770491803278687	0.6598668161993351	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	61	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.5625	0.5972222222222222	0.3114754098360656	0.9035934415024939	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	61	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.4375	0.4375	0.01639344262295082	0.023003692160325773	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	61	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.125	0.3333333333333333	0.2786885245901639	1.0771117346551646	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	61	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.375	0.3958333333333333	0.06557377049180328	0.19552570594802415	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	61	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.5	0.47596153846153844	0.03278688524590164	0.047154599759480643	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	61	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.25	0.4722222222222222	0.19672131147540983	0.3602236665865543	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_1hr	3.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	61	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.46875	0.5178571428571429	0.03278688524590164	0.059666547831267375	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	61	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.75	0.7215909090909091	0.11475409836065574	0.24472318728168993	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	61	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.5	0.51171875	0.22950819672131148	0.7230872342801289	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	61	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.5	0.5138888888888888	0.08196721311475409	0.2109463796557172	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	61	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.75	0.6988636363636364	0.04918032786885246	0.06871658947277856	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	61	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.75	0.7638888888888888	0.4262295081967213	1.2689447969147998	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	61	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.75	0.6458333333333334	0.19672131147540983	0.3213701356457238	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	61	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.75	0.6586538461538461	0.14754098360655737	0.25524164681558975	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	61	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.625	0.6111111111111112	0.26229508196721313	0.8550215534847481	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immature_4hr	4.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	61	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.5625	0.5714285714285714	0.02459016393442623	0.03186664190868116	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	32	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.875	0.7159090909090909	0.09375	0.18594374206969147	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	32	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.75	0.71875	0.328125	0.8417069378495984	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	32	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.625	0.6388888888888888	0.1875	0.8057034085387994	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	32	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.4375	0.5397727272727273	0.0	0.0	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	32	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.875	0.7638888888888888	0.59375	1.9308541657039386	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	32	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.5	0.6083333333333333	0.09375	0.2866968312696537	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	32	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.5	0.5913461538461539	0.0625	0.15636493167277365	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	32	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.75	0.7638888888888888	0.1875	0.5197601213682711	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	immatureactive_4hr	5.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	32	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.6875	0.6651785714285714	0.0625	0.25921569068274497	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	44	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.75	0.6022727272727273	0.06818181818181818	0.11233846067718715	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	44	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.75	0.6796875	0.2954545454545454	0.9491162628708528	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	44	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.5625	0.6388888888888888	0.1590909090909091	0.5346841306553187	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	44	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.625	0.6363636363636364	0.022727272727272728	0.04993692221218681	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	44	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.875	0.7916666666666666	0.5454545454545454	2.0194199640260053	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	44	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.875	0.75	0.13636363636363635	0.5121804339445402	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	44	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.5625	0.6634615384615384	0.09090909090909091	0.38307855189739504	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	44	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.75	0.7222222222222222	0.20454545454545456	0.824149536429973	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	mature_4hr	6.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	44	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.59375	0.6517857142857143	0.03409090909090909	0.15151427345893526	14	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	54	11	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP7,CASP8,CASP9,PMAIP1	0.5	0.5568181818181818	0.05555555555555555	0.1949463742046399	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	54	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.875	0.75	0.4814814814814815	1.0326740666950478	16	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	54	9	BTG1,BTG2,CDKN1A,CDKN1B,CDKN1C,GADD45A,GADD45B,TOB1,TOB2	0.625	0.5625	0.16666666666666666	0.5088882779104656	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	54	11	ASCL1,ATOH1,DCX,EOMES,HES1,HES5,NES,NEUROD1,NEUROD2,SOX11,SOX2	0.75	0.7045454545454546	0.05555555555555555	0.055290406253712766	11	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	54	9	CAMK2A,DLG4,NEFL,NEFM,SNAP25,SYN1,SYN2,SYP,TUBB3	0.625	0.6944444444444444	0.46296296296296297	2.076121997905214	11	0.8181818181818182
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	54	15	AURKB,CCNB1,CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,MYBL2,PCNA,TOP2A	0.625	0.6	0.09259259259259259	0.29298527653564194	15	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	54	13	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,RELN,SEMA3A,SFRP1,SFRP2,SLIT2,TGFB2,TGFB3	0.5625	0.6105769230769231	0.05555555555555555	0.1988221606568747	13	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	survival_neuroprotection	Survival/neuroprotection proxy	neuroprotective conditioned-medium fractions	survival_context	0	54	9	AKT1,AKT2,BCL2,BCL2L1,BCL2L2,BDNF,CREB1,MCL1,NTRK2	0.875	0.7222222222222222	0.25925925925925924	0.6527200900049444	9	1.0
GSE214309	Mus musculus	dentate_gyrus	adult_dentate_activity_maturation_state	matureactive_4hr	7.0	adult_DGC_maturation_activity_state	tgf_smad_pai1_response	TGF-beta/SMAD/PAI1 response	TGF-beta receptor, SMAD2/3/4, p3TP/PAI1 response	stop_or_maturation	1	54	14	CDKN1A,CDKN1B,ID1,ID2,ID3,SERPINE1,SMAD2,SMAD3,SMAD4,TGFB2,TGFB3,TGFBI,TGFBR1,TGFBR2	0.53125	0.5758928571428571	0.05555555555555555	0.22680056396075948	14	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	apoptosis_execution	TUNEL/apoptosis proxy	TUNEL and Hoechst apoptotic morphology	apoptosis_or_stress	0	94	8	APAF1,BAD,BAK1,BAX,BBC3,BID,CASP3,CASP9	0.8	0.75	0.2021276595744681	0.8866835964481306	11	0.7272727272727273
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	bdnf_erk_response	BDNF/TrkB/ERK response	BDNF, TRKB, ERK1/2, immediate early MAPK response	context_dependent_maturation	1	94	16	BDNF,CREB1,DUSP1,DUSP6,EGR1,ELK1,FOS,GRB2,JUN,MAP2K1,MAP2K2,MAPK1,MAPK3,NTRK2,SHC1,SOS1	0.6	0.625	0.48936170212765956	2.1487179242494676	16	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	cell_cycle_exit_p21_p27	p21/p27 cell-cycle exit	p21 and p27 induction	stop_or_maturation	1	94	8	BTG1,BTG2,CDKN1A,CDKN1B,GADD45A,GADD45B,TOB1,TOB2	0.8	0.775	0.25	0.7932617482533624	9	0.8888888888888888
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	immature_progenitor_state	Nestin/Mash1/Math1 immature state	Nestin, MASH1/ASCL1, MATH1/ATOH1, immature neuron context	early_or_proliferative	-1	94	7	ASCL1,DCX,HES1,HES5,NEUROD1,NEUROD2,SOX11	0.6	0.6571428571428571	0.6595744680851063	2.4624916670596004	11	0.6363636363636364
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	neuronal_differentiation_maturation	TuJ1/MAP2/synapsin maturation	TuJ1, MAP2a/b, synapsin, neuronal maturity/differentiation	stop_or_maturation	1	94	11	CAMK2A,DLG4,MAP2,NEFL,NEFM,RBFOX3,SNAP25,SYN1,SYN2,SYP,TUBB3	0.6	0.5636363636363636	0.9574468085106383	5.821560244643158	11	1.0
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	proliferation_brdU_proxy	BrdU/proliferation proxy	BrdU incorporation and cell proliferation	early_or_proliferative	-1	94	11	CCND1,CCND2,CCNE1,E2F1,MCM2,MCM3,MCM4,MCM5,MCM6,MKI67,PCNA	0.6	0.7454545454545454	0.1276595744680851	0.6041972160374582	15	0.7333333333333333
GSE292261	Mus musculus	dentate_gyrus	postnatal_dentate_age	P5	5.0	all_DG_cells	secreted_stop_candidate_axis	Secreted stop-factor candidate axis	proteinaceous conditioned-medium stop/differentiation factors	stop_or_maturation	1	94	10	BDNF,BMP6,CXCL12,GDF11,INHBB,NTF3,SEMA3A,SFRP1,SLIT2,TGFB2	0.9	0.8400000000000001	0.19680851063829788	0.889702258108305	13	0.7692307692307693
