dataset	sample	group	panel	gene	source_gene_symbol	format	observations	nonzero_observations	detection_fraction	total_expression	mean_all_observations	mean_nonzero_observations	source_path
GSE95752	C1_all_cells	DG05	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	126	97	0.769841	303	2.40476	3.12371	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	59	38	0.644068	97	1.64407	2.55263	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG09	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	110	71	0.645455	175	1.59091	2.46479	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	155	61	0.393548	121	0.780645	1.98361	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	85	52	0.611765	148	1.74118	2.84615	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	118	71	0.601695	183	1.55085	2.57746	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	119	94	0.789916	352	2.95798	3.74468	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	76	15	0.197368	16	0.210526	1.06667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	136	75	0.551471	248	1.82353	3.30667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	94	75	0.797872	265	2.81915	3.53333	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	87	22	0.252874	32	0.367816	1.45455	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	75	31	0.413333	63	0.84	2.03226	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	53	36	0.679245	71	1.33962	1.97222	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	42	30	0.714286	73	1.7381	2.43333	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	79	40	0.506329	76	0.962025	1.9	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	morphogenesis_cytoskeleton	Cdk5r1	Cdk5r1	wide_gene_by_observation_table	129	105	0.813953	314	2.43411	2.99048	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	all	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	2303	1350	0.586192	4859	2.10986	3.59926	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	all	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	2303	1350	0.586192	4859	2.10986	3.59926	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	39	27	0.692308	135	3.46154	5	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	39	27	0.692308	135	3.46154	5	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	58	41	0.706897	183	3.15517	4.46341	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	58	41	0.706897	183	3.15517	4.46341	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	120	56	0.466667	160	1.33333	2.85714	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	120	56	0.466667	160	1.33333	2.85714	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	132	96	0.727273	307	2.32576	3.19792	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	132	96	0.727273	307	2.32576	3.19792	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	132	95	0.719697	322	2.43939	3.38947	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	132	95	0.719697	322	2.43939	3.38947	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	40	28	0.7	104	2.6	3.71429	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	40	28	0.7	104	2.6	3.71429	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	121	69	0.570248	240	1.98347	3.47826	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	121	69	0.570248	240	1.98347	3.47826	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	118	83	0.70339	394	3.33898	4.74699	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	118	83	0.70339	394	3.33898	4.74699	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	126	98	0.777778	443	3.51587	4.52041	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	126	98	0.777778	443	3.51587	4.52041	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	59	44	0.745763	162	2.74576	3.68182	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	59	44	0.745763	162	2.74576	3.68182	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG09	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	110	70	0.636364	210	1.90909	3	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG09	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	110	70	0.636364	210	1.90909	3	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	155	76	0.490323	278	1.79355	3.65789	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	155	76	0.490323	278	1.79355	3.65789	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	85	55	0.647059	241	2.83529	4.38182	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	85	55	0.647059	241	2.83529	4.38182	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	118	81	0.686441	379	3.21186	4.67901	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	118	81	0.686441	379	3.21186	4.67901	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	119	73	0.613445	146	1.22689	2	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	119	73	0.613445	146	1.22689	2	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	76	1	0.0131579	2	0.0263158	2	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	76	1	0.0131579	2	0.0263158	2	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	136	75	0.551471	212	1.55882	2.82667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	136	75	0.551471	212	1.55882	2.82667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	94	66	0.702128	239	2.54255	3.62121	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	94	66	0.702128	239	2.54255	3.62121	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	87	7	0.0804598	16	0.183908	2.28571	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	87	7	0.0804598	16	0.183908	2.28571	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	75	33	0.44	79	1.05333	2.39394	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	75	33	0.44	79	1.05333	2.39394	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	53	31	0.584906	114	2.15094	3.67742	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	53	31	0.584906	114	2.15094	3.67742	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	42	29	0.690476	148	3.52381	5.10345	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	42	29	0.690476	148	3.52381	5.10345	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	79	47	0.594937	201	2.5443	4.2766	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	79	47	0.594937	201	2.5443	4.2766	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	dentate_identity	Neurod2	Neurod2	wide_gene_by_observation_table	129	69	0.534884	144	1.11628	2.08696	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	shared_granule_neuronal	Neurod2	Neurod2	wide_gene_by_observation_table	129	69	0.534884	144	1.11628	2.08696	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	all	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	2303	1746	0.758142	8108	3.52063	4.64376	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	39	31	0.794872	81	2.07692	2.6129	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	58	48	0.827586	129	2.22414	2.6875	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	120	90	0.75	528	4.4	5.86667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	132	120	0.909091	715	5.41667	5.95833	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	132	102	0.772727	284	2.15152	2.78431	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	40	30	0.75	108	2.7	3.6	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	121	78	0.644628	194	1.60331	2.48718	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	118	94	0.79661	279	2.36441	2.96809	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	126	93	0.738095	283	2.24603	3.04301	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	59	43	0.728814	105	1.77966	2.44186	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG09	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	110	84	0.763636	236	2.14545	2.80952	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	155	104	0.670968	212	1.36774	2.03846	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	85	54	0.635294	148	1.74118	2.74074	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	118	91	0.771186	262	2.22034	2.87912	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	119	110	0.92437	997	8.37815	9.06364	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	76	33	0.434211	56	0.736842	1.69697	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	136	114	0.838235	718	5.27941	6.29825	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	94	84	0.893617	487	5.18085	5.79762	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	87	51	0.586207	142	1.63218	2.78431	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	75	46	0.613333	100	1.33333	2.17391	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	53	38	0.716981	92	1.73585	2.42105	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	42	35	0.833333	85	2.02381	2.42857	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	79	50	0.632911	120	1.51899	2.4	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	129	123	0.953488	1747	13.5426	14.2033	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	all	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	2303	184	0.0798958	483	0.209726	2.625	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	39	4	0.102564	16	0.410256	4	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	58	2	0.0344828	6	0.103448	3	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	120	14	0.116667	27	0.225	1.92857	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	132	2	0.0151515	8	0.0606061	4	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	132	7	0.0530303	10	0.0757576	1.42857	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	40	2	0.05	7	0.175	3.5	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	121	13	0.107438	31	0.256198	2.38462	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	118	9	0.0762712	44	0.372881	4.88889	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	126	9	0.0714286	21	0.166667	2.33333	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	59	4	0.0677966	11	0.186441	2.75	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG09	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	110	6	0.0545455	14	0.127273	2.33333	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG17	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	155	23	0.148387	73	0.470968	3.17391	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG12	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	85	9	0.105882	14	0.164706	1.55556	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG08	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	118	6	0.0508475	21	0.177966	3.5	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG22	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	119	1	0.00840336	3	0.0252101	3	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG18	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	76	17	0.223684	28	0.368421	1.64706	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG21	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	136	5	0.0367647	7	0.0514706	1.4	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG25	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	94	9	0.0957447	19	0.202128	2.11111	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG19	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	87	13	0.149425	47	0.54023	3.61538	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG10	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	75	12	0.16	20	0.266667	1.66667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG16	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	53	3	0.0566038	8	0.150943	2.66667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG06	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	42	4	0.0952381	23	0.547619	5.75	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG13	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	79	10	0.126582	25	0.316456	2.5	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG20	cerebellar_identity	Grin2c	Grin2c	wide_gene_by_observation_table	129	0	0	0	0	0	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	all	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	2303	244	0.105949	325	0.14112	1.33197	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG03	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	39	6	0.153846	8	0.205128	1.33333	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG04	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	58	8	0.137931	10	0.172414	1.25	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG23	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	120	8	0.0666667	12	0.1	1.5	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG24	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	132	10	0.0757576	15	0.113636	1.5	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG15	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	132	15	0.113636	19	0.143939	1.26667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DC12	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	40	3	0.075	4	0.1	1.33333	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG11	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	121	12	0.0991736	13	0.107438	1.08333	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG07	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	118	15	0.127119	16	0.135593	1.06667	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG05	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	126	19	0.150794	26	0.206349	1.36842	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
GSE95752	C1_all_cells	DG14	cerebellar_identity	Etv1	Etv1	wide_gene_by_observation_table	59	5	0.0847458	8	0.135593	1.6	External_Data/GEO/GSE95752/GSE95752_C1_expression_data.tab.gz
