dataset	sample	group	panel	gene	source_gene_symbol	format	observations	nonzero_observations	detection_fraction	total_expression	mean_all_observations	mean_nonzero_observations	source_path
GSE104323	10X_all_cells	RGL_young	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	686	281	0.409621	442	0.644315	1.57295	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Ependymal	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	182	95	0.521978	189	1.03846	1.98947	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	PVM	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	79	10	0.126582	14	0.177215	1.4	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MiCajal-Retziusoglia	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	428	71	0.165888	86	0.200935	1.21127	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Endothelial	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	543	73	0.134438	89	0.163904	1.21918	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	VLMC	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	160	23	0.14375	37	0.23125	1.6087	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MOL	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	704	139	0.197443	177	0.25142	1.27338	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	NFOL	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	232	124	0.534483	207	0.892241	1.66935	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	OPC	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	794	375	0.472292	641	0.807305	1.70933	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC-perin	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	468	248	0.529915	422	0.901709	1.70161	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	353	233	0.660057	496	1.4051	2.12876	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Neuroblast	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	1381	875	0.633599	1555	1.126	1.77714	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GC	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	2419	1663	0.687474	3625	1.49855	2.1798	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Pyr	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	4520	3878	0.857965	11482	2.54027	2.9608	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Cajal-Retzius	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	535	344	0.642991	784	1.46542	2.27907	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GABA	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	1024	799	0.780273	2017	1.96973	2.52441	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GABA	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	209	147	0.703349	411	1.96651	2.79592	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	CA3-Pyr	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	532	422	0.793233	1390	2.61278	3.29384	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-juv	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	3420	2176	0.636257	3878	1.13392	1.78217	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-adult	shared_granule_neuronal	Map2	Map2	wide_gene_by_observation_table	2613	1300	0.497512	1925	0.736701	1.48077	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	all	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	24185	13284	0.549266	79237	3.27629	5.96484	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	199	61	0.306533	85	0.427136	1.39344	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-adult	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	1232	180	0.146104	197	0.159903	1.09444	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-juv	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	821	166	0.202192	185	0.225335	1.11446	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Astro	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	651	226	0.347158	380	0.583717	1.68142	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL_young	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	686	162	0.236152	252	0.367347	1.55556	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Ependymal	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	182	35	0.192308	100	0.549451	2.85714	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	PVM	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	79	7	0.0886076	7	0.0886076	1	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MiCajal-Retziusoglia	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	428	56	0.130841	58	0.135514	1.03571	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Endothelial	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	543	55	0.101289	67	0.123389	1.21818	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	VLMC	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	160	27	0.16875	58	0.3625	2.14815	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MOL	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	704	531	0.754261	1368	1.94318	2.57627	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	NFOL	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	232	138	0.594828	320	1.37931	2.31884	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	OPC	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	794	322	0.405542	558	0.702771	1.73292	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC-perin	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	468	135	0.288462	219	0.467949	1.62222	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	353	108	0.305949	246	0.696884	2.27778	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Neuroblast	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	1381	593	0.429399	1060	0.76756	1.78752	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GC	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	2419	2038	0.842497	8519	3.5217	4.18008	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Pyr	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	4520	4419	0.977655	50975	11.2777	11.5354	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Cajal-Retzius	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	535	369	0.68972	1387	2.59252	3.75881	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GABA	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	1024	996	0.972656	8801	8.59473	8.83635	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GABA	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	209	143	0.684211	411	1.96651	2.87413	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	CA3-Pyr	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	532	368	0.691729	1033	1.94173	2.80707	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-juv	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	3420	1447	0.423099	2088	0.610526	1.44299	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-adult	morphogenesis_cytoskeleton	Mapt	Mapt	wide_gene_by_observation_table	2613	702	0.268657	863	0.330272	1.22934	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	all	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	24185	5517	0.228117	8904	0.368162	1.61392	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	199	15	0.0753769	16	0.080402	1.06667	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-adult	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	1232	6	0.00487013	7	0.00568182	1.16667	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-juv	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	821	5	0.00609013	5	0.00609013	1	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Astro	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	651	100	0.15361	125	0.192012	1.25	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL_young	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	686	178	0.259475	250	0.364431	1.40449	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Ependymal	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	182	23	0.126374	27	0.148352	1.17391	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	PVM	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	79	0	0	0	0	0	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MiCajal-Retziusoglia	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	428	14	0.0327103	17	0.0397196	1.21429	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Endothelial	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	543	24	0.0441989	28	0.0515654	1.16667	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	VLMC	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	160	28	0.175	33	0.20625	1.17857	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MOL	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	704	3	0.00426136	3	0.00426136	1	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	NFOL	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	232	20	0.0862069	22	0.0948276	1.1	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	OPC	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	794	102	0.128463	127	0.15995	1.2451	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC-perin	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	468	173	0.369658	260	0.555556	1.50289	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	353	217	0.614731	500	1.41643	2.30415	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Neuroblast	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	1381	769	0.556843	1309	0.947864	1.70221	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GC	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	2419	818	0.338156	1236	0.510955	1.511	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Pyr	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	4520	2446	0.54115	4118	0.911062	1.68357	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Cajal-Retzius	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	535	137	0.256075	223	0.416822	1.62774	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GABA	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	1024	383	0.374023	539	0.526367	1.40731	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GABA	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	209	8	0.0382775	9	0.0430622	1.125	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	CA3-Pyr	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	532	14	0.0263158	15	0.0281955	1.07143	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-juv	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	3420	30	0.00877193	31	0.00906433	1.03333	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-adult	dentate_identity	Mex3a	Mex3a	wide_gene_by_observation_table	2613	4	0.00153081	4	0.00153081	1	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	all	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	24185	15459	0.639198	49446	2.04449	3.19853	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	199	53	0.266332	73	0.366834	1.37736	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-adult	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	1232	429	0.348214	581	0.471591	1.35431	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-juv	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	821	351	0.427527	483	0.588307	1.37607	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Astro	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	651	408	0.626728	726	1.11521	1.77941	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL_young	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	686	349	0.508746	586	0.854227	1.67908	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Ependymal	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	182	98	0.538462	259	1.42308	2.64286	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	PVM	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	79	6	0.0759494	14	0.177215	2.33333	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MiCajal-Retziusoglia	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	428	41	0.0957944	53	0.123832	1.29268	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Endothelial	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	543	54	0.0994475	81	0.149171	1.5	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	VLMC	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	160	31	0.19375	53	0.33125	1.70968	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MOL	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	704	417	0.59233	753	1.0696	1.80576	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	NFOL	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	232	172	0.741379	553	2.38362	3.21512	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	OPC	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	794	526	0.662469	1081	1.36146	2.05513	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC-perin	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	468	299	0.638889	554	1.18376	1.85284	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	353	222	0.628895	571	1.61756	2.57207	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Neuroblast	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	1381	745	0.539464	1703	1.23316	2.28591	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GC	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	2419	1986	0.821	6630	2.7408	3.33837	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Pyr	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	4520	4033	0.892257	20751	4.59093	5.1453	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Cajal-Retzius	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	535	359	0.671028	933	1.74393	2.59889	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GABA	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	1024	924	0.902344	5233	5.11035	5.66342	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GABA	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	209	147	0.703349	526	2.51675	3.57823	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	CA3-Pyr	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	532	355	0.667293	1036	1.94737	2.91831	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-juv	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	3420	2173	0.63538	4034	1.17953	1.85642	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-adult	morphogenesis_cytoskeleton	Ncam1	Ncam1	wide_gene_by_observation_table	2613	1281	0.490241	2179	0.833907	1.70101	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	all	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	24185	20710	0.856316	124307	5.13984	6.00227	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	199	96	0.482412	185	0.929648	1.92708	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-adult	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	1232	597	0.484578	872	0.707792	1.46064	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Astro-juv	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	821	653	0.795371	1901	2.31547	2.91118	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Astro	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	651	632	0.970814	3081	4.73272	4.875	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	RGL_young	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	686	665	0.969388	2950	4.30029	4.43609	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Ependymal	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	182	151	0.82967	890	4.89011	5.89404	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	PVM	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	79	51	0.64557	119	1.50633	2.33333	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MiCajal-Retziusoglia	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	428	280	0.654206	663	1.54907	2.36786	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Endothelial	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	543	425	0.782689	1569	2.8895	3.69176	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	VLMC	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	160	152	0.95	1205	7.53125	7.92763	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	MOL	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	704	480	0.681818	1553	2.20597	3.23542	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	NFOL	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	232	194	0.836207	788	3.39655	4.06186	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	OPC	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	794	611	0.769521	2105	2.65113	3.44517	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC-perin	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	468	462	0.987179	2920	6.23932	6.32035	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	nIPC	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	353	320	0.906516	1533	4.34278	4.79063	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Neuroblast	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	1381	1280	0.926865	4926	3.56698	3.84844	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GC	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	2419	2348	0.970649	15617	6.45597	6.65119	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-Pyr	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	4520	4470	0.988938	43720	9.67257	9.78076	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Cajal-Retzius	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	535	508	0.949533	3222	6.02243	6.34252	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	Immature-GABA	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	1024	1016	0.992188	12533	12.2393	12.3356	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GABA	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	209	188	0.899522	1705	8.15789	9.06915	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	CA3-Pyr	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	532	508	0.954887	3340	6.2782	6.5748	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
GSE104323	10X_all_cells	GC-juv	metabolic_proteomic_validation	Ndufa4	Ndufa4	wide_gene_by_observation_table	3420	3078	0.9	14333	4.19094	4.6566	External_Data/GEO/GSE104323/GSE104323_10X_expression_data_V2.tab.gz
