gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	branch_specificity
FOCAD	FOCAD	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.58072139283489e-11	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.774254949071575	0.057864845300843175	5	3	8.904294885251951e-11	0.23428822380991143	True	False	False	0.6666666666666666	0.057864845300843175	dentate_biased
FRS2	FRS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.49617453572322e-23	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.631578947368421	0.049581488149699024	6	2	1.488625031185167e-22	0.23428822380991143	True	False	False	0.6666666666666666	0.049581488149699024	dentate_biased
FTX	FTX	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.48913816574645e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.9762525887439596	0.06715107116368073	6	3	1.9386970635680507e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.06715107116368073	dentate_biased
FYN	FYN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.762542842583194e-26	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8220198675496688	0.4957043157359321	7	3	5.210396022228651e-25	0.23428822380991143	True	False	False	0.6666666666666666	0.4957043157359321	dentate_biased
GALNT11	GALNT11	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5816091954022988	0.18832351272387127	7	3	4.2189899403924324e-12	0.23428822380991143	True	False	False	0.6666666666666666	0.18832351272387127	dentate_biased
GBF1	GBF1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5035882714783678	0.22293876534819884	7	2	2.468918442539381e-13	0.44652159914500644	True	False	False	0.6666666666666666	0.22293876534819884	dentate_biased
GCC2	GCC2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5394736842105263	0.2413712963170734	7	3	1.0380442664574929e-12	0.44652159914500644	True	False	False	0.6666666666666666	0.2413712963170734	dentate_biased
GLG1	GLG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7068965517241379	0.3330834945717014	7	3	2.3936688498484222e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.3330834945717014	dentate_biased
GLRB	GLRB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5574468085106383	0.22420337892780856	7	3	4.2189899403924324e-12	0.44652159914500644	True	False	False	0.6666666666666666	0.22420337892780856	dentate_biased
GLS	GLS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5465110373514467e-11	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8085977482088025	0.15497276175807878	7	2	3.52032022945525e-11	0.44652159914500644	True	False	False	0.6666666666666666	0.15497276175807878	dentate_biased
GPR158	GPR158	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2685308919734722e-09	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.5884463580911374	0.02617173123734216	7	1	1.5987469521734232e-09	0.23428822380991143	True	False	False	0.6666666666666666	0.02617173123734216	dentate_biased
GTDC1	GTDC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.234777731372056e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7776307081403044	0.1924312665408326	7	3	2.061765126517313e-13	0.23428822380991143	True	False	False	0.6666666666666666	0.1924312665408326	dentate_biased
GTF2I	GTF2I	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8418379685610641	0.6010996544014018	7	3	2.3936688498484222e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.6010996544014018	dentate_biased
GUCY1A2	GUCY1A2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.0406976109056193e-14	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7762836185819071	0.032898067211147915	6	2	3.6947187963725277e-14	0.44652159914500644	True	False	False	0.6666666666666666	0.032898067211147915	dentate_biased
HACD3	HACD3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.5	0.5	1.2660076498595917e-25	5	10	0.6666666666666666	0.5	0.16666666666666663	0.279856900439653	0.5336322869955157	0.41564701520207636	5	2	2.003544469553728e-24	0.44652159914500644	True	False	False	0.6666666666666666	0.41564701520207636	dentate_biased
HDAC8	HDAC8	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.2106330018675393e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6754057428214731	0.1122468769333842	4	3	5.073929080476923e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.1122468769333842	dentate_biased
HDAC9	HDAC9	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.59946154156911e-23	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.7550394390885189	0.056907907988559	5	3	7.460892833465361e-22	0.23428822380991143	True	False	False	0.6666666666666666	0.056907907988559	dentate_biased
HECTD2	HECTD2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.48758278145695366	0.0849195765601442	7	3	1.3342153707569805e-13	0.23428822380991143	True	False	False	0.6666666666666666	0.0849195765601442	dentate_biased
HECW2	HECW2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.4087400563284234e-10	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7763157894736842	0.10027285093160401	6	2	5.681852158155883e-10	0.23428822380991143	True	False	False	0.6666666666666666	0.10027285093160401	dentate_biased
HELZ	HELZ	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6050850932950584	0.23386091818704224	7	3	4.6570471277792435e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.23386091818704224	dentate_biased
HERC1	HERC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8060531192093885	0.3514282065994984	7	3	1.0380442664574929e-12	0.44652159914500644	True	False	False	0.6666666666666666	0.3514282065994984	dentate_biased
HERC2	HERC2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3668620952416363e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6772216547497446	0.29833043355216216	7	3	2.8128310100371055e-15	0.44652159914500644	True	False	False	0.6666666666666666	0.29833043355216216	dentate_biased
HK1	HK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.4581497797356828	0.1747926057820844	7	3	1.2887000364288546e-14	0.44652159914500644	True	False	False	0.6666666666666666	0.1747926057820844	dentate_biased
HMBOX1	HMBOX1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6317103620474407	0.21810746621214533	7	3	1.6275986099151576e-19	0.23428822380991143	True	False	False	0.6666666666666666	0.21810746621214533	dentate_biased
HOOK3	HOOK3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.100808006620339e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6320317670416943	0.337490209529427	7	3	3.0454752121932595e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.337490209529427	dentate_biased
HTR4	HTR4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	3	6	0.6666666666666666	0.5	0.16666666666666663	0.24812123722213147	0.6691635455680399	0.06451612903225806	6	1	1.4460279855484823e-15	0.44652159914500644	True	False	False	0.6666666666666666	0.06451612903225806	dentate_biased
HTT	HTT	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.03276429201347e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6457399103139013	0.18482164514098812	7	3	1.2250792366074533e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.18482164514098812	dentate_biased
HUWE1	HUWE1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3797433769793204e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6367816091954023	0.5143629488219734	7	3	8.93021346828399e-19	0.23428822380991143	True	False	False	0.6666666666666666	0.5143629488219734	dentate_biased
ICA1L	ICA1L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.726457399103139	0.08895753288488291	7	3	4.365475355328137e-19	0.44652159914500644	True	False	False	0.6666666666666666	0.08895753288488291	dentate_biased
INPP4A	INPP4A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7368421052631579	0.21014201889806938	7	3	2.342041309412446e-18	0.44652159914500644	True	False	False	0.6666666666666666	0.21014201889806938	dentate_biased
INSR	INSR	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5555555555555556	0.1238297202197916	7	3	1.2142201003709152e-16	0.23428822380991143	True	False	False	0.6666666666666666	0.1238297202197916	dentate_biased
INVS	INVS	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.8610555808965913e-19	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.6125827814569537	0.06185573895212847	6	2	7.393094423012283e-19	0.23428822380991143	True	False	False	0.6666666666666666	0.06185573895212847	dentate_biased
ITFG1	ITFG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.803921568627451	0.5006449231478121	7	3	2.468918442539381e-13	0.23428822380991143	True	False	False	0.6666666666666666	0.5006449231478121	dentate_biased
ITM2B	ITM2B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.8526996800741386e-18	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.7337110481586402	0.7701832822537411	7	3	5.807089026128333e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.7337110481586402	dentate_biased
JAK1	JAK1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7620396600566572	0.3003248965618748	7	3	2.3936688498484222e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.3003248965618748	dentate_biased
JARID2	JARID2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.9915515691760797e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5940573341703285	0.35003803991840654	7	3	1.0923695881385383e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.35003803991840654	dentate_biased
JPH1	JPH1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.818956200293058e-25	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6218229623137599	0.040443325329990946	7	2	1.0404488342598554e-23	0.44652159914500644	True	False	False	0.6666666666666666	0.040443325329990946	dentate_biased
JPX	JPX	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.3541205955966727e-22	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7563156340938805	0.1178182891183776	5	3	1.0603204230502465e-21	0.23428822380991143	True	False	False	0.6666666666666666	0.1178182891183776	dentate_biased
KCNAB2	KCNAB2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.445370217156958e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.525096525096525	0.06546507577895094	7	2	6.799825296645535e-15	0.23428822380991143	True	False	False	0.6666666666666666	0.06546507577895094	dentate_biased
KCNC2	KCNC2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.46224967992404e-20	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7615480649188514	0.025268710160242205	3	1	2.313988194483446e-19	0.44652159914500644	True	False	False	0.6666666666666666	0.025268710160242205	dentate_biased
KCNH1	KCNH1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.4609010821207194e-21	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.7787286063569682	0.002454266772556692	7	1	1.4544126558909648e-20	0.23428822380991143	True	False	False	0.6666666666666666	0.002454266772556692	dentate_biased
KDM2A	KDM2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3668620952416363e-15	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.634207240948814	0.2737821616290488	7	3	2.8128310100371055e-15	0.23428822380991143	True	False	False	0.6666666666666666	0.2737821616290488	dentate_biased
KDM4B	KDM4B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.8084595440445163e-10	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5033112582781457	0.15546253464330162	7	3	4.919921829084309e-10	0.23428822380991143	True	False	False	0.6666666666666666	0.15546253464330162	dentate_biased
KHDRBS2	KHDRBS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.769045570690573e-06	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6298157453936348	0.20871885265718676	7	3	4.0470593281326e-06	0.44652159914500644	True	False	False	0.6666666666666666	0.20871885265718676	dentate_biased
KIF1A	KIF1A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5031781833094116	0.36768349490242536	7	3	6.184467005262653e-11	0.44652159914500644	True	False	False	0.6666666666666666	0.36768349490242536	dentate_biased
KIF2A	KIF2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1463558475612274e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5995475113122172	0.2605600843716842	7	3	3.903368655196707e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.2605600843716842	dentate_biased
KIF3C	KIF3C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.526343668782112e-07	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.41470888661899896	0.2194751915310937	7	3	4.968441000803846e-07	0.23428822380991143	True	False	False	0.6666666666666666	0.2194751915310937	dentate_biased
KIF5A	KIF5A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.097979918855477e-07	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.3527090060997488	0.21926212013926405	7	3	2.3157854676832213e-07	0.44652159914500644	True	False	False	0.6666666666666666	0.21926212013926405	dentate_biased
KIFAP3	KIFAP3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7400881057268722	0.47485438511570655	7	3	5.778661226545355e-14	0.23428822380991143	True	False	False	0.6666666666666666	0.47485438511570655	dentate_biased
KLHL2	KLHL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.019584476453557e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7465918203688853	0.07851129283364267	7	2	2.4517502543545066e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.07851129283364267	dentate_biased
KTN1	KTN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5984400215169446	0.5926786504358641	7	3	5.822873192520911e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.5926786504358641	dentate_biased
LARP1	LARP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.5990621336459554	0.23396633467221023	7	3	4.6570471277792435e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.23396633467221023	dentate_biased
LCOR	LCOR	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.7328535139712108	0.1172704672155786	6	3	2.342041309412446e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.1172704672155786	dentate_biased
LCORL	LCORL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.10498772120674e-22	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5990685859441152	0.1902978974396784	7	3	5.1857576304712154e-21	0.44652159914500644	True	False	False	0.6666666666666666	0.1902978974396784	dentate_biased
LDHB	LDHB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.154168295916514e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.28259041211101765	0.7786360830762917	6	3	5.086536084641574e-13	0.23428822380991143	True	False	False	0.6666666666666666	0.28259041211101765	dentate_biased
LDLRAD4	LDLRAD4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	5.6734940049958864e-27	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.2926959764730425	0.787004077930177	0.06466465647798011	4	2	1.4826275297392866e-25	0.44652159914500644	True	False	False	0.6666666666666666	0.06466465647798011	dentate_biased
LIFR	LIFR	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6481666222008975e-24	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.2926959764730425	0.5597433841218925	0.09233546637026231	7	3	2.1279008354486585e-23	0.44652159914500644	True	False	False	0.6666666666666666	0.09233546637026231	dentate_biased
LIN7A	LIN7A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5465110373514467e-11	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.5284743668931439	0.07747907129569646	7	2	3.52032022945525e-11	0.23428822380991143	True	False	False	0.6666666666666666	0.07747907129569646	dentate_biased
LMBR1	LMBR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6063348416289592	0.15086333371356175	7	3	4.6570471277792435e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.15086333371356175	dentate_biased
LMTK2	LMTK2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.5656565656565656	0.04843224246387544	6	1	1.0380442664574929e-12	0.44652159914500644	True	False	False	0.6666666666666666	0.04843224246387544	dentate_biased
LONRF2	LONRF2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6692944422546314	0.08649626739305671	7	2	4.365475355328137e-19	0.23428822380991143	True	False	False	0.6666666666666666	0.08649626739305671	dentate_biased
LRCH3	LRCH3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.0985311727792718e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6258779038357645	0.11846805702856977	6	3	4.821731052710001e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.11846805702856977	dentate_biased
LRFN5	LRFN5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8282828282828283	0.07198099282742998	7	3	1.3342153707569805e-13	0.44652159914500644	True	False	False	0.6666666666666666	0.07198099282742998	dentate_biased
LRRTM4	LRRTM4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.2926959764730425	0.9074733096085409	0.026967855493819318	7	1	2.342041309412446e-18	0.44652159914500644	True	False	False	0.6666666666666666	0.026967855493819318	dentate_biased
LUZP1	LUZP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.3676333021515435	0.2968956862091405	7	3	6.184467005262653e-11	0.23428822380991143	True	False	False	0.6666666666666666	0.2968956862091405	dentate_biased
LYPD6B	LYPD6B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.6506607515751875e-27	6	12	0.8333333333333333	0.6666666666666666	0.16666666666666663	0.12700887922326776	0.538958004445387	0.00312128066667671	4	0	5.424671469949366e-26	0.23428822380991143	True	False	False	0.6666666666666666	0.00312128066667671	dentate_biased
MACF1	MACF1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.818984921418942e-22	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.8851533082302313	0.4337860921056691	7	3	6.2273035948999085e-21	0.44652159914500644	True	False	False	0.6666666666666666	0.4337860921056691	dentate_biased
MACROD2	MACROD2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.196372084086751e-10	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.8625235404896422	0.4086833048879438	7	2	7.915153739920002e-10	0.23428822380991143	True	False	False	0.6666666666666666	0.4086833048879438	dentate_biased
MAGI3	MAGI3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.481220239395011e-19	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.6441717791411042	0.07415234099648224	3	3	1.9781641762475506e-18	0.23428822380991143	True	False	False	0.6666666666666666	0.07415234099648224	dentate_biased
MAN1A2	MAN1A2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7070707070707071	0.26026917516420744	7	3	5.778661226545355e-14	0.44652159914500644	True	False	False	0.6666666666666666	0.26026917516420744	dentate_biased
MAP1A	MAP1A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	6.48913816574645e-18	6	12	0.6666666666666666	0.5	0.16666666666666663	0.12700887922326776	0.4686008145589524	0.24913687034606313	6	3	1.9386970635680507e-17	0.23428822380991143	True	False	False	0.6666666666666666	0.24913687034606313	dentate_biased
MAP2K5	MAP2K5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.7533632286995515	0.28733174548730095	7	3	5.822873192520911e-16	0.44652159914500644	True	False	False	0.6666666666666666	0.28733174548730095	dentate_biased
MAP3K2	MAP3K2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	0.6666666666666666	0.5	0.16666666666666663	0.2926959764730425	0.6863503344481605	0.07962296635885907	7	3	2.918621426326764e-20	0.44652159914500644	True	False	False	0.6666666666666666	0.07962296635885907	dentate_biased
