gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection	branch_specificity
Epha4	EPHA4	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.5371640063251686e-12	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.7639038392536778	0.010810768237346974	7	1	2.3348100348174305e-12	1.0	False	False	False	5.551115123125783e-17	0.010810768237346974	dentate_biased
Ephb1	EPHB1	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.7655968508501778e-25	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.4245640636846095	0.12538498126478317	7	3	2.755093215463335e-24	1.0	False	False	False	5.551115123125783e-17	0.12538498126478317	dentate_biased
FBN1	FBN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.793612850479167e-22	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.5880664342833709	0.004161707555568947	6	1	3.4201796949635895e-21	1.0	False	False	False	5.551115123125783e-17	0.004161707555568947	dentate_biased
FLT1	FLT1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	72	88	1.0	0.6666666666666666	0.33333333333333337	4.926053375265227e-11	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654529	0.02054839272357447	0.004386077389863217	1	0	6.682057392714369e-11	1.0	False	False	False	5.551115123125783e-17	0.004386077389863217	dentate_biased
FNDC3B	FNDC3B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.389302273492077e-28	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7122585731178558	0.02025451107678248	6	1	1.5002850267763907e-26	1.0	False	False	False	5.551115123125783e-17	0.02025451107678248	dentate_biased
FOXJ1	FOXJ1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.5	0.5	5.604135667007783e-22	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.0038119440914866584	0.005003219235063553	2	0	3.9465487862791825e-21	1.0	False	False	False	5.551115123125783e-17	0.0038119440914866584	dentate_biased
FOXO1	FOXO1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.327154272879769e-30	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5963455149501661	0.04113191904373044	7	1	2.214305859904784e-28	1.0	False	False	False	5.551115123125783e-17	0.04113191904373044	dentate_biased
GAD1	GAD1	expanded_marker_panel	expanded_selected_gene	marker_panel	marker_panel	False	True	73	88	1.0	0.5	0.5	1.2117564234326825e-27	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.3542074363992172	0.0337245513184431	7	1	4.106718253789826e-26	1.0	False	False	False	5.551115123125783e-17	0.0337245513184431	dentate_biased
Glis3	GLIS3	dentate_identity	regional_dentate_identity	dentate_identity_supported_in_human_bridge	marker_panel	True	True	73	88	1.0	0.5	0.5	2.341215971920195e-31	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.4485683987274655	0.00386875375826908	5	0	1.2695243607737256e-28	1.0	False	False	False	5.551115123125783e-17	0.00386875375826908	dentate_biased
GPC5	GPC5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	5.593353038679766e-16	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654529	0.3314447592067989	0.008749333260431345	4	1	1.2168488205512951e-15	1.0	False	False	False	5.551115123125783e-17	0.008749333260431345	dentate_biased
GRIA1	GRIA1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.589370994888366e-10	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.9209932279909706	0.04206842134620808	7	2	4.6535240214661485e-10	1.0	False	False	False	5.551115123125783e-17	0.04206842134620808	dentate_biased
GRIA3	GRIA3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4043736707443747e-08	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.8277493102089082	0.03365608825268983	7	1	1.6709196334857645e-08	1.0	False	False	False	5.551115123125783e-17	0.03365608825268983	dentate_biased
GRID1	GRID1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	7.731435621800675e-06	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.9667434775654529	0.8235294117647058	0.010727450592630437	7	1	8.268976264144806e-06	1.0	False	False	False	5.551115123125783e-17	0.010727450592630437	dentate_biased
GRIK4	GRIK4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7986643639353735e-11	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.63329745245784	0.0164530661135919	7	1	5.2180513016946326e-11	1.0	False	False	False	5.551115123125783e-17	0.0164530661135919	dentate_biased
GRM7	GRM7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.6827729141149463e-14	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.8765281173594132	0.0038961737299295744	7	1	3.064596516133768e-14	1.0	False	False	False	5.551115123125783e-17	0.0038961737299295744	dentate_biased
HSPA12A	HSPA12A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7833723653395784	0.011872325293849687	7	1	1.3342153707569805e-13	1.0	False	False	False	5.551115123125783e-17	0.011872325293849687	dentate_biased
IL1RAP	IL1RAP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.0794261233408566e-27	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5443437130469058	0.02426460609985051	7	1	1.5332878211077115e-25	1.0	False	False	False	5.551115123125783e-17	0.02426460609985051	dentate_biased
ILDR2	ILDR2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.291565044823883e-20	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.5638549467875443	0.016179330194241646	7	0	6.381331622375858e-20	1.0	False	False	False	5.551115123125783e-17	0.016179330194241646	dentate_biased
INPP4B	INPP4B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.041405575134623e-26	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.8584942845880962	0.003608238637243995	4	1	4.298843390744658e-25	1.0	False	False	False	5.551115123125783e-17	0.003608238637243995	dentate_biased
ITPR1	ITPR1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.021144612539026e-06	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.4005080440304826	0.07597458591518594	7	2	5.383520842608575e-06	1.0	False	False	False	5.551115123125783e-17	0.07597458591518594	dentate_biased
ITSN2	ITSN2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.49494609800643e-13	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.5817104149026249	0.045798565809593114	6	2	8.661728260592985e-13	1.0	False	False	False	5.551115123125783e-17	0.045798565809593114	dentate_biased
KCNB1	KCNB1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0284578966471645e-14	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.6312056737588653	0.007533142340075426	7	1	1.9180783988200343e-14	1.0	False	False	False	5.551115123125783e-17	0.007533142340075426	dentate_biased
LDB2	LDB2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	3.33410656143029e-07	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.7654746784624593	0.007451682578286427	3	1	3.6671790728916325e-07	1.0	False	False	False	5.551115123125783e-17	0.007451682578286427	dentate_biased
LIMCH1	LIMCH1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.779415353952181e-18	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.9326473339569691	0.08955059677389188	7	3	2.0033449458749702e-17	1.0	False	False	False	5.551115123125783e-17	0.08955059677389188	dentate_biased
LRP1	LRP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.953570245323247e-24	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.4178163184864013	0.11246684216560944	7	3	1.0959032417312754e-22	1.0	False	False	False	5.551115123125783e-17	0.11246684216560944	dentate_biased
LRRC4C	LRRC4C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.8632286995515696	0.049588199839478896	7	2	6.184467005262653e-11	1.0	False	False	False	5.551115123125783e-17	0.049588199839478896	dentate_biased
LRRFIP1	LRRFIP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.196372084086751e-10	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.6926406926406926	0.11352993972318473	7	3	7.915153739920002e-10	1.0	False	False	False	5.551115123125783e-17	0.11352993972318473	dentate_biased
MAML2	MAML2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.327154272879769e-30	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.8639882820673781	0.07814708789092409	7	3	2.214305859904784e-28	1.0	False	False	False	5.551115123125783e-17	0.07814708789092409	dentate_biased
MAST4	MAST4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.090801304924341e-26	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.7723362011912641	0.05316938314755947	7	2	2.463473632244415e-25	1.0	False	False	False	5.551115123125783e-17	0.05316938314755947	dentate_biased
MDGA2	MDGA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.029489542362416e-07	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.8187714612743228	0.026891474920349323	7	1	7.657942148359658e-07	1.0	False	False	False	5.551115123125783e-17	0.026891474920349323	dentate_biased
MMD2	MMD2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.6716542721060233e-28	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5131578947368421	0.06067947436888445	7	2	1.5615329639603853e-26	1.0	False	False	False	5.551115123125783e-17	0.06067947436888445	dentate_biased
MYO5B	MYO5B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.545218033590486e-29	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.5067008277493102	0.0015048853575623106	7	0	6.11830257894757e-27	1.0	False	False	False	5.551115123125783e-17	0.0015048853575623106	dentate_biased
NMNAT3	NMNAT3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	4.133004123662415e-21	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5263429310792067	0.004265710361705559	3	0	2.3841717936765364e-20	1.0	False	False	False	5.551115123125783e-17	0.004265710361705559	dentate_biased
Nrp2	NRP2	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	3.530771230968739e-29	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5070098346934505	0.01841208835478263	7	1	2.626086455738876e-27	1.0	False	False	False	5.551115123125783e-17	0.01841208835478263	dentate_biased
PIK3R1	PIK3R1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7898416453943587e-15	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.678052716514255	0.16099513922503284	7	3	3.665879630651902e-15	1.0	False	False	False	5.551115123125783e-17	0.16099513922503284	dentate_biased
PLEKHA2	PLEKHA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.292186803274726e-28	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.6052631578947368	0.004908533545113384	7	0	7.186546605904822e-27	1.0	False	False	False	5.551115123125783e-17	0.004908533545113384	dentate_biased
PLPPR4	PLPPR4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	70	87	1.0	0.5	0.5	7.910706196440056e-12	5	10	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9777330035207575	0.74374048893706	0.040826128722382324	4	1	1.1303242253016127e-11	1.0	False	False	False	5.551115123125783e-17	0.040826128722382324	dentate_biased
PLXDC2	PLXDC2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7286727625827347e-12	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.76010101010101	0.0840777101494334	6	3	2.618359791928737e-12	1.0	False	False	False	5.551115123125783e-17	0.0840777101494334	dentate_biased
Plxna4	PLXNA4	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.867274569402229	0.007619523146957382	7	1	4.365475355328137e-19	1.0	False	False	False	5.551115123125783e-17	0.007619523146957382	dentate_biased
PPFIBP1	PPFIBP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.637555016640687e-12	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7298288508557457	0.037367355899349156	6	1	1.3707447102356492e-11	1.0	False	False	False	5.551115123125783e-17	0.037367355899349156	dentate_biased
PREX2	PREX2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.9006998723122676e-20	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.4604966139954853	0.07117952597560102	7	2	1.3647761438276157e-19	1.0	False	False	False	5.551115123125783e-17	0.07117952597560102	dentate_biased
PRKG1	PRKG1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.2354325481417825e-22	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.6591316828130607	0.014775997238900305	6	1	4.307214393923416e-21	1.0	False	False	False	5.551115123125783e-17	0.014775997238900305	dentate_biased
PTH2R	PTH2R	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.8673697824947604e-26	3	6	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9615593975456473	0.46206896551724136	0.005152425933877201	4	0	6.932500048124905e-25	1.0	False	False	False	5.551115123125783e-17	0.005152425933877201	dentate_biased
PTK2B	PTK2B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7879385100512416	0.002920440778413993	7	0	2.342041309412446e-18	1.0	False	False	False	5.551115123125783e-17	0.002920440778413993	dentate_biased
PTPRE	PTPRE	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.021758224133274e-10	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.6218987082222678	0.02258005912630656	7	1	3.94593232278451e-10	1.0	False	False	False	5.551115123125783e-17	0.02258005912630656	dentate_biased
PTPRM	PTPRM	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.266209345810556e-14	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5825031034153484	0.01919315179461424	3	1	2.3493653302507235e-14	1.0	False	False	False	5.551115123125783e-17	0.01919315179461424	dentate_biased
PTPRZ1	PTPRZ1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.325129760648072e-27	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.8228699551569507	0.07451914453465985	7	3	7.30899485629807e-26	1.0	False	False	False	5.551115123125783e-17	0.07451914453465985	dentate_biased
RAPGEF5	RAPGEF5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.375510540831036e-08	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.8409090909090909	0.006492600843857017	6	1	8.301755248086414e-08	1.0	False	False	False	5.551115123125783e-17	0.006492600843857017	dentate_biased
RASGRP1	RASGRP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.277247318958585e-19	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.46710526315789475	0.007946582961929658	7	0	8.93021346828399e-19	1.0	False	False	False	5.551115123125783e-17	0.007946582961929658	dentate_biased
RGS6	RGS6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.779281572194929e-23	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.46492048643592143	0.0033161707969346045	6	1	7.030525720871167e-22	1.0	False	False	False	5.551115123125783e-17	0.0033161707969346045	dentate_biased
RIMBP2	RIMBP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.856417351155901e-12	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7537878787878788	0.002245981840067477	7	1	5.701819519193694e-12	1.0	False	False	False	5.551115123125783e-17	0.002245981840067477	dentate_biased
RORA	RORA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1385394618535752e-23	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.8755137991779213	0.06057100930168241	5	3	1.2286030312240819e-22	1.0	False	False	False	5.551115123125783e-17	0.06057100930168241	dentate_biased
SFMBT2	SFMBT2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.473286818335367e-25	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.5207006369426752	0.017420021106263797	5	1	7.914372739312941e-24	1.0	False	False	False	5.551115123125783e-17	0.017420021106263797	dentate_biased
SGCD	SGCD	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	87	1.0	0.5	0.5	8.071901503826929e-07	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.618978607402368	0.014244283912722335	4	1	8.789133715763358e-07	1.0	False	False	False	5.551115123125783e-17	0.014244283912722335	dentate_biased
SHISA6	SHISA6	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.8164794007490637	0.006112339063831963	7	1	1.2887000364288546e-14	1.0	False	False	False	5.551115123125783e-17	0.006112339063831963	dentate_biased
SLC1A1	SLC1A1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3639523973529882e-14	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.5070159027128157	0.020115876401374848	7	1	2.5177980849860692e-14	1.0	False	False	False	5.551115123125783e-17	0.020115876401374848	dentate_biased
SLC23A2	SLC23A2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.600896860986547	0.08297323635291215	7	2	2.468918442539381e-13	1.0	False	False	False	5.551115123125783e-17	0.08297323635291215	dentate_biased
SLC35F1	SLC35F1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.574830319650641e-18	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7091136079900124	0.04863258795347987	7	2	2.3936688498484222e-17	1.0	False	False	False	5.551115123125783e-17	0.04863258795347987	dentate_biased
SLC4A10	SLC4A10	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.554289580921912e-13	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.8227383863080685	0.006554669804292483	7	1	5.660245301776525e-13	1.0	False	False	False	5.551115123125783e-17	0.006554669804292483	dentate_biased
SLC9A9	SLC9A9	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.10116715268647e-26	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7367816091954023	0.00913429152589352	6	1	5.652463490905003e-25	1.0	False	False	False	5.551115123125783e-17	0.00913429152589352	dentate_biased
SMAD3	SMAD3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.94124856920067e-28	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5820443143812709	0.019377117706834042	7	1	3.54937321333238e-26	1.0	False	False	False	5.551115123125783e-17	0.019377117706834042	dentate_biased
SORCS2	SORCS2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.142504932603687e-22	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.42356687898089174	0.027723249604088077	7	1	2.4085134978153346e-21	1.0	False	False	False	5.551115123125783e-17	0.027723249604088077	dentate_biased
SORL1	SORL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.2263447595369146e-24	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.7666325486182191	0.017325259467505256	7	1	6.9613101976472e-23	1.0	False	False	False	5.551115123125783e-17	0.017325259467505256	dentate_biased
SPRED1	SPRED1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.6666666666666666	0.33333333333333337	1.5600348297487314e-07	6	12	0.3333333333333333	0.6666666666666666	-0.3333333333333333	0.8924811052561918	0.5444015444015444	0.13845453264116936	7	2	1.7281488997574047e-07	1.0	False	False	False	5.551115123125783e-17	0.13845453264116936	dentate_biased
SYT17	SYT17	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.425873121451998e-26	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.5257475083056479	0.004529465007104985	7	0	1.525725283614133e-24	1.0	False	False	False	5.551115123125783e-17	0.004529465007104985	dentate_biased
TACC1	TACC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.2263447595369146e-24	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9924520339370608	0.7011589403973509	0.06624170761296191	7	3	6.9613101976472e-23	1.0	False	False	False	5.551115123125783e-17	0.06624170761296191	dentate_biased
THY1	THY1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.4685430463576159	0.015893864645292265	7	1	1.3342153707569805e-13	1.0	False	False	False	5.551115123125783e-17	0.015893864645292265	dentate_biased
TMTC1	TMTC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.537071772812619e-11	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9987576086591673	0.6993464052287581	0.003041468571252293	7	1	2.157869692705871e-11	1.0	False	False	False	5.551115123125783e-17	0.003041468571252293	dentate_biased
TNR	TNR	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.5420682925374e-10	6	12	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.9998528734296044	0.8013270882123341	0.010878775542042123	7	1	3.337618720649892e-10	1.0	False	False	False	5.551115123125783e-17	0.010878775542042123	dentate_biased
AC016831.7	AC016831.7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	7.174352467850845e-11	1	2	0.3333333333333333	0.8333333333333333	-0.49999999999999994	1.0	0.6681614349775785	0.0035908075327162462	3	0	9.665323293645022e-11	1.0	False	False	False	5.551115123125783e-17	0.0035908075327162462	dentate_biased
ANKRD30BL	ANKRD30BL	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	69	86	1.0	0.5	0.5	3.5028238077192975e-07	1	2	0.3333333333333333	0.8333333333333333	-0.49999999999999994	1.0	0.7509405568096313	0.0001994893073731248	3	0	3.8507981951055026e-07	1.0	False	False	False	5.551115123125783e-17	0.0001994893073731248	dentate_biased
