selected_feature_index	feature_index	gene	selection_reason	max_feature_score	GSE185277	GSE185553	GSE186538	is_marker_panel_gene	present_in_gse268609	gse268609_feature_id	gse268609_feature_name	source_matrix_row_1based	n_matching_gene_rows
345	345	APP	high_information_gene	11.843528053427622	0.3538525121193843	0.4203562913771757	0.9449589921102692	False	True	ENSG00000142192	APP	33991.0	1
346	346	GRIA3	high_information_gene	11.835675862711224	0.2724348234032571	0.3734920033971493	0.9526927994511492	False	True	ENSG00000125675	GRIA3	36136.0	1
347	347	BASP1	high_information_gene	11.829085053705136	0.2389585148448495	0.2227486211871604	0.9430567249820688	False	True	ENSG00000176788	BASP1	9567.0	1
348	348	UNC13C	high_information_gene	11.812549204566434	0.1050086008533833	0.1456578906977458	0.9410609037328096	False	True	ENSG00000137766	UNC13C	25679.0	1
349	349	KLHL2	high_information_gene	11.812542631111624	0.1627795277349596	0.1975462759262859	0.9466429662893318	False	True	ENSG00000109466	KLHL2	9169.0	1
350	350	EIF4G3	high_information_gene	11.783222438387734	0.3271116770547103	0.5098077336307544	0.9472666604297252	False	True	ENSG00000075151	EIF4G3	476.0	1
351	351	LINC00632	high_information_gene	11.780119432802762	0.2091794562473471	0.3219105894872556	0.9462687498050956	False	True	ENSG00000203930	LINC00632	36260.0	1
352	352	AK5	high_information_gene	11.771275996612856	0.3132944619440163	0.3743412907120711	0.9374122930115072	False	True	ENSG00000154027	AK5	1339.0	1
353	353	SIK3	high_information_gene	11.768897415194282	0.2927529432790474	0.5382639748692813	0.9486076028315714	False	True	ENSG00000160584	SIK3	20679.0	1
354	354	ZMAT4	high_information_gene	11.768230536676336	0.1179098809284453	0.1676984313765617	0.9427136932048524	False	True	ENSG00000165061	ZMAT4	15223.0	1
355	355	SPON1	high_information_gene	11.767959710724142	0.1312691285213234	0.1587246364947968	0.9387532354133532	False	True	ENSG00000262655	SPON1	19295.0	1
356	356	RAPGEF4	high_information_gene	11.761632784947729	0.1783057435828697	0.2995835422443696	0.9470483674805876	False	True	ENSG00000091428	RAPGEF4	5166.0	1
357	357	CLASP2	high_information_gene	11.7610525369014	0.3236043160646069	0.5640188685037195	0.9464558580472135	False	True	ENSG00000163539	CLASP2	6221.0	1
358	358	TNR	high_information_gene	11.745072836357602	0.2744342425664053	0.3920637681752602	0.9432126485171672	False	True	ENSG00000116147	TNR	2517.0	1
359	359	PRKACB	high_information_gene	11.730118484524082	0.2388579853897192	0.3605992080139979	0.9369133376991924	False	True	ENSG00000142875	PRKACB	1381.0	1
360	360	CACNA1B	high_information_gene	11.730022333439347	0.2472577798628331	0.3751496485178401	0.9463623039261546	False	True	ENSG00000148408	CACNA1B	17514.0	1
361	361	AHI1	high_information_gene	11.72713481654066	0.2292630073944999	0.357324847281769	0.9355100258833068	False	True	ENSG00000135541	AHI1	12630.0	1
362	362	ERC1	high_information_gene	11.725011654679864	0.2818734222460514	0.3780454112904051	0.9433685720522657	False	True	ENSG00000082805	ERC1	20999.0	1
363	363	MBNL2	high_information_gene	11.720809296483369	0.1977414382414047	0.3360517348995692	0.9469859980665482	False	True	ENSG00000139793	MBNL2	23487.0	1
364	364	CNTNAP5	high_information_gene	11.718042899573751	0.2309943480106338	0.3864666577986063	0.9327969563725949	False	True	ENSG00000155052	CNTNAP5	4816.0	1
365	365	CAMK2B	high_information_gene	11.70455603011754	0.3166119339633179	0.2896172067656478	0.943618049708423	False	True	ENSG00000058404	CAMK2B	13506.0	1
366	366	PTPRO	high_information_gene	11.699715060833212	0.1836673145231553	0.2694389587532871	0.9216952006735896	False	True	ENSG00000151490	PTPRO	21326.0	1
367	367	LDB2	high_information_gene	11.69646897889952	0.212295869356388	0.3225859263882777	0.922443633642062	False	True	ENSG00000169744	LDB2	8081.0	1
368	368	XKR6	high_information_gene	11.693968695195284	0.0433170252217233	0.0634612039415117	0.9389403436554714	False	True	ENSG00000171044	XKR6	14851.0	1
369	369	PDE1A	high_information_gene	11.692362991530455	0.2634877018966557	0.3928721259810291	0.923223251317554	False	True	ENSG00000115252	PDE1A	5269.0	1
370	370	SYN2	high_information_gene	11.691244104559024	0.2262024439827536	0.2988263463250417	0.938503757757196	False	True	ENSG00000157152	SYN2	6068.0	1
371	371	TMEM132B	high_information_gene	11.674695583279538	0.2502624935772848	0.3972208863285207	0.9401253625222192	False	True	ENSG00000139364	TMEM132B	22771.0	1
372	372	CDC42BPA	high_information_gene	11.673303334716325	0.3102897482295646	0.4855058375712429	0.9416222284591635	False	True	ENSG00000143776	CDC42BPA	3098.0	1
373	373	MIR137HG	high_information_gene	11.669715680163774	0.1476554297075709	0.2326228652702882	0.9298655939127451	False	True	ENSG00000225206	MIR137HG	1523.0	1
374	374	STOX2	high_information_gene	11.663119730041217	0.1756472979916448	0.2650901984057956	0.938004802444881	False	True	ENSG00000173320	STOX2	9296.0	1
375	375	CAMTA1	high_information_gene	11.662776888989438	0.3188347519156446	0.4871225531827809	0.9406866872485732	False	True	ENSG00000171735	CAMTA1	195.0	1
376	376	SGIP1	high_information_gene	11.66135320251882	0.2442754060272993	0.4198651372673413	0.9403436554713568	False	True	ENSG00000118473	SGIP1	1250.0	1
377	377	KCNT2	high_information_gene	11.654667321361238	0.1501463262069119	0.2583061322637088	0.9346680387937756	False	True	ENSG00000162687	KCNT2	2686.0	1
378	378	TNRC6A	high_information_gene	11.647913569485752	0.262046779706454	0.4657164198958344	0.9391898213116288	False	True	ENSG00000090905	TNRC6A	27019.0	1
379	379	FBXL17	high_information_gene	11.645476807470004	0.2136474320309184	0.3988171371854823	0.9360401659026414	False	True	ENSG00000145743	FBXL17	10264.0	1
380	380	SCN2A	high_information_gene	11.631136414561867	0.304157451466613	0.3310174052737673	0.9375058471325662	False	True	ENSG00000136531	SCN2A	5095.0	1
381	381	RALYL	high_information_gene	11.63060239888602	0.2363559189509192	0.3723971390273102	0.9077244519287742	False	True	ENSG00000184672	RALYL	15588.0	1
382	382	FMN2	high_information_gene	11.624373010387306	0.2199361079462949	0.3988682990719234	0.9377865094957432	False	True	ENSG00000155816	FMN2	3274.0	1
383	383	DANT2	high_information_gene	11.62044848435924	0.0	0.0	0.9396887766239436	False	True	ENSG00000235244	DANT2	36071.0	1
384	384	TNRC6B	high_information_gene	11.618985568645892	0.2912785112704689	0.4561798442632176	0.9403436554713568	False	True	ENSG00000100354	TNRC6B	35073.0	1
385	385	STXBP6	high_information_gene	11.61533777744192	0.0909009673167571	0.1300023534467763	0.9263417220195216	False	True	ENSG00000168952	STXBP6	24026.0	1
386	386	UNC79	high_information_gene	11.61288334228104	0.0202622701784956	0.0	0.9341067140674212	False	True	ENSG00000133958	UNC79	24746.0	1
387	387	RTN1	high_information_gene	11.608332478450825	0.3312222147755959	0.3110131076753062	0.9337013128761656	False	True	ENSG00000139970	RTN1	24340.0	1
388	388	CSRNP3	high_information_gene	11.604329583910818	0.2228067823872394	0.320078993952665	0.9336389434621262	False	True	ENSG00000178662	CSRNP3	5097.0	1
389	389	GABBR2	high_information_gene	11.598599747885707	0.2529656189263454	0.3277225797869619	0.9403436554713568	False	True	ENSG00000136928	GABBR2	16926.0	1
390	390	PCNX2	high_information_gene	11.597915410785316	0.1939101490069923	0.3434906731881018	0.9360713506096612	False	True	ENSG00000135749	PCNX2	3196.0	1
391	391	PPP1R9A	high_information_gene	11.596886705516589	0.252719880258249	0.3332378311453099	0.9378488789097826	False	True	ENSG00000158528	PPP1R9A	13886.0	1
392	392	RORA	high_information_gene	11.591356098173938	0.2669503831289234	0.4727869926019912	0.920603735927901	False	True	ENSG00000069667	RORA	25760.0	1
393	393	CLASP1	high_information_gene	11.590353597334998	0.2263476531957196	0.3976097166654729	0.9343561917235788	False	True	ENSG00000074054	CLASP1	4803.0	1
394	394	GRIA4	high_information_gene	11.582252579251104	0.1658065813283292	0.313949799957024	0.918576729971622	False	True	ENSG00000152578	GRIA4	20541.0	1
395	395	SYN3	high_information_gene	11.580747455977631	0.1853539753814534	0.2878879350039394	0.9211026912402158	False	True	ENSG00000185666	SYN3	34901.0	1
396	396	SUSD4	high_information_gene	11.576857257060698	0.2308267989187498	0.2811857278801584	0.9325474787164376	False	True	ENSG00000143502	SUSD4	3047.0	1
397	397	ARHGAP44	high_information_gene	11.567961265655097	0.1669012353953041	0.2641181225634151	0.9314871986777684	False	True	ENSG00000006740	ARHGAP44	28450.0	1
398	398	COL25A1	high_information_gene	11.56704864319576	0.1331568482898822	0.1705737293945502	0.882308915707737	False	True	ENSG00000188517	COL25A1	8760.0	1
399	399	ZEB2	high_information_gene	11.56125281160181	0.3173379800281482	0.4658187436687165	0.9184519911435431	False	True	ENSG00000169554	ZEB2	4960.0	1
400	400	PRKN	high_information_gene	11.557954822747703	0.0	0.0	0.9255932890510492	False	True	ENSG00000185345	PRKN	12890.0	1
401	401	UNC5D	high_information_gene	11.541097250522052	0.149822397962603	0.221162602707487	0.9035457011881374	False	True	ENSG00000156687	UNC5D	15150.0	1
402	402	SOBP	high_information_gene	11.53457472402754	0.2128431963898755	0.3344964135517604	0.9303021798110208	False	True	ENSG00000112320	SOBP	12394.0	1
403	403	COP1	high_information_gene	11.533014258371924	0.0	0.0	0.926404091433561	False	True	ENSG00000143207	COP1	2521.0	1
404	404	TMEM161B-AS1	high_information_gene	11.529930467769676	0.0165203404597547	0.0	0.9217887547946488	False	True	ENSG00000247828	TMEM161B-AS1	10137.0	1
405	405	CSMD2	high_information_gene	11.522614280123728	0.1964122154457923	0.3524030738061374	0.9269654161599152	False	True	ENSG00000121904	CSMD2	758.0	1
406	406	NLGN4X	high_information_gene	11.522566060611258	0.2048120099189062	0.3073908461152779	0.9242523466492032	False	True	ENSG00000146938	NLGN4X	35342.0	1
407	407	RAPGEF5	high_information_gene	11.51276084515866	0.2539374036592721	0.3948162776657901	0.9213833536033929	False	True	ENSG00000136237	RAPGEF5	13241.0	1
408	408	SNAP91	high_information_gene	11.498751411168303	0.2349149967607175	0.3406870018111307	0.9276826644213676	False	True	ENSG00000065609	SNAP91	12261.0	1
409	409	CEP112	high_information_gene	11.48591180020728	0.1578870942519491	0.2470300524920954	0.9084728848972464	False	True	ENSG00000154240	CEP112	29653.0	1
410	410	PRKG1	high_information_gene	11.481327362514754	0.2306704197663248	0.365971206090311	0.8879533476782986	False	True	ENSG00000185532	PRKG1	18027.0	1
411	411	KIF1B	high_information_gene	11.476748099505055	0.3514398051962558	0.5087026368836272	0.9316743069198864	False	True	ENSG00000054523	KIF1B	248.0	1
412	412	EXOC4	high_information_gene	11.47644530024547	0.2185845452717646	0.4205609389229399	0.9274955561792496	False	True	ENSG00000131558	EXOC4	14308.0	1
413	413	RTN3	high_information_gene	11.471236319388378	0.3320376203560977	0.3581639022194026	0.9274331867652104	False	True	ENSG00000133318	RTN3	19915.0	1
414	414	SPIDR	high_information_gene	11.464282654207748	0.2079284230279472	0.3746584944080058	0.9236598372158292	False	True	ENSG00000164808	SPIDR	15270.0	1
415	415	RTN4	high_information_gene	11.45725112091589	0.4114335500301588	0.4215841766517615	0.9159260298749492	False	True	ENSG00000115310	RTN4	4011.0	1
416	416	SLC2A13	high_information_gene	11.452861548719431	0.1543685633223868	0.200401109189698	0.9175476346399726	False	True	ENSG00000151229	SLC2A13	21528.0	1
417	417	ZFAND3	high_information_gene	11.451778313565956	0.2345575586980318	0.4331467629874448	0.9267471232107776	False	True	ENSG00000156639	ZFAND3	11887.0	1
418	418	TCF12	high_information_gene	11.451310699588744	0.2598016218752094	0.4878081224610914	0.9221317865718652	False	True	ENSG00000140262	TCF12	25710.0	1
419	419	EXOC6B	high_information_gene	11.450725986818137	0.2622366686772557	0.4916247991895957	0.9248760407895968	False	True	ENSG00000144036	EXOC6B	4192.0	1
420	420	NPTXR	high_information_gene	11.436778315216554	0.2611531845497397	0.1717913822918478	0.9147721957152212	False	True	ENSG00000221890	NPTXR	35041.0	1
421	421	GUCY1A2	high_information_gene	11.434274122479517	0.1818242745124321	0.2723858834122932	0.9193563476471138	False	True	ENSG00000152402	GUCY1A2	20550.0	1
422	422	SDK1	high_information_gene	11.428690212522117	0.1396465831155195	0.2470198201148072	0.8992110269124022	False	True	ENSG00000146555	SDK1	13090.0	1
423	423	CERS6	high_information_gene	11.42622541030365	0.19101713468713	0.3032978951999918	0.9238469454579474	False	True	ENSG00000172292	CERS6	5114.0	1
424	424	THOC3	high_information_gene	11.42395325102879	0.0316332685476844	0.0189912922469277	0.9105310755605452	False	True	ENSG00000051596	THOC3	11044.0	1
425	425	MMP16	high_information_gene	11.422441553897835	0.1576525255233116	0.2982942627060545	0.9151464121994574	False	True	ENSG00000156103	MMP16	15621.0	1
426	426	KCNB2	high_information_gene	11.412245815870838	0.1559546947255546	0.269244543584811	0.8988056257211463	False	True	ENSG00000182674	KCNB2	15486.0	1
427	427	UBR3	high_information_gene	11.405897123810655	0.2326139892321783	0.3841643729087579	0.9205413665138616	False	True	ENSG00000144357	UBR3	5132.0	1
428	428	MSRA	high_information_gene	11.403331301753338	0.02563501105824	0.0042566689518975	0.9185143605575824	False	True	ENSG00000175806	MSRA	14836.0	1
429	429	CDK14	high_information_gene	11.397215461221297	0.2213546902575788	0.3613973334424787	0.9201671500296256	False	True	ENSG00000058091	CDK14	13841.0	1
430	430	GNAL	high_information_gene	11.3860419756725	0.1790317896477001	0.1807958743054774	0.9075685283936756	False	True	ENSG00000141404	GNAL	30233.0	1
431	431	RBFOX2	high_information_gene	11.385416068306862	0.0615910461765297	0.0	0.922817850126298	False	True	ENSG00000100320	RBFOX2	34935.0	1
432	432	ATXN1	high_information_gene	11.36906455568358	0.2316310345597927	0.4672819736209313	0.9144291639380048	False	True	ENSG00000124788	ATXN1	11384.0	1
433	433	DIP2C	high_information_gene	11.35906040376516	0.2707928423027947	0.4873374331058335	0.9227554807122588	False	True	ENSG00000151240	DIP2C	17519.0	1
434	434	NALCN	high_information_gene	11.35767664845648	0.2154569622232647	0.36763908358829	0.9156141828047526	False	True	ENSG00000102452	NALCN	23537.0	1
435	435	GRAMD1B	high_information_gene	11.355889932481931	0.195049482831803	0.3053443706576348	0.9155206286836935	False	True	ENSG00000023171	GRAMD1B	20805.0	1
436	436	RIMS2	high_information_gene	11.350128421212654	0.2309049884949623	0.3826704458246784	0.909377241400817	False	True	ENSG00000176406	RIMS2	15798.0	1
437	437	ATP6V1H	high_information_gene	11.342287092363394	0.2030359895449366	0.2375958006323609	0.913057036829139	False	True	ENSG00000047249	ATP6V1H	15320.0	1
438	438	SBF2	high_information_gene	11.337014989047512	0.2001653151039921	0.3710362328479775	0.9162066922381265	False	True	ENSG00000133812	SBF2	19241.0	1
439	439	NSF	high_information_gene	11.33448178062568	0.0423564104282554	0.0	0.9160195839960084	False	True	ENSG00000073969	NSF	29296.0	1
440	440	C9ORF3	high_information_gene	11.31504674549602	0.1942005674329245	0.3759887034554738	0.9143979792309852	False	False				0
441	441	ZNF638	high_information_gene	11.303694047334384	0.3003149922927418	0.4785682857698329	0.9140549474537688	False	True	ENSG00000075292	ZNF638	4188.0	1
442	442	PAK3	high_information_gene	11.303068889832304	0.2622590085561736	0.3095703424776678	0.9078803754638726	False	True	ENSG00000077264	PAK3	36050.0	1
443	443	CADM1	high_information_gene	11.30178053514499	0.3092397739204253	0.4440647095539706	0.9072878660304986	False	True	ENSG00000182985	CADM1	20654.0	1
444	444	NFIB	high_information_gene	11.299658902771878	0.2446886937872796	0.3543983873773393	0.9058845542146132	False	True	ENSG00000147862	NFIB	16304.0	1
445	445	OTUD7A	high_information_gene	11.296720028312215	0.0258695797868775	0.0210377677045708	0.9147721957152212	False	True	ENSG00000169918	OTUD7A	25310.0	1
446	446	MAGI1	high_information_gene	11.294078888603284	0.2291066282420749	0.4434200697848131	0.9096267190569745	False	True	ENSG00000151276	MAGI1	6676.0	1
447	447	KSR2	high_information_gene	11.287488389578268	0.2243258941536537	0.3175106672533229	0.91586366046091	False	True	ENSG00000171435	KSR2	22598.0	1
448	448	PSD3	high_information_gene	11.278659818767178	0.2904184259321314	0.430680760060985	0.9073190507375184	False	True	ENSG00000156011	PSD3	14940.0	1
449	449	SCN8A	high_information_gene	11.271267458955103	0.2218908473516073	0.3064290026501857	0.9144603486450243	False	True	ENSG00000196876	SCN8A	21721.0	1
450	450	TTC28	high_information_gene	11.2695629439819	0.1775350177602037	0.3486375589640741	0.9031402999968816	False	True	ENSG00000100154	TTC28	34787.0	1
451	451	TBC1D5	high_information_gene	11.25941037295593	0.2282465429037374	0.4205302417910753	0.9059781083356722	False	True	ENSG00000131374	TBC1D5	6139.0	1
452	452	SIPA1L3	high_information_gene	11.25639609183077	0.2003216942564171	0.2892079116741192	0.906976018960302	False	True	ENSG00000105738	SIPA1L3	31982.0	1
453	453	TJP1	high_information_gene	11.25590157911497	0.0275227308267989	0.0	0.9095955343499548	False	True	ENSG00000104067	TJP1	25284.0	1
454	454	R3HDM1	high_information_gene	11.25233776858217	0.2207068337689609	0.4022552159543227	0.9080051142919512	False	True	ENSG00000048991	R3HDM1	4922.0	1
455	455	TTTY14	high_information_gene	11.247726805783543	0.0038089493554944	0.0	0.8494090498019771	False	True	ENSG00000176728	TTTY14	36514.0	1
456	456	SCN3A	high_information_gene	11.242016186022036	0.1519223465808815	0.1303502542745756	0.9055727071444164	False	True	ENSG00000153253	SCN3A	5094.0	1
457	457	HCN1	high_information_gene	11.24016127110698	0.1823380917275428	0.2865781907110479	0.9012068481616616	False	True	ENSG00000164588	HCN1	9791.0	1
458	458	PTK2B	high_information_gene	11.22718782281439	0.1778924558228894	0.1927779881099776	0.9124333426887454	False	True	ENSG00000120899	PTK2B	15063.0	1
459	459	SRGAP3	high_information_gene	11.225565902490397	0.2424323660165762	0.3849727307145269	0.9093148719867776	False	True	ENSG00000196220	SRGAP3	6007.0	1
460	460	KCNQ5	high_information_gene	11.22380861413072	0.2520161740723365	0.353385382025806	0.839648236504818	False	True	ENSG00000185760	KCNQ5	12183.0	1
461	461	NEK10	high_information_gene	11.217495912642946	0.1638295020440989	0.2597488974613472	0.9017058034739764	False	True	ENSG00000163491	NEK10	6179.0	1
462	462	FMNL2	high_information_gene	11.213710258864772	0.3241851529164712	0.5321040837417758	0.9064458789409674	False	True	ENSG00000157827	FMNL2	5012.0	1
463	463	GDAP1	high_information_gene	11.211704571359077	0.2170207537475147	0.3238956706811693	0.894876352636667	False	True	ENSG00000104381	GDAP1	15513.0	1
464	464	KIAA1211L	high_information_gene	11.203225102508164	0.1743069052565735	0.2209784199162991	0.9032338541179404	False	True	ENSG00000196872	KIAA1211L	4545.0	1
465	465	FOCAD	high_information_gene	11.19939653310512	0.187275204968389	0.3106549744702186	0.8998659057598154	False	True	ENSG00000188352	FOCAD	16345.0	1
466	466	PAM	high_information_gene	11.199066577318938	0.1455108013314567	0.233656335376398	0.8944397667383915	False	True	ENSG00000145730	PAM	10248.0	1
467	467	PTPRZ1	high_information_gene	11.19830553670712	0.1840582624042177	0.2814722344442284	0.897776530389497	False	True	ENSG00000106278	PTPRZ1	14181.0	1
468	468	MKLN1	high_information_gene	11.19817668203372	0.2268279605924535	0.4129889797296606	0.9015186952318583	False	True	ENSG00000128585	MKLN1	14296.0	1
469	469	TENM4	high_information_gene	11.183819990321746	0.0229095458302616	0.0	0.9035457011881374	False	True	ENSG00000149256	TENM4	20358.0	1
470	470	PGBD5	high_information_gene	11.179293838955063	0.200344034135335	0.2372376674272733	0.8990239186702841	False	True	ENSG00000177614	PGBD5	3159.0	1
471	471	KLF12	high_information_gene	11.173277418492054	0.1135536045394633	0.2152175915030339	0.8935042255278012	False	True	ENSG00000118922	KLF12	23350.0	1
472	472	HYDIN	high_information_gene	11.164750719305042	0.0534258204320532	0.0820943629833519	0.8984625939439299	False	True	ENSG00000157423	HYDIN	27705.0	1
473	473	PCSK2	high_information_gene	11.164501414405263	0.1875656233943212	0.2485546767080395	0.8893254747871644	False	True	ENSG00000125851	PCSK2	33091.0	1
474	474	DOK6	high_information_gene	11.156604798767214	0.2005004132877599	0.271761708397712	0.8957183397261983	False	True	ENSG00000206052	DOK6	30724.0	1
475	475	HIVEP3	high_information_gene	11.149069325485762	0.2248285414293054	0.363597294559445	0.8975582374403592	False	True	ENSG00000127124	HIVEP3	906.0	1
476	476	ATP1B1	high_information_gene	11.14428378770566	0.3434421285436633	0.2874786399124108	0.8917266972276795	False	True	ENSG00000143153	ATP1B1	2438.0	1
477	477	FAF1	high_information_gene	11.143404868585057	0.2041194736724527	0.3965660141820749	0.9024854211494684	False	True	ENSG00000185104	FAF1	1065.0	1
478	478	WDR7	high_information_gene	11.127110554169054	0.1870294663002926	0.3288993031751067	0.8994916892755792	False	True	ENSG00000091157	WDR7	30600.0	1
479	479	AL049828.1	high_information_gene	11.118879665380089	0.0	0.0	0.8766332990301556	False	True	ENSG00000258526	AL049828.1	24153.0	1
480	480	DNAJC6	high_information_gene	11.117988070297857	0.2226280633558966	0.3402367772104493	0.8991486574983628	False	True	ENSG00000116675	DNAJC6	1242.0	1
481	481	HECW2	high_information_gene	11.108003877637143	0.1684091772222594	0.3354684893941409	0.8969969127140051	False	True	ENSG00000138411	HECW2	5362.0	1
482	482	HDAC9	high_information_gene	11.107135771423795	0.1382168308647767	0.2968208003765515	0.8848348769763308	False	True	ENSG00000048052	HDAC9	13214.0	1
483	483	TMEM232	high_information_gene	11.105590976992262	0.1540781448964546	0.2575796334762455	0.8753547260423489	False	True	ENSG00000186952	TMEM232	10278.0	1
484	484	KCNC2	high_information_gene	11.100304046560083	0.1252261912740433	0.1786777722068168	0.8843982910780553	False	True	ENSG00000166006	KCNC2	22149.0	1
485	485	FNDC3A	high_information_gene	11.098749355361448	0.1596072649286241	0.2738388809872197	0.8892007359590857	False	True	ENSG00000102531	FNDC3A	23228.0	1
486	486	PRKCA	high_information_gene	11.09729765763957	0.3113285525992449	0.4623397353907233	0.8874232076589641	False	True	ENSG00000154229	PRKCA	29655.0	1
487	487	CACNA1D	high_information_gene	11.09110164874289	0.1801152737752161	0.3067359739688322	0.8950634608787851	False	True	ENSG00000157388	CACNA1D	6576.0	1
488	488	SYT16	high_information_gene	11.078390159515363	0.1555302370261153	0.2366748866764215	0.8941279196681947	False	True	ENSG00000139973	SYT16	24368.0	1
489	489	UNC80	high_information_gene	11.059334124427048	0.1893304738288318	0.3080968801481648	0.8931611937505847	False	True	ENSG00000144406	UNC80	5511.0	1
490	490	CHL1	high_information_gene	11.057427437697642	0.2541943122668275	0.3431632371148789	0.8873608382449247	False	True	ENSG00000134121	CHL1	5956.0	1
491	491	APBA1	high_information_gene	11.046450328477867	0.0202175904206599	0.0	0.8921320984189354	False	True	ENSG00000107282	APBA1	16664.0	1
492	492	NIN	high_information_gene	11.044138750976538	0.2058508142885865	0.3182371660407863	0.8896685065643808	False	True	ENSG00000100503	NIN	24220.0	1
493	493	ARHGAP32	high_information_gene	11.039172770771088	0.1860688515068248	0.3386916882399288	0.8912277419153647	False	True	ENSG00000134909	ARHGAP32	20914.0	1
494	494	DPP10	high_information_gene	11.03563299817306	0.2857493912382995	0.4810854505827339	0.8263947360214551	False	True	ENSG00000175497	DPP10	4759.0	1
495	495	BRINP1	high_information_gene	11.033538156214153	0.2066438799901704	0.3048122870386477	0.8836810428166028	False	True	ENSG00000078725	BRINP1	17100.0	1
496	496	ARL15	high_information_gene	11.024446336879668	0.1948707638004602	0.3474813003305058	0.8751052483861914	False	True	ENSG00000185305	ARL15	9820.0	1
497	497	UPP2	high_information_gene	11.022266969409309	0.1578647543730313	0.2414329421154416	0.8716749306140269	False	True	ENSG00000007001	UPP2	5042.0	1
498	498	FER	high_information_gene	11.020185813953155	0.189296964010455	0.3422116260270749	0.8847413228552717	False	True	ENSG00000151422	FER	10267.0	1
499	499	GLS	high_information_gene	11.018261420828876	0.1769876907267162	0.2882358358317388	0.8877974241432002	False	True	ENSG00000115419	GLS	5331.0	1
500	500	MED13L	high_information_gene	11.018019382067065	0.2009248709871992	0.3939772227281564	0.8915395889855615	False	True	ENSG00000123066	MED13L	22573.0	1
501	501	HERC1	high_information_gene	11.017314366618097	0.2452695306391439	0.3851262163738501	0.8926934231452895	False	True	ENSG00000103657	HERC1	25806.0	1
502	502	GRK3	high_information_gene	11.016736432598757	0.0	0.0	0.8879221629712789	False	True	ENSG00000100077	GRK3	34741.0	1
503	503	KCNK1	high_information_gene	11.012285202959532	0.1217970198601523	0.1394468376837991	0.879502292075966	False	True	ENSG00000135750	KCNK1	3199.0	1
504	504	PLPPR4	high_information_gene	11.009152993146431	0.1453767620579496	0.2405324929140787	0.888109271213397	False	True	ENSG00000117600	PLPPR4	1530.0	1
505	505	RASGRF2	high_information_gene	11.004685272928535	0.1453767620579496	0.2517369460446745	0.8772881778775689	False	True	ENSG00000113319	RASGRF2	10084.0	1
506	506	ATP9B	high_information_gene	11.004421837611677	0.0115385474610727	0.0	0.8925686843172108	False	True	ENSG00000166377	ATP9B	30823.0	1
507	507	NEDD4L	high_information_gene	11.00090175894568	0.2146638965216808	0.3223198845787842	0.8888888888888888	False	True	ENSG00000049759	NEDD4L	30618.0	1
508	508	PKP4	high_information_gene	10.994138432567391	0.2273306078681053	0.3921763243254305	0.8850219852184489	False	True	ENSG00000144283	PKP4	5048.0	1
509	509	SPTBN1	high_information_gene	10.993441531366008	0.3494962357304023	0.4371066929979842	0.8902922007047743	False	True	ENSG00000115306	SPTBN1	4004.0	1
510	510	GABRG2	high_information_gene	10.985457854162336	0.1524026539776154	0.1735820483172855	0.8833380110393863	False	True	ENSG00000113327	GABRG2	10927.0	1
511	511	STXBP1	high_information_gene	10.982392057652913	0.2539709134776489	0.2852275169090034	0.8903545701188137	False	True	ENSG00000136854	STXBP1	17212.0	1
512	512	SRPK2	high_information_gene	10.980116487645372	0.260639367334629	0.3821997564694205	0.891103003087286	False	True	ENSG00000135250	SRPK2	14064.0	1
513	513	JAKMIP2	high_information_gene	10.978717624990994	0.1956079798047494	0.2740742256648487	0.8832132722113075	False	True	ENSG00000176049	JAKMIP2	10752.0	1
514	514	ASTN1	high_information_gene	10.977445895223644	0.1983781247905636	0.3382516960165355	0.8857392334799015	False	True	ENSG00000152092	ASTN1	2526.0	1
515	515	ANKRD17	high_information_gene	10.975824534713498	0.2076603444809329	0.3736761861883371	0.8868930676396295	False	True	ENSG00000132466	ANKRD17	8461.0	1
516	516	PPFIBP1	high_information_gene	10.97368722163304	0.2214328798337913	0.2708407944417726	0.8828078710200518	False	True	ENSG00000110841	PPFIBP1	21437.0	1
517	517	BIRC6	high_information_gene	10.972488763983131	0.2167861850188772	0.3973539072332675	0.8873920229519444	False	True	ENSG00000115760	BIRC6	3812.0	1
518	518	SORL1	high_information_gene	10.967223963374536	0.1993387395840314	0.302356516489476	0.8892942900801447	False	True	ENSG00000137642	SORL1	20786.0	1
519	519	GTDC1	high_information_gene	10.962585970520877	0.147018743158412	0.2775225368109772	0.8782860885021985	False	True	ENSG00000121964	GTDC1	4959.0	1
520	520	RERE	high_information_gene	10.959488637521968	0.2667828340370395	0.4789366513522086	0.8879533476782986	False	True	ENSG00000142599	RERE	217.0	1
521	521	PNISR	high_information_gene	10.955823320136473	0.3181087058508143	0.4529259482855652	0.8872984688308854	False	True	ENSG00000132424	PNISR	12351.0	1
522	522	RIMBP2	high_information_gene	10.943095752162767	0.1954404307128655	0.279077858158786	0.8827143168989927	False	True	ENSG00000060709	RIMBP2	22832.0	1
523	523	N4BP2L2	high_information_gene	10.931046311440491	0.2125192681455666	0.3729496874008738	0.885583309944803	False	True	ENSG00000244754	N4BP2L2	23065.0	1
524	524	FBXO34	high_information_gene	10.930268132313492	0.1426177870115944	0.1983750984866314	0.8800948015093398	False	True	ENSG00000178974	FBXO34	24288.0	1
