selected_feature_index	feature_index	gene	selection_reason	max_feature_score	GSE185277	GSE185553	GSE186538	is_marker_panel_gene	present_in_gse268609	gse268609_feature_id	gse268609_feature_name	source_matrix_row_1based	n_matching_gene_rows
0	0	SYT1	marker_panel	13.979453807347728	0.588287201483368	0.4998311657747444	0.999625783515764	True	True	ENSG00000067715	SYT1	22186.0	1
1	1	GRIN2A	marker_panel	13.027331196642605	0.3497308044590398	0.4049360988038351	0.9956341410172452	True	True	ENSG00000183454	GRIN2A	26771.0	1
2	2	SNAP25	marker_panel	12.985557040835753	0.3547572772155575	0.2220528195315617	0.9938877974241432	True	True	ENSG00000132639	SNAP25	33038.0	1
3	3	MAP2	marker_panel	12.861134873843785	0.4538458101557089	0.4923001360906179	0.9913306514485296	True	True	ENSG00000078018	MAP2	5510.0	1
4	4	PLXNA4	marker_panel	12.708615624259185	0.2739874449880481	0.3229235948387889	0.9875884866061684	True	True	ENSG00000221866	PLXNA4	14301.0	1
5	5	CNTN5	marker_panel	12.639161647668988	0.2212653307419073	0.3267914334537343	0.9751146037982972	True	True	ENSG00000149972	CNTN5	20497.0	1
6	6	RIMS1	marker_panel	12.111372396111165	0.2850233451734691	0.4033500803241617	0.9641064022203512	True	True	ENSG00000079841	RIMS1	12181.0	1
7	7	NRP1	marker_panel	12.045062099685046	0.1984451444273172	0.2427836159174861	0.9578070914023764	True	True	ENSG00000099250	NRP1	17857.0	1
8	8	NCAM1	marker_panel	11.96075378207668	0.4270714652726582	0.6087445896305088	0.9602706832569308	True	True	ENSG00000149294	NCAM1	20627.0	1
9	9	CAMK2A	marker_panel	11.793464247886911	0.3232133681835444	0.3111870580892059	0.9500732840614964	True	True	ENSG00000070808	CAMK2A	10799.0	1
10	10	RBFOX3	marker_panel	11.078355236227502	0.2241806849406876	0.3070429452874786	0.8946892443945489	True	True	ENSG00000167281	RBFOX3	29914.0	1
11	11	ROBO2	marker_panel	11.04035896962568	0.292507204610951	0.4093871829242088	0.875042878972152	True	True	ENSG00000185008	ROBO2	6741.0	1
12	12	MAPT	marker_panel	10.933912087134772	0.0926099680539731	0.0	0.8883587488695543	True	True	ENSG00000186868	MAPT	29284.0	1
13	13	SLC1A2	marker_panel	10.801509880564849	0.2622031588588789	0.3388758710311166	0.869336077587551	True	True	ENSG00000110436	SLC1A2	19492.0	1
14	14	EPHA4	marker_panel	10.69773214707508	0.2147197462189755	0.2558708264691136	0.859481710169333	True	True	ENSG00000116106	EPHA4	5675.0	1
15	15	ROBO1	marker_panel	10.22252596232338	0.230178942430132	0.3767356669975135	0.785792247481835	True	True	ENSG00000169855	ROBO1	6746.0	1
16	16	BCL11B	marker_panel	10.221712749182052	0.1298840560284163	0.1404496106580441	0.8138584837995447	True	True	ENSG00000127152	BCL11B	24833.0	1
17	17	PROX1	marker_panel	9.891341444719997	0.0726269463619507	0.0857063921660919	0.7754077400442823	True	True	ENSG00000117707	PROX1	2965.0	1
18	18	GRIN1	marker_panel	9.769140978930986	0.1612604159685454	0.190711047897758	0.7700751551439174	True	True	ENSG00000176884	GRIN1	17480.0	1
19	19	DPYSL2	marker_panel	9.618638879627351	0.28178406273038	0.3791300432829559	0.7553559734306297	True	True	ENSG00000092964	DPYSL2	15057.0	1
20	20	ST18	marker_panel	9.581545016509104	0.1702745571119004	0.2749132806024824	0.7377366139645118	True	True	ENSG00000147488	ST18	15306.0	1
21	21	SLC17A7	marker_panel	9.436999224499951	0.1607689386323526	0.1436625771265438	0.7348988056257212	True	True	ENSG00000104888	SLC17A7	32442.0	1
22	22	SLIT2	marker_panel	8.61038617998417	0.1407859169403301	0.1939137819889695	0.6157420401035332	True	True	ENSG00000145147	SLIT2	8099.0	1
23	23	GAP43	marker_panel	8.577798987303613	0.1717713289993968	0.150988959264906	0.6344216796083201	True	True	ENSG00000172020	GAP43	6955.0	1
24	24	PLXNA2	marker_panel	8.433023622509427	0.1085941514196993	0.216363617759314	0.6266255028534007	True	True	ENSG00000076356	PLXNA2	2883.0	1
25	25	MBP	marker_panel	8.16927487136405	0.1867390478743605	0.3036969579142322	0.6002744254217731	True	True	ENSG00000197971	MBP	30803.0	1
26	26	NRP2	marker_panel	7.80474406421276	0.0650202175904206	0.0853380265837162	0.5603891851436056	True	True	ENSG00000118257	NRP2	5459.0	1
27	27	STMN2	marker_panel	7.243940615304604	0.2703237048455197	0.1731215913393158	0.4961798733900895	True	True	ENSG00000104435	STMN2	15544.0	1
28	28	CDK5R1	marker_panel	7.040534153975764	0.1039586265442441	0.0704396852520746	0.4763463997255746	True	True	ENSG00000176749	CDK5R1	28822.0	1
29	29	SYN1	marker_panel	7.001461151556217	0.0773071509952416	0.07820605961383	0.4753484891009449	True	True	ENSG00000008056	SYN1	35605.0	1
30	30	CALB1	marker_panel	6.918667704828247	0.028740254227822	0.0337054507873814	0.45938191910687	True	True	ENSG00000104327	CALB1	15630.0	1
31	31	EPHB1	marker_panel	6.635748622510195	0.0619484842392154	0.1721188183650707	0.4326566251910063	True	True	ENSG00000154928	EPHB1	7187.0	1
32	32	GAD1	marker_panel	6.558648323728594	0.0445792283805821	0.0618035588208208	0.4223656718745127	True	True	ENSG00000128683	GAD1	5141.0	1
33	33	NEUROD2	marker_panel	6.5031679083351595	0.0682930098518866	0.034779850402644	0.416440577540774	True	True	ENSG00000171532	NEUROD2	29004.0	1
34	34	CFL1	marker_panel	6.502430023251891	0.1284096240198378	0.0576082841326525	0.4158480681074001	True	True	ENSG00000172757	CFL1	20025.0	1
35	35	NDUFA4	marker_panel	6.467561926409256	0.1230368831400933	0.0489721577013987	0.4057754077400443	True	True	ENSG00000189043	NDUFA4	13167.0	1
36	36	C1QL3	marker_panel	5.888904057251342	0.0448919866854321	0.0327129101904245	0.3655471356846602	True	True	ENSG00000165985	C1QL3	17710.0	1
37	37	CNTN4	marker_panel	5.84302481305351	0.0722359984808882	0.2026931617022583	0.3354227087036517	True	True	ENSG00000144619	CNTN4	5964.0	1
38	38	PLP1	marker_panel	5.7654909957121	0.1290239706900788	0.2189933387223853	0.3410671406742133	True	True	ENSG00000123560	PLP1	35999.0	1
39	39	ELAVL4	marker_panel	5.674259682014888	0.0938274914549963	0.115881672789039	0.3442791654972401	True	True	ENSG00000162374	ELAVL4	1058.0	1
40	40	TUBB4A	marker_panel	5.665601216873642	0.0565980832383888	0.0522669831882041	0.3377927464371472	True	True	ENSG00000104833	TUBB4A	31133.0	1
41	41	STMN3	marker_panel	5.6441770751098375	0.0829032906641646	0.0643718855201629	0.3420026818848037	True	True	ENSG00000197457	STMN3	33813.0	1
42	42	EPHB2	marker_panel	5.427162059414229	0.0636463150369725	0.1154109834337811	0.3212648517167181	True	True	ENSG00000133216	EPHB2	504.0	1
43	43	GLIS3	marker_panel	5.31037804472012	0.058128364944262	0.1422607414380583	0.3011195309820064	True	True	ENSG00000107249	GLIS3	16233.0	1
44	44	TTR	marker_panel	5.272457857126809	0.1977302683019458	0.0542929938912707	0.0462469205101818	True	True	ENSG00000118271	TTR	30402.0	1
45	45	ROR1	marker_panel	5.222642979770093	0.0224515783124455	0.0709001422300443	0.2849346680387937	True	True	ENSG00000185483	ROR1	1232.0	1
46	46	SOD1	marker_panel	5.124562021270428	0.079731027857829	0.0436410891342385	0.2905791000093554	True	True	ENSG00000142168	SOD1	34075.0	1
47	47	COX6C	marker_panel	5.089451956306038	0.0953466032214105	0.0572194537957003	0.2869304892880531	True	True	ENSG00000164919	COX6C	15735.0	1
48	48	VCAN	marker_panel	5.0200157530016085	0.0624064517570314	0.1128938186208801	0.2673153085726759	True	True	ENSG00000038427	VCAN	10109.0	1
49	49	ATP5F1A	marker_panel	4.662291318147652	0.0	0.0	0.2540929927963327	True	True	ENSG00000152234	ATP5F1A	30504.0	1
50	50	SLC1A3	marker_panel	4.337658533745618	0.0900632218573375	0.1693049146108115	0.0671406742133657	True	True	ENSG00000079215	SLC1A3	9697.0	1
51	51	MOBP	marker_panel	4.294345250430706	0.0997140495498514	0.1674119248124916	0.0682945083730938	True	True	ENSG00000168314	MOBP	6280.0	1
52	52	DNAH5	marker_panel	4.1622807261598505	0.0216138328530259	0.0458819797603577	0.2095612311722331	True	True	ENSG00000039139	DNAH5	9542.0	1
53	53	SATB2	marker_panel	3.823327786835707	0.0603511828965887	0.1234229348504538	0.1797486512614214	True	True	ENSG00000119042	SATB2	5389.0	1
54	54	EGR3	marker_panel	3.819276644053528	0.0243728078993811	0.029888774058877	0.1763495181962765	True	True	ENSG00000179388	EGR3	14998.0	1
55	55	GABRA6	marker_panel	3.5077178853097375	0.0104774032124745	0.0267474342313949	0.1573580316212929	True	True	ENSG00000145863	GABRA6	10923.0	1
56	56	SLC6A1	marker_panel	3.4879373812248793	0.0668520876616848	0.1244973344657164	0.0592197586303676	True	True	ENSG00000157103	SLC6A1	6058.0	1
57	57	ITPKA	marker_panel	3.458652490875727	0.0137166856555637	0.0195131434886267	0.1585742351950603	True	True	ENSG00000137825	ITPKA	25461.0	1
58	58	GFAP	marker_panel	3.2700149473338387	0.0745370060094274	0.1028251593692762	0.1037515202544672	True	True	ENSG00000131095	GFAP	29251.0	1
59	59	TUBB3	marker_panel	3.226837496324275	0.103824587270737	0.0049115410983433	0.0031184707019677	True	True	ENSG00000258947	TUBB3	28070.0	1
60	60	PRDX1	marker_panel	3.1107157859833245	0.0393740365927216	0.0156964667601223	0.133751208407397	True	True	ENSG00000117450	PRDX1	993.0	1
61	61	ETV1	marker_panel	3.096187452614776	0.0533811406742175	0.073263821383622	0.1296971964948389	True	True	ENSG00000006468	ETV1	13183.0	1
62	62	CNTN2	marker_panel	3.0627191231596194	0.0460760002680785	0.104145136039456	0.0755917298156983	True	True	ENSG00000184144	CNTN2	2815.0	1
63	63	DPYSL3	marker_panel	2.8339223914658125	0.0760672877153005	0.0915490795976629	0.0552281161318489	True	True	ENSG00000113657	DPYSL3	10749.0	1
64	64	L1CAM	marker_panel	2.825575033687752	0.0497397404106069	0.0580789734879104	0.1151963077306888	True	True	ENSG00000198910	L1CAM	36381.0	1
65	65	AQP4	marker_panel	2.6525981076667566	0.0648861783169135	0.0777967645223014	0.0830448747934013	True	True	ENSG00000171885	AQP4	30372.0	1
66	66	DCX	marker_panel	2.4849614418390873	0.0412282465429037	0.0728545262920934	0.012473882807871	True	True	ENSG00000077279	DCX	36052.0	1
67	67	CNTN6	marker_panel	2.358619722937094	0.0177266939213189	0.0636556191099878	0.0720054885084354	True	True	ENSG00000134115	CNTN6	5962.0	1
68	68	P2RY12	marker_panel	2.1783922619340115	0.0045908451176194	0.0038473738603689	0.075622914522718	True	True	ENSG00000169313	P2RY12	7359.0	1
69	69	SEMA3A	marker_panel	1.9061153093487493	0.0156044054241226	0.0341454430107746	0.0611532104655876	True	True	ENSG00000075213	SEMA3A	13802.0	1
70	70	TBR1	marker_panel	1.89832832117606	0.0117954560686281	0.0238005095723889	0.0615897963638631	True	True	ENSG00000136535	TBR1	5073.0	1
71	71	GAD2	marker_panel	1.8672842810402228	0.0298013984764202	0.0416867050721894	0.0170892194467832	True	True	ENSG00000136750	GAD2	17793.0	1
72	72	SOX4	marker_panel	1.7259282356164891	0.0413846256953287	0.0316999048388912	0.0114136027692019	True	True	ENSG00000124766	SOX4	11424.0	1
73	73	PDGFRA	marker_panel	1.6915464563388154	0.0162522619127404	0.0386886185267423	0.0054885084354632	True	True	ENSG00000134853	PDGFRA	8323.0	1
74	74	ALDH1L1	marker_panel	1.6755016434913692	0.0111140897616334	0.0375425922704621	0.0082951320672342	True	True	ENSG00000144908	ALDH1L1	7065.0	1
75	75	NEUROD1	marker_panel	1.6238555896409002	0.0374863168241628	0.0143662577126543	0.0008419870895312	True	True	ENSG00000162992	NEUROD1	5263.0	1
76	76	NDUFB8	marker_panel	1.5975256752281248	0.0371958983982306	0.0173029499943721	0.0003430317772164	True	True	ENSG00000166136	NDUFB8	18528.0	1
77	77	PRDX2	marker_panel	1.5280215391218002	0.0348390411723968	0.0146629966540126	0.0	True	True	ENSG00000167815	PRDX2	31376.0	1
78	78	CLDN11	marker_panel	1.3821242945132493	0.0271764627035721	0.0292134371578548	0.0	True	True	ENSG00000013297	CLDN11	7511.0	1
79	79	MOG	marker_panel	1.3788403213203888	0.0008154055805017	0.0	0.0372969095955343	True	True	ENSG00000204655	MOG	11606.0	1
80	80	OLIG1	marker_panel	1.176622663203751	0.0181176418023814	0.0166685426025028	0.0290641469423394	True	True	ENSG00000184221	OLIG1	34102.0	1
81	81	VWF	marker_panel	1.129688882171999	0.0042780868127694	0.0142946310716368	0.0274113574702965	True	True	ENSG00000110799	VWF	21082.0	1
82	82	FLT1	marker_panel	1.0834390545782204	0.0073051404061389	0.0159011143058866	0.0188667477469049	True	True	ENSG00000102755	FLT1	23022.0	1
83	83	CALB2	marker_panel	1.047228471713342	0.0177490338002368	0.0	0.008606979137431	True	True	ENSG00000172137	CALB2	27710.0	1
84	84	SOX11	marker_panel	1.022506025903027	0.0184080602283135	0.015348565932323	0.0164031558923503	True	True	ENSG00000176887	SOX11	3482.0	1
85	85	ZIC1	marker_panel	0.988035422491192	0.0086231932622925	0.0171085348258961	0.0059250943337387	True	True	ENSG00000152977	ZIC1	7298.0	1
86	86	AQP1	marker_panel	0.913669402847109	0.0059424077921497	0.0107746932844907	0.0198334736645149	True	True	ENSG00000240583	AQP1	13365.0	1
87	87	PECAM1	marker_panel	0.8884945015775251	0.004657864754373	0.0138853359801082	0.015280506439642	True	True	ENSG00000261371	PECAM1	29638.0	1
88	88	GRIN2C	marker_panel	0.8750557341385108	0.0072492907088443	0.0141820749214665	0.0090123803286868	True	True	ENSG00000161509	GRIN2C	29771.0	1
89	89	PAX6	marker_panel	0.8423668446484288	0.00760672877153	0.0133634847384092	0.0066423425951913	True	True	ENSG00000007372	PAX6	19445.0	1
90	90	CSPG4	marker_panel	0.7648742397342182	0.0037419297187409	0.0114091006763601	0.0059562790407584	True	True	ENSG00000173546	CSPG4	26030.0	1
91	91	DLX1	marker_panel	0.708912836623163	0.0099077363000692	0.0077868391163318	0.0031184707019677	True	True	ENSG00000144355	DLX1	5154.0	1
92	92	CLDN5	marker_panel	0.6651028370831201	0.0063445256126711	0.0082575284715898	0.0076714379268406	True	True	ENSG00000184113	CLDN5	34496.0	1
93	93	CX3CR1	marker_panel	0.6163809129678559	0.0057190090029712	0.0079505571529433	0.0043970436897745	True	True	ENSG00000168329	CX3CR1	6273.0	1
94	94	OLIG2	marker_panel	0.5793560533019877	0.0046802046332908	0.0075924239478558	0.0094177815199426	True	True	ENSG00000205927	OLIG2	34100.0	1
95	95	KDR	marker_panel	0.5229045510147965	0.0018877197685588	0.0058324550542827	0.0017151588860822	True	True	ENSG00000128052	KDR	8333.0	1
96	96	PIFO	marker_panel	0.4321666291713522	0.0039988383262962	0.0042669013291858	0.0064864190600929	True	True	ENSG00000173947	PIFO	1676.0	1
97	97	ZIC2	marker_panel	0.3756383577173419	0.0022674977101624	0.00389853574681	0.0025259612685938	True	True	ENSG00000043355	ZIC2	23525.0	1
98	98	TYROBP	marker_panel	0.3715034283009744	0.0017313406161338	0.0038576062376571	0.0022764836124364	True	True	ENSG00000011600	TYROBP	31908.0	1
99	99	SLC17A6	marker_panel	0.3683482743407366	0.003719589839823	0.0037859795966396	0.0047088907599713	True	True	ENSG00000091664	SLC17A6	19386.0	1
100	100	FOXJ1	marker_panel	0.3440079632145509	0.0025244063177177	0.0032538959776524	0.003960457791499	True	True	ENSG00000129654	FOXJ1	29833.0	1
101	101	MEX3A	marker_panel	0.3264790439123575	0.0032281125036302	0.0029366922817178	0.0028066236317709	True	True	ENSG00000254726	MEX3A	2176.0	1
102	102	C1QA	marker_panel	0.2333952307729642	0.0008712552777963	0.0019441516847609	0.0022141141983971	True	True	ENSG00000173372	C1QA	501.0	1
103	103	SEMA3F	marker_panel	0.2191177756950758	0.0006813663069946	0.0017804336481494	0.0023700377334954	True	True	ENSG00000001617	SEMA3F	6485.0	1
104	104	DLX2	marker_panel	0.1696268620727369	0.0012510332193999	0.0010641672379743	0.0004677706052951	True	True	ENSG00000115844	DLX2	5155.0	1
105	105	AIF1	marker_panel	0.1346752173559846	0.0009047650961731	0.0	0.0006548788474132	True	True	ENSG00000204472	AIF1	11693.0	1
106	106	EN2	marker_panel	0.0632699852872122	8.935951567142506e-05	0.0003274360732228	9.355412105903264e-05	True	True	ENSG00000164778	EN2	14659.0	1
107	107	BARHL1	marker_panel	0.0453109209905051	3.35098183767844e-05	0.0002148799230525	3.118470701967755e-05	True	True	ENSG00000125492	BARHL1	17346.0	1
108	108	CBLN3	marker_panel	0.0442189310999992	0.0001340392735071	0.0002046475457643	0.000280662363177	True	True	ENSG00000139899	CBLN3	24017.0	1
109	109	EOMES	marker_panel	0.0417507441469917	0.0002010589102607	9.209139559393834e-05	0.0001247388280787	True	True	ENSG00000163508	EOMES	6183.0	1
110	110	BARHL2	marker_panel	0.033184688302263	8.935951567142506e-05	0.000143253282035	0.000187108242118	True	True	ENSG00000143032	BARHL2	1456.0	1
111	111	ATOH1	marker_panel	0.0198796033237316	2.2339878917856265e-05	8.185901830572296e-05	3.118470701967755e-05	True	True	ENSG00000172238	ATOH1	8644.0	1
112	112	KCNIP4	high_information_gene	15.213448499158003	0.0517950092710497	0.0005934778827164	0.9999376305859606	False	True	ENSG00000185774	KCNIP4	8102.0	1
113	113	DLG2	high_information_gene	14.687371296615282	0.672206956638295	0.856183937214133	0.9999376305859606	False	True	ENSG00000150672	DLG2	20386.0	1
114	114	CADM2	high_information_gene	14.654405210086724	0.6581886826173402	0.8279221111440821	1.0	False	True	ENSG00000175161	CADM2	6765.0	1
115	115	CSMD1	high_information_gene	14.475754305653176	0.531387529879588	0.6409868104656755	0.999812891757882	False	True	ENSG00000183117	CSMD1	14746.0	1
116	116	LSAMP	high_information_gene	14.446678264068137	0.6488059334718406	0.8018500138137094	0.9998440764649016	False	True	ENSG00000185565	LSAMP	6957.0	1
117	117	NRG3	high_information_gene	14.403520310388313	0.5366709112436611	0.6791842748825835	0.9999688152929804	False	True	ENSG00000185737	NRG3	18299.0	1
118	118	RBFOX1	high_information_gene	14.395487928386444	0.573196613274356	0.6365357263453018	0.9999376305859606	False	True	ENSG00000078328	RBFOX1	26734.0	1
119	119	FAM155A	high_information_gene	14.223290763483124	0.5220494604919241	0.6308669893276305	0.9997505223438424	False	True	ENSG00000204442	FAM155A	23579.0	1
120	120	PPFIA2	high_information_gene	14.125778948527556	0.4054576324196323	0.4676708039578835	0.9998440764649016	False	True	ENSG00000139220	PPFIA2	22205.0	1
121	121	NCAM2	high_information_gene	14.037777194006356	0.505294551303532	0.7132478588750525	0.9993451211525868	False	True	ENSG00000154654	NCAM2	33951.0	1
122	122	DLGAP1	high_information_gene	14.025937789687315	0.4927618792306146	0.5841971165160802	0.9996881529298032	False	True	ENSG00000170579	DLGAP1	30130.0	1
123	123	ZBTB20	high_information_gene	14.019545470703468	0.4461497218685075	0.5908993236398612	0.999625783515764	False	True	ENSG00000181722	ZBTB20	6946.0	1
124	124	NRXN1	high_information_gene	13.897609916548198	0.576301856443938	0.6766568776923942	0.9995945988087442	False	True	ENSG00000179915	NRXN1	3984.0	1
125	125	NRXN3	high_information_gene	13.889939480701145	0.4637423765163193	0.6537568173213683	0.998939719961331	False	True	ENSG00000021645	NRXN3	24615.0	1
126	126	ADGRB3	high_information_gene	13.88211064069137	0.548957844648482	0.7563670967675921	0.999126828203449	False	True	ENSG00000135298	ADGRB3	12160.0	1
127	127	PCDH9	high_information_gene	13.83750416805398	0.6121685320465563	0.8459822570577822	0.9993763058596064	False	True	ENSG00000184226	PCDH9	23326.0	1
128	128	LRRC7	high_information_gene	13.809770286381909	0.4468869378727967	0.6107194384471344	0.9995634141017246	False	True	ENSG00000033122	LRRC7	1280.0	1
129	129	CSMD3	high_information_gene	13.782540613144832	0.3452293188570918	0.4947047447533485	0.9986902423051736	False	True	ENSG00000164796	CSMD3	15845.0	1
130	130	CELF2	high_information_gene	13.775452186991606	0.4697964837030583	0.5727163891987025	0.9995010446876852	False	True	ENSG00000048740	CELF2	17648.0	1
131	131	FRMD4A	high_information_gene	13.721187604574604	0.4332596117329044	0.59302765811581	0.9992515670315276	False	True	ENSG00000151474	FRMD4A	17683.0	1
132	132	NLGN1	high_information_gene	13.701667297038847	0.4511761946250251	0.6759917731686603	0.9992827517385474	False	True	ENSG00000169760	NLGN1	7537.0	1
133	133	NBEA	high_information_gene	13.634662240429307	0.4361079462949311	0.5473298611466402	0.998440764649016	False	True	ENSG00000172915	NBEA	23088.0	1
134	134	RYR2	high_information_gene	13.598982497092232	0.4014699640327949	0.4917782848489189	0.9985966881841144	False	True	ENSG00000198626	RYR2	3259.0	1
135	135	STXBP5L	high_information_gene	13.570763284043013	0.4374259991510846	0.5112402664511045	0.9985343187700751	False	True	ENSG00000145087	STXBP5L	7003.0	1
136	136	ANK3	high_information_gene	13.540448045152123	0.484138685968322	0.6489373676186189	0.9989709046683506	False	True	ENSG00000151150	ANK3	18065.0	1
137	137	PPM1E	high_information_gene	13.524195641608667	0.3542322900609879	0.3992673617861638	0.9992515670315276	False	True	ENSG00000175175	PPM1E	29538.0	1
138	138	DMD	high_information_gene	13.50965911219791	0.4115787592431249	0.5956573790788814	0.99806654816478	False	True	ENSG00000198947	DMD	35506.0	1
139	139	NKAIN2	high_information_gene	13.502165313760466	0.4229162477939369	0.6305395532544076	0.9983160258209374	False	True	ENSG00000188580	NKAIN2	12535.0	1
140	140	RFX3	high_information_gene	13.500529349882877	0.2649621339052342	0.3847987803006272	0.9951351857049304	False	True	ENSG00000080298	RFX3	16229.0	1
141	141	DAB1	high_information_gene	13.48144488968785	0.3959966936979202	0.5028906465839208	0.9983160258209374	False	True	ENSG00000173406	DAB1	1174.0	1
142	142	ST6GALNAC5	high_information_gene	13.47603483462286	0.3555391729776824	0.3771961239754832	0.9967567904699536	False	True	ENSG00000117069	ST6GALNAC5	1335.0	1
143	143	LRRTM4	high_information_gene	13.472112422058034	0.3288430176708442	0.4975595780167606	0.9971310069541895	False	True	ENSG00000176204	LRRTM4	4281.0	1
144	144	LRP1B	high_information_gene	13.4704070147283	0.4827647834148739	0.7444156800949565	0.9972557457822684	False	True	ENSG00000168702	LRP1B	4947.0	1
145	145	FGF14	high_information_gene	13.462197402466066	0.3936510064115452	0.5185461838348904	0.9983783952349768	False	True	ENSG00000102466	FGF14	23539.0	1
146	146	CLSTN2	high_information_gene	13.461234201642592	0.3680606751111409	0.3806751322534764	0.9980353634577604	False	True	ENSG00000158258	CLSTN2	7239.0	1
147	147	EDIL3	high_information_gene	13.432242680218048	0.3229564595759891	0.4196809544761534	0.9977235163875636	False	True	ENSG00000164176	EDIL3	10112.0	1
148	148	ZFPM2	high_information_gene	13.42997305763243	0.2933337801309117	0.3719980763130698	0.9974116693173668	False	True	ENSG00000169946	ZFPM2	15803.0	1
149	149	ERC2	high_information_gene	13.4270094335356	0.3539753814534325	0.4538059327323517	0.9986902423051736	False	True	ENSG00000187672	ERC2	6597.0	1
150	150	ANKS1B	high_information_gene	13.40179049746708	0.488349753144338	0.6693611926858967	0.9987526117192128	False	True	ENSG00000185046	ANKS1B	22344.0	1
151	151	KCTD16	high_information_gene	13.398194125199726	0.331825391506378	0.3762138157558145	0.9974740387314062	False	True	ENSG00000183775	KCTD16	10724.0	1
152	152	AUTS2	high_information_gene	13.378317668731292	0.4399392355293434	0.6775368621391809	0.9981912869928588	False	True	ENSG00000158321	AUTS2	13693.0	1
153	153	AC092691.1	high_information_gene	13.37232690349141	0.0	0.0	0.9977858858016028	False	True	ENSG00000239268	AC092691.1	6962.0	1
154	154	NAV3	high_information_gene	13.368475569637477	0.4209950182070013	0.6223536514238353	0.9976923316805438	False	True	ENSG00000067798	NAV3	22177.0	1
155	155	TENM2	high_information_gene	13.32069025623278	0.4129191519781963	0.4550133532523611	0.9965696822278356	False	True	ENSG00000145934	TENM2	10946.0	1
156	156	PPP3CA	high_information_gene	13.302601753840229	0.4131648906462927	0.4696968146609502	0.9974116693173668	False	True	ENSG00000138814	PPP3CA	8697.0	1
157	157	GRIA1	high_information_gene	13.29611609693631	0.4297745906217188	0.4676196420714424	0.997879439922662	False	True	ENSG00000155511	GRIA1	10842.0	1
158	158	GRM7	high_information_gene	13.288480559831925	0.322040524540357	0.4706791228806188	0.9975675928524652	False	True	ENSG00000196277	GRM7	5993.0	1
159	159	NELL2	high_information_gene	13.276623428778745	0.3675133480776534	0.3875001279047161	0.9971310069541895	False	True	ENSG00000184613	NELL2	21564.0	1
160	160	MAGI2	high_information_gene	13.264369828786524	0.4863838437995666	0.7767602247030052	0.9967567904699536	False	True	ENSG00000187391	MAGI2	13781.0	1
161	161	GRIK2	high_information_gene	13.263152989105532	0.3584321872975448	0.4969047058703149	0.9964761281067764	False	True	ENSG00000164418	GRIK2	12363.0	1
162	162	DGKB	high_information_gene	13.250332065409332	0.274624131537207	0.3539993246630989	0.9962578351576388	False	True	ENSG00000136267	DGKB	13184.0	1
163	163	FTX	high_information_gene	13.241226825688129	0.4404195429260773	0.6429923564141657	0.9982224716998784	False	True	ENSG00000230590	FTX	35861.0	1
164	164	GRIA2	high_information_gene	13.239683772896514	0.4900140741237182	0.5651648947599995	0.9968815292980322	False	True	ENSG00000120251	GRIA2	9124.0	1
165	165	SNTG1	high_information_gene	13.193430326589857	0.3437548868485133	0.4925252483909587	0.9944179374434776	False	True	ENSG00000147481	SNTG1	15295.0	1
166	166	IL1RAPL1	high_information_gene	13.184811231571194	0.4144159238656926	0.6859274115155174	0.9953222939470484	False	True	ENSG00000169306	IL1RAPL1	35490.0	1
167	167	TRPM3	high_information_gene	13.165360848048426	0.2299890534593302	0.312619590909556	0.9934823962328874	False	True	ENSG00000083067	TRPM3	16677.0	1
168	168	SEMA5A	high_information_gene	13.165165052025984	0.1949936331345084	0.2308117344902741	0.9952911092400288	False	True	ENSG00000112902	SEMA5A	9504.0	1
169	169	KALRN	high_information_gene	13.143667461227356	0.3586779259656412	0.4835412211319055	0.9974116693173668	False	True	ENSG00000160145	KALRN	7043.0	1
170	170	CCSER1	high_information_gene	13.1386539978219	0.3693005383910819	0.4837765658095345	0.9953846633610878	False	True	ENSG00000184305	CCSER1	8634.0	1
171	171	PLCB1	high_information_gene	13.119152954256617	0.3996492639009896	0.5145248595606218	0.9956965104312844	False	True	ENSG00000182621	PLCB1	33024.0	1
172	172	OPCML	high_information_gene	13.098544339992328	0.4498916515872484	0.5848008267760849	0.9833161817444726	False	True	ENSG00000183715	OPCML	20945.0	1
173	173	FAM19A2	high_information_gene	13.07404460465989	0.241840359225253	0.3204371271577526	0.992453300901238	False	False				0
174	174	ANK2	high_information_gene	13.045164017969974	0.4865290530125327	0.6472490253660633	0.9961642810365796	False	True	ENSG00000145362	ANK2	8796.0	1
175	175	NEGR1	high_information_gene	13.035609004327874	0.3888479324442062	0.5074338220998885	0.9903015561168804	False	True	ENSG00000172260	NEGR1	1299.0	1
176	176	ADGRL3	high_information_gene	13.028745074629503	0.3674574983803588	0.586898464120169	0.9929210715065332	False	True	ENSG00000150471	ADGRL3	8387.0	1
177	177	CNTNAP2	high_information_gene	12.988744665089207	0.0705828474409668	0.0	0.992079084417002	False	True	ENSG00000174469	CNTNAP2	14536.0	1
178	178	AGBL4	high_information_gene	12.970514028264862	0.33555615128566	0.4637825005883617	0.993420026818848	False	True	ENSG00000186094	AGBL4	1051.0	1
179	179	GPM6A	high_information_gene	12.96900561347311	0.4602461854656747	0.5201731318237166	0.9938877974241432	False	True	ENSG00000150625	GPM6A	9243.0	1
180	180	DTNA	high_information_gene	12.966218047847011	0.3020575028483345	0.4824565891393547	0.9936383197679858	False	True	ENSG00000134769	DTNA	30432.0	1
