analysis_region	sampling_group	neuron_id	neuron_name	archive	species	strain	brain_region	cell_type	age_classification	age_scale	min_age	max_age	gender	experiment_condition	protocol	domain	attributes	physical_integrity	reconstruction_software	slicing_thickness	reference_pmid	reference_doi	measurements_url	neuron_name_morph	surface	volume	n_stems	n_bifs	n_branch	width	height	depth	diameter	eucDistance	pathDistance	branch_Order	contraction	fragmentation	partition_asymmetry	pk_classic	bif_ampl_local	fractal_Dim	soma_Surface	bif_ampl_remote	length	is_control_like	dendrites_present	moderate_or_complete_dendrites	has_core_morphometry	analysis_inclusion	compact_branch_index
dentate_gyrus	DG_mouse_sample	195746	p73_vGluT2-KO_GC10	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195746	p73_vGluT2-KO_GC10	381.321	13.3462	1.0	19.0	39.0	100.171	108.132	46.48	0.14	132.05	184.668	8.0	0.743776	378.0	0.603828	2.0	66.9487	1.06743	182.167	46.67	866.987	False	True	True	True	True	0.044983373453119826
dentate_gyrus	DG_mouse_sample	195749	p73_vGluT2-ctrl_GC12	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195749	p73_vGluT2-ctrl_GC12	414.343	7.251	3.0	17.0	37.0	209.553	139.792	95.15	0.07	198.615	225.145	5.0	0.92768	836.0	0.466514	2.0	54.2198	1.02022	410.886	35.1142	1884.14	True	True	True	True	True	0.01963760654728417
dentate_gyrus	DG_mouse_sample	195752	PDE1c_vGluT2-KO_GC01	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	PDE1c knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195752	PDE1c_vGluT2-KO_GC01	485.571	8.49749	2.0	16.0	34.0	184.739	139.311	110.4	0.07	193.152	226.752	5.0	0.904726	779.0	0.485417	2.0	77.1606	1.02152	328.031	36.8505	2208.03	False	True	True	True	True	0.015398341508041103
dentate_gyrus	DG_mouse_sample	195757	p73_vGluT2-KO_GC09	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195757	p73_vGluT2-KO_GC09	1363.48	47.7218	2.0	24.0	50.0	235.956	137.699	83.49	0.14	188.917	240.063	5.0	0.861415	963.0	0.313294	2.0	87.7553	1.03723	492.942	48.1998	3100.07	False	True	True	True	True	0.016128668062334074
dentate_gyrus	DG_mouse_sample	195761	PDE1c_vGluT2-ctrl_GC21	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195761	PDE1c_vGluT2-ctrl_GC21	432.71	7.57242	2.0	14.0	30.0	179.209	180.798	61.12	0.07	212.908	238.881	6.0	0.925134	884.0	0.509524	2.0	51.3369	1.02493	507.238	29.2325	1967.65	True	True	True	True	True	0.01524661398114502
dentate_gyrus	DG_mouse_sample	195762	PDE1c_vGluT2-ctrl_GC04	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195762	PDE1c_vGluT2-ctrl_GC04	108.165	1.89288	1.0	12.0	25.0	42.5957	123.49	34.97	0.07	143.268	174.283	8.0	0.920693	221.0	0.55303	2.0	86.6232	1.02228	315.607	53.6849	491.856	True	True	True	True	True	0.05082788458410592
dentate_gyrus	DG_mouse_sample	195769	PDE1c_vGluT2-ctrl_GC17	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195769	PDE1c_vGluT2-ctrl_GC17	643.956	11.2692	1.0	20.0	41.0	137.862	178.318	87.68	0.07	216.032	253.336	6.0	0.915087	1008.0	0.360128	2.0	63.1665	1.02534	600.338	34.0224	2928.25	True	True	True	True	True	0.01400153675403398
dentate_gyrus	DG_mouse_sample	195771	p73_vGluT2-ctrl_GC13	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195771	p73_vGluT2-ctrl_GC13	367.993	12.8797	1.0	9.0	19.0	113.675	129.987	34.9	0.14	150.196	199.096	5.0	0.877816	237.0	0.37963	2.0	63.0884	1.04067	427.952	42.5132	836.684	True	True	True	True	True	0.02270869288763739
dentate_gyrus	DG_mouse_sample	195774	p73_vGluT2-ctrl_GC17	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195774	p73_vGluT2-ctrl_GC17	89.5608	1.56731	1.0	7.0	15.0	45.5371	100.27	18.82	0.07	113.8	137.025	4.0	0.847438	169.0	0.166667	2.0	69.1559	1.05001	223.309	38.0747	407.258	True	True	True	True	True	0.03683168900303985
dentate_gyrus	DG_mouse_sample	195775	PDE1c_vGluT2-ctrl_GC16	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195775	PDE1c_vGluT2-ctrl_GC16	595.199	10.8943	1.0	19.0	39.0	152.323	165.589	124.82	0.0715159	216.41	270.192	6.0	0.921333	818.0	0.191479	2.0	58.021	1.02119	992.672	42.1966	2627.45	True	True	True	True	True	0.01484328912063027
dentate_gyrus	DG_mouse_sample	195779	p73_vGluT2-KO_GC02	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195779	p73_vGluT2-KO_GC02	325.584	5.69772	1.0	18.0	37.0	121.52	152.791	71.21	0.07	183.958	206.431	7.0	0.891036	609.0	0.410659	2.0	60.8493	1.02924	351.532	33.4371	1480.52	False	True	True	True	True	0.024991219301326563
dentate_gyrus	DG_mouse_sample	195784	PDE1c_vGluT2-KO_GC14	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	PDE1c knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195784	PDE1c_vGluT2-KO_GC14	252.791	4.42385	1.0	12.0	25.0	110.471	168.861	48.24	0.07	203.01	229.919	6.0	0.885795	338.0	0.453704	2.0	77.4378	1.03669	473.951	39.2867	1149.51	False	True	True	True	True	0.02174839714313055
dentate_gyrus	DG_mouse_sample	195788	PDE1c_vGluT2-KO_GC07	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	PDE1c knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195788	PDE1c_vGluT2-KO_GC07	487.453	8.53043	1.0	17.0	35.0	200.984	162.109	109.34	0.07	194.217	225.357	5.0	0.927655	624.0	0.154062	2.0	54.9213	1.02113	192.298	38.8658	2216.59	False	True	True	True	True	0.01579001980519627
dentate_gyrus	DG_mouse_sample	195789	PDE1c_vGluT2-ctrl_GC11	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195789	PDE1c_vGluT2-ctrl_GC11	428.975	7.50705	1.0	14.0	29.0	178.719	149.717	152.17	0.07	184.959	221.435	7.0	0.908612	633.0	0.513037	2.0	73.9769	1.02903	378.364	40.821	1950.67	True	True	True	True	True	0.01486668683067869
dentate_gyrus	DG_mouse_sample	195793	p73_vGluT2-KO_GC04	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195793	p73_vGluT2-KO_GC04	205.358	3.59377	1.0	11.0	23.0	122.827	112.091	24.29	0.07	133.698	148.589	5.0	0.888174	398.0	0.4	2.0	69.3329	1.03619	292.228	43.2348	933.822	False	True	True	True	True	0.024629961598677263
dentate_gyrus	DG_mouse_sample	195797	p73_vGluT2-KO_GC16	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195797	p73_vGluT2-KO_GC16	899.145	31.4701	2.0	15.0	32.0	210.399	142.811	53.69	0.14	204.835	225.129	5.0	0.91736	660.0	0.520635	2.0	65.7457	1.02101	250.577	39.9603	2044.33	False	True	True	True	True	0.01565305014356782
dentate_gyrus	DG_mouse_sample	195798	PDE1c_vGluT2-ctrl_GC14	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195798	PDE1c_vGluT2-ctrl_GC14	397.952	6.96417	1.0	12.0	25.0	156.633	191.289	88.9	0.07	244.213	267.885	5.0	0.913963	587.0	0.361364	2.0	58.2218	1.02117	366.832	35.5589	1809.6	True	True	True	True	True	0.013815207780725022
dentate_gyrus	DG_mouse_sample	195800	PDE1c_vGluT2-KO_GC16	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	PDE1c knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195800	PDE1c_vGluT2-KO_GC16	213.706	3.73986	1.0	12.0	25.0	94.2265	131.487	53.31	0.07	153.217	183.932	6.0	0.892259	336.0	0.50202	2.0	65.3266	1.03826	293.354	45.0765	971.782	False	True	True	True	True	0.025725934417389906
dentate_gyrus	DG_mouse_sample	195802	p73_vGluT2-ctrl_GC02	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195802	p73_vGluT2-ctrl_GC02	171.639	3.00369	1.0	9.0	19.0	93.2003	160.3	41.95	0.07	181.33	211.799	5.0	0.89945	307.0	0.37963	2.0	75.0538	1.02465	269.252	33.8152	780.493	True	True	True	True	True	0.02434358796299262
dentate_gyrus	DG_mouse_sample	195806	PDE1c_vGluT2-ctrl_GC06	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195806	PDE1c_vGluT2-ctrl_GC06	550.588	9.63528	2.0	16.0	34.0	185.598	172.063	97.18	0.07	200.129	233.651	4.0	0.910455	806.0	0.431548	2.0	62.6867	1.02396	262.456	29.1655	2503.68	True	True	True	True	True	0.013580010224948875
dentate_gyrus	DG_mouse_sample	195809	p73_vGluT2-KO_GC05	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195809	p73_vGluT2-KO_GC05	382.566	6.6949	1.0	15.0	31.0	166.313	139.244	60.87	0.07	206.044	230.308	6.0	0.907832	635.0	0.331429	2.0	54.4471	1.03295	404.812	36.396	1739.64	False	True	True	True	True	0.01781977880481019
dentate_gyrus	DG_mouse_sample	195810	PDE1c_vGluT2-KO_GC02	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	PDE1c knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195810	PDE1c_vGluT2-KO_GC02	428.614	7.50074	2.0	14.0	30.0	135.637	192.99	43.38	0.07	217.23	243.901	4.0	0.922627	630.0	0.345238	2.0	56.5361	1.02266	212.614	27.1537	1949.03	False	True	True	True	True	0.015392272053277785
dentate_gyrus	DG_mouse_sample	195811	PDE1c_vGluT2-KO_GC08	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	PDE1c knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195811	PDE1c_vGluT2-KO_GC08	566.623	9.91591	1.0	20.0	41.0	141.659	170.695	119.32	0.07	210.371	239.756	6.0	0.912144	698.0	0.287281	2.0	65.4097	1.02696	231.971	32.7305	2576.6	False	True	True	True	True	0.01591244275401692
dentate_gyrus	DG_mouse_sample	195823	p73_vGluT2-KO_GC07	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195823	p73_vGluT2-KO_GC07	163.286	2.85751	1.0	9.0	19.0	84.6395	119.172	28.34	0.07	135.54	152.727	6.0	0.912127	327.0	0.564815	2.0	89.5053	1.0305	240.584	51.9226	742.51	False	True	True	True	True	0.025588880957832218
dentate_gyrus	DG_mouse_sample	195827	p73_vGluT2-KO_GC11	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195827	p73_vGluT2-KO_GC11	889.61	31.1364	1.0	13.0	27.0	62.8986	184.28	104.09	0.14	204.227	232.425	6.0	0.90355	682.0	0.553846	2.0	66.5203	1.02954	325.21	25.204	2022.65	False	True	True	True	True	0.013348824561837194
dentate_gyrus	DG_mouse_sample	195829	p73_vGluT2-ctrl_GC19	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195829	p73_vGluT2-ctrl_GC19	439.119	7.68458	1.0	13.0	27.0	154.347	180.458	99.03	0.07	208.988	222.623	5.0	0.919306	615.0	0.371795	2.0	67.9993	1.0179	396.565	32.5201	1996.8	True	True	True	True	True	0.013521634615384616
dentate_gyrus	DG_mouse_sample	195830	p73_vGluT2-KO_GC03	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	delta-Np73 knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195830	p73_vGluT2-KO_GC03	158.381	2.77166	1.0	8.0	17.0	111.437	131.093	21.46	0.07	154.596	169.621	5.0	0.904031	296.0	0.491071	2.0	86.7486	1.02492	297.007	26.2263	720.201	False	True	True	True	True	0.02360452151552136
dentate_gyrus	DG_mouse_sample	195835	p73_vGluT2-ctrl_GC15	Anstoetz	mouse	deltaNp73-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195835	p73_vGluT2-ctrl_GC15	1032.77	36.1471	1.0	16.0	33.0	182.925	163.005	113.95	0.14	208.698	248.665	6.0	0.909146	762.0	0.533712	2.0	55.4123	1.02891	415.539	35.0197	2348.16	True	True	True	True	True	0.014053556827473427
dentate_gyrus	DG_mouse_sample	195837	PDE1c_vGluT2-ctrl_GC20	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195837	PDE1c_vGluT2-ctrl_GC20	576.351	10.0861	1.0	17.0	35.0	144.351	172.632	91.2	0.07	206.553	240.296	6.0	0.909109	960.0	0.444608	2.0	59.854	1.02099	389.859	32.9175	2620.83	True	True	True	True	True	0.013354547986706503
dentate_gyrus	DG_mouse_sample	195844	PDE1c_vGluT2-ctrl_GC02	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	Control	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195844	PDE1c_vGluT2-ctrl_GC02	447.271	7.82724	1.0	16.0	33.0	134.14	146.027	101.13	0.07	175.88	206.489	6.0	0.924705	750.0	0.430556	2.0	56.0494	1.02202	775.599	40.0315	2033.87	True	True	True	True	True	0.016225225801059066
dentate_gyrus	DG_mouse_sample	195845	PDE1c_vGluT2-KO_GC15	Anstoetz	mouse	PDE1c-Cre:ChR2-eYFP-flox:vGluT2-flox	hippocampus;dentate gyrus;granule layer	principal cell;granule	young adult	Day	21.0	31.0	Male/Female	PDE1c knockout	in vitro	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Moderate	Neurolucida	350	35584670	10.1016/j.celrep.2022.110822	http://neuromorpho.org/api/morphometry/id/195845	PDE1c_vGluT2-KO_GC15	496.073	8.68128	2.0	17.0	36.0	136.45	188.7	77.59	0.07	217.646	240.368	5.0	0.927641	579.0	0.341737	2.0	44.1726	1.02281	431.588	31.6033	2255.79	False	True	True	True	True	0.015958932347425958
dentate_gyrus	DG_mouse_sample	52413	TG4063-Neuron-Q-60dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	102.0	109.0	Female	Environmental enrichment	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52413	TG4063-Neuron-Q-60dpi	2480.72	285.283	1.0	10.0	21.0	154.71	202.98	122.6	0.46	239.236	262.55	5.0	0.944046	203.0	0.533333	2.0	56.2124	1.01719	3198.88	45.505	1716.61	False	True	True	True	True	0.012233413530155364
dentate_gyrus	DG_mouse_sample	52414	TG4050-Neuron-A-27dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	69.0	76.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52414	TG4050-Neuron-A-27dpi	615.163	23.0686	1.0	7.0	15.0	98.8777	210.073	112.51	0.15	249.668	269.521	4.0	0.965946	140.0	0.314286	2.0	55.982	1.0111	3508.52	35.5004	1305.42	False	True	True	True	True	0.011490554763984005
dentate_gyrus	DG_mouse_sample	52415	TG4033-Neuron-R-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52415	TG4033-Neuron-R-37dpi	1118.98	83.9239	1.0	10.0	21.0	79.2396	181.962	144.68	0.3	207.672	247.041	7.0	0.944855	129.0	0.622222	2.0	56.8416	1.0175	3788.56	49.5379	1187.28	False	True	True	True	True	0.017687487366080452
dentate_gyrus	DG_mouse_sample	52416	TG4034-Neuron-C-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52416	TG4034-Neuron-C-37dpi	1339.16	100.437	1.0	9.0	19.0	184.139	186.65	121.83	0.3	228.774	271.485	4.0	0.933019	173.0	0.296296	2.0	62.6496	1.01677	2630.92	52.0808	1420.89	False	True	True	True	True	0.013371900710118305
dentate_gyrus	DG_mouse_sample	52417	TG4049-Neuron-B-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52417	TG4049-Neuron-B-37dpi	1730.87	199.05	1.0	9.0	19.0	172.31	288.84	69.7	0.46	244.044	301.518	6.0	0.918212	145.0	0.416667	2.0	82.4712	1.02523	7474.3	70.3801	1197.72	False	True	True	True	True	0.01586347393380757
dentate_gyrus	DG_mouse_sample	52418	TG4049-Neuron-C-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52418	TG4049-Neuron-C-37dpi	1711.83	196.86	1.0	11.0	23.0	102.39	257.1	60.84	0.46	184.738	227.914	5.0	0.929082	138.0	0.315152	2.0	61.7587	1.02777	8190.72	50.3449	1184.55	False	True	True	True	True	0.01941665611413617
dentate_gyrus	DG_mouse_sample	52419	TG4050-Neuron-C-37dpi	Gage	mouse	C57BL/6J	hippocampus;dentate gyrus;granule layer	principal cell;granule;newborn	adult	Day	79.0	86.0	Female	CELSR3 shRNAi	in vivo	Dendrites, Soma, No Axon	No Diameter, 3D, Angles	Dendrites Complete	Neurolucida	Not reported	27135217	10.1038/nn.4301	http://neuromorpho.org/api/morphometry/id/52419	TG4050-Neuron-C-37dpi	2348.9	270.123	1.0	9.0	19.0	177.879	222.96	133.28	0.46	247.498	274.741	5.0	0.950791	276.0	0.522222	2.0	50.0185	1.01173	3453.5	35.2733	1625.39	False	True	True	True	True	0.011689502211776864
