subject	session	local_path	n_units	total_spikes	recording_start_s	recording_stop_s	recording_duration_s	bin_seconds	n_bins	mean_population_active_units_per_bin	median_population_active_units_per_bin	mean_population_active_fraction_per_bin	median_population_active_fraction_per_bin	fraction_bins_with_any_unit_active	median_unit_firing_rate_hz	median_unit_active_bin_fraction_1s
YutaMouse41	YutaMouse41-150829	/Users/jili/Desktop/codex_play/Hippocanpus&Cerebellum/External_Data/DANDI/000003/sub-YutaMouse41/sub-YutaMouse41_ses-YutaMouse41-150829_behavior+ecephys.nwb	23	953531	0.02715	17050.1911	17050.16395	1.0	17051	10.82241510761832	11.0	0.4705397872877531	0.4782608695652174	0.9998827048266964	1.1613964568358301	0.4454284206204915
