source_layer	expression_scale	broad_class	panel	gene	gene_key	candidate_role	notes	n_cells	detection_fraction	mean_value_all_cells	mean_log1p_value_all_cells	present_in_matrix
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	dentate_identity	Calb1	CALB1	regional_dentate_identity	mature dentate granule marker, also broad neuronal/calcium marker	36805	0.00505366	0.0132597	0.0132597	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	32081	0.0182663	0.0279605	0.0153435	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	32875	0.0660684	0.186829	0.075179	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	29474	0.00878741	0.0144873	0.00776757	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	56808	0.0125334	0.0146986	0.00947101	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	511	0.00782779	0.00782779	0.00542581	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	10533	0.00132916	0.00160351	0.00160351	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	67423	0.0153953	0.0276813	0.0276813	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	3304	0.0390436	0.097083	0.097083	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	37763	0.0062495	0.016433	0.016433	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	dentate_identity	Calb2	CALB2	regional_dentate_identity	immature dentate/DG-PIR marker, context dependent	36805	0.00399402	0.0116848	0.0116848	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	32081	0.0531156	0.067049	0.0414164	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	32875	0.136456	0.196958	0.113927	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	29474	0.0204587	0.0247337	0.0156553	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	56808	0.240706	0.330939	0.199484	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	511	0.072407	0.0782779	0.0525692	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	10533	0.0202222	0.0203957	0.0203957	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	67423	0.135977	0.143806	0.143806	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	3304	0.0596247	0.117835	0.117835	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	37763	0.00887112	0.0178777	0.0178777	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	dentate_identity	Egr3	EGR3	regional_dentate_identity	Allen dentate glutamatergic TF marker	36805	0.00858579	0.0230282	0.0230282	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	32081	0.181572	0.372619	0.180508	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	32875	0.578068	4.41344	0.938576	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	29474	0.0966275	0.199498	0.0959005	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	56808	0.315431	0.643941	0.31776	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	511	0.152642	0.270059	0.138775	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	10533	0.0376911	0.0367037	0.0367037	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	67423	0.226406	0.241223	0.241223	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	3304	0.131356	0.267817	0.267817	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	37763	0.244101	0.658395	0.658395	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	dentate_identity	Glis3	GLIS3	regional_dentate_identity	Allen dentate glutamatergic TF marker	36805	0.0270887	0.0784319	0.0784319	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	32081	0.0715377	0.0861881	0.0550828	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	32875	0.130677	0.168943	0.103824	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	29474	0.0222908	0.0260229	0.0168997	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	56808	0.157003	0.190061	0.121493	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	511	0.0469667	0.0469667	0.0325549	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	10533	0.0138612	0.0128087	0.0128087	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	67423	0.112247	0.104262	0.104262	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	3304	0.0363196	0.0698037	0.0698037	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	37763	0.00336308	0.00657968	0.00657968	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	dentate_identity	Itpka	ITPKA	regional_dentate_identity	Allen dentate glutamatergic marker	36805	0.00369515	0.00921006	0.00921006	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	32081	0.0056108	0.00576665	0.0039523	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	32875	0.0112852	0.0120152	0.00811471	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	29474	0.00437674	0.0044446	0.00306124	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	56808	0.00306295	0.00323898	0.00219238	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	511	0.00195695	0.00195695	0.00135645	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	10533	0.00237349	0.00248324	0.00248324	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	67423	0.00582887	0.00790428	0.00790428	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	3304	0.00544794	0.0112005	0.0112005	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	37763	0.00365437	0.00819403	0.00819403	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	dentate_identity	Mex3a	MEX3A	regional_dentate_identity	immature dentate-enriched marker	36805	0.000950958	0.00250367	0.00250367	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	32081	0.253795	0.484555	0.249028	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	32875	0.713004	2.46704	0.939938	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	29474	0.211848	0.334939	0.186112	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	56808	0.705552	2.45318	0.930639	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	511	0.189824	0.272016	0.155766	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	10533	0.0109181	0.0155675	0.0155675	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	67423	0.492147	0.691393	0.691393	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	3304	0.2727	0.636906	0.636906	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	37763	0.0772979	0.184254	0.184254	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	dentate_identity	Prox1	PROX1	regional_dentate_identity	strict dentate granule lineage anchor, still check cerebellar leakage	36805	0.0232577	0.062168	0.062168	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	32081	0.226583	0.558274	0.248208	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	32875	0.107042	0.261141	0.116081	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	29474	0.0977472	0.176495	0.0922729	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	56808	0.00494649	0.00686523	0.00406959	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	511	0.00978474	0.00978474	0.00678226	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	10533	0.192728	0.261325	0.261325	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	67423	0.0936921	0.136732	0.136732	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	3304	0.0590194	0.0918744	0.0918744	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	37763	0.0257924	0.0569919	0.0569919	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Dcx	DCX	shared_granule_neuronal_state	immature neuron migration/cytoskeleton	36805	0.0289363	0.0646596	0.0646596	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	32081	0.000436395	0.000592251	0.000358337	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	32875	0.000760456	0.00109506	0.000635633	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	29474	0.000271426	0.000339282	0.000215651	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	56808	0.000158428	0.000176032	0.000116952	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	511	0	0	0	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	10533	0.000284819	0.00038079	0.00038079	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	67423	0.000222476	0.000363202	0.000363202	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	3304	0.000302663	0.000482996	0.000482996	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	37763	7.94428e-05	0.000236078	0.000236078	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Eomes	EOMES	shared_granule_neuronal_state	immature excitatory/neuroblast and CB subset marker	36805	0.000135851	0.000300178	0.000300178	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	32081	0.914996	17.9903	2.30716	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	32875	0.889856	14.8718	2.16111	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	29474	0.563819	4.48602	0.97828	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	56808	0.962083	16.9839	2.41993	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	511	0.780822	2.63209	0.950615	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	10533	0.839457	2.1776	2.1776	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	67423	0.934592	2.36839	2.36839	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	3304	0.628632	1.61702	1.61702	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	37763	0.321426	0.862396	0.862396	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Map2	MAP2	shared_granule_neuronal_state	dendritic neuronal cytoskeleton	36805	0.564597	1.55753	1.55753	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	32081	0.111094	0.148842	0.0903095	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	32875	0.101414	0.137643	0.0825031	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	29474	0.0230712	0.0272104	0.01756	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	56808	0.237044	0.334478	0.19914	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	511	0.0763209	0.0782779	0.0536951	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	10533	0.067692	0.0881024	0.0881024	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	67423	0.0466013	0.0693524	0.0693524	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	3304	0.0266344	0.044011	0.044011	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	37763	0.00595821	0.013937	0.013937	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Neurod1	NEUROD1	shared_granule_neuronal_state	granule/neurogenic differentiation TF	36805	0.00668387	0.0167236	0.0167236	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	32081	0.180637	0.262897	0.153055	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	32875	0.158722	0.224274	0.131723	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	29474	0.0386442	0.0464138	0.0295649	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	56808	0.352679	0.59041	0.321141	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	511	0.136986	0.146771	0.098919	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	10533	0.129118	0.176165	0.176165	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	67423	0.28689	0.319164	0.319164	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	3304	0.059322	0.0988411	0.0988411	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	37763	0.0130816	0.02903	0.02903	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Neurod2	NEUROD2	shared_granule_neuronal_state	granule neuron TF	36805	0.0158131	0.0375143	0.0375143	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	32081	0.0253109	0.0297996	0.019206	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	32875	0.124502	0.209004	0.1128	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	29474	0.0223587	0.0262944	0.0170098	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	56808	0.00193635	0.00198916	0.00136359	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	511	0.0215264	0.0234834	0.0157145	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	10533	0.00351277	0.00589249	0.00589249	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	67423	0.00535426	0.00542781	0.00542781	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	3304	0.00211864	0.00365172	0.00365172	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	37763	0.0370733	0.0784977	0.0784977	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Pax6	PAX6	shared_granule_neuronal_state	granule lineage TF, cerebellum and neurogenic contexts	36805	0.00277136	0.00690631	0.00690631	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	32081	0.422742	0.900377	0.435556	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	32875	0.427103	0.950875	0.445338	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	29474	0.130216	0.19926	0.113306	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	56808	0.786879	2.73759	1.04187	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	511	0.444227	0.604697	0.366484	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	10533	0.379474	0.59145	0.59145	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	67423	0.566988	0.761066	0.761066	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	3304	0.208838	0.361853	0.361853	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	37763	0.0300824	0.0658211	0.0658211	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Slc17a7	SLC17A7	shared_granule_neuronal_state	glutamatergic neuron marker	36805	0.1446	0.33028	0.33028	True
