source_layer	expression_scale	broad_class	panel	gene	gene_key	candidate_role	notes	n_cells	detection_fraction	mean_value_all_cells	mean_log1p_value_all_cells	present_in_matrix
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	32081	0.885353	12.1598	1.95866	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	32875	0.812806	11.2687	1.83523	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	29474	0.489957	2.62876	0.693703	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	56808	0.967769	16.2649	2.39279	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	511	0.731898	2.05088	0.880006	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	10533	0.567265	1.1698	1.1698	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	67423	0.800039	1.9185	1.9185	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	3304	0.460048	1.05384	1.05384	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	37763	0.0917035	0.22732	0.22732	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Snap25	SNAP25	shared_granule_neuronal_state	presynaptic neuronal marker	36805	0.341992	0.876578	0.876578	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	32081	0.525825	5.35086	1.06279	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	32875	0.710144	6.79732	1.37941	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	29474	0.708828	10.7765	1.78257	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	56808	0.642973	2.17631	0.835383	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	511	0.217221	0.35225	0.18807	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	10533	0.137378	0.291099	0.291099	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	67423	0.45615	0.628953	0.628953	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	3304	0.097155	0.191172	0.191172	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	37763	0.405688	1.42299	1.42299	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	St18	ST18	shared_granule_neuronal_state	Allen DG/CB marker context	36805	0.132971	0.406067	0.406067	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	32081	0.387332	0.729715	0.375935	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	32875	0.353825	0.640943	0.333569	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	29474	0.117561	0.161804	0.0968983	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	56808	0.586062	1.3612	0.638114	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	511	0.234834	0.287671	0.183737	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	10533	0.205355	0.26592	0.26592	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	67423	0.337852	0.360848	0.360848	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	3304	0.109262	0.160279	0.160279	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	37763	0.0206287	0.0441126	0.0441126	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Syn1	SYN1	shared_granule_neuronal_state	synaptic vesicle marker	36805	0.0697188	0.151436	0.151436	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	32081	0.890932	57.6273	3.05974	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	32875	0.827316	43.7116	2.73593	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	29474	0.459422	10.4007	0.90318	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	56808	0.984738	63.0735	3.59012	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	511	0.829746	4.83562	1.25098	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	10533	0.878572	2.98201	2.98201	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	67423	0.980511	3.36608	3.36608	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	3304	0.828692	2.74718	2.74718	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	37763	0.243413	0.706503	0.706503	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Syt1	SYT1	shared_granule_neuronal_state	synaptic vesicle marker	36805	0.694987	2.33806	2.33806	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	32081	0.125027	0.17035	0.102464	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	32875	0.140806	0.19054	0.11473	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	29474	0.0326729	0.0403067	0.025452	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	56808	0.232767	0.315889	0.191696	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	511	0.0450098	0.0508806	0.0333483	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	10533	0.0576284	0.0624684	0.0624684	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	67423	0.056064	0.0526788	0.0526788	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	3304	0.0257264	0.0306873	0.0306873	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	37763	0.00275402	0.00498993	0.00498993	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Tbr1	TBR1	shared_granule_neuronal_state	immature excitatory identity, not strict dentate	36805	0.0169542	0.0352076	0.0352076	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	32081	0.179826	0.256694	0.149876	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	32875	0.193795	0.293901	0.16502	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	29474	0.0626315	0.0732849	0.0473966	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	56808	0.203228	0.268184	0.164776	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	511	0.0802348	0.0939335	0.0609384	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	10533	0.0943701	0.222074	0.222074	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	67423	0.0593714	0.142126	0.142126	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	3304	0.114709	0.278132	0.278132	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	37763	0.0311151	0.08432	0.08432	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	shared_granule_neuronal	Tubb3	TUBB3	shared_granule_neuronal_state	neuronal microtubule cytoskeleton	36805	0.0384459	0.10802	0.10802	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	32081	0.443565	4.04841	0.760848	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	32875	0.322129	3.02795	0.558148	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	29474	0.203875	1.17717	0.303926	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	56808	0.403165	2.23537	0.590318	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	511	0.127202	0.401174	0.133861	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	10533	0.383462	0.851331	0.851331	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	67423	0.300343	0.435444	0.435444	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	3304	0.214588	0.445887	0.445887	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	37763	0.0664142	0.154644	0.154644	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	axon_guidance_synapse	Cntn4	CNTN4	shared_structural_executor	neuronal adhesion/guidance	36805	0.207445	0.533352	0.533352	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	32081	0.648452	14.1507	1.59458	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	32875	0.661323	15.9027	1.82628	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	29474	0.218091	3.93102	0.480889	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	56808	0.911245	20.7599	2.4085	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	511	0.542074	2.71037	0.734496	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	10533	0.531473	1.27633	1.27633	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	67423	0.773104	1.81875	1.81875	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	3304	0.543584	1.44023	1.44023	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	37763	0.104732	0.263552	0.263552	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	axon_guidance_synapse	Cntn5	CNTN5	shared_structural_executor	Allen CB granule subset marker/adhesion	36805	0.38435	1.13187	1.13187	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	32081	0.180387	0.589071	0.215675	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	32875	0.125141	0.326601	0.138005	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	29474	0.0666011	0.142023	0.0676267	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	56808	0.0961132	0.201697	0.0961372	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	511	0.0176125	0.0293542	0.0157145	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	10533	0.145068	0.202493	0.202493	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	67423	0.0840514	0.088629	0.088629	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	3304	0.0780872	0.107696	0.107696	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	37763	0.0204168	0.0426147	0.0426147	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	axon_guidance_synapse	Cntn6	CNTN6	shared_structural_executor	Allen DG Glut supertype marker/adhesion	36805	0.0391251	0.0834638	0.0834638	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	32081	0.642935	5.64069	1.1922	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	32875	0.650129	3.99401	1.10288	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	29474	0.176528	0.892142	0.259977	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	56808	0.826662	4.98236	1.39999	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	511	0.313112	0.510763	0.277598	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	10533	0.510966	0.956517	0.956517	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	67423	0.710722	1.17877	1.17877	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	3304	0.397397	0.854979	0.854979	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	37763	0.0918889	0.205048	0.205048	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	axon_guidance_synapse	Epha4	EPHA4	shared_structural_executor	axon guidance receptor	36805	0.266159	0.64112	0.64112	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	32081	0.385431	0.983822	0.421741	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	32875	0.474859	1.31769	0.547795	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	29474	0.186334	0.407172	0.190064	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	56808	0.434763	0.996867	0.466987	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	511	0.0861057	0.144814	0.0756311	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	10533	0.218836	0.301777	0.301777	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	67423	0.316554	0.345793	0.345793	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	3304	0.1704	0.292561	0.292561	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	37763	0.168578	0.410548	0.410548	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	axon_guidance_synapse	Ephb1	EPHB1	shared_structural_executor	axon guidance/synapse receptor	36805	0.105774	0.238629	0.238629	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	32081	0.33989	0.567719	0.311913	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	32875	0.291863	0.470266	0.261223	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	29474	0.164857	0.234885	0.139241	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	56808	0.313565	0.505369	0.282946	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	511	0.0508806	0.0606654	0.0387741	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	10533	0.215038	0.268025	0.268025	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	67423	0.266867	0.27343	0.27343	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	3304	0.142857	0.21757	0.21757	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	37763	0.0558218	0.128744	0.128744	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	axon_guidance_synapse	Ephb2	EPHB2	shared_structural_executor	axon guidance/synapse receptor	36805	0.0831409	0.179178	0.179178	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	32081	0.576634	4.99261	1.06465	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	32875	0.613293	5.06482	1.1879	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	29474	0.148741	0.840945	0.226859	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	56808	0.867519	7.1798	1.68223	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	511	0.320939	0.755382	0.33279	True
human_core_tuned	log1p_cp10k_selected_genes	broad_neuronal_structural_warning	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	10533	0.470806	0.856888	0.856888	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_candidate	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	67423	0.743767	1.46056	1.46056	True
human_core_tuned	log1p_cp10k_selected_genes	dentate_low_support	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	3304	0.396489	0.869035	0.869035	True
human_core_tuned	log1p_cp10k_selected_genes	non_dentate_background	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	37763	0.0817996	0.186639	0.186639	True
human_core_tuned	log1p_cp10k_selected_genes	other_or_ambiguous	axon_guidance_synapse	Nrp1	NRP1	shared_structural_executor	semaphorin receptor component	36805	0.242766	0.595012	0.595012	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	broad_neuronal_structural_warning	axon_guidance_synapse	Nrp2	NRP2	shared_structural_executor	semaphorin receptor component	32081	0.309654	0.759484	0.339406	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Nrp2	NRP2	shared_structural_executor	semaphorin receptor component	32875	0.47784	1.21962	0.538284	True
gse268609_hippocampus_rna	raw_selected_counts_with_log1p_summary	other_or_ambiguous	axon_guidance_synapse	Nrp2	NRP2	shared_structural_executor	semaphorin receptor component	29474	0.118715	0.223519	0.113065	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	dentate_candidate	axon_guidance_synapse	Nrp2	NRP2	shared_structural_executor	semaphorin receptor component	56808	0.553742	1.30453	0.607094	True
gse325391_adult_dg	raw_selected_counts_with_log1p_summary	non_dentate_background	axon_guidance_synapse	Nrp2	NRP2	shared_structural_executor	semaphorin receptor component	511	0.168297	0.223092	0.136078	True
