comparator	feature_type	model_term_supported	target_set	peak_category	broad_n_donors	broad_mean_delta_score	broad_median_delta_score	broad_mean_delta_detection	broad_median_delta_detection	cluster_supported_n_donors	cluster_supported_mean_delta_score	cluster_supported_median_delta_score	cluster_supported_mean_delta_detection	cluster_supported_median_delta_detection	delta_shift_strict_minus_broad	detection_shift_strict_minus_broad	concordance_class	robust_rank_score	robust_detection_score
oligodendrocyte_candidate	Peaks	FatePolarity	dentate_fate_wnt_prox1	gene_body_overlap	3.0	0.0637649794244769	0.0553778649183871	0.0200744758029473	0.0172241199562016	3.0	0.2016619471745389	0.21299127399204	0.0653427447046233	0.0651496220009339	0.137896967750062	0.045268268901676	cluster_supported_only_positive	0.0637649794244769	0.0200744758029473
oligodendrocyte_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_body_overlap	3.0	0.0637649794244769	0.0553778649183871	0.0200744758029473	0.0172241199562016	3.0	0.2016619471745389	0.21299127399204	0.0653427447046233	0.0651496220009339	0.137896967750062	0.045268268901676	cluster_supported_only_positive	0.0637649794244769	0.0200744758029473
astrocyte_bergmann_candidate	Gene Expression	FatePolarity	hindbrain_rhombic_lip_pattern	gene_expression_or_marker	3.0	0.0622816063698004	0.0749708173200103	0.017362946614496	0.0232806230465371	3.0	0.2402370398938553	0.2630608275983483	0.0641246955453863	0.073170731707317	0.1779554335240549	0.0467617489308903	cluster_supported_only_positive	0.0622816063698004	0.017362946614496
oligodendrocyte_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_edge_2kb	3.0	0.0586602076844882	0.0303278541717678	0.0152562653515826	0.0009123328333582	3.0	0.2983834953208334	0.2778081986489841	0.0956383680384206	0.0896086866651163	0.2397232876363452	0.080382102686838	cluster_supported_only_positive	0.0586602076844882	0.0152562653515826
oligodendrocyte_candidate	Peaks	FatePolarity	deep_neural_progenitor	gene_body_overlap	3.0	0.0574437066538939	0.0423520693318751	0.0179049702044126	0.0115174494455316	3.0	0.2371082385419138	0.2406379879428444	0.076429398453702	0.0779662514356391	0.1796645318880199	0.0585244282492894	cluster_supported_only_positive	0.0574437066538939	0.0179049702044126
oligodendrocyte_candidate	Peaks	FatePolarity	deep_neural_progenitor	proximal_10kb	3.0	0.0571482935111844	0.0493374766104338	0.0171519189125286	0.011297153902034	3.0	0.1924429249514099	0.1949852381072904	0.0609425283588869	0.0593973126440659	0.13529463144022552	0.043790609446358306	cluster_supported_only_positive	0.0571482935111844	0.0171519189125286
purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_edge_2kb	3.0	0.0554612346429243	0.0604156860416569	0.0125755059434928	0.0121578125200889	3.0	0.2133008031299166	0.1858348419869693	0.0703177713145584	0.0775988081182886	0.1578395684869923	0.057742265371065596	cluster_supported_only_positive	0.0554612346429243	0.0125755059434928
purkinje_candidate	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	gene_edge_2kb	3.0	0.0554612346429243	0.0604156860416569	0.0125755059434928	0.0121578125200889	3.0	0.2133008031299166	0.1858348419869693	0.0703177713145584	0.0775988081182886	0.1578395684869923	0.057742265371065596	cluster_supported_only_positive	0.0554612346429243	0.0125755059434928
oligodendrocyte_candidate	Peaks	NicheSignal	anterior_telencephalic_pattern	distal_100kb	3.0	0.0547085076261123	0.0464591556395628	0.0212479197447718	0.0167606069254185	3.0	0.1420242315693641	0.1415949331055076	0.0468171717685368	0.0436507936507936	0.08731572394325182	0.025569252023765	cluster_supported_only_positive	0.0547085076261123	0.0212479197447718
oligodendrocyte_candidate	Peaks	NicheSignal	dentate_fate_wnt_prox1	distal_100kb	3.0	0.0547085076261123	0.0464591556395628	0.0212479197447718	0.0167606069254185	3.0	0.1420242315693641	0.1415949331055076	0.0468171717685368	0.0436507936507936	0.08731572394325182	0.025569252023765	cluster_supported_only_positive	0.0547085076261123	0.0212479197447718
oligodendrocyte_candidate	Peaks	NicheSignal	medial_pallium_dentate_lineage	distal_100kb	3.0	0.0547085076261123	0.0464591556395628	0.0212479197447718	0.0167606069254185	3.0	0.1420242315693641	0.1415949331055076	0.0468171717685368	0.0436507936507936	0.08731572394325182	0.025569252023765	cluster_supported_only_positive	0.0547085076261123	0.0212479197447718
oligodendrocyte_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	proximal_10kb	3.0	0.0526440426761854	0.0364570826003968	0.0159076567498165	0.0096664953896821	3.0	0.184537942664224	0.1589543060364324	0.0608052489381847	0.0505726300286799	0.13189389998803858	0.0448975921883682	cluster_supported_only_positive	0.0526440426761854	0.0159076567498165
purkinje_candidate	Peaks	EpigenomicCompatibility	shared_postmitotic_granule_maturation	gene_edge_2kb	3.0	0.0520321774132978	0.0502654260592692	0.0117496497560344	0.0158786681709382	3.0	0.1898332762706114	0.2265975481424693	0.0609946746443054	0.072215663124754	0.1378010988573136	0.049245024888271	cluster_supported_only_positive	0.0520321774132978	0.0117496497560344
oligodendrocyte_candidate	Peaks	ConstructionBalance	deep_neural_progenitor	distal_100kb	3.0	0.0505818244653264	0.0384610317923272	0.0128187336405167	0.0039838604465206	3.0	0.2150081795384423	0.2324814103743355	0.0617635255935787	0.0498701651034803	0.16442635507311593	0.048944791953062	cluster_supported_only_positive	0.0505818244653264	0.0128187336405167
oligodendrocyte_candidate	Peaks	FatePolarity	Tier 3 broad both-screen mechanism support	distal_100kb	3.0	0.0505818244653264	0.0384610317923272	0.0128187336405167	0.0039838604465206	3.0	0.2150081795384423	0.2324814103743355	0.0617635255935787	0.0498701651034803	0.16442635507311593	0.048944791953062	cluster_supported_only_positive	0.0505818244653264	0.0128187336405167
astrocyte_bergmann_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	proximal_10kb	3.0	0.0505016849854392	0.043129641539199	0.0169900858904602	0.0134198370861028	3.0	0.1247467160986536	0.1511821264360403	0.0440829170564583	0.0501264608407465	0.0742450311132144	0.027092831165998102	cluster_supported_only_positive	0.0505016849854392	0.0169900858904602
purkinje_candidate	Peaks	EpigenomicCompatibility	dentate_fate_wnt_prox1	gene_edge_2kb	1.0	0.0477809093112021	0.0477809093112021	0.0353830377308356	0.0353830377308356	1.0	0.3250214876463524	0.3250214876463524	0.1261876651487041	0.1261876651487041	0.2772405783351503	0.09080462741786852	cluster_supported_only_positive	0.0477809093112021	0.0353830377308356
purkinje_candidate	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	gene_edge_2kb	1.0	0.0477809093112021	0.0477809093112021	0.0353830377308356	0.0353830377308356	1.0	0.3250214876463524	0.3250214876463524	0.1261876651487041	0.1261876651487041	0.2772405783351503	0.09080462741786852	cluster_supported_only_positive	0.0477809093112021	0.0353830377308356
purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	gene_edge_2kb	1.0	0.0477809093112021	0.0477809093112021	0.0353830377308356	0.0353830377308356	1.0	0.3250214876463524	0.3250214876463524	0.1261876651487041	0.1261876651487041	0.2772405783351503	0.09080462741786852	cluster_supported_only_positive	0.0477809093112021	0.0353830377308356
purkinje_candidate	Peaks	ConstructionBalance	shared_postmitotic_granule_maturation	gene_edge_2kb	3.0	0.046258880693858	0.0575251237523415	0.0122535798515013	0.0070255759015176	3.0	0.2001394560183873	0.2160888738096587	0.0679975432480495	0.0618616592642566	0.1538805753245293	0.055743963396548205	cluster_supported_only_positive	0.046258880693858	0.0122535798515013
oligodendrocyte_candidate	Peaks	NicheSignal	shared_neurogenic_niche_state	distal_100kb	3.0	0.0453071565340607	0.0352142929146842	0.0124652428608363	0.0065737681501674	3.0	0.1897455372832443	0.183992796600331	0.058851324048612	0.0521721616085967	0.1444383807491836	0.0463860811877757	cluster_supported_only_positive	0.0453071565340607	0.0124652428608363
oligodendrocyte_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	distal_100kb	3.0	0.0434962934561675	0.0393820214066418	0.0112265489245655	0.0083997530726889	3.0	0.1893485353786104	0.1894009778787079	0.057778006589266	0.051410103269203	0.1458522419224429	0.046551457664700494	cluster_supported_only_positive	0.0434962934561675	0.0112265489245655
purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_body_overlap	3.0	0.0404395078848028	0.041645652766814	0.0163713952622829	0.0125137299319465	3.0	0.1843973114316048	0.1308515213780781	0.0551203377365756	0.0536768426378815	0.143957803546802	0.0387489424742927	cluster_supported_only_positive	0.0404395078848028	0.0163713952622829
purkinje_candidate	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	gene_body_overlap	3.0	0.0404395078848028	0.041645652766814	0.0163713952622829	0.0125137299319465	3.0	0.1843973114316048	0.1308515213780781	0.0551203377365756	0.0536768426378815	0.143957803546802	0.0387489424742927	cluster_supported_only_positive	0.0404395078848028	0.0163713952622829
oligodendrocyte_candidate	Peaks	FatePolarity	deep_neural_progenitor	distal_100kb	3.0	0.039305092075481	0.0347683712502539	0.0100166931499598	0.0065707872321742	3.0	0.1975968425044529	0.2080946789726979	0.0600012125267777	0.0567789353503639	0.1582917504289719	0.0499845193768179	cluster_supported_only_positive	0.039305092075481	0.0100166931499598
purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_edge_2kb	3.0	0.0386247197119262	0.0438149722440988	0.0104738005951536	0.0151737282497778	3.0	0.1730045665919485	0.2011317520439888	0.067888473273239	0.0660755148741418	0.1343798468800223	0.05741467267808541	cluster_supported_only_positive	0.0386247197119262	0.0104738005951536
astrocyte_bergmann_candidate	Peaks	FatePolarity	deep_neural_progenitor	gene_body_overlap	3.0	0.0369268600085328	0.0141673761391191	0.0106557503350329	0.0081645376856101	3.0	0.1757208489131301	0.1236248897330613	0.0534168512925236	0.031845705315093	0.13879398890459732	0.042761100957490694	cluster_supported_only_positive	0.0369268600085328	0.0106557503350329
purkinje_candidate	Peaks	EpigenomicCompatibility	Tier 2 high-confidence wiring/synaptic executor	distal_100kb	3.0	0.0354699247615994	0.0412791335268982	0.0091364133015272	0.0118216595232724	3.0	0.1047207983275618	0.1061994848975275	0.0315406712499913	0.0345626913132633	0.0692508735659624	0.022404257948464096	cluster_supported_only_positive	0.0354699247615994	0.0091364133015272
purkinje_candidate	Gene Expression	FatePolarity	cerebellar_fate_rhombic_lip_shh	gene_expression_or_marker	3.0	0.0343087823160837	0.0614539300355346	0.0107125649142712	0.0230939451308622	3.0	0.2807785171951852	0.3107523605290581	0.0806155831489016	0.0753025889799909	0.2464697348791015	0.06990301823463041	cluster_supported_only_positive	0.0343087823160837	0.0107125649142712
oligodendrocyte_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_edge_2kb	3.0	0.0318448119971425	0.0028216282790273	0.0002449475018193	-0.0055563530458076	3.0	0.3432002884349264	0.3164554227574726	0.1069336444739845	0.1005832881172001	0.3113554764377839	0.1066886969721652	cluster_supported_only_positive	0.0318448119971425	0.0002449475018193
oligodendrocyte_candidate	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	gene_edge_2kb	3.0	0.0318448119971425	0.0028216282790273	0.0002449475018193	-0.0055563530458076	3.0	0.3432002884349264	0.3164554227574726	0.1069336444739845	0.1005832881172001	0.3113554764377839	0.1066886969721652	cluster_supported_only_positive	0.0318448119971425	0.0002449475018193
purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	proximal_10kb	3.0	0.0317384199064	0.032989504577404	0.0113280428367725	0.0131364428782148	3.0	0.1132921059455543	0.1349981847242535	0.0409906173902348	0.0444345388686761	0.0815536860391543	0.0296625745534623	cluster_supported_only_positive	0.0317384199064	0.0113280428367725
purkinje_candidate	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	proximal_10kb	3.0	0.0317384199064	0.032989504577404	0.0113280428367725	0.0131364428782148	3.0	0.1132921059455543	0.1349981847242535	0.0409906173902348	0.0444345388686761	0.0815536860391543	0.0296625745534623	cluster_supported_only_positive	0.0317384199064	0.0113280428367725
oligodendrocyte_candidate	Peaks	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	3.0	0.0293302758275185	0.0079019105150272	0.0026590528596946	-0.0076941287878787	3.0	0.2774823570982603	0.2936727256383932	0.0816531323085877	0.0769101028841288	0.2481520812707418	0.0789940794488931	cluster_supported_only_positive	0.0293302758275185	0.0026590528596946
purkinje_candidate	Peaks	EpigenomicCompatibility	downstream_synaptic_excitability	proximal_10kb	3.0	0.0270709214847063	0.0175698938456634	0.0064712529098835	0.0031291909546292	3.0	0.1303210085505967	0.0957037992702568	0.0394869412695225	0.0235487879740675	0.1032500870658904	0.033015688359639	cluster_supported_only_positive	0.0270709214847063	0.0064712529098835
oligodendrocyte_candidate	Peaks	FatePolarity	shared_neurogenic_niche_state	distal_100kb	3.0	0.0249876197488275	0.0179235362643742	0.004635824845402	-0.0001642859288632	3.0	0.1896762265996152	0.1878581009742521	0.0568004875359277	0.0504291030606819	0.1646886068507877	0.0521646626905257	cluster_supported_only_positive	0.0249876197488275	0.004635824845402
purkinje_candidate	Peaks	ConstructionBalance	hindbrain_rhombic_lip_pattern	distal_100kb	3.0	0.0243365683879204	0.0299461632460278	0.0060449911766542	0.0043528587210862	3.0	0.1038670401106175	0.0872000626423781	0.0275597558574982	0.0142613304586084	0.07953047172269709	0.021514764680843998	cluster_supported_only_positive	0.0243365683879204	0.0060449911766542
purkinje_candidate	Peaks	FatePolarity	Tier 4 screen-specific mechanism support	distal_100kb	3.0	0.0243365683879204	0.0299461632460278	0.0060449911766542	0.0043528587210862	3.0	0.1038670401106175	0.0872000626423781	0.0275597558574982	0.0142613304586084	0.07953047172269709	0.021514764680843998	cluster_supported_only_positive	0.0243365683879204	0.0060449911766542
purkinje_candidate	Peaks	EpigenomicCompatibility	dentate_fate_wnt_prox1	distal_100kb	3.0	0.0241103538500767	0.0149350438087264	0.0094607054973632	0.0070465716274898	3.0	0.1196933293146147	0.1210255807499303	0.0424783355969771	0.0380089018532954	0.09558297546453799	0.0330176300996139	cluster_supported_only_positive	0.0241103538500767	0.0094607054973632
purkinje_candidate	Peaks	EpigenomicCompatibility	medial_pallium_dentate_lineage	distal_100kb	3.0	0.0241103538500767	0.0149350438087264	0.0094607054973632	0.0070465716274898	3.0	0.1196933293146147	0.1210255807499303	0.0424783355969771	0.0380089018532954	0.09558297546453799	0.0330176300996139	cluster_supported_only_positive	0.0241103538500767	0.0094607054973632
purkinje_candidate	Peaks	FatePolarity	shared_postmitotic_granule_maturation	distal_100kb	3.0	0.0241103538500767	0.0149350438087264	0.0094607054973632	0.0070465716274898	3.0	0.1196933293146147	0.1210255807499303	0.0424783355969771	0.0380089018532954	0.09558297546453799	0.0330176300996139	cluster_supported_only_positive	0.0241103538500767	0.0094607054973632
purkinje_candidate	Peaks	ConstructionBalance	downstream_neurite_synapse_construction	proximal_10kb	3.0	0.0229220867930299	0.0228572721415065	0.0058204196380646	0.0017749398486389	3.0	0.1107596590437897	0.0944180173173367	0.035861406387597	0.0265623295538401	0.0878375722507598	0.0300409867495324	cluster_supported_only_positive	0.0229220867930299	0.0058204196380646
purkinje_candidate	Peaks	EpigenomicCompatibility	downstream_neurite_synapse_construction	proximal_10kb	3.0	0.0229220867930299	0.0228572721415065	0.0058204196380646	0.0017749398486389	3.0	0.1107596590437897	0.0944180173173367	0.035861406387597	0.0265623295538401	0.0878375722507598	0.0300409867495324	cluster_supported_only_positive	0.0229220867930299	0.0058204196380646
purkinje_candidate	Peaks	EpigenomicCompatibility	Tier 4 screen-specific mechanism support	proximal_10kb	3.0	0.0228131374721149	0.020555714593404	0.0067264873108963	0.0038012016823888	3.0	0.1045431982748128	0.1023193149915213	0.0356435979536716	0.0353886332864907	0.0817300608026979	0.0289171106427753	cluster_supported_only_positive	0.0228131374721149	0.0067264873108963
purkinje_candidate	Peaks	ConstructionBalance	downstream_synaptic_excitability	gene_edge_2kb	3.0	0.0224698402598825	0.0131953576548191	0.0045902416373963	0.0017658975980691	3.0	0.1448390218061017	0.127275192463848	0.0517958231033917	0.0388987944646571	0.1223691815462192	0.047205581465995405	cluster_supported_only_positive	0.0224698402598825	0.0045902416373963
purkinje_candidate	Peaks	EpigenomicCompatibility	downstream_neurite_morphology	proximal_10kb	3.0	0.0211289610493998	0.0168368876937129	0.0055825953609382	0.0046665961897248	3.0	0.1017861606958362	0.0937292055568437	0.0343524944413253	0.0306273040503096	0.08065719964643639	0.0287698990803871	cluster_supported_only_positive	0.0211289610493998	0.0055825953609382
purkinje_candidate	Peaks	FatePolarity	cerebellar_fate_rhombic_lip_shh	proximal_10kb	3.0	0.0209916955501328	0.0178062211721433	0.0033455155909423	0.0022439758385468	3.0	0.1425747683802384	0.148588793233424	0.0459260631416913	0.0442234533143624	0.12158307283010558	0.042580547550749	cluster_supported_only_positive	0.0209916955501328	0.0033455155909423
purkinje_candidate	Peaks	FatePolarity	dentate_fate_wnt_prox1	gene_edge_2kb	3.0	0.019039275356795	0.0184217013238126	0.0034756898019118	0.0027498886555958	3.0	0.1019173875471722	0.0973419059117386	0.0336495661769854	0.0303463145128688	0.08287811219037719	0.030173876375073596	cluster_supported_only_positive	0.019039275356795	0.0034756898019118
purkinje_candidate	Peaks	FatePolarity	medial_pallium_dentate_lineage	gene_edge_2kb	3.0	0.019039275356795	0.0184217013238126	0.0034756898019118	0.0027498886555958	3.0	0.1019173875471722	0.0973419059117386	0.0336495661769854	0.0303463145128688	0.08287811219037719	0.030173876375073596	cluster_supported_only_positive	0.019039275356795	0.0034756898019118
purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_edge_2kb	3.0	0.0167493776261191	0.0166714927376316	-0.0006591436180224	-0.0033821282353501	3.0	0.1244945880489521	0.1301755586699728	0.0364442521688695	0.0257210322145386	0.107745210422833	0.037103395786891896	cluster_supported_only_positive	0.0167493776261191	-0.0006591436180224
astrocyte_bergmann_candidate	Peaks	FatePolarity	deep_neural_progenitor	proximal_10kb	3.0	0.0157213728487765	0.0267933034078921	0.0040419196311129	0.0091905248451737	3.0	0.13755553051727	0.1368478357821784	0.0421641058441364	0.0528455284552845	0.12183415766849351	0.0381221862130235	cluster_supported_only_positive	0.0157213728487765	0.0040419196311129
purkinje_candidate	Peaks	NicheSignal	cerebellar_fate_rhombic_lip_shh	distal_100kb	3.0	0.0152559750183545	-0.0005944419383351	0.0021882894792186	-0.0023263806016731	3.0	0.1157484978267392	0.0765820525975674	0.0357246458383058	0.0224988931025853	0.1004925228083847	0.0335363563590872	cluster_supported_only_positive	0.0152559750183545	0.0021882894792186
purkinje_candidate	Peaks	NicheSignal	hindbrain_rhombic_lip_pattern	distal_100kb	3.0	0.0152559750183545	-0.0005944419383351	0.0021882894792186	-0.0023263806016731	3.0	0.1157484978267392	0.0765820525975674	0.0357246458383058	0.0224988931025853	0.1004925228083847	0.0335363563590872	cluster_supported_only_positive	0.0152559750183545	0.0021882894792186
