architecture	replicate	seed	n_inputs	n_outputs	expansion_ratio	input_degree	output_active_fraction_parameter	observed_output_active_fraction	median_input_hamming_distance	median_output_hamming_distance	median_input_jaccard_distance	median_output_jaccard_distance	separation_gain	near_pair_input_jaccard_distance	near_pair_output_jaccard_distance	near_pair_separation_gain	distance_spearman_correlation	collapse_rate	output_entropy_bits	active_fraction_penalty	information_retention_score	useful_pattern_separation_score	relative_wiring_cost	relative_active_output_load	relative_wiring_activity_cost	resource_adjusted_useful_score
intermediate	2	30184	64	32	0.5	2	0.1	0.09375	0.296875	0.1875	0.9	1.0	1.1111111098765432	0.8095238095238095	1.0	1.2352941161211073	0.2656501323806623	0.0018453768453768455	0.4246106427132985	0.7302967394453056	0.11258971886315897	0.10157070553320095	1.0	0.046875	0.09375	1.0834208474643212
intermediate	3	40184	64	32	0.5	2	0.1	0.09375	0.296875	0.1875	0.9047619047619048	1.0	1.1052631566731301	0.8095238095238095	0.8	0.9882352928968859	0.31123754440123874	0.003205128205128205	0.4219805768136896	0.7302967394453056	0.13091524915830427	0.09448219149192517	1.0	0.046875	0.09375	1.0078100318305616
intermediate	1	20284	64	32	0.5	2	0.2	0.1875	0.28125	0.3125	0.9047619047619048	0.9090909090909091	1.0047846878846638	0.8095238095238095	0.8	0.9882352928968859	0.3916947646768946	0.0005827505827505828	0.660298350435448	0.5163977781172615	0.25848468705621097	0.13191055416817749	1.0	0.09375	0.1875	0.7035229518114908
intermediate	2	30284	64	32	0.5	2	0.2	0.1875	0.3125	0.3125	0.9	0.9090909090909091	1.0101010089786757	0.8	0.8	0.99999999875	0.3919219393442693	0.0006798756798756799	0.6627215079195508	0.5163977781172615	0.2595585110522209	0.13403543823124722	1.0	0.09375	0.1875	0.7148556667540883
intermediate	3	40284	64	32	0.5	2	0.2	0.1875	0.28125	0.3125	0.9047619047619048	0.9090909090909091	1.0047846878846638	0.8076923076923077	0.8	0.9904761892498867	0.3462305926443203	0.0002913752913752914	0.6355730185243642	0.5163977781172615	0.2199907043342972	0.11252078020513599	1.0	0.09375	0.1875	0.6001108245601342
excessively_sparse	1	20128	64	32	0.5	4	0.01	0.03125	0.3125	0.0625	0.8947368421052632	1.0	1.1176470575743944	0.8	1.0	1.2499999984374999	0.17095117553029246	0.04768842268842269	0.18285871032313306	0.7905694276912053	0.029769175613560427	0.0294182501227915	2.0	0.015625	0.0625	0.47069199443359205
excessively_sparse	2	30128	64	32	0.5	4	0.01	0.03125	0.28125	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8	1.0	1.2499999984374999	0.19445075489393054	0.04992229992229992	0.18141424486213706	0.7905694276912053	0.033515070977432296	0.03311998806067348	2.0	0.015625	0.0625	0.5299198004920589
excessively_sparse	3	40128	64	32	0.5	4	0.01	0.03125	0.296875	0.0625	0.8947368421052632	1.0	1.1176470575743944	0.7931034482758621	1.0	1.2608695636275993	0.19000849452777013	0.06332556332556333	0.1715744565141527	0.7905694276912053	0.030536152557116263	0.03043858739110576	2.0	0.015625	0.0625	0.48701739046541387
intermediate	1	20148	64	32	0.5	4	0.03	0.03125	0.28125	0.0625	0.9166666666666666	1.0	1.0909090897190084	0.8125	1.0	1.2307692292544379	0.162122134584759	0.0506021756021756	0.18059359065763875	0.7905694276912053	0.027796676860453937	0.027046403557218504	2.0	0.015625	0.0625	0.4327424499916169
intermediate	2	30148	64	32	0.5	4	0.03	0.03125	0.28125	0.0625	0.9090909090909091	1.0	1.09999999879	0.8148148148148148	1.0	1.227272725766529	0.17637271827260867	0.04331779331779332	0.18594063744445716	0.7905694276912053	0.0313742548839056	0.03044069185585896	2.0	0.015625	0.0625	0.48705106190092634
intermediate	3	40148	64	32	0.5	4	0.03	0.03125	0.265625	0.0625	0.9166666666666666	1.0	1.0909090897190084	0.8235294117647058	1.0	1.2142857128112245	0.1428554459899644	0.045066045066045064	0.18416320676709852	0.7905694276912053	0.025123087210007066	0.02411758993619121	2.0	0.015625	0.0625	0.38588143280495646
intermediate	1	20168	64	32	0.5	4	0.05	0.0625	0.296875	0.125	0.9	1.0	1.1111111098765432	0.8076923076923077	1.0	1.2380952365623583	0.26312700036661374	0.003690753690753691	0.32676716554109975	0.8944271838444985	0.08566392841936504	0.09486303810078499	2.0	0.03125	0.125	0.7589042987350455
intermediate	2	30168	64	32	0.5	4	0.05	0.0625	0.3125	0.125	0.8947368421052632	1.0	1.1176470575743944	0.8	1.0	1.2499999984374999	0.25521863187247557	0.00573038073038073	0.3212225112104985	0.8944271838444985	0.08151218193758727	0.09113338906040398	2.0	0.03125	0.125	0.729067106650695
intermediate	3	40168	64	32	0.5	4	0.05	0.0625	0.28125	0.125	0.9130434782608695	1.0	1.0952380940385489	0.8125	1.0	1.2307692292544379	0.21970851883546147	0.005439005439005439	0.321378735934617	0.8944271838444985	0.07022559980845512	0.07730668971465918	2.0	0.03125	0.125	0.6184535127696453
intermediate	1	20218	64	32	0.5	4	0.1	0.09375	0.296875	0.1875	0.9	1.0	1.1111111098765432	0.7916666666666666	0.8	1.0105263145130194	0.32214675330254755	0.0011655011655011655	0.42581374185604515	0.7302967394453056	0.1370146373940649	0.10111462011160235	2.0	0.046875	0.1875	0.5392779710523967
intermediate	2	30218	64	32	0.5	4	0.1	0.09375	0.28125	0.1875	0.9090909090909091	1.0	1.09999999879	0.8181818181818182	1.0	1.222222220728395	0.2634570361655986	0.0011655011655011655	0.4345635357646412	0.7302967394453056	0.11435538430369875	0.10207188956914179	2.0	0.046875	0.1875	0.5443834081320447
intermediate	3	40218	64	32	0.5	4	0.1	0.09375	0.3125	0.1875	0.8947368421052632	1.0	1.1176470575743944	0.8	1.0	1.2499999984374999	0.267209047478192	0.0020396270396270395	0.43084291135342423	0.7302967394453056	0.11489031163971962	0.1048800248493278	2.0	0.046875	0.1875	0.5593601295464943
intermediate	1	20318	64	32	0.5	4	0.2	0.1875	0.296875	0.3125	0.9032258064516129	0.9090909090909091	1.0064935053791744	0.8095238095238095	0.8	0.9882352928968859	0.33712571068668956	9.712509712509713e-05	0.6736651119598224	0.5163977781172615	0.2270877715700221	0.1158880014664232	2.0	0.09375	0.375	0.30903466975303606
intermediate	2	30318	64	32	0.5	4	0.2	0.1875	0.28125	0.3125	0.9047619047619048	0.9090909090909091	1.0047846878846638	0.8125	0.8	0.9846153834035504	0.3336753328884868	0.00019425019425019425	0.6684752016420658	0.5163977781172615	0.2230103572138905	0.11339032893110346	2.0	0.09375	0.375	0.3023742096766113
intermediate	3	40318	64	32	0.5	4	0.2	0.1875	0.296875	0.3125	0.9047619047619048	0.9090909090909091	1.0047846878846638	0.8	0.8	0.99999999875	0.3900304151823984	0.0002913752913752914	0.6599036735103994	0.5163977781172615	0.2573075088576231	0.13287302570087287	2.0	0.09375	0.375	0.3543280675907861
excessively_sparse	1	20196	64	32	0.5	8	0.01	0.03125	0.296875	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8	1.0	1.2499999984374999	0.18247647784420468	0.056332556332556336	0.17947002272789284	0.7905694276912053	0.030904219492450175	0.03053991385856226	4.0	0.015625	0.125	0.24431930891394363
excessively_sparse	2	30196	64	32	0.5	8	0.01	0.03125	0.296875	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8125	1.0	1.2307692292544379	0.13970023953562638	0.04895104895104895	0.18533436254645122	0.7905694276912053	0.024623850758750856	0.02395921671131089	4.0	0.015625	0.125	0.19167373215709727
excessively_sparse	3	40196	64	32	0.5	8	0.01	0.03125	0.296875	0.0625	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.159073065350973	0.047299922299922297	0.18496702379961502	0.7905694276912053	0.028031553010563617	0.02770111099144481	4.0	0.015625	0.125	0.22160888615868737
intermediate	1	20216	64	32	0.5	8	0.03	0.03125	0.296875	0.0625	0.8947368421052632	1.0	1.1176470575743944	0.7894736842105263	1.0	1.2666666650622223	0.1681409301606793	0.050699300699300696	0.18105620027664635	0.7905694276912053	0.028899521247813535	0.028939632063025914	4.0	0.015625	0.125	0.23151705465207087
intermediate	2	30216	64	32	0.5	8	0.03	0.03125	0.265625	0.0625	0.9069264069264069	1.0	1.102625297113573	0.8125	1.0	1.2307692292544379	0.13935212472942204	0.045940170940170943	0.18367609686731684	0.7905694276912053	0.02441978562382232	0.023760659595331045	4.0	0.015625	0.125	0.19008527524196617
intermediate	3	40216	64	32	0.5	8	0.03	0.03125	0.296875	0.0625	0.8947368421052632	1.0	1.1176470575743944	0.8	1.0	1.2499999984374999	0.1729150490597773	0.04992229992229992	0.18482560621079747	0.7905694276912053	0.03036365555395927	0.03000572220487593	4.0	0.015625	0.125	0.24004577571864125
intermediate	1	20236	64	32	0.5	8	0.05	0.0625	0.28125	0.125	0.9090909090909091	1.0	1.09999999879	0.8125	1.0	1.2307692292544379	0.2638104091456675	0.005050505050505051	0.3230926232151307	0.8944271838444985	0.0848047163287835	0.0933558689345594	4.0	0.03125	0.25	0.37342347424454364
intermediate	2	30236	64	32	0.5	8	0.05	0.0625	0.265625	0.125	0.9130434782608695	1.0	1.0952380940385489	0.8125	1.0	1.2307692292544379	0.22807816796785751	0.0033022533022533025	0.324361318346704	0.8944271838444985	0.07373543542313221	0.08117043418324872	4.0	0.03125	0.25	0.3246817354342679
intermediate	3	40236	64	32	0.5	8	0.05	0.0625	0.28125	0.125	0.9047619047619048	1.0	1.1052631566731301	0.8148148148148148	1.0	1.227272725766529	0.2373083358945026	0.004273504273504274	0.32113388250205355	0.8944271838444985	0.07588207312233082	0.08329621363010893	4.0	0.03125	0.25	0.33318485318769625
intermediate	1	20286	64	32	0.5	8	0.1	0.09375	0.296875	0.1875	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.2823880668809961	0.002331002331002331	0.4340724841597774	0.7302967394453056	0.12229116267252133	0.11163604656385215	4.0	0.046875	0.375	0.29769612337641604
intermediate	2	30286	64	32	0.5	8	0.1	0.09375	0.28125	0.1875	0.9090909090909091	1.0	1.09999999879	0.8181818181818182	1.0	1.222222220728395	0.2597751150930761	0.0009712509712509713	0.43771589753120393	0.7302967394453056	0.11359725894744735	0.10139519832181626	4.0	0.046875	0.375	0.27038719480381085
intermediate	3	40286	64	32	0.5	8	0.1	0.09375	0.28125	0.1875	0.9047619047619048	1.0	1.1052631566731301	0.8076923076923077	1.0	1.2380952365623583	0.2931858111390296	0.0006798756798756799	0.4304320205504607	0.7302967394453056	0.12611076311253241	0.11402644066173322	4.0	0.046875	0.375	0.30407050762043386
intermediate	1	20386	64	32	0.5	8	0.2	0.1875	0.28125	0.3125	0.9	0.9090909090909091	1.0101010089786757	0.8095238095238095	0.8	0.9882352928968859	0.3119470897185681	0.0	0.6654490291623735	0.5163977781172615	0.20758488800324895	0.10593524098196541	4.0	0.09375	0.75	0.14124698778762457
intermediate	2	30386	64	32	0.5	8	0.2	0.1875	0.296875	0.3125	0.9047619047619048	0.9090909090909091	1.0047846878846638	0.8095238095238095	0.8	0.9882352928968859	0.3712113341860574	9.712509712509713e-05	0.6797683387368887	0.5163977781172615	0.2523132036351778	0.12876110726136256	4.0	0.09375	0.75	0.17168147611957477
intermediate	3	40386	64	32	0.5	8	0.2	0.1875	0.28125	0.3125	0.9047619047619048	0.9090909090909091	1.0047846878846638	0.8125	0.8	0.9846153834035504	0.3142646735377683	9.712509712509713e-05	0.6784181106386054	0.5163977781172615	0.21318213871481978	0.10839313982141771	4.0	0.09375	0.75	0.14452418623585803
excessively_sparse	1	20332	64	32	0.5	16	0.01	0.03125	0.3125	0.0625	0.8888888888888888	1.0	1.124999998734375	0.7931034482758621	1.0	1.2608695636275993	0.14697194455204718	0.04671717171717172	0.18502850960354128	0.7905694276912053	0.025923573093143557	0.02584074544458216	8.0	0.015625	0.25	0.1033629813648767
excessively_sparse	2	30332	64	32	0.5	16	0.01	0.03125	0.296875	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8076923076923077	1.0	1.2380952365623583	0.11876104742309063	0.04584304584304584	0.18500528695249124	0.7905694276912053	0.02096418476701539	0.02051974913578855	8.0	0.015625	0.25	0.0820789962148382
excessively_sparse	3	40332	64	32	0.5	16	0.01	0.03125	0.3125	0.0625	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.15237106020036395	0.03817016317016317	0.18928765558058724	0.7905694276912053	0.027741058415159246	0.02741404080925837	8.0	0.015625	0.25	0.10965616279840881
intermediate	1	20352	64	32	0.5	16	0.03	0.03125	0.296875	0.0625	0.9	1.0	1.1111111098765432	0.8086080586080586	1.0	1.2366930902033195	0.15298940221375062	0.046620046620046623	0.18516403796537545	0.7905694276912053	0.027007476483079416	0.026404986906711003	8.0	0.015625	0.25	0.10561994720436421
intermediate	2	30352	64	32	0.5	16	0.03	0.03125	0.28125	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8	1.0	1.2499999984374999	0.17939604368130493	0.045745920745920744	0.1876218073770234	0.7905694276912053	0.03211886584850216	0.03174024170025089	8.0	0.015625	0.25	0.12696096629315967
intermediate	3	40352	64	32	0.5	16	0.03	0.03125	0.28125	0.0625	0.9090909090909091	1.0	1.09999999879	0.8125	1.0	1.2307692292544379	0.16546361104205698	0.05264180264180264	0.17871917178808872	0.7905694276912053	0.028014821431770497	0.02725866008483379	8.0	0.015625	0.25	0.10903463990319659
intermediate	1	20372	64	32	0.5	16	0.05	0.0625	0.296875	0.125	0.9047619047619048	1.0	1.1052631566731301	0.8	1.0	1.2499999984374999	0.20058174577731866	0.0034965034965034965	0.32774303943739275	0.8944271838444985	0.06550941342574929	0.0732417501155702	8.0	0.03125	0.5	0.14648349993817342
intermediate	2	30372	64	32	0.5	16	0.05	0.0625	0.28125	0.125	0.9	1.0	1.1111111098765432	0.8076923076923077	1.0	1.2380952365623583	0.21509163014937033	0.004759129759129759	0.32051610745866943	0.8944271838444985	0.06861223605658862	0.07598023209200454	8.0	0.03125	0.5	0.15196046388008816
intermediate	3	40372	64	32	0.5	16	0.05	0.0625	0.265625	0.125	0.9047619047619048	1.0	1.1052631566731301	0.8	1.0	1.2499999984374999	0.24540070940434325	0.005827505827505828	0.3175204468125473	0.8944271838444985	0.07746566514236623	0.08660924578914789	8.0	0.03125	0.5	0.1732184912318588
integrator_like_low_expansion	1	20422	64	32	0.5	16	0.1	0.09375	0.3125	0.1875	0.8947368421052632	1.0	1.1176470575743944	0.7916666666666666	1.0	1.2631578931412744	0.222715190774788	0.000777000777000777	0.4331378803223861	0.7302967394453056	0.09639143119118472	0.08891917619427733	8.0	0.046875	0.75	0.11855890143429125
integrator_like_low_expansion	2	30422	64	32	0.5	16	0.1	0.09375	0.296875	0.1875	0.9047619047619048	1.0	1.1052631566731301	0.8	1.0	1.2499999984374999	0.2951183791179682	0.0016511266511266512	0.4361577355799733	0.7302967394453056	0.12850563397311981	0.11730905671701529	8.0	0.046875	0.75	0.15641207541413762
integrator_like_low_expansion	3	40422	64	32	0.5	16	0.1	0.09375	0.296875	0.1875	0.9047619047619048	1.0	1.1052631566731301	0.8125	1.0	1.2307692292544379	0.2593897728130746	0.0012626262626262627	0.43610480163748205	0.7302967394453056	0.11297829571562501	0.10154791493865917	8.0	0.046875	0.75	0.1353972197376826
integrator_like_low_expansion	1	20522	64	32	0.5	16	0.2	0.2960069444444444	0.296875	0.40625	0.9	0.8333333333333334	0.9259259248971194	0.8	0.75	0.937499998828125	0.3885796966177706	0.0	0.8567607475481198	0.41099264645621697	0.33291983135626274	0.12827587722734377	8.0	0.1480034722222222	2.3680555555555554	0.05416928537518219
integrator_like_low_expansion	2	30522	64	32	0.5	16	0.2	0.2955729166666667	0.296875	0.40625	0.9	0.8333333333333334	0.9259259248971194	0.8	0.7692307692307693	0.9615384603365384	0.387335912742144	0.0	0.8647666749823892	0.41129429247485466	0.3349551893632927	0.13246649754591344	8.0	0.14778645833333334	2.3645833333333335	0.05602107382832452
integrator_like_low_expansion	3	40522	64	32	0.5	16	0.2	0.1875	0.296875	0.3125	0.9	0.9090909090909091	1.0101010089786757	0.8095238095238095	0.8	0.9882352928968859	0.36565170589219526	9.712509712509713e-05	0.6737170216381678	0.5163977781172615	0.24632185189296615	0.12570358560492592	8.0	0.09375	1.5	0.08380239034741568
excessively_sparse	1	20604	64	32	0.5	32	0.01	0.03125	0.3125	0.0625	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.11029387898979447	0.045940170940170943	0.18620684046902178	0.7905694276912053	0.01959397962999753	0.0193630015536466	16.0	0.015625	0.5	0.038726003029841194
excessively_sparse	2	30604	64	32	0.5	32	0.01	0.03125	0.28125	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8	1.0	1.2499999984374999	0.13635450708623106	0.03972416472416473	0.18941003794920866	0.7905694276912053	0.024800959840773996	0.024508600753755827	16.0	0.015625	0.5	0.049017201409477254
excessively_sparse	3	40604	64	32	0.5	32	0.01	0.03125	0.296875	0.0625	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.1359925031079425	0.04671717171717172	0.18436881692697538	0.7905694276912053	0.023901447684667655	0.023619692241799124	16.0	0.015625	0.5	0.04723938438911948
intermediate	1	20624	64	32	0.5	32	0.03	0.03125	0.28125	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8148148148148148	1.0	1.227272725766529	0.12400659734398874	0.04312354312354312	0.18786809842341023	0.7905694276912053	0.022292239468895768	0.02162891819935388	16.0	0.015625	0.5	0.04325783631219209
intermediate	2	30624	64	32	0.5	32	0.03	0.03125	0.296875	0.0625	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.1712210490347407	0.03923853923853924	0.1895487029773283	0.7905694276912053	0.03118125165799295	0.03081368030892656	16.0	0.015625	0.5	0.0616273604945984
intermediate	3	40624	64	32	0.5	32	0.03	0.03125	0.3125	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8076923076923077	1.0	1.2380952365623583	0.1348458846997107	0.04632867132867133	0.18500482482122188	0.7905694276912053	0.02379137146059033	0.023287000157324763	16.0	0.015625	0.5	0.04657400022150153
intermediate	1	20644	64	32	0.5	32	0.05	0.0625	0.296875	0.125	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.18664373112445504	0.003885003885003885	0.32183623838381537	0.8944271838444985	0.059835349146655045	0.0668979534558713	16.0	0.03125	1.0	0.06689795338897334
intermediate	2	30644	64	32	0.5	32	0.05	0.0625	0.3125	0.125	0.8903903903903904	1.0	1.1231028655177293	0.8	1.0	1.2499999984374999	0.19109133653696253	0.0035936285936285935	0.3227966072107986	0.8944271838444985	0.061461967026648696	0.06871656751559031	16.0	0.03125	1.0	0.06871656744687374
intermediate	3	40644	64	32	0.5	32	0.05	0.0625	0.3125	0.125	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.20392417212492941	0.004273504273504274	0.3216458664097707	0.8944271838444985	0.06531106203773174	0.07301998652410217	16.0	0.03125	1.0	0.07301998645108218
integrator_like_low_expansion	1	20694	64	32	0.5	32	0.1	0.09375	0.28125	0.1875	0.9090909090909091	1.0	1.09999999879	0.8125	1.0	1.2307692292544379	0.2152386679947245	0.0002913752913752914	0.44146111945813843	0.7302967394453056	0.0949918169881624	0.08538118662776494	16.0	0.046875	1.5	0.05692079104722943
integrator_like_low_expansion	2	30694	64	32	0.5	32	0.1	0.09375	0.28125	0.1875	0.9130434782608695	1.0	1.0952380940385489	0.8125	1.0	1.2307692292544379	0.24434544504357034	0.0006798756798756799	0.43456531038188806	0.7302967394453056	0.10611186220974181	0.0953761807912219	16.0	0.046875	1.5	0.06358412048509185
integrator_like_low_expansion	3	40694	64	32	0.5	32	0.1	0.09375	0.3125	0.1875	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.2831017392875979	0.001456876456876457	0.43383353876137465	0.7302967394453056	0.12264009723227179	0.11195457877753594	16.0	0.046875	1.5	0.07463638580193303
integrator_like_low_expansion	1	20794	64	32	0.5	32	0.2	0.2805989583333333	0.28125	0.40625	0.9047619047619048	0.8333333333333334	0.9210526305609419	0.8	0.7692307692307693	0.9615384603365384	0.393032785176573	0.0	0.8381700867533927	0.42212587528530193	0.3294283236483757	0.13371174931732216	16.0	0.14029947916666666	4.489583333333333	0.02978266341439395
integrator_like_low_expansion	2	30794	64	32	0.5	32	0.2	0.2918836805555556	0.28125	0.40625	0.9	0.8260869565217391	0.9178743951154053	0.8	0.7692307692307693	0.9615384603365384	0.3766548655041419	0.0	0.8488900546794164	0.4138853883078675	0.3197385693730792	0.1272453094005385	16.0	0.1459418402777778	4.670138888888889	0.027246579256139828
integrator_like_low_expansion	3	40794	64	32	0.5	32	0.2	0.2914496527777778	0.3125	0.40625	0.9	0.8333333333333334	0.9259259248971194	0.8076923076923077	0.7857142857142857	0.9727891144418529	0.3174654117932103	0.0	0.8595607707689235	0.41419345339472424	0.27288081405344555	0.10994992424161512	16.0	0.1457248263888889	4.663194444444445	0.023578241381083113
excessively_sparse	1	20145	64	64	1.0	2	0.01	0.015625	0.296875	0.03125	0.8947368421052632	1.0	1.1176470575743944	0.8	1.0	1.2499999984374999	0.16057895448095263	0.045454545454545456	0.09663234314419675	0.559017012263491	0.014811796966087958	0.01035005809485734	2.0	0.015625	0.03125	0.3312018484369757
excessively_sparse	2	30145	64	64	1.0	2	0.01	0.015625	0.28125	0.03125	0.9047619047619048	1.0	1.1052631566731301	0.8181818181818182	1.0	1.222222220728395	0.1960193564383229	0.05555555555555555	0.09367820656150619	0.559017012263491	0.01734258944234479	0.011849203083816687	2.0	0.015625	0.03125	0.3791744865485504
excessively_sparse	3	40145	64	64	1.0	2	0.01	0.015625	0.3125	0.03125	0.8947368421052632	1.0	1.1176470575743944	0.7916666666666666	1.0	1.2631578931412744	0.21715374942495397	0.04836829836829837	0.09466429681858873	0.559017012263491	0.01956241405363098	0.013813543886031883	2.0	0.015625	0.03125	0.44203339020795174
intermediate	1	20165	64	64	1.0	2	0.03	0.03125	0.2890625	0.0625	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.2255782886055464	0.004953379953379953	0.17953035156446978	0.7905694276912053	0.040297546736987634	0.03982251052674675	2.0	0.03125	0.0625	0.6371601582333855
intermediate	2	30165	64	64	1.0	2	0.03	0.03125	0.296875	0.0625	0.8947368421052632	1.0	1.1176470575743944	0.8	1.0	1.2499999984374999	0.23687449969664834	0.002428127428127428	0.18708188409409043	0.7905694276912053	0.04420732540567723	0.043686199877548654	2.0	0.03125	0.0625	0.6989791868571115
intermediate	3	40165	64	64	1.0	2	0.03	0.03125	0.3125	0.0625	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.24787496752551835	0.0026223776223776225	0.18408579456705954	0.7905694276912053	0.04551060057657345	0.04497411175841324	2.0	0.03125	0.0625	0.7195857766212395
intermediate	1	20185	64	64	1.0	2	0.05	0.046875	0.296875	0.09375	0.9047619047619048	1.0	1.1052631566731301	0.8148148148148148	1.0	1.227272725766529	0.2868696058748382	9.712509712509713e-05	0.2582274367175179	0.9682458468798097	0.07407040820283818	0.08801799344722505	2.0	0.046875	0.09375	0.9388585867559089
intermediate	2	30185	64	64	1.0	2	0.05	0.046875	0.3125	0.09375	0.9	1.0	1.1111111098765432	0.8	1.0	1.2499999984374999	0.32250442800051476	0.0012626262626262627	0.2557574309595406	0.9682458468798097	0.08237875889770688	0.0997036138426428	2.0	0.046875	0.09375	1.0635052029774676
intermediate	3	40185	64	64	1.0	2	0.05	0.046875	0.28125	0.09375	0.9047619047619048	1.0	1.1052631566731301	0.8076923076923077	1.0	1.2380952365623583	0.27578159393783913	0.0002913752913752914	0.25250236972506546	0.9682458468798097	0.06961521593001052	0.08345336829194919	2.0	0.046875	0.09375	0.8901692522856527
intermediate	1	20235	64	64	1.0	2	0.1	0.09375	0.3125	0.15625	0.9	0.9090909090909091	1.0101010089786757	0.8	0.9090909090909091	1.1363636349431818	0.41746056247290064	9.712509712509713e-05	0.41884352745465603	0.7302967394453056	0.17483367217254803	0.14509143246961442	2.0	0.09375	0.1875	0.7738209690442318
intermediate	2	30235	64	64	1.0	2	0.1	0.09375	0.28125	0.15625	0.9090909090909091	0.9090909090909091	0.9999999989	0.8125	0.9090909090909091	1.1188811175040345	0.40724202643389906	0.0	0.42121605905556936	0.7302967394453056	0.17153688145629095	0.1401653986774414	2.0	0.09375	0.1875	0.7475487889594273
intermediate	3	40235	64	64	1.0	2	0.1	0.09375	0.265625	0.15625	0.9090909090909091	0.9090909090909091	0.9999999989	0.8125	0.9090909090909091	1.1188811175040345	0.397130791681166	0.0	0.41821853053263913	0.7302967394453056	0.16608745612616088	0.13571259023487184	2.0	0.09375	0.1875	0.7238004773923806
intermediate	1	20335	64	64	1.0	2	0.2	0.203125	0.296875	0.3125	0.9047619047619048	0.8695652173913043	0.9610983971070697	0.8	0.7619047619047619	0.9523809511904762	0.5080993164079863	0.0	0.6735425994999662	0.4961389371355688	0.34222653437759093	0.16170657982233075	2.0	0.203125	0.40625	0.39804696473669854
intermediate	2	30335	64	64	1.0	2	0.2	0.203125	0.28125	0.3125	0.9	0.8695652173913043	0.9661835738056898	0.8095238095238095	0.8181818181818182	1.0106951859172697	0.5111048791126444	0.0	0.6812811628970057	0.4961389371355688	0.34820612640419585	0.1746063029907979	2.0	0.203125	0.40625	0.42980012938091755
intermediate	3	40335	64	64	1.0	2	0.2	0.203125	0.28125	0.3125	0.9047619047619048	0.8695652173913043	0.9610983971070697	0.8095238095238095	0.7619047619047619	0.9411764694256055	0.5706871074591872	9.712509712509713e-05	0.6623446597102836	0.4961389371355688	0.377954845524319	0.17648763775250229	2.0	0.203125	0.40625	0.43443110724448286
excessively_sparse	1	20179	64	64	1.0	4	0.01	0.015625	0.296875	0.03125	0.9047619047619048	1.0	1.1052631566731301	0.8181818181818182	1.0	1.222222220728395	0.17868046640154578	0.036616161616161616	0.09948117376772522	0.559017012263491	0.017124477712239454	0.011700179767917254	4.0	0.015625	0.0625	0.1872028732914301
excessively_sparse	2	30179	64	64	1.0	4	0.01	0.015625	0.296875	0.03125	0.8947368421052632	1.0	1.1176470575743944	0.7916666666666666	1.0	1.2631578931412744	0.17501077482839345	0.03273115773115773	0.10051949751482822	0.559017012263491	0.017016188777519998	0.012015586103374975	4.0	0.015625	0.0625	0.1922493745780096
excessively_sparse	3	40179	64	64	1.0	4	0.01	0.015625	0.28125	0.03125	0.9047619047619048	1.0	1.1052631566731301	0.8181818181818182	1.0	1.222222220728395	0.17328829881016944	0.033702408702408704	0.09935942773382772	0.559017012263491	0.016637543987094952	0.011367485701856465	4.0	0.015625	0.0625	0.18187976831962716
intermediate	1	20199	64	64	1.0	4	0.03	0.03125	0.28125	0.0625	0.9047619047619048	1.0	1.1052631566731301	0.8125	1.0	1.2307692292544379	0.22047645810885808	0.001456876456876457	0.1920055757468631	0.7905694276912053	0.04227103575031779	0.041130078153739244	4.0	0.03125	0.125	0.329040622597589
intermediate	2	30199	64	64	1.0	4	0.03	0.03125	0.28125	0.0625	0.9090909090909091	1.0	1.09999999879	0.8125	1.0	1.2307692292544379	0.23395857861240135	0.0018453768453768455	0.18742017771765992	0.7905694276912053	0.043767641267765875	0.04258628808106506	4.0	0.03125	0.125	0.34069030192299804
intermediate	3	40199	64	64	1.0	4	0.03	0.03125	0.28125	0.0625	0.9090909090909091	1.0	1.09999999879	0.8125	1.0	1.2307692292544379	0.2396469631002037	0.001456876456876457	0.1890161997492679	0.7905694276912053	0.04523116588324058	0.04401031000874975	4.0	0.03125	0.125	0.3520824772533382
