gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	branch_specificity	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
TOB1	TOB1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.12614269741048645	0.34387488237749475	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.12614269741048645	cerebellar_biased	51627071	TOB1	Tob1	TOB1	same_symbol	10140	22057	HGNC:11979	MGI:1349721	True
TOB2	TOB2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.14429005644811116	0.17225228540659926	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.14429005644811116	cerebellar_biased	51635939	TOB2	Tob2	TOB2	same_symbol	10766	57259	HGNC:11980	MGI:1888525	True
TOE1	TOE1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.03082201493046996	0.11760591913826816	3	2	0.2047379835013634	0.005366742498130141	True	False	1.0	0.03082201493046996	cerebellar_biased	51626330	TOE1	Toe1	TOE1	same_symbol	114034	68276	HGNC:15954	MGI:1915526	True
TOMM22	TOMM22	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.10990208749486957	0.6620467138107029	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.10990208749486957	cerebellar_biased	51617096	TOMM22	Tomm22	TOMM22	same_symbol	56993	223696	HGNC:18002	MGI:2450248	True
TOMM34	TOMM34	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.12830624765315296	0.1339462424117947	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.12830624765315296	cerebellar_biased	51627704	TOMM34	Tomm34	TOMM34	same_symbol	10953	67145	HGNC:15746	MGI:1914395	True
TOMM40	TOMM40	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4508100344241992	0.3921765383941649	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.3921765383941649	cerebellar_biased	51627662	TOMM40	Tomm40	TOMM40	same_symbol	10452	53333	HGNC:18001	MGI:1858259	False
TOMM7	TOMM7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.22335294228606478	0.7425838397391997	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.22335294228606478	cerebellar_biased	51619240	TOMM7	Tomm7	TOMM7	same_symbol	54543	66169	HGNC:21648	MGI:1913419	True
TOP1	TOP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.6935434171551237	0.748329849642573	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.6935434171551237	cerebellar_biased	51620425	TOP1	Top1	TOP1	same_symbol	7150	21969	HGNC:11986	MGI:98788	True
TOP2B	TOP2B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5933366904834296	0.6353982837664673	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.5933366904834296	cerebellar_biased	51622319	TOP2B	Top2b	TOP2B	same_symbol	7155	21974	HGNC:11990	MGI:98791	True
TOP3B	TOP3B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10303435022833382	0.16650442562793202	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.10303435022833382	cerebellar_biased	51624717	TOP3B	Top3b	TOP3B	same_symbol	8940	21976	HGNC:11993	MGI:1333803	True
TOPBP1	TOPBP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23362158171332897	0.22863399850798133	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22863399850798133	cerebellar_biased	51630823	TOPBP1	Topbp1	TOPBP1	same_symbol	11073	235559	HGNC:17008	MGI:1920018	True
TOPORS	TOPORS	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.11596469484161977	0.2583142495018578	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.11596469484161977	cerebellar_biased	51624718	TOPORS	Topors	TOPORS	same_symbol	10210	106021	HGNC:21653	MGI:2146189	True
