gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	branch_specificity	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
EIF3H	EIF3H	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.42879582502481806	0.8604101655102743	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.42879582502481806	cerebellar_biased	51618856	EIF3H	Eif3h	EIF3H	same_symbol	8667	68135	HGNC:3273	MGI:1915385	True
EIF3I	EIF3I	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.17760894579330072	0.6850530602821825	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.17760894579330072	cerebellar_biased	51618859	EIF3I	Eif3i	EIF3I	same_symbol	8668	54709	HGNC:3272	MGI:1860763	True
EIF3K	EIF3K	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.19178697518944518	0.8182499403468868	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.19178697518944518	cerebellar_biased	51628527	EIF3K	Eif3k	EIF3K	same_symbol	27335	73830	HGNC:24656	MGI:1921080	True
EIF3L	EIF3L	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.27549619392767366	0.7446410320099532	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.27549619392767366	cerebellar_biased	51627644	EIF3L	Eif3l	EIF3L	same_symbol	51386	223691	HGNC:18138	MGI:2386251	True
EIF3M	EIF3M	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3008609974522033	0.6445048249297333	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.3008609974522033	cerebellar_biased	51619151	EIF3M	Eif3m	EIF3M	same_symbol	10480	98221	HGNC:24460	MGI:1351744	True
EIF4A1	EIF4A1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2543566609188412	0.9525705456168132	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.2543566609188412	cerebellar_biased	51618864	EIF4A1	Eif4a1	EIF4A1	same_symbol	1973	13681	HGNC:3282	MGI:95303	True
EIF4E	EIF4E	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.39611728634147714	0.603281812153121	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.39611728634147714	cerebellar_biased	51618866	EIF4E	Eif4e	EIF4E	same_symbol	1977	13684	HGNC:3287	MGI:95305	True
EIF4E2	EIF4E2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.18361484329054217	0.3900782927743811	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.18361484329054217	cerebellar_biased	51618868	EIF4E2	Eif4e2	EIF4E2	same_symbol	9470	26987	HGNC:3293	MGI:1914440	True
EIF4EBP2	EIF4EBP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.09695203511397091	0.1460279490696243	3	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.09695203511397091	cerebellar_biased	51619193	EIF4EBP2	Eif4ebp2	EIF4EBP2	same_symbol	1979	13688	HGNC:3289	MGI:109198	True
EIF4ENIF1	EIF4ENIF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2266010180845981	0.22693402531791648	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2266010180845981	cerebellar_biased	51620415	EIF4ENIF1	Eif4enif1	EIF4ENIF1	same_symbol	56478	74203	HGNC:16687	MGI:1921453	True
EIF4G2	EIF4G2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.40921249129337667	0.9140348281215622	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.40921249129337667	cerebellar_biased	51618869	EIF4G2	Eif4g2	EIF4G2	same_symbol	1982	13690	HGNC:3297	MGI:109207	True
EIF4H	EIF4H	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3726158351316297	0.6040514922574907	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.3726158351316297	cerebellar_biased	51627341	EIF4H	Eif4h	EIF4H	same_symbol	7458	22384	HGNC:12741	MGI:1341822	True
EIF5	EIF5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.569955860788316	0.6860594160502511	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.569955860788316	cerebellar_biased	51619598	EIF5	Eif5	EIF5	same_symbol	1983	217869	HGNC:3299	MGI:95309	True
EIF5B	EIF5B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4727417471445221	0.6123938406659613	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.4727417471445221	cerebellar_biased	51622235	EIF5B	Eif5b	EIF5B	same_symbol	9669	226982	HGNC:30793	MGI:2441772	True
ELAC2	ELAC2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.08669815761161914	0.12548380999011463	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.08669815761161914	cerebellar_biased	51622464	ELAC2	Elac2	ELAC2	same_symbol	60528	68626	HGNC:14198	MGI:1890496	True
ELAVL1	ELAVL1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3250827579384684	0.46720070101195127	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.3250827579384684	cerebellar_biased	51618879	ELAVL1	Elavl1	ELAVL1	same_symbol	1994	15568	HGNC:3312	MGI:1100851	True
ELAVL3	ELAVL3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7186115167822307	0.8655662600629701	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.7186115167822307	cerebellar_biased	51618878	ELAVL3	Elavl3	ELAVL3	same_symbol	1995	15571	HGNC:3314	MGI:109157	True
ELK4	ELK4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.192383314467405	0.08676196830501533	3	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.08676196830501533	cerebellar_biased	51626979	ELK4	Elk4	ELK4	same_symbol	2005	13714	HGNC:3326	MGI:102853	True
ELOF1	ELOF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10824971200954879	0.4657391640507098	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.10824971200954879	cerebellar_biased	51629732	ELOF1	Elof1	ELOF1	same_symbol	84337	66126	HGNC:28691	MGI:1913376	True
ELP2	ELP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.46710952945811446	0.2515066960778769	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2515066960778769	cerebellar_biased	51625947	ELP2	Elp2	ELP2	same_symbol	55250	58523	HGNC:18248	MGI:1889642	True
ELP3	ELP3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2961595851594715	0.20702912685491984	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.20702912685491984	cerebellar_biased	51625460	ELP3	Elp3	ELP3	same_symbol	55140	74195	HGNC:20696	MGI:1921445	True
ELP4	ELP4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.4189568544809228	0.4194184166631939	4	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.4189568544809228	cerebellar_biased	51620692	ELP4	Elp4	ELP4	same_symbol	26610	77766	HGNC:1171	MGI:1925016	True
EMD	EMD	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.08963428563007067	0.40774684768158564	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.08963428563007067	cerebellar_biased	51618892	EMD	Emd	EMD	same_symbol	2010	13726	HGNC:3331	MGI:108117	True
EME2	EME2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.11439855834291186	0.02448012684339259	4	0	0.2047379835013634	0.03613674988490279	False	False	1.0	0.02448012684339259	cerebellar_biased	51631517	EME2	Eme2	EME2	same_symbol	197342	193838	HGNC:27289	MGI:1919889	True
EMG1	EMG1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.09115539560773675	0.4105331129008767	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.09115539560773675	cerebellar_biased	51628774	EMG1	Emg1	EMG1	same_symbol	10436	14791	HGNC:16912	MGI:1315195	True
ENAH	ENAH	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5882385248542723	0.6077600899280768	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.5882385248542723	cerebellar_biased	51621836	ENAH	Enah	ENAH	same_symbol	55740	13800	HGNC:18271	MGI:108360	True
ENOPH1	ENOPH1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.20369383038066396	0.19668076907582607	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.19668076907582607	cerebellar_biased	51630133	ENOPH1	Enoph1	ENOPH1	same_symbol	58478	67870	HGNC:24599	MGI:1915120	True
ENOX2	ENOX2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.221877053056203	0.21588651688536975	3	2	0.2047379835013634	0.005366742498130141	True	False	1.0	0.21588651688536975	cerebellar_biased	51630454	ENOX2	Enox2	ENOX2	same_symbol	10495	209224	HGNC:2259	MGI:2384799	True
ENY2	ENY2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2443234334365838	0.6210278386360044	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2443234334365838	cerebellar_biased	51619057	ENY2	Eny2	ENY2	same_symbol	56943	223527	HGNC:24449	MGI:1919286	True
EP400	EP400	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.520809742673078	0.44549579584104015	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.44549579584104015	cerebellar_biased	51625169	EP400	Ep400	EP400	same_symbol	57634	75560	HGNC:11958	MGI:1276124	True
EPC2	EPC2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.365211592941462	0.32715612074041067	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.32715612074041067	cerebellar_biased	51629471	EPC2	Epc2	EPC2	same_symbol	26122	227867	HGNC:24543	MGI:1278321	True
EPHA3	EPHA3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.07888519383736196	0.1543765007364235	5	2	0.2047379835013634	0.005366742498130141	True	False	1.0	0.07888519383736196	cerebellar_biased	51618924	EPHA3	Epha3	EPHA3	same_symbol	2042	13837	HGNC:3387	MGI:99612	True
ERAL1	ERAL1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.09283339932595785	0.126657824933687	4	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.09283339932595785	cerebellar_biased	51625080	ERAL1	Eral1	ERAL1	same_symbol	26284	57837	HGNC:3424	MGI:1889295	True
ERC1	ERC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9237662928941219	0.29525973546146456	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.29525973546146456	cerebellar_biased	51622891	ERC1	Erc1	ERC1	same_symbol	23085	111173	HGNC:17072	MGI:2151013	True
ERCC1	ERCC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.21592187472154073	0.3390593866110524	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.21592187472154073	cerebellar_biased	51629976	ERCC1	Ercc1	ERCC1	same_symbol	2067	13870	HGNC:3433	MGI:95412	True
ERCC3	ERCC3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23438198873310068	0.09527015744819778	3	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.09527015744819778	cerebellar_biased	51627755	ERCC3	Ercc3	ERCC3	same_symbol	2071	13872	HGNC:3435	MGI:95414	True
ERCC5	ERCC5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0008863706706893715	0.15025550631717222	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.0008863706706893715	cerebellar_biased	51628540	ERCC5	Ercc5	ERCC5	same_symbol	2073	22592	HGNC:3437	MGI:103582	True
ERI1	ERI1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.10252263728841968	0.14768871851765045	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.10252263728841968	cerebellar_biased	51623207	ERI1	Eri1	ERI1	same_symbol	90459	67276	HGNC:23994	MGI:1914526	True
ERI2	ERI2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10147798760819071	0.12810975034615732	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.10147798760819071	cerebellar_biased	51628565	ERI2	Eri2	ERI2	same_symbol	112479	71151	HGNC:30541	MGI:1918401	True
ERI3	ERI3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4650178412619068	0.4692009819393875	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.4650178412619068	cerebellar_biased	51632742	ERI3	Eri3	ERI3	same_symbol	79033	140546	HGNC:17276	MGI:2153887	True
ERICH1	ERICH1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2230144378262218	0.15626129273169675	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.15626129273169675	cerebellar_biased	51632743	ERICH1	Erich1	ERICH1	same_symbol	157697	234086	HGNC:27234	MGI:3588201	True
ERP44	ERP44	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.4440462186530677	0.28031307813163353	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.28031307813163353	cerebellar_biased	51627137	ERP44	Erp44	ERP44	same_symbol	23071	76299	HGNC:18311	MGI:1923549	True
ESD	ESD	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.1970314833410885	0.674953671997744	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.1970314833410885	cerebellar_biased	51619687	ESD	Esd	ESD	same_symbol	2098	13885	HGNC:3465	MGI:95421	True
ESF1	ESF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.37646534366254863	0.3605217117661564	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.3605217117661564	cerebellar_biased	51620506	ESF1	Esf1	ESF1	same_symbol	51575	66580	HGNC:15898	MGI:1913830	True
ETF1	ETF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.19323151764623336	0.3175350781594843	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.19323151764623336	cerebellar_biased	51618940	ETF1	Etf1	ETF1	same_symbol	2107	225363	HGNC:3477	MGI:2385071	True
ETFA	ETFA	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2535475964831374	0.302774218389273	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2535475964831374	cerebellar_biased	51616830	ETFA	Etfa	ETFA	same_symbol	2108	110842	HGNC:3481	MGI:106092	True
ETV1	ETV1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.1385678879851614	0.12295658560770306	4	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.12295658560770306	cerebellar_biased	51618934	ETV1	Etv1	ETV1	same_symbol	2115	14009	HGNC:3490	MGI:99254	True
EWSR1	EWSR1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5325664307836206	0.7330373727404839	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.5325664307836206	cerebellar_biased	51619621	EWSR1	Ewsr1	EWSR1	same_symbol	2130	14030	HGNC:3508	MGI:99960	True
EXOC1	EXOC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3845657214355179	0.23610358216506644	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23610358216506644	cerebellar_biased	51624367	EXOC1	Exoc1	EXOC1	same_symbol	55763	69940	HGNC:30380	MGI:2445020	True
EXOC2	EXOC2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4424496406805434	0.18315713157644475	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.18315713157644475	cerebellar_biased	51624368	EXOC2	Exoc2	EXOC2	same_symbol	55770	66482	HGNC:24968	MGI:1913732	True
EXOC3	EXOC3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2337609141402518	0.3285214412973848	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2337609141402518	cerebellar_biased	51620648	EXOC3	Exoc3	EXOC3	same_symbol	11336	211446	HGNC:30378	MGI:2443972	True
EXOC4	EXOC4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.8733269060132414	0.3120675764190973	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.3120675764190973	cerebellar_biased	51625503	EXOC4	Exoc4	EXOC4	same_symbol	60412	20336	HGNC:30389	MGI:1096376	True
EXOC5	EXOC5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.4535518618969826	0.4725069424179308	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.4535518618969826	cerebellar_biased	51624362	EXOC5	Exoc5	EXOC5	same_symbol	10640	105504	HGNC:10696	MGI:2145645	True
EXOC7	EXOC7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3498616108238347	0.3136559776677707	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.3136559776677707	cerebellar_biased	51629593	EXOC7	Exoc7	EXOC7	same_symbol	23265	53413	HGNC:23214	MGI:1859270	True
EXOG	EXOG	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2743466296281512	0.12813700837070924	3	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.12813700837070924	cerebellar_biased	51632768	EXOG	Exog	EXOG	same_symbol	9941	208194	HGNC:3347	MGI:2143333	True
EXOSC1	EXOSC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1990405766984885	0.2405939823178876	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.1990405766984885	cerebellar_biased	51631072	EXOSC1	Exosc1	EXOSC1	same_symbol	51013	66583	HGNC:17286	MGI:1913833	True
EXOSC10	EXOSC10	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1923869921884136	0.21839050777969835	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.1923869921884136	cerebellar_biased	51629465	EXOSC10	Exosc10	EXOSC10	same_symbol	5394	50912	HGNC:9138	MGI:1355322	True
EXOSC2	EXOSC2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10833380310084778	0.1353180518067921	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.10833380310084778	cerebellar_biased	51619252	EXOSC2	Exosc2	EXOSC2	same_symbol	23404	227715	HGNC:17097	MGI:2385133	True
EXOSC4	EXOSC4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.05695863061689496	0.2950553379465074	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.05695863061689496	cerebellar_biased	51619056	EXOSC4	Exosc4	EXOSC4	same_symbol	54512	109075	HGNC:18189	MGI:1923576	True
EXOSC5	EXOSC5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.05960135225619724	0.21699110471368055	5	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.05960135225619724	cerebellar_biased	51624943	EXOSC5	Exosc5	EXOSC5	same_symbol	56915	27998	HGNC:24662	MGI:107889	True
EXOSC7	EXOSC7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1844146584505429	0.24486664317438203	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.1844146584505429	cerebellar_biased	51628525	EXOSC7	Exosc7	EXOSC7	same_symbol	23016	66446	HGNC:28112	MGI:1913696	True
EXOSC8	EXOSC8	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.09534098911062977	0.33162928146662984	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.09534098911062977	cerebellar_biased	51623590	EXOSC8	Exosc8	EXOSC8	same_symbol	11340	69639	HGNC:17035	MGI:1916889	True
EXOSC9	EXOSC9	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.08862676858227074	0.2007164571318783	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.08862676858227074	cerebellar_biased	51622198	EXOSC9	Exosc9	EXOSC9	same_symbol	5393	50911	HGNC:9137	MGI:1355319	True
EXT2	EXT2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.40544695425843086	0.3117053360755971	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.3117053360755971	cerebellar_biased	51618135	EXT2	Ext2	EXT2	same_symbol	2132	14043	HGNC:3513	MGI:108050	True
EYA3	EYA3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.36945963586103336	0.09624500058235269	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.09624500058235269	cerebellar_biased	51624945	EYA3	Eya3	EYA3	same_symbol	2140	14050	HGNC:3521	MGI:109339	True
FAF1	FAF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8296022012190607	0.5046168813891836	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.5046168813891836	cerebellar_biased	51620115	FAF1	Faf1	FAF1	same_symbol	11124	14084	HGNC:3578	MGI:109419	True
FAF2	FAF2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.32060538563736407	0.2719468587193555	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2719468587193555	cerebellar_biased	51622519	FAF2	Faf2	FAF2	same_symbol	23197	76577	HGNC:24666	MGI:1923827	True
FAIM	FAIM	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1372769912437551	0.33948774025318584	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.1372769912437551	cerebellar_biased	51630272	FAIM	Faim	FAIM	same_symbol	55179	23873	HGNC:18703	MGI:1344387	True
FAM110A	FAM110A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.0083723117468642	0.31501569574123256	2	2	0.2047379835013634	0.005366742498130141	True	False	1.0	0.0083723117468642	cerebellar_biased	51619115	FAM110A	Fam110a	FAM110A	same_symbol	83541	73847	HGNC:16188	MGI:1921097	True
