gene_symbol	feature_role	present_in_all_four_matrices	selection_seed
Pof1b	background_pool	True	205921
Pogz	background_pool	True	205921
Pold2	background_pool	True	205921
Pold4	background_pool	True	205921
Poli	background_pool	True	205921
Poln	background_pool	True	205921
Polq	background_pool	True	205921
Polr1c	background_pool	True	205921
Polr2a	background_pool	True	205921
Polr2m	background_pool	True	205921
Polr3c	background_pool	True	205921
Pom121	background_pool	True	205921
Pon2	background_pool	True	205921
Ppa2	background_pool	True	205921
Ppdpf	background_pool	True	205921
Ppef2	background_pool	True	205921
Ppil1	background_pool	True	205921
Ppl	background_pool	True	205921
Ppm1f	background_pool	True	205921
Ppm1k	background_pool	True	205921
Ppox	background_pool	True	205921
Ppp1r18	background_pool	True	205921
Ppp1r3a	background_pool	True	205921
Ppp1r3b	background_pool	True	205921
Ppp1r8	background_pool	True	205921
Ppp1r9b	background_pool	True	205921
Ppp2r1b	background_pool	True	205921
Ppp2r2b	background_pool	True	205921
Ppp2r3a	background_pool	True	205921
Ppp3cb	background_pool	True	205921
Ppp3cc	background_pool	True	205921
Ppp4r2	background_pool	True	205921
Ppp4r4	background_pool	True	205921
Ppp6r3	background_pool	True	205921
Ppy	background_pool	True	205921
Pradc1	background_pool	True	205921
Prag1	background_pool	True	205921
Pramel1	background_pool	True	205921
Prb1	background_pool	True	205921
Prdm1	background_pool	True	205921
Prdm13	background_pool	True	205921
Prelid3b	background_pool	True	205921
Prep	background_pool	True	205921
Prex1	background_pool	True	205921
Prh1	background_pool	True	205921
Prkaca	background_pool	True	205921
Prkag2	background_pool	True	205921
Prkar2a	background_pool	True	205921
Prkn	background_pool	True	205921
Prl3b1	background_pool	True	205921
Prl3c1	background_pool	True	205921
Prl7b1	background_pool	True	205921
Prl8a2	background_pool	True	205921
Prmt2	background_pool	True	205921
Prmt5	background_pool	True	205921
Prmt8	background_pool	True	205921
Prorp	background_pool	True	205921
Prorsd1	background_pool	True	205921
Prpf38b	background_pool	True	205921
Prpf40b	background_pool	True	205921
Prpf8	background_pool	True	205921
Prps1l3	background_pool	True	205921
Prr15	background_pool	True	205921
Prr27	background_pool	True	205921
Prr30	background_pool	True	205921
Prr5	background_pool	True	205921
Prr5l	background_pool	True	205921
Prrc2b	background_pool	True	205921
Prrc2c	background_pool	True	205921
Prrg1	background_pool	True	205921
Prss1	background_pool	True	205921
Prss2	background_pool	True	205921
Prss27	background_pool	True	205921
Prss28	background_pool	True	205921
Prss36	background_pool	True	205921
Prss37	background_pool	True	205921
Prss38	background_pool	True	205921
Prss41	background_pool	True	205921
Prss42	background_pool	True	205921
Prss46	background_pool	True	205921
Prss8	background_pool	True	205921
Prx	background_pool	True	205921
Prxl2a	background_pool	True	205921
Prxl2c	background_pool	True	205921
Psd	background_pool	True	205921
Psg21	background_pool	True	205921
Psmb11	background_pool	True	205921
Psmg2	background_pool	True	205921
Psors1c2	background_pool	True	205921
Ptgdr2	background_pool	True	205921
Ptges	background_pool	True	205921
Pthlh	background_pool	True	205921
Ptp4a3	background_pool	True	205921
Ptpdc1	background_pool	True	205921
Ptpmt1	background_pool	True	205921
Ptpn1	background_pool	True	205921
Ptpn11	background_pool	True	205921
Ptpn3	background_pool	True	205921
Ptpn5	background_pool	True	205921
Ptprcap	background_pool	True	205921
Pttg1ip	background_pool	True	205921
Ptx3	background_pool	True	205921
Pum2	background_pool	True	205921
Purg	background_pool	True	205921
Pus1	background_pool	True	205921
Pus7l	background_pool	True	205921
Pycard	background_pool	True	205921
Pygl	background_pool	True	205921
Pym1	background_pool	True	205921
R3hcc1	background_pool	True	205921
Rab15	background_pool	True	205921
Rab26	background_pool	True	205921
Rab32	background_pool	True	205921
Rab33b	background_pool	True	205921
Rab36	background_pool	True	205921
Rab38	background_pool	True	205921
Rab39b	background_pool	True	205921
Rab43	background_pool	True	205921
Rab4a	background_pool	True	205921
Rab5a	background_pool	True	205921
Rab5c	background_pool	True	205921
Rabac1	background_pool	True	205921
Rabgef1	background_pool	True	205921
Rabl6	background_pool	True	205921
Rac3	background_pool	True	205921
Rad21	background_pool	True	205921
Rad51ap1	background_pool	True	205921
Rai1	background_pool	True	205921
Ralgds	background_pool	True	205921
Ralgps2	background_pool	True	205921
Rangrf	background_pool	True	205921
Rapgef1	background_pool	True	205921
Rasa1	background_pool	True	205921
Rasal1	background_pool	True	205921
Rasgrf2	background_pool	True	205921
Rbis	background_pool	True	205921
Rbks	background_pool	True	205921
Rbl1	background_pool	True	205921
Rbm12b2	background_pool	True	205921
Rbm3	background_pool	True	205921
Rbpjl	background_pool	True	205921
Rce1	background_pool	True	205921
Rcor2	background_pool	True	205921
Rdh11	background_pool	True	205921
Rec8	background_pool	True	205921
Rell1	background_pool	True	205921
Rest	background_pool	True	205921
Retnlg	background_pool	True	205921
Rfc3	background_pool	True	205921
Rflna	background_pool	True	205921
Rftn1	background_pool	True	205921
Rftn2	background_pool	True	205921
Rfx2	background_pool	True	205921
Rgn	background_pool	True	205921
Rgs11	background_pool	True	205921
Rhbg	background_pool	True	205921
Rhebl1	background_pool	True	205921
Rhobtb1	background_pool	True	205921
Rhobtb3	background_pool	True	205921
Rhox10	background_pool	True	205921
Rhox2a	background_pool	True	205921
Rhox2d	background_pool	True	205921
Rhox3c	background_pool	True	205921
Rhox4c	background_pool	True	205921
Rhox4d	background_pool	True	205921
Ribc2	background_pool	True	205921
Ric1	background_pool	True	205921
Rimbp3	background_pool	True	205921
Rimkla	background_pool	True	205921
Riok2	background_pool	True	205921
Riok3	background_pool	True	205921
Rit2	background_pool	True	205921
Rlf	background_pool	True	205921
Rmdn1	background_pool	True	205921
Rnase12	background_pool	True	205921
Rnasek	background_pool	True	205921
Rnd1	background_pool	True	205921
Rnf128	background_pool	True	205921
Rnf166	background_pool	True	205921
Rnf19b	background_pool	True	205921
Rnf213	background_pool	True	205921
Rnf44	background_pool	True	205921
Rock2	background_pool	True	205921
Ropn1l	background_pool	True	205921
Ros1	background_pool	True	205921
Rpa2	background_pool	True	205921
Rpain	background_pool	True	205921
Rpgr	background_pool	True	205921
Rpl10-ps3	background_pool	True	205921
Rpl10a	background_pool	True	205921
Rpl15	background_pool	True	205921
Rpl19	background_pool	True	205921
Rpl27	background_pool	True	205921
Rpl6	background_pool	True	205921
Rplp1	background_pool	True	205921
Rpn2	background_pool	True	205921
Rpp40	background_pool	True	205921
Rprd1b	background_pool	True	205921
Rps10	background_pool	True	205921
Rsbn1l	background_pool	True	205921
Rsc1a1	background_pool	True	205921
Rsl1d1	background_pool	True	205921
Rsph1	background_pool	True	205921
Rsph10b	background_pool	True	205921
Rsph14	background_pool	True	205921
Rsrc2	background_pool	True	205921
Rtl5	background_pool	True	205921
Rwdd2a	background_pool	True	205921
S100a5	background_pool	True	205921
S100a9	background_pool	True	205921
S1pr4	background_pool	True	205921
Sacs	background_pool	True	205921
Sag	background_pool	True	205921
Sall3	background_pool	True	205921
Samd5	background_pool	True	205921
Sap30bp	background_pool	True	205921
Sap30l	background_pool	True	205921
Sapcd1	background_pool	True	205921
Sar1a	background_pool	True	205921
Sar1b	background_pool	True	205921
Sarm1	background_pool	True	205921
Sart1	background_pool	True	205921
Sbf2	background_pool	True	205921
Sbk1	background_pool	True	205921
Sbp	background_pool	True	205921
Scarf2	background_pool	True	205921
Scfd2	background_pool	True	205921
Scgb1b29	background_pool	True	205921
Scgb2b26	background_pool	True	205921
Schip1	background_pool	True	205921
Scml2	background_pool	True	205921
Scn5a	background_pool	True	205921
Scn8a	background_pool	True	205921
Sdc3	background_pool	True	205921
Sdhd	background_pool	True	205921
Sec1	background_pool	True	205921
Sec16a	background_pool	True	205921
Sec23b	background_pool	True	205921
Sec24d	background_pool	True	205921
Sel1l3	background_pool	True	205921
Sema3d	background_pool	True	205921
Sema3g	background_pool	True	205921
Sema4b	background_pool	True	205921
Senp3	background_pool	True	205921
Sephs2	background_pool	True	205921
Serpina3a	background_pool	True	205921
Serpina3f	background_pool	True	205921
Serpina3j	background_pool	True	205921
Serpina3k	background_pool	True	205921
Serpinb2	background_pool	True	205921
Serpinb6e	background_pool	True	205921
Serpinf1	background_pool	True	205921
Serping1	background_pool	True	205921
Serpinh1	background_pool	True	205921
Sertm1	background_pool	True	205921
Setd4	background_pool	True	205921
Setdb2	background_pool	True	205921
Sf3a1	background_pool	True	205921
Sf3b6	background_pool	True	205921
Sfmbt1	background_pool	True	205921
Sfr1	background_pool	True	205921
Sfrp2	background_pool	True	205921
Sfrp5	background_pool	True	205921
Sfta2	background_pool	True	205921
Sgsm3	background_pool	True	205921
Sh3bp1	background_pool	True	205921
Sh3gl1	background_pool	True	205921
Sh3gl3	background_pool	True	205921
Shank3	background_pool	True	205921
Shc2	background_pool	True	205921
Shcbp1l	background_pool	True	205921
Shd	background_pool	True	205921
Shh	background_pool	True	205921
Shisa3	background_pool	True	205921
Shisa5	background_pool	True	205921
Shisa7	background_pool	True	205921
Shmt1	background_pool	True	205921
Shoc2	background_pool	True	205921
Shtn1	background_pool	True	205921
Sigmar1	background_pool	True	205921
Sik1	background_pool	True	205921
Sik2	background_pool	True	205921
Sit1	background_pool	True	205921
Six1	background_pool	True	205921
Six5	background_pool	True	205921
Ska3	background_pool	True	205921
Slc10a6	background_pool	True	205921
Slc13a2	background_pool	True	205921
Slc16a1	background_pool	True	205921
Slc16a2	background_pool	True	205921
Slc17a8	background_pool	True	205921
Slc1a5	background_pool	True	205921
Slc22a14	background_pool	True	205921
Slc22a27	background_pool	True	205921
Slc22a28	background_pool	True	205921
Slc22a29	background_pool	True	205921
Slc23a3	background_pool	True	205921
Slc24a2	background_pool	True	205921
Slc25a1	background_pool	True	205921
Slc25a22	background_pool	True	205921
Slc25a28	background_pool	True	205921
Slc25a44	background_pool	True	205921
Slc26a1	background_pool	True	205921
Slc26a2	background_pool	True	205921
Slc26a6	background_pool	True	205921
Slc27a3	background_pool	True	205921
Slc2a7	background_pool	True	205921
Slc30a5	background_pool	True	205921
Slc33a1	background_pool	True	205921
Slc34a2	background_pool	True	205921
Slc35a5	background_pool	True	205921
Slc35d2	background_pool	True	205921
Slc35g2	background_pool	True	205921
Slc38a2	background_pool	True	205921
Slc39a13	background_pool	True	205921
Slc39a2	background_pool	True	205921
Slc43a3	background_pool	True	205921
Slc44a2	background_pool	True	205921
Slc45a1	background_pool	True	205921
Slc45a2	background_pool	True	205921
Slc4a1ap	background_pool	True	205921
Slc6a13	background_pool	True	205921
Slc6a20b	background_pool	True	205921
Slc6a21	background_pool	True	205921
Slc7a13	background_pool	True	205921
Slc7a3	background_pool	True	205921
Slc7a7	background_pool	True	205921
Slc7a8	background_pool	True	205921
Slco6c1	background_pool	True	205921
Slf1	background_pool	True	205921
Slfn1	background_pool	True	205921
Slfn3	background_pool	True	205921
Slfn5	background_pool	True	205921
Slit1	background_pool	True	205921
Slitrk2	background_pool	True	205921
Sltm	background_pool	True	205921
Slx	background_pool	True	205921
Smap1	background_pool	True	205921
Smarcd2	background_pool	True	205921
Smco3	background_pool	True	205921
Smim10l2a	background_pool	True	205921
Smim11	background_pool	True	205921
Smim18	background_pool	True	205921
Smim22	background_pool	True	205921
Smim38	background_pool	True	205921
Smo	background_pool	True	205921
Smpd2	background_pool	True	205921
Snap91	background_pool	True	205921
Snapc3	background_pool	True	205921
Snhg11	background_pool	True	205921
Snph	background_pool	True	205921
Snrnp25	background_pool	True	205921
Snrpa	background_pool	True	205921
Snrpd2	background_pool	True	205921
Sntb2	background_pool	True	205921
Sntg2	background_pool	True	205921
Snu13	background_pool	True	205921
Snx1	background_pool	True	205921
Snx19	background_pool	True	205921
Snx22	background_pool	True	205921
Sod1	background_pool	True	205921
Sod2	background_pool	True	205921
Soga1	background_pool	True	205921
Sord	background_pool	True	205921
Sorl1	background_pool	True	205921
Sox15	background_pool	True	205921
Sox6	background_pool	True	205921
Sox8	background_pool	True	205921
Sp4	background_pool	True	205921
Spaca1	background_pool	True	205921
Spaca3	background_pool	True	205921
Spaca5	background_pool	True	205921
Spag1	background_pool	True	205921
Spag4	background_pool	True	205921
Spag8	background_pool	True	205921
Sparc	background_pool	True	205921
Spata20	background_pool	True	205921
Spata24	background_pool	True	205921
Spata2l	background_pool	True	205921
Spata31	background_pool	True	205921
Spata48	background_pool	True	205921
Speer2	background_pool	True	205921
Spin2c	background_pool	True	205921
Spint2	background_pool	True	205921
Spn	background_pool	True	205921
Spns2	background_pool	True	205921
Spock2	background_pool	True	205921
Spopl	background_pool	True	205921
Spred2	background_pool	True	205921
Sqle	background_pool	True	205921
Srarp	background_pool	True	205921
Srd5a2	background_pool	True	205921
Srf	background_pool	True	205921
Srp9	background_pool	True	205921
Srpr	background_pool	True	205921
Srr	background_pool	True	205921
Srsf1	background_pool	True	205921
Srsf6	background_pool	True	205921
Ss18	background_pool	True	205921
Ssbp2	background_pool	True	205921
Sstr2	background_pool	True	205921
Ssty1	background_pool	True	205921
Ssxb1	background_pool	True	205921
St18	background_pool	True	205921
St3gal5	background_pool	True	205921
St6galnac5	background_pool	True	205921
Stac	background_pool	True	205921
Stap2	background_pool	True	205921
Stard3	background_pool	True	205921
Stat1	background_pool	True	205921
Stat5b	background_pool	True	205921
Stau2	background_pool	True	205921
Steap3	background_pool	True	205921
Stfa2	background_pool	True	205921
Stk10	background_pool	True	205921
Stk31	background_pool	True	205921
Stmn1	background_pool	True	205921
Stmn4	background_pool	True	205921
Stoml1	background_pool	True	205921
Stra6	background_pool	True	205921
Stra6l	background_pool	True	205921
Stradb	background_pool	True	205921
Stum	background_pool	True	205921
Stx18	background_pool	True	205921
Stx7	background_pool	True	205921
Stxbp3	background_pool	True	205921
Suclg1	background_pool	True	205921
Sugp2	background_pool	True	205921
Sult1b1	background_pool	True	205921
Sult1e1	background_pool	True	205921
Sult2a3	background_pool	True	205921
Sult3a2	background_pool	True	205921
Sult5a1	background_pool	True	205921
Sult6b1	background_pool	True	205921
Supt6	background_pool	True	205921
Surf1	background_pool	True	205921
Susd2	background_pool	True	205921
Swt1	background_pool	True	205921
Sycn	background_pool	True	205921
Syde2	background_pool	True	205921
Syne3	background_pool	True	205921
Syngr1	background_pool	True	205921
Syt12	background_pool	True	205921
Sytl5	background_pool	True	205921
Taar8a	background_pool	True	205921
Tac2	background_pool	True	205921
Tacc2	background_pool	True	205921
Taco1	background_pool	True	205921
Tacr3	background_pool	True	205921
Tacstd2	background_pool	True	205921
Tada2a	background_pool	True	205921
Taf12	background_pool	True	205921
Taf7l	background_pool	True	205921
Tagap	background_pool	True	205921
Taok3	background_pool	True	205921
Tap2	background_pool	True	205921
Tars2	background_pool	True	205921
Tas2r104	background_pool	True	205921
Tas2r109	background_pool	True	205921
Tas2r114	background_pool	True	205921
Tas2r121	background_pool	True	205921
Tas2r136	background_pool	True	205921
Tas2r137	background_pool	True	205921
Tasp1	background_pool	True	205921
Tax1bp1	background_pool	True	205921
Tbata	background_pool	True	205921
Tbc1d17	background_pool	True	205921
Tbc1d21	background_pool	True	205921
Tbc1d24	background_pool	True	205921
Tbc1d32	background_pool	True	205921
Tbck	background_pool	True	205921
Tbx18	background_pool	True	205921
Tbxas1	background_pool	True	205921
Tcea3	background_pool	True	205921
Tceal6	background_pool	True	205921
Tcf12	background_pool	True	205921
Tcim	background_pool	True	205921
Tcl1b3	background_pool	True	205921
Tcn2	background_pool	True	205921
Tcp11x2	background_pool	True	205921
Tctn1	background_pool	True	205921
Tctn2	background_pool	True	205921
Tef	background_pool	True	205921
Telo2	background_pool	True	205921
Tenm1	background_pool	True	205921
Tenm2	background_pool	True	205921
Tent4b	background_pool	True	205921
Tepp	background_pool	True	205921
Tert	background_pool	True	205921
Tesmin	background_pool	True	205921
Tex13a	background_pool	True	205921
Tex13b	background_pool	True	205921
Tex19.1	background_pool	True	205921
Tex2	background_pool	True	205921
Tex37	background_pool	True	205921
Tex55	background_pool	True	205921
Tfam	background_pool	True	205921
Tfap2b	background_pool	True	205921
Tfap2c	background_pool	True	205921
Tgs1	background_pool	True	205921
Thap2	background_pool	True	205921
Thap4	background_pool	True	205921
Thap7	background_pool	True	205921
Thbs1	background_pool	True	205921
Them5	background_pool	True	205921
Thnsl2	background_pool	True	205921
Thy1	background_pool	True	205921
Ticrr	background_pool	True	205921
Timm8a1	background_pool	True	205921
Tinagl1	background_pool	True	205921
Tjap1	background_pool	True	205921
Tlk2	background_pool	True	205921
Tln1	background_pool	True	205921
Tlnrd1	background_pool	True	205921
Tlr12	background_pool	True	205921
Tlr13	background_pool	True	205921
Tlr2	background_pool	True	205921
Tlr7	background_pool	True	205921
Tm2d2	background_pool	True	205921
Tm9sf4	background_pool	True	205921
Tmco2	background_pool	True	205921
Tmem104	background_pool	True	205921
Tmem109	background_pool	True	205921
Tmem11	background_pool	True	205921
Tmem126b	background_pool	True	205921
Tmem132d	background_pool	True	205921
Tmem139	background_pool	True	205921
Tmem154	background_pool	True	205921
Tmem169	background_pool	True	205921
Tmem179b	background_pool	True	205921
Tmem184b	background_pool	True	205921
Tmem189	background_pool	True	205921
Tmem19	background_pool	True	205921
Tmem190	background_pool	True	205921
Tmem202	background_pool	True	205921
Tmem236	background_pool	True	205921
Tmem238	background_pool	True	205921
Tmem30a	background_pool	True	205921
Tmem30b	background_pool	True	205921
Tmem33	background_pool	True	205921
Tmem35b	background_pool	True	205921
Tmem44	background_pool	True	205921
Tmem63c	background_pool	True	205921
Tmem64	background_pool	True	205921
Tmem67	background_pool	True	205921
Tmem98	background_pool	True	205921
Tmf1	background_pool	True	205921
Tmprss11e	background_pool	True	205921
Tmprss12	background_pool	True	205921
Tmprss3	background_pool	True	205921
Tmprss5	background_pool	True	205921
Tnfrsf14	background_pool	True	205921
Tnfrsf1b	background_pool	True	205921
Tnfrsf21	background_pool	True	205921
Tnfrsf22	background_pool	True	205921
Tnfsf12	background_pool	True	205921
Tnik	background_pool	True	205921
Tnip2	background_pool	True	205921
Tnks2	background_pool	True	205921
Tnni3k	background_pool	True	205921
Tnnt2	background_pool	True	205921
Tnr	background_pool	True	205921
Tns2	background_pool	True	205921
Tollip	background_pool	True	205921
Tom1l2	background_pool	True	205921
Tomm34	background_pool	True	205921
Topaz1	background_pool	True	205921
Tpbpa	background_pool	True	205921
Tpcn1	background_pool	True	205921
Tpsb2	background_pool	True	205921
Tpst1	background_pool	True	205921
Tpst2	background_pool	True	205921
Trappc1	background_pool	True	205921
Trdmt1	background_pool	True	205921
Trem2	background_pool	True	205921
Trim34a	background_pool	True	205921
Trim37	background_pool	True	205921
Trim42	background_pool	True	205921
Trim43c	background_pool	True	205921
Trim47	background_pool	True	205921
Trim56	background_pool	True	205921
Trmt10a	background_pool	True	205921
Trmt13	background_pool	True	205921
Trmt6	background_pool	True	205921
Trmt61a	background_pool	True	205921
Trp53tg5	background_pool	True	205921
Trpc5	background_pool	True	205921
Trpc5os	background_pool	True	205921
Trpd52l3	background_pool	True	205921
Trpv5	background_pool	True	205921
Tsc22d1	background_pool	True	205921
Tspan13	background_pool	True	205921
Tspan18	background_pool	True	205921
Tspan31	background_pool	True	205921
Tspan32	background_pool	True	205921
Tspoap1	background_pool	True	205921
Tstd1	background_pool	True	205921
Ttbk2	background_pool	True	205921
Ttc12	background_pool	True	205921
Ttc19	background_pool	True	205921
Ttc30a1	background_pool	True	205921
Ttc30a2	background_pool	True	205921
Ttc39d	background_pool	True	205921
Ttll10	background_pool	True	205921
Ttpal	background_pool	True	205921
Ttyh2	background_pool	True	205921
Tubg1	background_pool	True	205921
Tubgcp2	background_pool	True	205921
Tut7	background_pool	True	205921
Tvp23b	background_pool	True	205921
Twist2	background_pool	True	205921
Txn2	background_pool	True	205921
Txnrd3	background_pool	True	205921
Tyr	background_pool	True	205921
Tysnd1	background_pool	True	205921
U2af2	background_pool	True	205921
U2surp	background_pool	True	205921
Uap1l1	background_pool	True	205921
Ube2c	background_pool	True	205921
Ube2d3	background_pool	True	205921
Ube2k	background_pool	True	205921
Ubl3	background_pool	True	205921
Ubl5	background_pool	True	205921
Ubl7	background_pool	True	205921
Ubp1	background_pool	True	205921
Ubr1	background_pool	True	205921
Ubr3	background_pool	True	205921
Ubr4	background_pool	True	205921
Ubtd1	background_pool	True	205921
Ubtf	background_pool	True	205921
Ubxn10	background_pool	True	205921
Ucn	background_pool	True	205921
Ucp2	background_pool	True	205921
Ulk4	background_pool	True	205921
Umodl1	background_pool	True	205921
Uncx	background_pool	True	205921
Uox	background_pool	True	205921
Upf2	background_pool	True	205921
Upk3a	background_pool	True	205921
Uqcc1	background_pool	True	205921
Uqcc2	background_pool	True	205921
Urb1	background_pool	True	205921
Urb2	background_pool	True	205921
Uroc1	background_pool	True	205921
Ush1g	background_pool	True	205921
Uso1	background_pool	True	205921
Usp15	background_pool	True	205921
Usp16	background_pool	True	205921
Usp17la	background_pool	True	205921
Usp17ld	background_pool	True	205921
Usp2	background_pool	True	205921
Usp20	background_pool	True	205921
Usp24	background_pool	True	205921
Usp50	background_pool	True	205921
Usp8	background_pool	True	205921
Usp9x	background_pool	True	205921
Ust	background_pool	True	205921
Utf1	background_pool	True	205921
Utp20	background_pool	True	205921
Utp3	background_pool	True	205921
V1rd19	background_pool	True	205921
Vamp2	background_pool	True	205921
Vars2	background_pool	True	205921
Vasn	background_pool	True	205921
Vcpkmt	background_pool	True	205921
Vgf	background_pool	True	205921
Vip	background_pool	True	205921
Virma	background_pool	True	205921
Vkorc1	background_pool	True	205921
Vmn1r1	background_pool	True	205921
Vmn1r107	background_pool	True	205921
Vmn1r116	background_pool	True	205921
Vmn1r120	background_pool	True	205921
Vmn1r129	background_pool	True	205921
Vmn1r130	background_pool	True	205921
Vmn1r135	background_pool	True	205921
Vmn1r137	background_pool	True	205921
Vmn1r138	background_pool	True	205921
Vmn1r139	background_pool	True	205921
Vmn1r143	background_pool	True	205921
Vmn1r165	background_pool	True	205921
Vmn1r166	background_pool	True	205921
Vmn1r174	background_pool	True	205921
Vmn1r18	background_pool	True	205921
Vmn1r188	background_pool	True	205921
Vmn1r194	background_pool	True	205921
Vmn1r200	background_pool	True	205921
Vmn1r201	background_pool	True	205921
Vmn1r208	background_pool	True	205921
Vmn1r216	background_pool	True	205921
Vmn1r225	background_pool	True	205921
Vmn1r227	background_pool	True	205921
Vmn1r229	background_pool	True	205921
Vmn1r232	background_pool	True	205921
Vmn1r236	background_pool	True	205921
Vmn1r238	background_pool	True	205921
Vmn1r33	background_pool	True	205921
Vmn1r35	background_pool	True	205921
Vmn1r52	background_pool	True	205921
Vmn1r58	background_pool	True	205921
Vmn1r6	background_pool	True	205921
Vmn1r63	background_pool	True	205921
Vmn1r69	background_pool	True	205921
Vmn1r81	background_pool	True	205921
Vmn1r83	background_pool	True	205921
Vmn1r91	background_pool	True	205921
Vmn2r110	background_pool	True	205921
Vmn2r114	background_pool	True	205921
Vmn2r12	background_pool	True	205921
Vmn2r13	background_pool	True	205921
Vmn2r15	background_pool	True	205921
Vmn2r2	background_pool	True	205921
Vmn2r24	background_pool	True	205921
Vmn2r26	background_pool	True	205921
Vmn2r3	background_pool	True	205921
Vmn2r43	background_pool	True	205921
Vmn2r5	background_pool	True	205921
Vmn2r50	background_pool	True	205921
Vmn2r51	background_pool	True	205921
Vmn2r59	background_pool	True	205921
Vmn2r63	background_pool	True	205921
Vmn2r65	background_pool	True	205921
Vmn2r70	background_pool	True	205921
Vmn2r80	background_pool	True	205921
Vmn2r83	background_pool	True	205921
Vmn2r9	background_pool	True	205921
Vpreb2	background_pool	True	205921
Vps25	background_pool	True	205921
Vps36	background_pool	True	205921
Vrk2	background_pool	True	205921
Vstm2a	background_pool	True	205921
Vstm2l	background_pool	True	205921
Vsx1	background_pool	True	205921
Vtcn1	background_pool	True	205921
Vwde	background_pool	True	205921
Was	background_pool	True	205921
Washc5	background_pool	True	205921
Wdr20	background_pool	True	205921
Wdr24	background_pool	True	205921
Wdr25	background_pool	True	205921
Wdr36	background_pool	True	205921
Wdr38	background_pool	True	205921
Wdr46	background_pool	True	205921
Wdr5	background_pool	True	205921
Wdr54	background_pool	True	205921
Wdr5b	background_pool	True	205921
Wdr76	background_pool	True	205921
Wdr83	background_pool	True	205921
Wdr89	background_pool	True	205921
Wfdc6b	background_pool	True	205921
Wfdc8	background_pool	True	205921
Wfikkn1	background_pool	True	205921
Wfikkn2	background_pool	True	205921
Whrn	background_pool	True	205921
Wipf1	background_pool	True	205921
Wiz	background_pool	True	205921
Wnt11	background_pool	True	205921
Wnt9b	background_pool	True	205921
Wscd2	background_pool	True	205921
Wtip	background_pool	True	205921
Wwc2	background_pool	True	205921
Wwp2	background_pool	True	205921
Wwtr1	background_pool	True	205921
Xcl1	background_pool	True	205921
Xiap	background_pool	True	205921
Xkr5	background_pool	True	205921
Xlr3a	background_pool	True	205921
Xndc1	background_pool	True	205921
Xpa	background_pool	True	205921
Xpo5	background_pool	True	205921
Yif1a	background_pool	True	205921
Yif1b	background_pool	True	205921
Yipf2	background_pool	True	205921
Yjefn3	background_pool	True	205921
Yju2	background_pool	True	205921
Ypel1	background_pool	True	205921
Ywhab	background_pool	True	205921
Ywhah	background_pool	True	205921
Zbbx	background_pool	True	205921
Zbp1	background_pool	True	205921
Zbtb17	background_pool	True	205921
Zbtb18	background_pool	True	205921
Zbtb21	background_pool	True	205921
Zbtb8a	background_pool	True	205921
Zbtb8os	background_pool	True	205921
Zc3h12c	background_pool	True	205921
Zcchc13	background_pool	True	205921
Zcchc9	background_pool	True	205921
Zcrb1	background_pool	True	205921
Zdbf2	background_pool	True	205921
Zdhhc11	background_pool	True	205921
Zdhhc24	background_pool	True	205921
Zdhhc25	background_pool	True	205921
Zdhhc9	background_pool	True	205921
Zfat	background_pool	True	205921
Zfc3h1	background_pool	True	205921
Zfp101	background_pool	True	205921
Zfp110	background_pool	True	205921
Zfp14	background_pool	True	205921
Zfp146	background_pool	True	205921
Zfp180	background_pool	True	205921
Zfp2	background_pool	True	205921
Zfp212	background_pool	True	205921
Zfp217	background_pool	True	205921
Zfp248	background_pool	True	205921
Zfp251	background_pool	True	205921
Zfp26	background_pool	True	205921
Zfp273	background_pool	True	205921
Zfp326	background_pool	True	205921
Zfp358	background_pool	True	205921
Zfp365	background_pool	True	205921
Zfp382	background_pool	True	205921
Zfp40	background_pool	True	205921
Zfp444	background_pool	True	205921
Zfp472	background_pool	True	205921
Zfp507	background_pool	True	205921
Zfp51	background_pool	True	205921
Zfp516	background_pool	True	205921
Zfp518b	background_pool	True	205921
Zfp52	background_pool	True	205921
Zfp54	background_pool	True	205921
Zfp58	background_pool	True	205921
Zfp597	background_pool	True	205921
Zfp598	background_pool	True	205921
Zfp600	background_pool	True	205921
Zfp606	background_pool	True	205921
Zfp637	background_pool	True	205921
Zfp654	background_pool	True	205921
Zfp687	background_pool	True	205921
Zfp689	background_pool	True	205921
Zfp707	background_pool	True	205921
Zfp712	background_pool	True	205921
Zfp74	background_pool	True	205921
Zfp781	background_pool	True	205921
Zfp784	background_pool	True	205921
Zfp879	background_pool	True	205921
Zfp92	background_pool	True	205921
Zfp93	background_pool	True	205921
Zfp934	background_pool	True	205921
Zfp960	background_pool	True	205921
Zfp97	background_pool	True	205921
Zfp989	background_pool	True	205921
Zfp992	background_pool	True	205921
Zfyve1	background_pool	True	205921
Zfyve21	background_pool	True	205921
Zg16	background_pool	True	205921
Zgpat	background_pool	True	205921
Zgrf1	background_pool	True	205921
Zkscan14	background_pool	True	205921
Zmym3	background_pool	True	205921
Znrf2	background_pool	True	205921
Znrf4	background_pool	True	205921
Zpld1	background_pool	True	205921
Zscan12	background_pool	True	205921
Zscan18	background_pool	True	205921
Zscan20	background_pool	True	205921
Zscan25	background_pool	True	205921
Zswim1	background_pool	True	205921
Zswim3	background_pool	True	205921
Zwilch	background_pool	True	205921
mt-Co3	background_pool	True	205921
