gene_symbol	feature_role	present_in_all_four_matrices	selection_seed
Glyctk	background_pool	True	205921
Gm10135	background_pool	True	205921
Gm10228	background_pool	True	205921
Gm10337	background_pool	True	205921
Gm10375	background_pool	True	205921
Gm10408	background_pool	True	205921
Gm10413	background_pool	True	205921
Gm10670	background_pool	True	205921
Gm10722	background_pool	True	205921
Gm10772	background_pool	True	205921
Gm10799	background_pool	True	205921
Gm10944	background_pool	True	205921
Gm10945	background_pool	True	205921
Gm10999	background_pool	True	205921
Gm1110	background_pool	True	205921
Gm11562	background_pool	True	205921
Gm11565	background_pool	True	205921
Gm12689	background_pool	True	205921
Gm13043	background_pool	True	205921
Gm13305	background_pool	True	205921
Gm13420	background_pool	True	205921
Gm13691	background_pool	True	205921
Gm13697	background_pool	True	205921
Gm14137	background_pool	True	205921
Gm14391	background_pool	True	205921
Gm14401	background_pool	True	205921
Gm14408	background_pool	True	205921
Gm14459	background_pool	True	205921
Gm14569	background_pool	True	205921
Gm15023	background_pool	True	205921
Gm15114	background_pool	True	205921
Gm16253	background_pool	True	205921
Gm17018	background_pool	True	205921
Gm17027	background_pool	True	205921
Gm17304	background_pool	True	205921
Gm17349	background_pool	True	205921
Gm17606	background_pool	True	205921
Gm1993	background_pool	True	205921
Gm2004	background_pool	True	205921
Gm20821	background_pool	True	205921
Gm20835	background_pool	True	205921
Gm20838	background_pool	True	205921
Gm21094	background_pool	True	205921
Gm21637	background_pool	True	205921
Gm21680	background_pool	True	205921
Gm21767	background_pool	True	205921
Gm21800	background_pool	True	205921
Gm21818	background_pool	True	205921
Gm21863	background_pool	True	205921
Gm21874	background_pool	True	205921
Gm21886	background_pool	True	205921
Gm21996	background_pool	True	205921
Gm2381	background_pool	True	205921
Gm28553	background_pool	True	205921
Gm28870	background_pool	True	205921
Gm2916	background_pool	True	205921
Gm2956	background_pool	True	205921
Gm29666	background_pool	True	205921
Gm29776	background_pool	True	205921
Gm30191	background_pool	True	205921
Gm3072	background_pool	True	205921
Gm32717	background_pool	True	205921
Gm32742	background_pool	True	205921
Gm32802	background_pool	True	205921
Gm3373	background_pool	True	205921
Gm3411	background_pool	True	205921
Gm3500	background_pool	True	205921
Gm3512	background_pool	True	205921
Gm35134	background_pool	True	205921
Gm36245	background_pool	True	205921
Gm37419	background_pool	True	205921
Gm37797	background_pool	True	205921
Gm38100	background_pool	True	205921
Gm40193	background_pool	True	205921
Gm4125	background_pool	True	205921
Gm4301	background_pool	True	205921
Gm4305	background_pool	True	205921
Gm4307	background_pool	True	205921
Gm4312	background_pool	True	205921
Gm4491	background_pool	True	205921
Gm45618	background_pool	True	205921
Gm4567	background_pool	True	205921
Gm45902	background_pool	True	205921
Gm47959	background_pool	True	205921
Gm4871	background_pool	True	205921
Gm4922	background_pool	True	205921
Gm49403	background_pool	True	205921
Gm49918	background_pool	True	205921
Gm5127	background_pool	True	205921
Gm5134	background_pool	True	205921
Gm5148	background_pool	True	205921
Gm5269	background_pool	True	205921
Gm5698	background_pool	True	205921
Gm6040	background_pool	True	205921
Gm6882	background_pool	True	205921
Gm7579	background_pool	True	205921
Gm7697	background_pool	True	205921
Gm8005	background_pool	True	205921
Gm8127	background_pool	True	205921
Gm8237	background_pool	True	205921
Gm8257	background_pool	True	205921
Gm8271	background_pool	True	205921
Gm8797	background_pool	True	205921
Gm94	background_pool	True	205921
Gm9495	background_pool	True	205921
Gm960	background_pool	True	205921
Gm9603	background_pool	True	205921
Gm973	background_pool	True	205921
Gm9736	background_pool	True	205921
Gm9803	background_pool	True	205921
Gm9955	background_pool	True	205921
Gmeb2	background_pool	True	205921
Gmfg	background_pool	True	205921
Gmppb	background_pool	True	205921
Gmpr	background_pool	True	205921
Gmpr2	background_pool	True	205921
Gnai3	background_pool	True	205921
Gnas	background_pool	True	205921
Gnb2	background_pool	True	205921
Gnb5	background_pool	True	205921
Gngt1	background_pool	True	205921
Gnl3l	background_pool	True	205921
Gnpat	background_pool	True	205921
Golga1	background_pool	True	205921
Golgb1	background_pool	True	205921
Gpank1	background_pool	True	205921
Gpc1	background_pool	True	205921
Gpc6	background_pool	True	205921
Gpcpd1	background_pool	True	205921
Gpnmb	background_pool	True	205921
Gpr149	background_pool	True	205921
Gpr150	background_pool	True	205921
Gpr155	background_pool	True	205921
Gpr182	background_pool	True	205921
Gpr21	background_pool	True	205921
Gpr37	background_pool	True	205921
Gpr4	background_pool	True	205921
Gpr83	background_pool	True	205921
Gpr89	background_pool	True	205921
Gprasp1	background_pool	True	205921
Gprasp2	background_pool	True	205921
Gprc6a	background_pool	True	205921
Gprin1	background_pool	True	205921
Gpt2	background_pool	True	205921
Gpx8	background_pool	True	205921
Grem2	background_pool	True	205921
Grhl1	background_pool	True	205921
Grik5	background_pool	True	205921
Grin2c	background_pool	True	205921
Grip1	background_pool	True	205921
Grk4	background_pool	True	205921
Grk5	background_pool	True	205921
Grm3	background_pool	True	205921
Grpel2	background_pool	True	205921
Grpr	background_pool	True	205921
Gstp1	background_pool	True	205921
Gstp3	background_pool	True	205921
Gtdc1	background_pool	True	205921
Gtf2a1l	background_pool	True	205921
Gtf3c4	background_pool	True	205921
Gtf3c5	background_pool	True	205921
Gtf3c6	background_pool	True	205921
Gtpbp1	background_pool	True	205921
Gtse1	background_pool	True	205921
Gtsf2	background_pool	True	205921
Gucy1a2	background_pool	True	205921
Gucy2d	background_pool	True	205921
Gzma	background_pool	True	205921
H1f0	background_pool	True	205921
H2-M10.2	background_pool	True	205921
H2-M10.5	background_pool	True	205921
H2-M9	background_pool	True	205921
H2-T22	background_pool	True	205921
H2-T24	background_pool	True	205921
H2al2b	background_pool	True	205921
H2al2c	background_pool	True	205921
H2al3	background_pool	True	205921
H60c	background_pool	True	205921
H6pd	background_pool	True	205921
Hacd3	background_pool	True	205921
Hat1	background_pool	True	205921
Havcr2	background_pool	True	205921
Hba-x	background_pool	True	205921
Hcfc1	background_pool	True	205921
Hcn2	background_pool	True	205921
Hcrt	background_pool	True	205921
Hdac2	background_pool	True	205921
Hddc2	background_pool	True	205921
Hdhd5	background_pool	True	205921
Hemgn	background_pool	True	205921
Hgh1	background_pool	True	205921
Hhat	background_pool	True	205921
Higd1c	background_pool	True	205921
Hipk4	background_pool	True	205921
Hirip3	background_pool	True	205921
Hmcn2	background_pool	True	205921
Hmg20a	background_pool	True	205921
Hmgcs1	background_pool	True	205921
Homer1	background_pool	True	205921
Hoxc10	background_pool	True	205921
Hoxc4	background_pool	True	205921
Hoxd3	background_pool	True	205921
Hp1bp3	background_pool	True	205921
Hpcal4	background_pool	True	205921
Hps6	background_pool	True	205921
Hrh2	background_pool	True	205921
Hrk	background_pool	True	205921
Hs3st3b1	background_pool	True	205921
Hsd11b2	background_pool	True	205921
Hsd17b14	background_pool	True	205921
Hsd17b6	background_pool	True	205921
Hsd3b1	background_pool	True	205921
Hsdl1	background_pool	True	205921
Hspa4l	background_pool	True	205921
Hspb7	background_pool	True	205921
Hspbp1	background_pool	True	205921
Htr2b	background_pool	True	205921
Htr3a	background_pool	True	205921
Htr7	background_pool	True	205921
Huwe1	background_pool	True	205921
Hvcn1	background_pool	True	205921
Iah1	background_pool	True	205921
Iars	background_pool	True	205921
Ibtk	background_pool	True	205921
Ice1	background_pool	True	205921
Icos	background_pool	True	205921
Idnk	background_pool	True	205921
Ier2	background_pool	True	205921
Ifit1	background_pool	True	205921
Ifne	background_pool	True	205921
Ifnl2	background_pool	True	205921
Ifrd1	background_pool	True	205921
Ift22	background_pool	True	205921
Ift43	background_pool	True	205921
Ift81	background_pool	True	205921
Igbp1b	background_pool	True	205921
Igf1r	background_pool	True	205921
Igsf6	background_pool	True	205921
Ik	background_pool	True	205921
Il11	background_pool	True	205921
Il18	background_pool	True	205921
Il1rap	background_pool	True	205921
Il1rl2	background_pool	True	205921
Il20	background_pool	True	205921
Il20ra	background_pool	True	205921
Il23a	background_pool	True	205921
Il24	background_pool	True	205921
Il27	background_pool	True	205921
Il4	background_pool	True	205921
Il7	background_pool	True	205921
Il9	background_pool	True	205921
Ildr1	background_pool	True	205921
Ilk	background_pool	True	205921
Inava	background_pool	True	205921
Inca1	background_pool	True	205921
Ing1	background_pool	True	205921
Inha	background_pool	True	205921
Inip	background_pool	True	205921
Ino80	background_pool	True	205921
Ino80c	background_pool	True	205921
Ino80e	background_pool	True	205921
Inpp5b	background_pool	True	205921
Inpp5k	background_pool	True	205921
Ints2	background_pool	True	205921
Ints8	background_pool	True	205921
Ints9	background_pool	True	205921
Intu	background_pool	True	205921
Ipo8	background_pool	True	205921
Iqck	background_pool	True	205921
Iqsec1	background_pool	True	205921
Iqsec2	background_pool	True	205921
Iqsec3	background_pool	True	205921
Irak2	background_pool	True	205921
Irf2bp1	background_pool	True	205921
Irf6	background_pool	True	205921
Islr	background_pool	True	205921
Isyna1	background_pool	True	205921
Itfg2	background_pool	True	205921
Itga11	background_pool	True	205921
Itga2b	background_pool	True	205921
Itga4	background_pool	True	205921
Itpka	background_pool	True	205921
Itpr2	background_pool	True	205921
Itpripl2	background_pool	True	205921
Ivns1abp	background_pool	True	205921
Izumo1r	background_pool	True	205921
Izumo4	background_pool	True	205921
Jak2	background_pool	True	205921
Jarid2	background_pool	True	205921
Jmjd4	background_pool	True	205921
Josd1	background_pool	True	205921
Jph3	background_pool	True	205921
Jph4	background_pool	True	205921
Kap	background_pool	True	205921
Kars	background_pool	True	205921
Kat8	background_pool	True	205921
Katnal1	background_pool	True	205921
Kazn	background_pool	True	205921
Kbtbd11	background_pool	True	205921
Kcna4	background_pool	True	205921
Kcnip4	background_pool	True	205921
Kcnj2	background_pool	True	205921
Kcnk10	background_pool	True	205921
Kcnk16	background_pool	True	205921
Kcnmb1	background_pool	True	205921
Kcnmb3	background_pool	True	205921
Kcnq1	background_pool	True	205921
Kcnq3	background_pool	True	205921
Kcns1	background_pool	True	205921
Kctd17	background_pool	True	205921
Kctd19	background_pool	True	205921
Kctd20	background_pool	True	205921
Kctd5	background_pool	True	205921
Kctd7	background_pool	True	205921
Kctd9	background_pool	True	205921
Kdm3b	background_pool	True	205921
Kdm6b	background_pool	True	205921
Kif12	background_pool	True	205921
Kif1a	background_pool	True	205921
Kif5c	background_pool	True	205921
Kifap3	background_pool	True	205921
Kirrel2	background_pool	True	205921
Klf10	background_pool	True	205921
Klhl36	background_pool	True	205921
Klk10	background_pool	True	205921
Klk11	background_pool	True	205921
Klk14	background_pool	True	205921
Klk1b3	background_pool	True	205921
Klk7	background_pool	True	205921
Klra3	background_pool	True	205921
Klra4	background_pool	True	205921
Klra5	background_pool	True	205921
Klrb1	background_pool	True	205921
Klrb1a	background_pool	True	205921
Klrc3	background_pool	True	205921
Klrd1	background_pool	True	205921
Kmt2c	background_pool	True	205921
Kpna1	background_pool	True	205921
Kpna2	background_pool	True	205921
Krt10	background_pool	True	205921
Krt16	background_pool	True	205921
Krt26	background_pool	True	205921
Krt81	background_pool	True	205921
Krt84	background_pool	True	205921
Krt87	background_pool	True	205921
Krtap1-5	background_pool	True	205921
Krtap10-10	background_pool	True	205921
Krtap10-4	background_pool	True	205921
Krtap14	background_pool	True	205921
Krtap19-2	background_pool	True	205921
Krtcap2	background_pool	True	205921
Lactb	background_pool	True	205921
Lamc1	background_pool	True	205921
Lamp2	background_pool	True	205921
Lamtor5	background_pool	True	205921
Laptm4b	background_pool	True	205921
Larp4	background_pool	True	205921
Lca5l	background_pool	True	205921
Lce1h	background_pool	True	205921
Lclat1	background_pool	True	205921
Lcn3	background_pool	True	205921
Lcn4	background_pool	True	205921
Lcorl	background_pool	True	205921
Lcp2	background_pool	True	205921
Ldlrad3	background_pool	True	205921
Ldlrad4	background_pool	True	205921
Leprotl1	background_pool	True	205921
Letm1	background_pool	True	205921
Lgals3bp	background_pool	True	205921
Lgals4	background_pool	True	205921
Lgi3	background_pool	True	205921
Lhb	background_pool	True	205921
Lhx9	background_pool	True	205921
Lims1	background_pool	True	205921
Lin28a	background_pool	True	205921
Lin7c	background_pool	True	205921
Lingo3	background_pool	True	205921
Lins1	background_pool	True	205921
Lipg	background_pool	True	205921
Lipn	background_pool	True	205921
Lman1l	background_pool	True	205921
Lman2	background_pool	True	205921
Lmf1	background_pool	True	205921
Lmod1	background_pool	True	205921
Lonp2	background_pool	True	205921
Lpxn	background_pool	True	205921
Lrba	background_pool	True	205921
Lrig1	background_pool	True	205921
Lrp6	background_pool	True	205921
Lrrc25	background_pool	True	205921
Lrrc3	background_pool	True	205921
Lrrc38	background_pool	True	205921
Lrrc3c	background_pool	True	205921
Lrrc41	background_pool	True	205921
Lrrc4b	background_pool	True	205921
Lrrc69	background_pool	True	205921
Lrrn3	background_pool	True	205921
Lrrn4cl	background_pool	True	205921
Lrrtm4	background_pool	True	205921
Lsmem1	background_pool	True	205921
Ltbp3	background_pool	True	205921
Ltf	background_pool	True	205921
Ly6g5b	background_pool	True	205921
Ly6g5c	background_pool	True	205921
Ly6g6f	background_pool	True	205921
Ly6l	background_pool	True	205921
Ly6m	background_pool	True	205921
Ly86	background_pool	True	205921
Ly96	background_pool	True	205921
Lyn	background_pool	True	205921
Lypd11	background_pool	True	205921
Lzts2	background_pool	True	205921
Mafg	background_pool	True	205921
Mageb1	background_pool	True	205921
Mageb3	background_pool	True	205921
Maged1	background_pool	True	205921
Magi1	background_pool	True	205921
Mamld1	background_pool	True	205921
Man1c1	background_pool	True	205921
Manf	background_pool	True	205921
Map1lc3b	background_pool	True	205921
Map2k3	background_pool	True	205921
Map2k6	background_pool	True	205921
Map3k12	background_pool	True	205921
Map3k9	background_pool	True	205921
Map4k2	background_pool	True	205921
Map4k4	background_pool	True	205921
Map7	background_pool	True	205921
Map7d1	background_pool	True	205921
Map9	background_pool	True	205921
Mapk15	background_pool	True	205921
Mapre1	background_pool	True	205921
Mapt	background_pool	True	205921
Mars2	background_pool	True	205921
Mas1	background_pool	True	205921
Mavs	background_pool	True	205921
Mbd6	background_pool	True	205921
Mcl1	background_pool	True	205921
Mcm2	background_pool	True	205921
Mcrip2	background_pool	True	205921
Mcrs1	background_pool	True	205921
Mdc1	background_pool	True	205921
Mdfi	background_pool	True	205921
Med11	background_pool	True	205921
Med21	background_pool	True	205921
Med30	background_pool	True	205921
Med4	background_pool	True	205921
Med9	background_pool	True	205921
Mei4	background_pool	True	205921
Meikin	background_pool	True	205921
Meiob	background_pool	True	205921
Meis2	background_pool	True	205921
Mettl14	background_pool	True	205921
Mettl25	background_pool	True	205921
Mettl7a2	background_pool	True	205921
Mfsd13a	background_pool	True	205921
Mfsd7a	background_pool	True	205921
Mgat4b	background_pool	True	205921
Micos13	background_pool	True	205921
Miip	background_pool	True	205921
Mindy4b-ps	background_pool	True	205921
Miox	background_pool	True	205921
Mip	background_pool	True	205921
Mipol1	background_pool	True	205921
Mkks	background_pool	True	205921
Mkln1	background_pool	True	205921
Mkrn2	background_pool	True	205921
Mlx	background_pool	True	205921
Mlxip	background_pool	True	205921
Mmgt2	background_pool	True	205921
Mmp10	background_pool	True	205921
Mmp12	background_pool	True	205921
Mmp2	background_pool	True	205921
Mmrn2	background_pool	True	205921
Mms19	background_pool	True	205921
Mms22l	background_pool	True	205921
Mnat1	background_pool	True	205921
Mns1	background_pool	True	205921
Mocs2	background_pool	True	205921
Mon2	background_pool	True	205921
Mpc2	background_pool	True	205921
Mpdz	background_pool	True	205921
Mplkip	background_pool	True	205921
Mpp1	background_pool	True	205921
Mreg	background_pool	True	205921
Mrgbp	background_pool	True	205921
Mrgprf	background_pool	True	205921
Mrgprx1	background_pool	True	205921
Mrm3	background_pool	True	205921
Mroh2a	background_pool	True	205921
Mrpl18	background_pool	True	205921
Mrpl2	background_pool	True	205921
Mrpl32	background_pool	True	205921
Mrpl40	background_pool	True	205921
Mrpl53	background_pool	True	205921
Mrps10	background_pool	True	205921
Mrps18b	background_pool	True	205921
Mrps36	background_pool	True	205921
Mrps5	background_pool	True	205921
Mrs2	background_pool	True	205921
Mrtfa	background_pool	True	205921
Mrtfb	background_pool	True	205921
Ms4a4a	background_pool	True	205921
Ms4a6c	background_pool	True	205921
Msantd2	background_pool	True	205921
Msh3	background_pool	True	205921
Msl1	background_pool	True	205921
Msl2	background_pool	True	205921
Mterf3	background_pool	True	205921
Mterf4	background_pool	True	205921
Mtfr1l	background_pool	True	205921
Mup12	background_pool	True	205921
Mup3	background_pool	True	205921
Mybphl	background_pool	True	205921
Myc	background_pool	True	205921
Myh6	background_pool	True	205921
Myl12b	background_pool	True	205921
Myl2	background_pool	True	205921
Myl7	background_pool	True	205921
Myo18a	background_pool	True	205921
Myo1d	background_pool	True	205921
Myo1h	background_pool	True	205921
Myom1	background_pool	True	205921
Myoz1	background_pool	True	205921
Myt1l	background_pool	True	205921
Mzt1	background_pool	True	205921
N4bp2l1	background_pool	True	205921
N4bp2l2	background_pool	True	205921
Naa20	background_pool	True	205921
Naa50	background_pool	True	205921
Naa60	background_pool	True	205921
Naalad2	background_pool	True	205921
Naip6	background_pool	True	205921
Nalcn	background_pool	True	205921
Nampt	background_pool	True	205921
Nanos2	background_pool	True	205921
Nanos3	background_pool	True	205921
Nasp	background_pool	True	205921
Nat8f7	background_pool	True	205921
Nbea	background_pool	True	205921
Nbeal2	background_pool	True	205921
Ncf1	background_pool	True	205921
Ncf2	background_pool	True	205921
Nckap1l	background_pool	True	205921
Ncor1	background_pool	True	205921
Ndfip2	background_pool	True	205921
Ndufa10	background_pool	True	205921
Ndufaf2	background_pool	True	205921
Ndufs5	background_pool	True	205921
Necap2	background_pool	True	205921
Nectin1	background_pool	True	205921
Nectin4	background_pool	True	205921
Nedd1	background_pool	True	205921
Nedd9	background_pool	True	205921
Nefm	background_pool	True	205921
Nek9	background_pool	True	205921
Nelfe	background_pool	True	205921
Nell2	background_pool	True	205921
Nemf	background_pool	True	205921
Nemp1	background_pool	True	205921
Nepn	background_pool	True	205921
Neu2	background_pool	True	205921
Nfkbiz	background_pool	True	205921
Nfs1	background_pool	True	205921
Nhlh2	background_pool	True	205921
Nicn1	background_pool	True	205921
Nkapl	background_pool	True	205921
Nkx2-2	background_pool	True	205921
Nlrp14	background_pool	True	205921
Nlrp4a	background_pool	True	205921
Nlrp4e	background_pool	True	205921
Nme9	background_pool	True	205921
Nnmt	background_pool	True	205921
Nob1	background_pool	True	205921
Nog	background_pool	True	205921
Nol4	background_pool	True	205921
Nomo1	background_pool	True	205921
Nos3	background_pool	True	205921
Nostrin	background_pool	True	205921
Nova1	background_pool	True	205921
Nploc4	background_pool	True	205921
Nppc	background_pool	True	205921
Npr3	background_pool	True	205921
Nptxr	background_pool	True	205921
Npw	background_pool	True	205921
Nr1d1	background_pool	True	205921
Nr2c2ap	background_pool	True	205921
Nr5a2	background_pool	True	205921
Nradd	background_pool	True	205921
Nrcam	background_pool	True	205921
Nrg1	background_pool	True	205921
Nrip1	background_pool	True	205921
Nrn1l	background_pool	True	205921
Nsmce1	background_pool	True	205921
Nsun6	background_pool	True	205921
Ntng2	background_pool	True	205921
Ntpcr	background_pool	True	205921
Nub1	background_pool	True	205921
Nudt14	background_pool	True	205921
Nudt15	background_pool	True	205921
Nudt17	background_pool	True	205921
Nup155	background_pool	True	205921
Nup205	background_pool	True	205921
Nup54	background_pool	True	205921
Nup93	background_pool	True	205921
Nus1	background_pool	True	205921
Nutm2	background_pool	True	205921
Nvl	background_pool	True	205921
Nxf3	background_pool	True	205921
Nxt1	background_pool	True	205921
Obox5	background_pool	True	205921
Odf2	background_pool	True	205921
Odr4	background_pool	True	205921
Ofcc1	background_pool	True	205921
Ogfr	background_pool	True	205921
Olfml1	background_pool	True	205921
Olfr101	background_pool	True	205921
Olfr1014	background_pool	True	205921
Olfr1019	background_pool	True	205921
Olfr1029	background_pool	True	205921
Olfr1030	background_pool	True	205921
Olfr1049	background_pool	True	205921
Olfr1053	background_pool	True	205921
Olfr1054	background_pool	True	205921
Olfr1097	background_pool	True	205921
Olfr1099	background_pool	True	205921
Olfr1104	background_pool	True	205921
Olfr1109	background_pool	True	205921
Olfr111	background_pool	True	205921
Olfr1126	background_pool	True	205921
Olfr1129	background_pool	True	205921
Olfr1133	background_pool	True	205921
Olfr1177-ps	background_pool	True	205921
Olfr1181	background_pool	True	205921
Olfr1183	background_pool	True	205921
Olfr119	background_pool	True	205921
Olfr12	background_pool	True	205921
Olfr1201	background_pool	True	205921
Olfr1205	background_pool	True	205921
Olfr121	background_pool	True	205921
Olfr1215	background_pool	True	205921
Olfr1228	background_pool	True	205921
Olfr1230	background_pool	True	205921
Olfr1232	background_pool	True	205921
Olfr1240	background_pool	True	205921
Olfr1246	background_pool	True	205921
Olfr1260	background_pool	True	205921
Olfr1263	background_pool	True	205921
Olfr1269	background_pool	True	205921
Olfr1276	background_pool	True	205921
Olfr130	background_pool	True	205921
Olfr1320	background_pool	True	205921
Olfr1328	background_pool	True	205921
Olfr1331	background_pool	True	205921
Olfr1359	background_pool	True	205921
Olfr1360	background_pool	True	205921
Olfr1369-ps1	background_pool	True	205921
Olfr1381	background_pool	True	205921
Olfr1383	background_pool	True	205921
Olfr1391	background_pool	True	205921
Olfr142	background_pool	True	205921
Olfr143	background_pool	True	205921
Olfr1432	background_pool	True	205921
Olfr1444	background_pool	True	205921
Olfr1454	background_pool	True	205921
Olfr1463	background_pool	True	205921
Olfr148	background_pool	True	205921
Olfr1502	background_pool	True	205921
Olfr1508	background_pool	True	205921
Olfr1511	background_pool	True	205921
Olfr152	background_pool	True	205921
Olfr169	background_pool	True	205921
Olfr186	background_pool	True	205921
Olfr187	background_pool	True	205921
Olfr19	background_pool	True	205921
Olfr201	background_pool	True	205921
Olfr209	background_pool	True	205921
Olfr214	background_pool	True	205921
Olfr215	background_pool	True	205921
Olfr220	background_pool	True	205921
Olfr221	background_pool	True	205921
Olfr267	background_pool	True	205921
Olfr286	background_pool	True	205921
Olfr301	background_pool	True	205921
Olfr316	background_pool	True	205921
Olfr338	background_pool	True	205921
Olfr339	background_pool	True	205921
Olfr364-ps1	background_pool	True	205921
Olfr365	background_pool	True	205921
Olfr371	background_pool	True	205921
Olfr372	background_pool	True	205921
Olfr38	background_pool	True	205921
Olfr394	background_pool	True	205921
Olfr406	background_pool	True	205921
Olfr412	background_pool	True	205921
Olfr457	background_pool	True	205921
Olfr482	background_pool	True	205921
Olfr494	background_pool	True	205921
Olfr495	background_pool	True	205921
Olfr497	background_pool	True	205921
Olfr50	background_pool	True	205921
Olfr520	background_pool	True	205921
Olfr521	background_pool	True	205921
Olfr522	background_pool	True	205921
Olfr532	background_pool	True	205921
Olfr533	background_pool	True	205921
Olfr544	background_pool	True	205921
Olfr548-ps1	background_pool	True	205921
Olfr549	background_pool	True	205921
Olfr554	background_pool	True	205921
Olfr558	background_pool	True	205921
Olfr560	background_pool	True	205921
Olfr598	background_pool	True	205921
Olfr6	background_pool	True	205921
Olfr653	background_pool	True	205921
Olfr685	background_pool	True	205921
Olfr692	background_pool	True	205921
Olfr693	background_pool	True	205921
Olfr704	background_pool	True	205921
Olfr705	background_pool	True	205921
Olfr728	background_pool	True	205921
Olfr736	background_pool	True	205921
Olfr744	background_pool	True	205921
Olfr747	background_pool	True	205921
Olfr763	background_pool	True	205921
Olfr767	background_pool	True	205921
Olfr789	background_pool	True	205921
Olfr804	background_pool	True	205921
Olfr812	background_pool	True	205921
Olfr827	background_pool	True	205921
Olfr828	background_pool	True	205921
Olfr832	background_pool	True	205921
Olfr836	background_pool	True	205921
Olfr839-ps1	background_pool	True	205921
Olfr851	background_pool	True	205921
Olfr868	background_pool	True	205921
Olfr872	background_pool	True	205921
Olfr894	background_pool	True	205921
Olfr904	background_pool	True	205921
Olfr905	background_pool	True	205921
Olfr93	background_pool	True	205921
Olfr965	background_pool	True	205921
Olfr998	background_pool	True	205921
Olr1	background_pool	True	205921
Oma1	background_pool	True	205921
Oosp2	background_pool	True	205921
Opn1mw	background_pool	True	205921
Oprd1	background_pool	True	205921
Optc	background_pool	True	205921
Orai1	background_pool	True	205921
Orc2	background_pool	True	205921
Orc4	background_pool	True	205921
Osbpl2	background_pool	True	205921
Osbpl8	background_pool	True	205921
Osgepl1	background_pool	True	205921
Ostf1	background_pool	True	205921
Ott	background_pool	True	205921
Otud6a	background_pool	True	205921
Ovol2	background_pool	True	205921
Oxr1	background_pool	True	205921
P2rx4	background_pool	True	205921
P2ry10b	background_pool	True	205921
P2ry14	background_pool	True	205921
P3h3	background_pool	True	205921
P4ha1	background_pool	True	205921
Pald1	background_pool	True	205921
Palm	background_pool	True	205921
Papola	background_pool	True	205921
Pappa2	background_pool	True	205921
Pard3b	background_pool	True	205921
Parg	background_pool	True	205921
Parp3	background_pool	True	205921
Parva	background_pool	True	205921
Pate3	background_pool	True	205921
Pate9	background_pool	True	205921
Pbld1	background_pool	True	205921
Pcbd1	background_pool	True	205921
Pcbp3	background_pool	True	205921
Pcdh17	background_pool	True	205921
Pcdha6	background_pool	True	205921
Pcdhb12	background_pool	True	205921
Pcdhb19	background_pool	True	205921
Pcdhb3	background_pool	True	205921
Pcdhb9	background_pool	True	205921
Pcdhga11	background_pool	True	205921
Pcdhga3	background_pool	True	205921
Pcm1	background_pool	True	205921
Pcolce	background_pool	True	205921
Pdcd1	background_pool	True	205921
Pde1b	background_pool	True	205921
Pde6b	background_pool	True	205921
Pdha2	background_pool	True	205921
Pdia4	background_pool	True	205921
Pdlim3	background_pool	True	205921
Pdlim7	background_pool	True	205921
Peli3	background_pool	True	205921
Pet117	background_pool	True	205921
Pex11a	background_pool	True	205921
Pex12	background_pool	True	205921
Pex5	background_pool	True	205921
Pfas	background_pool	True	205921
Pfn2	background_pool	True	205921
Pgc	background_pool	True	205921
Pgls	background_pool	True	205921
Pgm2l1	background_pool	True	205921
Pgm3	background_pool	True	205921
Pgr15l	background_pool	True	205921
Phax	background_pool	True	205921
Phc1	background_pool	True	205921
Phf1	background_pool	True	205921
Phf11b	background_pool	True	205921
Phf12	background_pool	True	205921
Phgr1	background_pool	True	205921
Phkb	background_pool	True	205921
Phldb1	background_pool	True	205921
Phrf1	background_pool	True	205921
Pi4k2a	background_pool	True	205921
Pias2	background_pool	True	205921
Pias3	background_pool	True	205921
Pias4	background_pool	True	205921
Pibf1	background_pool	True	205921
Piga	background_pool	True	205921
Pigo	background_pool	True	205921
Pigt	background_pool	True	205921
Pik3c2g	background_pool	True	205921
Pink1	background_pool	True	205921
Pip4k2c	background_pool	True	205921
Pip4p2	background_pool	True	205921
Pip5k1c	background_pool	True	205921
Pisd	background_pool	True	205921
Pitpna	background_pool	True	205921
Pitpnb	background_pool	True	205921
Pjvk	background_pool	True	205921
Pkd2l2	background_pool	True	205921
Pkp3	background_pool	True	205921
Pla2g2c	background_pool	True	205921
Pla2g4a	background_pool	True	205921
Pla2g4b	background_pool	True	205921
Pla2g4c	background_pool	True	205921
Pla2g4d	background_pool	True	205921
Plaat5	background_pool	True	205921
Plau	background_pool	True	205921
Plaur	background_pool	True	205921
Plcd1	background_pool	True	205921
Pld1	background_pool	True	205921
Pld5	background_pool	True	205921
Plek	background_pool	True	205921
Plekha6	background_pool	True	205921
Plekhd1	background_pool	True	205921
Plekhf1	background_pool	True	205921
Plekhg1	background_pool	True	205921
Plekhh3	background_pool	True	205921
Plekhm2	background_pool	True	205921
Plekhs1	background_pool	True	205921
Plin2	background_pool	True	205921
Plk3	background_pool	True	205921
Plpp2	background_pool	True	205921
Plscr1	background_pool	True	205921
Plxnc1	background_pool	True	205921
Pmch	background_pool	True	205921
Pmel	background_pool	True	205921
Pmpcb	background_pool	True	205921
Pnma3	background_pool	True	205921
Pnma5	background_pool	True	205921
Pnmal2	background_pool	True	205921
Pnp	background_pool	True	205921
Pnpla1	background_pool	True	205921
Pnpla2	background_pool	True	205921
Pnpo	background_pool	True	205921
