gene_symbol	value_scale	cerebellar_granule_minus_purkinje	cerebellar_bootstrap_95ci_low	cerebellar_bootstrap_95ci_high	dentate_granule_minus_mean_ca1_ca3	dentate_bootstrap_95ci_low	dentate_bootstrap_95ci_high	dentate_granule_minus_ca1	dentate_ca1_bootstrap_95ci_low	dentate_ca1_bootstrap_95ci_high	dentate_positive_vs_ca1	dentate_granule_minus_ca3	dentate_ca3_bootstrap_95ci_low	dentate_ca3_bootstrap_95ci_high	dentate_positive_vs_ca3	positive_against_both_hippocampal_comparators	shared_minimum_local_delta	shared_minimum_bootstrap_95ci_low	shared_minimum_bootstrap_95ci_high	bootstrap_fraction_both_positive	both_local_deltas_positive	n_cb_granule_libraries	n_purkinje_libraries	n_dg_granule_libraries	n_ca1_libraries	n_ca3_libraries
Nrp1	mean Allen log2 expression	-0.5434320049827541	-0.6642553706315296	-0.4295550151887059	-0.2747985301249969	-0.501522308246079	-0.05158387538559322	0.7803412605980666	0.4960868590655616	1.0770825831577997	True	-1.3299383208480595	-1.5388571435599208	-1.1097053792888323	False	False	-0.5434320049827541	-0.6642553706315296	-0.4322250438789787	0.0	False	121	63	29	49	20
Kcnk1	mean Allen log2 expression	2.083013523638979	1.8123116644400157	2.37622178738941	1.438468811225639	1.0223940966049445	1.8433107420694959	1.905422928422341	1.5082346622451577	2.2871895692116064	True	0.9715146940289365	0.43474477460593675	1.4778713271158808	True	True	1.438468811225639	1.0223940966049445	1.8324899624187603	1.0	True	121	63	29	49	20
Kcnj3	mean Allen log2 expression	0.5429943668900048	0.34094169485492076	0.7464735400814547	1.0245053704037321	0.8893786117967991	1.1536368767384972	0.4674182169157124	0.35334915402382133	0.5809368009092662	True	1.58159252389175	1.3828170473735895	1.780953864850156	True	True	0.5429943668900048	0.34094169485492076	0.7464735400814547	1.0	True	121	63	29	49	20
Kcnj6	mean Allen log2 expression	4.750081600126946	4.623104237311306	4.868318697105588	0.7443792475174309	0.5591417729793147	0.9252542119317503	1.0080811882739518	0.7507530306021907	1.2658149171696333	True	0.48067730676091003	0.3079170303464707	0.645347472470449	True	True	0.7443792475174309	0.5591417729793147	0.9252542119317503	1.0	True	121	63	29	49	20
Kcnd2	mean Allen log2 expression	5.050646665337515	4.808040334004759	5.310190657860709	0.6169243582021782	0.47464645859252447	0.7723767256349134	0.19822791284226327	-0.01733739616921901	0.4155281861285518	True	1.0356208035620913	0.8499876524512946	1.2475277926825845	True	True	0.6169243582021782	0.47464645859252447	0.7723767256349134	1.0	True	121	63	29	49	20
Gabra2	mean Allen log2 expression	-0.03730743084340088	-0.06404337869323991	-0.015321671010625027	-0.02697870916676237	-0.3155122049400087	0.25211746386218614	-0.023348365527436243	-0.37069093337665004	0.3077970437257295	False	-0.030609052806090276	-0.3299635758773713	0.25317766531059493	False	False	-0.03730743084340088	-0.3155122049400087	-0.0192545017604502	0.0	False	121	63	29	49	20
Gabrb3	mean Allen log2 expression	1.4385238761962196	1.2922972092572451	1.582761669051295	-0.03787901927637982	-0.09611996134781134	0.012409106715444469	-0.01180601568445283	-0.08146565251027069	0.054604707668955615	False	-0.06395202286830681	-0.12031937197883273	-0.011872353545051383	False	False	-0.03787901927637982	-0.09611996134781134	0.012409106715444469	0.073	False	121	63	29	49	20
Grin2b	mean Allen log2 expression	0.007785614130085936	-0.000459082739015947	0.014580651938650739	-0.16700564796324713	-0.2100152157398975	-0.125672401443948	-0.40596891750430153	-0.4657298870636471	-0.3395376278604883	False	0.07195762157780727	0.031331678709976975	0.11110619091707655	True	False	-0.16700564796324713	-0.2100152157398975	-0.125672401443948	0.0	False	121	63	29	49	20
Cacna2d1	mean Allen log2 expression	7.7479777716758065	7.6485554331791175	7.841804474405493	0.2341526294699232	0.1665099992690624	0.30105382035586414	0.12023181369833758	0.016057117905442377	0.22143591051939085	True	0.34807344524150885	0.28526322228678247	0.41236979120683903	True	True	0.2341526294699232	0.1665099992690624	0.30105382035586414	1.0	True	121	63	29	49	20
Ppp3ca	mean Allen log2 expression	0.8356309388263501	0.6967074126482082	0.9704683349966778	0.6173282719138875	0.4546119889075709	0.7738326896566744	0.6635139924966005	0.4601474565015038	0.8834699709932612	True	0.5711425513311728	0.4060646354193897	0.7491035820468709	True	True	0.6173282719138875	0.4546119889075709	0.7715905121810321	1.0	True	121	63	29	49	20
Stxbp5l	mean Allen log2 expression	7.000902826558049	6.6352044582428515	7.388323626080173	-0.2845649776813488	-0.4541737679770707	-0.11139488151303838	-0.16195344839102432	-0.30687893782494513	-0.018079683734714552	False	-0.40717650697167507	-0.6743694681877721	-0.1018955109056529	False	False	-0.2845649776813488	-0.4541737679770707	-0.11139488151303838	0.0005	False	121	63	29	49	20
Stxbp1	mean Allen log2 expression	1.285086112253393	1.078273808853683	1.496112480306562	-1.5566120137506845	-1.7597454090361415	-1.3542393815627156	-1.122828358991014	-1.3653791382505995	-0.8666342495061998	False	-1.990395668510355	-2.202844515460147	-1.75009146839559	False	False	-1.5566120137506845	-1.7597454090361415	-1.3542393815627156	0.0	False	121	63	29	49	20
Synpr	mean Allen log2 expression	3.670666876698024	3.4725531759280015	3.860248320739151	6.044072362475518	5.80948771556373	6.279752111159226	8.730099069269766	8.570001837728329	8.898608988510793	True	3.35804565568127	2.9642171725395863	3.757579819282082	True	True	3.670666876698024	3.4725531759280015	3.860248320739151	1.0	True	121	63	29	49	20
Slc17a6	mean Allen log2 expression	0.0006096366114389565	-0.0007153552971337606	0.0014728033538504515	-0.08593257359280596	-0.1078105302094668	-0.06628517128906579	-0.1654860298066212	-0.21087265582707387	-0.12693420939939395	False	-0.006379117378990712	-0.01356746974209303	0.0007732652732769627	False	False	-0.08593257359280596	-0.1078105302094668	-0.06628517128906579	0.0	False	121	63	29	49	20
Slc17a7	mean Allen log2 expression	3.0938974955423744	3.0005037591042205	3.1951483560612104	-1.1388216443734454	-1.3287996836658775	-0.9250531642558035	-0.7747305297200544	-0.9711738305347754	-0.5566094570546294	False	-1.5029127590268345	-1.7205779855445809	-1.2782370655775257	False	False	-1.1388216443734454	-1.3287996836658775	-0.9250531642558035	0.0	False	121	63	29	49	20
Snap25	mean Allen log2 expression	2.0657437704933432	1.943432007771959	2.2045778922360486	-0.48651703027166526	-0.6006639110577288	-0.3672611764909933	-0.13278551930899063	-0.34604841664595304	0.07812673253317459	False	-0.8402485412343399	-0.9079878030355395	-0.7665767247356233	False	False	-0.48651703027166526	-0.6006639110577288	-0.3672611764909933	0.0	False	121	63	29	49	20
Syt1	mean Allen log2 expression	10.228868400402911	10.077386131976018	10.354908613624053	-0.5159203986556271	-0.5640099738160345	-0.4705635351072637	-0.40014909960496325	-0.4662045646712523	-0.34040983031491406	False	-0.6316916977062892	-0.6766683021083958	-0.5856479030640297	False	False	-0.5159203986556271	-0.5640099738160345	-0.4705635351072637	0.0	False	121	63	29	49	20
Calm1	mean Allen log2 expression	-3.939615848868981	-4.43165991538724	-3.4306931464656514	0.263136487483667	0.08934486022218739	0.4170169027384388	0.1815975938518637	-0.0250683696508446	0.39107484056332964	True	0.34467538111547036	0.15652058205001748	0.5124840516332915	True	True	-3.939615848868981	-4.43165991538724	-3.4306931464656514	0.0	False	121	63	29	49	20
Calm2	mean Allen log2 expression	-5.453341810662472	-5.861584263149604	-4.971653848579002	-0.2139065229226702	-0.34650034804819485	-0.0897826387145381	-0.4704360503142002	-0.6532321791129637	-0.288830321577638	False	0.04262300446885803	-0.0839631428807992	0.16477334852524322	True	False	-5.453341810662472	-5.861584263149604	-4.971653848579002	0.0	False	121	63	29	49	20
Camk2a	mean Allen log2 expression	-7.735837777444138	-7.806037330198529	-7.6603637811129355	0.06025404692464775	-0.09915338621454847	0.22154767861416316	0.10810684426930806	-0.10276487964918735	0.33209090376699474	True	0.012401249579989226	-0.16474289265756492	0.19495947904815825	True	True	-7.735837777444138	-7.806037330198529	-7.6603637811129355	0.0	False	121	63	29	49	20
Camk2b	mean Allen log2 expression	-3.1122968411468426	-3.224165302010393	-3.0005309984276662	0.6523322231879138	0.401390212049837	0.8851557360963627	0.9406210373323782	0.6087464199798833	1.2838852793750586	True	0.36404340904344856	0.14489895081853083	0.5707738178966254	True	True	-3.1122968411468426	-3.224165302010393	-3.0005309984276662	0.0	False	121	63	29	49	20
Nfib	mean Allen log2 expression	8.346780194969707	8.248560394229282	8.445913840234851	0.373627520890226	0.27300721990027804	0.4679918299417751	0.6103951408886648	0.4741445093207792	0.7433468071807604	True	0.13685990089178723	0.0053927469764164316	0.25153920982297245	True	True	0.373627520890226	0.27300721990027804	0.4679918299417751	1.0	True	121	63	29	49	20
Rfx3	mean Allen log2 expression	1.3281431151920438	1.1849621480317774	1.4643501953928602	4.783705853095224	4.482608892098129	5.069533881157645	3.824937723355448	3.6517102593727437	3.993306628042366	True	5.742473982835	5.180746615125535	6.24006439583332	True	True	1.3281431151920438	1.1849621480317774	1.4643501953928602	1.0	True	121	63	29	49	20
Nfia	mean Allen log2 expression	7.458894325363329	7.257411886968252	7.6409299861286355	2.8378588795113107	2.5193363448634334	3.1579928843643796	2.789186341090735	2.281203579443206	3.3136470314462816	True	2.886531417931886	2.546707142277872	3.206056483897058	True	True	2.8378588795113107	2.5193363448634334	3.1579928843643796	1.0	True	121	63	29	49	20
