population	gene_symbol	n_libraries	mean_log2_expression	median_log2_expression	mean_detection_fraction
CA1/ProS pyramidal	Wnt7a	49	0.271001625585613	0.2530858565349968	0.04214999363817184
CA1/ProS pyramidal	Zbtb20	49	8.687818654675649	9.897069287678551	0.8352131478688785
CA1/ProS pyramidal	Zic1	49	0.013370054647832568	0.0	0.0020223206783402978
CA1/ProS pyramidal	Zic2	49	0.006611137888783759	0.0	0.0010377176948440409
CA1/ProS pyramidal	Zic3	49	0.003285456993122641	0.0	0.0005289020973963123
CA3 pyramidal	Ascl1	20	0.07418060730171352	0.08372773914198195	0.012202430912714949
CA3 pyramidal	Atoh1	20	0.0	0.0	0.0
CA3 pyramidal	Barhl1	20	0.00446578483812219	0.0	0.0007295553262609949
CA3 pyramidal	Basp1	20	8.9975389394892	9.00515674650695	0.994805611488957
CA3 pyramidal	Bcl11b	20	2.0847376190227913	2.0149945641079894	0.31763006876619404
CA3 pyramidal	Bmp4	20	0.0018875262528478952	0.0	0.00030803397043411
CA3 pyramidal	Bmpr1a	20	5.578721257860173	5.676877351095536	0.7908512828560568
CA3 pyramidal	C1ql3	20	0.47404928904068233	0.10463583987737404	0.07081153560478923
CA3 pyramidal	Cacna2d1	20	9.285870804604645	9.279606974889072	0.9968512859763512
CA3 pyramidal	Cadm3	20	5.551097792373659	5.60391840534535	0.7861372618129446
CA3 pyramidal	Calb1	20	0.08805803465193426	0.02116202311935245	0.014182912034999644
CA3 pyramidal	Calm1	20	9.4821088020399	9.522294462976951	0.9969908421219339
CA3 pyramidal	Calm2	20	9.538434862740255	9.558468668663828	0.9983773173555077
CA3 pyramidal	Camk2a	20	9.864158097672709	9.929536317678966	0.9987681769468054
CA3 pyramidal	Camk2b	20	8.013542038741381	8.075088717642256	0.9726091144201444
CA3 pyramidal	Cfl1	20	6.381405178290079	6.304784030209987	0.8738004636065302
CA3 pyramidal	Cntn5	20	0.3702350084482281	0.2031395074491983	0.054244815394203005
CA3 pyramidal	Dcc	20	11.20950289519507	11.246211040570707	0.9996014482940107
CA3 pyramidal	Dcx	20	2.425607635268165	2.3460715975291597	0.37646685649993855
CA3 pyramidal	Dkk3	20	6.852323497744768	7.368560011441544	0.886850404486706
CA3 pyramidal	Dll1	20	0.0047660130277138	0.0	0.000806945236498895
CA3 pyramidal	Dpysl2	20	7.38985427585061	7.330713828147504	0.9438048429322607
CA3 pyramidal	Dpysl3	20	2.7363768690566816	2.4887660648591314	0.41906136096977165
CA3 pyramidal	Emx2	20	0.6037636401898395	0.6244007124254036	0.09901040237181377
CA3 pyramidal	En1	20	0.00032591139276822	0.0	5.208333333333e-05
CA3 pyramidal	En2	20	0.000643765110621355	0.0	0.00010628366311123
CA3 pyramidal	Eomes	20	0.00039830693303903	0.0	5.3304904051169995e-05
CA3 pyramidal	Gabra2	20	8.903857424423714	8.783038031721432	0.9911526663667691
CA3 pyramidal	Gabrb3	20	10.439978253802014	10.450958010091677	0.9997817618017173
CA3 pyramidal	Gap43	20	3.510143690177389	3.486379709976472	0.5286760286780334
CA3 pyramidal	Gfap	20	0.017060667037704667	0.01474013129073505	0.00268164675477304
CA3 pyramidal	Gli1	20	0.00401983617334548	0.0	0.00066783996637186
CA3 pyramidal	Gli2	20	0.01325724215181357	0.01253167868636235	0.00199348038594182
CA3 pyramidal	Glis3	20	0.13454295621227394	0.13934018244481036	0.021028369973618715
CA3 pyramidal	Gpm6a	20	8.925876090850057	8.921161547199988	0.9940407447821695
CA3 pyramidal	Grin2b	20	10.95699846224058	10.94913041038046	0.9999479166666667
CA3 pyramidal	Hes1	20	2.1077242424262153	1.9172934766061314	0.324280432566344
CA3 pyramidal	Hes5	20	0.03966356737021842	0.008510517374699801	0.00646279597871534
CA3 pyramidal	Id1	20	0.017698537372112744	0.01103978097290785	0.002490431863355185
CA3 pyramidal	Id2	20	0.09736330260195251	0.0120650622607423	0.01569579071381226
CA3 pyramidal	Jag1	20	0.29517331197664315	0.1382531663006619	0.04802266079945644
CA3 pyramidal	Kcnd2	20	10.571642952124837	10.745786834725529	0.9980493585737209
CA3 pyramidal	Kcnj3	20	7.698007611979618	7.646669770334849	0.940388207048169
CA3 pyramidal	Kcnj6	20	8.7286218299031	8.799049790062975	0.9918535447610859
CA3 pyramidal	Kcnk1	20	3.8182353039330765	4.085149147088183	0.5696304538212228
CA3 pyramidal	L1cam	20	1.9299026964766157	1.8095645785581498	0.3074310050603676
CA3 pyramidal	Lef1	20	0.05124925589426664	0.0289344173713857	0.00804859185879031
CA3 pyramidal	Lhx2	20	1.8609642535216608	1.6445092463247257	0.29768890251614655
CA3 pyramidal	Map1b	20	9.17822605924935	9.164761924479834	0.9973103050158096
CA3 pyramidal	Meis1	20	0.019811016415682874	0.01169914803392675	0.003242672775455535
CA3 pyramidal	Mycn	20	0.25672362621171835	0.2544751767758969	0.04279568613103681
CA3 pyramidal	Ncam1	20	8.291722357326995	8.352774520417764	0.9712684196720474
CA3 pyramidal	Nes	20	0.005705158491402865	0.0	0.0009003101843262698
CA3 pyramidal	Neurod1	20	1.4879354003404663	1.4799884663192948	0.23753929564633144
CA3 pyramidal	Neurod2	20	5.649668686967195	6.053862716116991	0.7964182755502234
CA3 pyramidal	Nfia	20	5.763726201461476	5.4964690027684515	0.7825522214107192
CA3 pyramidal	Nfib	20	9.242808134822466	9.142966350881064	0.9973116990993989
CA3 pyramidal	Notch1	20	0.026905221156214115	0.025309028948783202	0.00439996069387297
CA3 pyramidal	Notch2	20	1.1561031322586452	1.206120567991427	0.18051583500799867
CA3 pyramidal	Nrp1	20	8.923574060294767	8.928089729337781	0.9913373601784461
CA3 pyramidal	Nrxn1	20	11.428744380153164	11.319114780435303	0.9998975409836065
CA3 pyramidal	Pax6	20	0.011172750290022834	0.00356816372907325	0.0017319471816363697
CA3 pyramidal	Plxna2	20	5.271135311556405	5.345359103096542	0.7578555375507983
CA3 pyramidal	Plxna4	20	9.304348141542938	9.437936863502527	0.9956653411325117
CA3 pyramidal	Ppp3ca	20	11.04630260008506	11.180862065207325	0.9999461786867598
CA3 pyramidal	Prox1	20	0.06793088970977267	0.03430637822499635	0.010622477613247035
CA3 pyramidal	Ptch1	20	1.1550664815870413	1.169489159633587	0.18418929021314634
CA3 pyramidal	Rfx3	20	4.820171981676187	4.304922625873527	0.679996370715662
CA3 pyramidal	Robo2	20	9.094791979386358	9.301759067425682	0.9803041992643878
CA3 pyramidal	Rtn1	20	9.785978218212021	9.805372020607344	0.999283376932716
CA3 pyramidal	Rtn3	20	9.403154403782452	9.416700259735785	0.998715897234911
CA3 pyramidal	Slc17a6	20	0.013330455456446063	0.00943312039550235	0.0020875026300183003
CA3 pyramidal	Slc17a7	20	8.47924714656303	8.615563010801718	0.985711036490436
CA3 pyramidal	Snap25	20	10.281790189786623	10.295639260013584	0.999692698560372
CA3 pyramidal	Sox2	20	0.011264605549344471	0.010253275884747452	0.0018020554829709199
CA3 pyramidal	Stmn2	20	8.677845290574664	8.881939853133677	0.9844758754202207
CA3 pyramidal	Stmn3	20	8.567663663248334	8.536691428814539	0.9914636370262961
CA3 pyramidal	Stxbp1	20	6.4505357622197765	6.502690130941921	0.879284189215268
CA3 pyramidal	Stxbp5l	20	9.674359582640832	9.915814073901036	0.9931420047688245
CA3 pyramidal	Synpr	20	5.953893971009882	5.89344255678349	0.7710704200585757
CA3 pyramidal	Syt1	20	11.730936838637506	11.73642519423262	1.0
CA3 pyramidal	Tbr1	20	0.6065771814169375	0.5476830236380807	0.09936089920310304
CA3 pyramidal	Tcf7l2	20	0.04394697216535211	0.03708181011296635	0.006910512587143159
CA3 pyramidal	Tubb3	20	3.5209522314896895	3.499872825638691	0.5281934383228357
CA3 pyramidal	Vim	20	0.016708894345535224	0.012144015477486	0.00251401843703362
CA3 pyramidal	Wnt3a	20	0.010784463036488145	0.009830297049681549	0.0017499712733823399
CA3 pyramidal	Wnt5a	20	0.13356242470657798	0.1295152511444096	0.021893810155594776
CA3 pyramidal	Wnt7a	20	0.04607538913554942	0.0162310249812678	0.007601070106532384
CA3 pyramidal	Zbtb20	20	11.805133746063678	11.853820550818629	1.0
CA3 pyramidal	Zic1	20	0.00602016183473941	0.0	0.0009624120101480249
CA3 pyramidal	Zic2	20	0.012057530659081574	0.0124877248503555	0.0019152365250243348
CA3 pyramidal	Zic3	20	0.0008677596711070201	0.0	0.000135004250456395
Cerebellar granule	Ascl1	121	0.0002191552823615157	0.0	2.4633699661401653e-05
Cerebellar granule	Atoh1	121	9.60381536032595e-05	0.0	1.0809260420325621e-05
Cerebellar granule	Barhl1	121	0.10134161929710114	0.0787049009592454	0.011836013074784645
Cerebellar granule	Basp1	121	0.01831638662956927	0.0087390893968621	0.0021126528624006067
Cerebellar granule	Bcl11b	121	0.004523985013200679	0.0026636974583627	0.0005390115692206157
Cerebellar granule	Bmp4	121	0.0002624903993966306	0.0	3.0436072250247934e-05
Cerebellar granule	Bmpr1a	121	2.2763576468408124	2.258959305497675	0.25649094167186326
Cerebellar granule	C1ql3	121	0.00037522831351527767	0.0	4.359599904086116e-05
Cerebellar granule	Cacna2d1	121	7.781356976420076	7.871099115024384	0.8015158880275344
Cerebellar granule	Cadm3	121	5.497224817573851	5.395014421746874	0.5985135936615716
Cerebellar granule	Calb1	121	0.01928773797485676	0.0	0.0021488548052367605
Cerebellar granule	Calm1	121	2.1242665744785016	1.476170337413583	0.22990257629328426
Cerebellar granule	Calm2	121	3.9175740326395645	3.7439589135272056	0.420104319174729
Cerebellar granule	Camk2a	121	0.00023573785300529918	0.0	3.248296269634876e-05
Cerebellar granule	Camk2b	121	4.251050274775703	4.204683176527537	0.47358408275561154
Cerebellar granule	Cfl1	121	0.4776331664284004	0.2222109394778368	0.055343575969500125
Cerebellar granule	Cntn5	121	0.2991861512075525	0.2710833795063936	0.03250159187480991
Cerebellar granule	Dcc	121	0.5416454458614006	0.5120297736579859	0.05770954787833335
Cerebellar granule	Dcx	121	0.0062780553923766445	0.0030505124997005	0.0007327649975375239
Cerebellar granule	Dkk3	121	0.009584023325565332	0.0015943385567126	0.0011121796887553503
Cerebellar granule	Dll1	121	0.0008409744225104191	0.0	9.939959999043884e-05
Cerebellar granule	Dpysl2	121	3.831790539758405	3.8553695371487	0.4278648021002509
Cerebellar granule	Dpysl3	121	0.020211869558495882	0.0096176681430658	0.0023343390653910163
Cerebellar granule	Emx2	121	5.6837540860525615e-05	0.0	6.8968506656818175e-06
Cerebellar granule	En1	121	0.12389107354475214	0.0482230993417593	0.014378151534473872
Cerebellar granule	En2	121	0.9949201600679857	0.904991281898789	0.11506222951320458
Cerebellar granule	Eomes	121	0.24784345487454312	0.2433101332096187	0.028715803068740962
Cerebellar granule	Gabra2	121	0.002820168694561437	0.0	0.0003283012107968347
Cerebellar granule	Gabrb3	121	7.750551783428804	7.724778566054121	0.7987360436418762
Cerebellar granule	Gap43	121	4.704803894379543	4.621356630741016	0.5149752928080936
Cerebellar granule	Gfap	121	0.0034302838340576243	0.0	0.00039992000385658265
Cerebellar granule	Gli1	121	0.00032195794238541324	0.0	3.761251608947438e-05
Cerebellar granule	Gli2	121	0.0010745707108094	0.0	0.00012546137642269585
Cerebellar granule	Glis3	121	0.002405051691378176	0.0	0.00027936164981086944
Cerebellar granule	Gpm6a	121	8.047762212989552	8.035151868339877	0.8243694865708969
Cerebellar granule	Grin2b	121	0.014919024900864589	0.0109978224955448	0.0017202851091575372
Cerebellar granule	Hes1	121	0.00964124243223659	0.0	0.0011367802847992651
Cerebellar granule	Hes5	121	0.019937436783254433	0.0183959992859652	0.0023274979887942166
Cerebellar granule	Id1	121	0.0003966819810684504	0.0	4.74851380518281e-05
Cerebellar granule	Id2	121	0.029816102543479557	0.0	0.0034991176216474804
Cerebellar granule	Jag1	121	0.0004267360448096124	0.0	5.164697647453554e-05
Cerebellar granule	Kcnd2	121	13.660756461368852	13.7647155073889	0.999435614586706
Cerebellar granule	Kcnj3	121	8.005224142239761	8.122461948484101	0.80659581921526
Cerebellar granule	Kcnj6	121	4.891017688048372	4.803620423895768	0.5317533196850238
Cerebellar granule	Kcnk1	121	4.202782984842765	4.148376957630479	0.46717980085457766
Cerebellar granule	L1cam	121	0.913416483726224	0.9020493593272516	0.10562453822667839
Cerebellar granule	Lef1	121	0.0015756621551578412	0.0	0.00018560539071204213
Cerebellar granule	Lhx2	121	0.0001373627877205281	0.0	1.719209171441653e-05
Cerebellar granule	Map1b	121	5.955685783932712	5.919826863436091	0.6369292357665244
Cerebellar granule	Meis1	121	5.941825971238912	5.895082088825113	0.6381802836976482
Cerebellar granule	Mycn	121	5.927696651039835e-05	0.0	7.313413792090083e-06
Cerebellar granule	Ncam1	121	8.072284505851146	8.10469270937191	0.8288901120393608
Cerebellar granule	Nes	121	0.00013712768026915952	0.0	1.6289895223061984e-05
Cerebellar granule	Neurod1	121	2.9305826200145466	2.8144069995387455	0.3286437993002896
Cerebellar granule	Neurod2	121	1.1786104825849613	1.118096591664009	0.13569027174310713
Cerebellar granule	Nfia	121	8.098672660143063	8.180685725377108	0.8236876415776778
Cerebellar granule	Nfib	121	8.362100848005447	8.520635930687673	0.8465400939602015
Cerebellar granule	Notch1	121	0.0006209466755620504	0.0	7.42724121737843e-05
Cerebellar granule	Notch2	121	0.08269321828802201	0.0827804454591026	0.009643822732449502
Cerebellar granule	Nrp1	121	0.0017153878533735026	0.0	0.00020326556601546776
Cerebellar granule	Nrxn1	121	12.980851176112441	12.999766246011532	0.9998990987860875
Cerebellar granule	Pax6	121	3.5715718690500546	3.604253215262827	0.40067213239674965
Cerebellar granule	Plxna2	121	2.1957629816813378	2.179654226768438	0.24891531553080273
Cerebellar granule	Plxna4	121	1.7056439855883279	1.6758376238909478	0.19035381233512702
Cerebellar granule	Ppp3ca	121	10.298852369410204	10.458207139738938	0.9617083817411615
Cerebellar granule	Prox1	121	1.3924454035834073	1.3755829184007131	0.15921086165656395
Cerebellar granule	Ptch1	121	2.4064191837305113	2.3910966144856527	0.27270013253616876
Cerebellar granule	Rfx3	121	3.420892627842519	3.325586189926555	0.3808267393414286
Cerebellar granule	Robo2	121	0.03830771539361432	0.0064739199339112	0.004345802733831178
Cerebellar granule	Rtn1	121	7.109365081117935	7.019071235626487	0.74337952324356
Cerebellar granule	Rtn3	121	6.6051508866915105	6.51051868067321	0.6985637474971982
Cerebellar granule	Slc17a6	121	0.0010734503506693866	0.0	0.00012599296417050164
Cerebellar granule	Slc17a7	121	3.0938974955423744	3.043641998712068	0.349311594554387
Cerebellar granule	Snap25	121	10.295676803649965	10.28737838504304	0.9687250009968748
Cerebellar granule	Sox2	121	0.0006954331412563091	0.0	8.505894728100908e-05
Cerebellar granule	Stmn2	121	7.396587731555779	7.31851413532839	0.7673017411611006
Cerebellar granule	Stmn3	121	2.3622476119549183	1.8484430217588852	0.26209169108298125
Cerebellar granule	Stxbp1	121	5.307752376210775	5.183021159167469	0.5802540257236943
Cerebellar granule	Stxbp5l	121	9.900636393740498	9.906953227247367	0.9507339624377376
Cerebellar granule	Synpr	121	3.6846412835022617	3.9245388920556152	0.3908329028443607
Cerebellar granule	Syt1	121	10.421587754761811	10.53416897286442	0.9479207380804517
Cerebellar granule	Tbr1	121	0.0052217428806223595	0.0047696438534278	0.000614162681711105
Cerebellar granule	Tcf7l2	121	0.002492151786380749	0.0	0.00029580827417541403
Cerebellar granule	Tubb3	121	0.6014905584371576	0.3612423998898131	0.06921843595429673
Cerebellar granule	Vim	121	0.0021603989512294784	0.0	0.0002400586607803157
Cerebellar granule	Wnt3a	121	0.0028463678188450285	0.0021736354690807	0.0003382326124104025
Cerebellar granule	Wnt5a	121	0.0004450497292237587	0.0	5.213300035463388e-05
Cerebellar granule	Wnt7a	121	0.7678918352153178	0.7824484316361143	0.08875738303749936
Cerebellar granule	Zbtb20	121	8.912822978253551	8.86993108715291	0.8569452510746648
Cerebellar granule	Zic1	121	5.693100591273628	5.648722749839062	0.6174987123830441
Cerebellar granule	Zic2	121	2.364205811825927	2.3854639046036876	0.26913945484682106
Cerebellar granule	Zic3	121	0.06363960883113057	0.0618065292224482	0.007393569991153526
Cortical L4/5 IT excitatory	Ascl1	98	0.18360575194710393	0.18229568665475399	0.028644455199503316
Cortical L4/5 IT excitatory	Atoh1	98	0.0006928218939294388	0.0	0.00010981218670719183
Cortical L4/5 IT excitatory	Barhl1	98	0.007764354317110603	0.006630969221738	0.0012171327656967919
Cortical L4/5 IT excitatory	Basp1	98	8.372548917096227	8.536082483499463	0.9538898142784404
Cortical L4/5 IT excitatory	Bcl11b	98	0.2446903956477495	0.20796723834803843	0.038111234911561105
Cortical L4/5 IT excitatory	Bmp4	98	0.00253042202411404	0.0	0.0003894989462840408
Cortical L4/5 IT excitatory	Bmpr1a	98	3.627215034819511	3.6403823056141524	0.519402733400542
Cortical L4/5 IT excitatory	C1ql3	98	5.112671552821756	4.999607730745284	0.6554515496065213
Cortical L4/5 IT excitatory	Cacna2d1	98	9.981914297321277	10.005091077389284	0.9967642276795428
Cortical L4/5 IT excitatory	Cadm3	98	4.9615743960447265	4.953548728616026	0.682961793605738
Cortical L4/5 IT excitatory	Calb1	98	2.844553681892453	2.8378207339480452	0.39017200646479167
Cortical L4/5 IT excitatory	Calm1	98	9.673117946650642	9.700921854853943	0.992376457729457
Cortical L4/5 IT excitatory	Calm2	98	9.524883437453914	9.52854019304456	0.9910360547111973
Cortical L4/5 IT excitatory	Camk2a	98	9.943547335060462	9.98731345709915	0.9968698419575606
Cortical L4/5 IT excitatory	Camk2b	98	6.097532574253861	6.087468767488325	0.802667567154415
Cortical L4/5 IT excitatory	Cfl1	98	4.625050778808477	4.180091548918871	0.6286814003689039
Cortical L4/5 IT excitatory	Cntn5	98	9.17387925234797	9.67505467627721	0.9061873729902138
Cortical L4/5 IT excitatory	Dcc	98	8.743452813060419	8.843187823297693	0.9332836686055223
Cortical L4/5 IT excitatory	Dcx	98	4.667248193213392	4.544623122266746	0.6402648249432721
Cortical L4/5 IT excitatory	Dkk3	98	4.801478348739262	5.4452778183801165	0.6359697284725961
Cortical L4/5 IT excitatory	Dll1	98	0.014865770706674036	0.0120958656838771	0.002320028831659947
Cortical L4/5 IT excitatory	Dpysl2	98	6.307235440422567	6.196632763320876	0.8152815978323943
Cortical L4/5 IT excitatory	Dpysl3	98	1.2148929906854427	1.1991303322406768	0.1830773294399936
Cortical L4/5 IT excitatory	Emx2	98	0.1143181499389642	0.09863335563329295	0.01802683063627225
Cortical L4/5 IT excitatory	En1	98	4.051289822547755e-05	0.0	7.288629737609183e-06
Cortical L4/5 IT excitatory	En2	98	0.00013000979433022654	0.0	1.8379598244784692e-05
Cortical L4/5 IT excitatory	Eomes	98	0.0005934978284538091	0.0	8.785659385332245e-05
Cortical L4/5 IT excitatory	Gabra2	98	6.669022275881922	6.8188135657645805	0.8339539184132798
Cortical L4/5 IT excitatory	Gabrb3	98	9.599155766370036	9.616926389412356	0.9925452050818692
Cortical L4/5 IT excitatory	Gap43	98	4.105310837159981	4.345477373950056	0.5701004186035702
Cortical L4/5 IT excitatory	Gfap	98	0.015923671432735695	0.0053692369127685	0.002394965983845661
Cortical L4/5 IT excitatory	Gli1	98	0.004981954479412493	0.0017763485358765	0.0007834360586641438
Cortical L4/5 IT excitatory	Gli2	98	0.0353666058747074	0.02162590421836765	0.005663321374369386
Cortical L4/5 IT excitatory	Glis3	98	0.41310611384735996	0.26237366993220856	0.058675198120814925
Cortical L4/5 IT excitatory	Gpm6a	98	8.925863114143382	9.000329424272339	0.9762846210439079
Cortical L4/5 IT excitatory	Grin2b	98	10.776319317646413	10.814803087438698	0.9997014982179224
Cortical L4/5 IT excitatory	Hes1	98	1.0205475946931142	0.9631717906916131	0.15444281147698247
Cortical L4/5 IT excitatory	Hes5	98	0.4785664946225406	0.465427451816735	0.0737967405991641
Cortical L4/5 IT excitatory	Id1	98	0.016939504739655366	0.008816926581469299	0.0024070734339747837
Cortical L4/5 IT excitatory	Id2	98	2.3746188099345056	2.08551340875951	0.3470493287157768
Cortical L4/5 IT excitatory	Jag1	98	0.05001320554021564	0.0426792143276417	0.007810939393431378
Cortical L4/5 IT excitatory	Kcnd2	98	10.780393028410927	10.75258414897727	0.9983969757200456
Cortical L4/5 IT excitatory	Kcnj3	98	8.282368967023789	8.38972222135278	0.9420974326026604
Cortical L4/5 IT excitatory	Kcnj6	98	8.065363042491663	8.05691285828373	0.9459552152386466
Cortical L4/5 IT excitatory	Kcnk1	98	3.0468825140410773	2.8409049920017178	0.4446944246422097
Cortical L4/5 IT excitatory	L1cam	98	1.9004701972470697	1.9027021454534285	0.2876582168802414
Cortical L4/5 IT excitatory	Lef1	98	0.020002294953887396	0.01626280192022455	0.0029683967984186297
Cortical L4/5 IT excitatory	Lhx2	98	1.7180159714168806	1.7308779247924506	0.2603983324689081
Cortical L4/5 IT excitatory	Map1b	98	7.9520925757666205	7.9438241844839705	0.9358104704622584
Cortical L4/5 IT excitatory	Meis1	98	0.15638823163419757	0.1067796615975751	0.023136785053056223
Cortical L4/5 IT excitatory	Mycn	98	0.1829902227664948	0.14900697986934397	0.0290144065859873
Cortical L4/5 IT excitatory	Ncam1	98	7.301169866984172	7.333551119370638	0.8905176952139356
Cortical L4/5 IT excitatory	Nes	98	0.007043649871210072	0.00506331853999275	0.0010892324743160928
Cortical L4/5 IT excitatory	Neurod1	98	1.0533383248331107	1.006308441913599	0.16088978826011335
Cortical L4/5 IT excitatory	Neurod2	98	3.033677204820163	3.027891702027449	0.4427394852478765
Cortical L4/5 IT excitatory	Nfia	98	1.38499211747496	1.4045763007548597	0.2045914358323964
Cortical L4/5 IT excitatory	Nfib	98	4.650260223851731	4.402858741833308	0.6156674518300305
Cortical L4/5 IT excitatory	Notch1	98	0.0358076751641859	0.0354288662922517	0.005426283066641867
Cortical L4/5 IT excitatory	Notch2	98	0.18729229276704987	0.17363453994256794	0.02903158948147959
Cortical L4/5 IT excitatory	Nrp1	98	0.790360450176206	0.7959151587853673	0.11766858623695664
Cortical L4/5 IT excitatory	Nrxn1	98	12.328294722305003	12.344976926454994	1.0
Cortical L4/5 IT excitatory	Pax6	98	0.04398602095858204	0.040934126443754396	0.006698063913808572
Cortical L4/5 IT excitatory	Plxna2	98	5.401633230944697	5.47018069561569	0.7259433159657542
Cortical L4/5 IT excitatory	Plxna4	98	7.780920425697293	7.81988864840758	0.9202612395762885
Cortical L4/5 IT excitatory	Ppp3ca	98	10.457012470822166	10.4829948422618	0.9990649135700502
Cortical L4/5 IT excitatory	Prox1	98	0.012758666749854463	0.00779393703952055	0.0019758491354566446
Cortical L4/5 IT excitatory	Ptch1	98	1.5000182721459483	1.4698215470939062	0.2251622775047628
Cortical L4/5 IT excitatory	Rfx3	98	5.826096185504113	5.948766324457882	0.7556906012848035
Cortical L4/5 IT excitatory	Robo2	98	8.796294501333007	8.818947246986788	0.9645510876833928
Cortical L4/5 IT excitatory	Rtn1	98	9.583235505113644	9.587618600615208	0.9929144246706593
Cortical L4/5 IT excitatory	Rtn3	98	9.166341001327512	9.13635702752083	0.9863017942370205
Cortical L4/5 IT excitatory	Slc17a6	98	1.0669851573846791	1.1237688403930441	0.15690394035563196
Cortical L4/5 IT excitatory	Slc17a7	98	7.5449757751714746	7.534114248758408	0.9239408419100188
Cortical L4/5 IT excitatory	Snap25	98	10.424440088687815	10.304589064468814	0.9986342983995715
Cortical L4/5 IT excitatory	Sox2	98	0.028712488579367684	0.0206454944543127	0.0044355882940247384
Cortical L4/5 IT excitatory	Stmn2	98	7.255846709430867	7.3017295714788855	0.8912732650432998
Cortical L4/5 IT excitatory	Stmn3	98	7.3777231260888785	7.317906642399537	0.9041267013791593
Cortical L4/5 IT excitatory	Stxbp1	98	7.023957040763267	7.007991279234744	0.8791503826397729
Cortical L4/5 IT excitatory	Stxbp5l	98	9.17303055788897	9.202770950743776	0.9834868133044774
Cortical L4/5 IT excitatory	Synpr	98	1.79672252962123	1.9428450643814883	0.2524881399497195
Cortical L4/5 IT excitatory	Syt1	98	11.9398855998503	11.95975870647138	0.9999881255012931
Cortical L4/5 IT excitatory	Tbr1	98	2.249910677196097	2.1445923011841987	0.3333688720320102
Cortical L4/5 IT excitatory	Tcf7l2	98	0.026468983870823134	0.0231817169622545	0.0040171410915909095
Cortical L4/5 IT excitatory	Tubb3	98	3.1274751607517057	2.968772176922449	0.44793057733303204
Cortical L4/5 IT excitatory	Vim	98	0.010534761781251066	0.0073643530860674	0.0015514608339776397
Cortical L4/5 IT excitatory	Wnt3a	98	0.004722632393643033	0.00267463636203005	0.0007468209205745836
Cortical L4/5 IT excitatory	Wnt5a	98	0.16247897051488194	0.1632824676896299	0.025048877221492665
Cortical L4/5 IT excitatory	Wnt7a	98	0.02572318634759029	0.0194621481266405	0.004104641254103935
Cortical L4/5 IT excitatory	Zbtb20	98	2.2460747993384436	2.156198564500767	0.3182783828003776
Cortical L4/5 IT excitatory	Zic1	98	0.012191143036398887	0.00829410495513715	0.0018249903999799366
Cortical L4/5 IT excitatory	Zic2	98	0.0030508936761684735	0.0	0.00046791296858838166
Cortical L4/5 IT excitatory	Zic3	98	0.002750843761708481	0.0	0.00041952142748816635
Dentate granule, immature	Ascl1	12	0.1223662528332101	0.12368249812641655	0.014878330185691792
Dentate granule, immature	Atoh1	12	0.0	0.0	0.0
Dentate granule, immature	Barhl1	12	0.006427558851830751	0.0	0.0007716049382716
Dentate granule, immature	Basp1	12	9.23944766819692	9.22497861807545	0.9217934717840423
Dentate granule, immature	Bcl11b	12	3.2309466997603433	3.215408145262436	0.37275170432766697
Dentate granule, immature	Bmp4	12	0.0117001198170728	0.0	0.0013388171282908083
Dentate granule, immature	Bmpr1a	12	4.128596464098341	4.070141950334822	0.47782400953209975
Dentate granule, immature	C1ql3	12	1.6500753463621392	1.7354299655388625	0.19320174116635913
Dentate granule, immature	Cacna2d1	12	5.9464949797460145	6.0362087186039055	0.6523688161490843
Dentate granule, immature	Cadm3	12	2.700139005962546	2.5787120130650356	0.3174722005379704
Dentate granule, immature	Calb1	12	0.7157689205805372	0.8867806591199222	0.08783486015063119
Dentate granule, immature	Calm1	12	7.328191256326434	7.231316946640646	0.7864697409114955
Dentate granule, immature	Calm2	12	7.331228149456568	7.24042035865231	0.7946577557041367
Dentate granule, immature	Camk2a	12	1.7988728614085003	1.8188811661858184	0.21155572119115465
Dentate granule, immature	Camk2b	12	5.039206581714236	5.0021600680881075	0.5697470975713135
Dentate granule, immature	Cfl1	12	4.109484904522901	4.13672074068128	0.48076656687471964
Dentate granule, immature	Cntn5	12	3.213801112595581	3.0911037279358995	0.343657094906382
Dentate granule, immature	Dcc	12	12.121990927799322	12.090619901051888	0.9858408543115366
Dentate granule, immature	Dcx	12	5.370780537235496	5.333690599775782	0.6095264613052463
Dentate granule, immature	Dkk3	12	0.9197136801964879	0.9380987000604644	0.10955687060799402
Dentate granule, immature	Dll1	12	0.14071842046244773	0.15385333429243114	0.0169850391815369
Dentate granule, immature	Dpysl2	12	5.784992837777072	5.808295984315992	0.6550609179532326
Dentate granule, immature	Dpysl3	12	5.544875104385787	5.506696710171631	0.6231014837761758
Dentate granule, immature	Emx2	12	2.1202334144958535	2.143107617316104	0.25110496361146767
Dentate granule, immature	En1	12	0.0	0.0	0.0
Dentate granule, immature	En2	12	0.0	0.0	0.0
Dentate granule, immature	Eomes	12	0.7262423958591012	0.635217527163926	0.08337836548866788
Dentate granule, immature	Gabra2	12	6.092843571448454	6.023667000588917	0.6604871193978642
Dentate granule, immature	Gabrb3	12	8.272883167207022	8.424541910585535	0.8317622957787415
Dentate granule, immature	Gap43	12	1.7334758445099248	1.6379320098280383	0.20646806455922465
Dentate granule, immature	Gfap	12	0.29442060436570283	0.3126081261369917	0.035813274725269066
