cluster_id	cluster_id_label	supertype_label	subclass_label	class_label	neighborhood	anatomical_annotation	CCF_acronym.freq	nt_type_label	comparator_population	n_unique_markers	combined_markers
559	0559 OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	AOB?	MOBgr:0.6,MOBmi:0.11,MOBipl:0.07,MOBopl:0.07	GABA	Olfactory-bulb granule-layer GABA proxy	12	2610028E06RIK,CPA6,EGFEM1,LIN28B,MEIS1,SALL3,SCGN,SMAD3,SOX5,SP8,TCERG1L,TRHR
560	0560 OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	AOB?	MOBgr:0.6,MOBopl:0.1,MOBmi:0.05,ACB:0.04,MOBipl:0.04	GABA	Olfactory-bulb granule-layer GABA proxy	14	CACNG3,CPA6,FRAS1,PPARG,ROR2,RREB1,SCGN,SOX5,SP8,SYT17,TAC1,TRHR,TSHZ1,ZIC1
561	0561 OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	AOB?	MOBgr:0.31,ACB:0.26,CP:0.16,OLF:0.09	GABA	Olfactory-bulb granule-layer GABA proxy	14	ADAMTS19,CASZ1,NELL2,PAPPA,RAMP1,RHCG,SOX1OT,SP8,TRHR,TSHZ1,ZEB2,ZFP423,ZFP831,ZIC1
562	0562 OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	AOB?	MOBgr:0.91	GABA	Olfactory-bulb granule-layer GABA proxy	13	ABI3BP,BCL11A,EXPH5,EYA2,FN1,FRMD7,NFATC1,PAX6,RGS6,SP9,SYT17,TACR1,ZIC1
563	0563 OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	AOB?	MOBgr:0.68,AON:0.05,LSv:0.05,MOBmi:0.05	GABA	Olfactory-bulb granule-layer GABA proxy	12	ADGRG2,APOLD1,CARTPT,ETV5,HS3ST2,NFATC1,PAX6,RHCG,SMAD3,SOX5,SP8,TH
564	0564 OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba_5	OB-in Frmd7 Gaba	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	AOB?	MOBgr:0.81	GABA	Olfactory-bulb granule-layer GABA proxy	13	ADAMTS19,BCL11A,CHRNA10,DIO3,KLHL1,MEIS1,PDE7B,RFX2,RREB1,SNTG2,SOX1OT,SP8,ZIC3
566	0566 OB-in Frmd7 Gaba_7	OB-in Frmd7 Gaba_7	OB-in Frmd7 Gaba	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	NA:0.25,MOBgr:0.23,OLF:0.23,MOBopl:0.17	GABA	Olfactory-bulb granule-layer GABA proxy	13	BCL11B,CNTNAP3,KCNB2,LGR6,NDNF,PTK2B,SOX1OT,SP8,STXBP6,TOX3,TSHZ1,ZEB2,ZIC1
601	0601 OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	MOBgr:0.29,OLF:0.19,NA:0.11,AON:0.09,MOBmi:0.04,MOBopl:0.04,ACB:0.03,CP:0.03	GABA	Olfactory-bulb granule-layer GABA proxy	13	ADAMTS19,BCL11B,DPYD,FRMD7,HS3ST4,IGFBPL1,MEIS1,NFIX,SLC1A3,SP8,SYT10,ZEB2,ZIC1
602	0602 OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	MOBgr:0.28,OLF:0.28,NA:0.24	GABA	Olfactory-bulb granule-layer GABA proxy	12	CDCA7,CTXN3,MEIS1,NDNF,SLC1A3,SOX13,SOX5,SP9,SPON1,TRDN,ZEB2,ZFP618
603	0603 OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	MOBgr:0.4,OLF:0.24,NA:0.2	GABA	Olfactory-bulb granule-layer GABA proxy	17	ADAMTS19,ANKFN1,DCHS2,EDARADD,ETV1,EYA2,FRMD7,LGR5,MEIS2,NTNG1,PRSS35,PTPRK,RUNX2,SALL1,SLC1A3,SP9,ZFP57
604	0604 OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	MOBgr:0.38,OLF:0.21,NA:0.14,VL:0.07,CP:0.05	GABA	Olfactory-bulb granule-layer GABA proxy	13	ADAMTS19,COL12A1,EDARADD,FRMD7,KCNG2,MEIS1,NTN1,PRSS35,RXRG,SALL1,SP9,ZEB2,ZFP57
605	0605 OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	MOBgr:0.43,OLF:0.22,NA:0.19	GABA	Olfactory-bulb granule-layer GABA proxy	16	2610307P16RIK,EDARADD,ETV1,EYA2,FOXP2,FRMD7,GRM8,IGFBPL1,NECAB1,NFIX,PAX6,RIMS1,SEMA5A,SP8,SPON1,ZFP618
606	0606 OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	MOBgr:0.29,NA:0.24,OLF:0.18,MOBipl:0.12	GABA	Olfactory-bulb granule-layer GABA proxy	14	ABCA8A,CBLN2,CD24A,CHD7,CTXN3,DLX2,EYA2,FOXP2,FRMD7,NFIB,PAX6,RUNX2,TNC,ZEB2
607	0607 OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN_2	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB in-core spread	MOBgr:0.26,NA:0.25,OLF:0.17,MOBopl:0.15	GABA	Olfactory-bulb granule-layer GABA proxy	15	ADAMTS19,DCHS2,EDARADD,ETV1,GAS2L3,IGFBPL1,IIGP1,PBX3,RGS6,RUNX2,SALL3,SP8,SPON1,TNC,ZFP57
613	0613 OB-STR-CTX Inh IMN_4	OB-STR-CTX Inh IMN_4	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB scattered	NA:0.31,OLF:0.23,MOBgr:0.22,MOB:0.1	GABA	Olfactory-bulb granule-layer GABA proxy	13	2610307P16RIK,CSDC2,FBLN2,FSTL4,GRIK3,HTR3A,IGFBPL1,MYCN,PROKR2,PROX1,SALL3,SP8,ST18
614	0614 OB-STR-CTX Inh IMN_4	OB-STR-CTX Inh IMN_4	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	MOB core	MOBgr:0.46,NA:0.22,OLF:0.2	GABA	Olfactory-bulb granule-layer GABA proxy	14	2610307P16RIK,BCL11B,CARHSP1,FSTL4,HTR3A,IGFBPL1,LGR5,MOB3B,MYCN,PAX6,PBX3,SALL3,SP8,SYT6
615	0615 OB-STR-CTX Inh IMN_4	OB-STR-CTX Inh IMN_4	OB-STR-CTX Inh IMN	OB-IMN GABA	Subpallium-GABA;NN-IMN-GC	STR AOB MOB core	MOBgr:0.36,OLF:0.27,AON:0.1,VL:0.05,NA:0.04	GABA	Olfactory-bulb granule-layer GABA proxy	14	BCL11B,DRAXIN,EFNB2,ETV1,FBLN2,GREB1L,IGFBPL1,PAPPA,PARM1,RORB,SP8,VCAN,ZFP57,ZIC1
5193	5193 CBX Purkinje Gaba_1	CBX Purkinje Gaba_1	CBX Purkinje Gaba	CB GABA	MB-HB-CB-GABA	NA	NOD:0.26,PFL:0.26,DEC:0.14,NA:0.13,FL:0.04	GABA	Purkinje comparator	10	COL27A1,CORIN,GM34105,HES3,LOX,PPP1R17,SOX9,SYCP1,TFAP2A,TH
5194	5194 CBX Purkinje Gaba_1	CBX Purkinje Gaba_1	CBX Purkinje Gaba	CB GABA	MB-HB-CB-GABA	NA	NA:0.27,ANcr1:0.15,PFL:0.12,UVU:0.07,NOD:0.06,ANcr2:0.05,FL:0.05,PRM:0.04	GABA	Purkinje comparator	8	ALPK2,COL5A1,EBF3,FGF10,HES3,PPP1R17,SYCP1,ZFPM2
5195	5195 CBX Purkinje Gaba_2	CBX Purkinje Gaba_2	CBX Purkinje Gaba	CB GABA	MB-HB-CB-GABA	NA	NA:0.19,SIM:0.13,CUL4, 5:0.12,ANcr1:0.1,CENT3:0.07,ANcr2:0.06,PFL:0.05,PRM:0.05,CENT2:0.04	GABA	Purkinje comparator	9	CDH20,COL5A1,ESRRB,GJC3,HES3,PPP1R17,SYCP1,ZEB2,ZFPM2
5196	5196 CBX Purkinje Gaba_2	CBX Purkinje Gaba_2	CBX Purkinje Gaba	CB GABA	MB-HB-CB-GABA	NA	CUL4, 5:0.16,SIM:0.16,NA:0.13,ANcr2:0.1,DEC:0.08,ANcr1:0.08,CENT3:0.07,PRM:0.06	GABA	Purkinje comparator	9	CLIC6,ESRRB,GRIN2A,HES3,PCP2,PPP1R17,SLC9A3,SPHK1,ZFPM2
5197	5197 CB Granule Glut_1	CB Granule Glut_1	CB Granule Glut	CB Glut	NN-IMN-GC	DCO VCO	DCO:0.19,FL:0.11,arb:0.09,VCO:0.09,DN:0.08,PFL:0.07,MY:0.07,mcp:0.06,CUL4, 5:0.04	Glut	Cerebellar granule	10	BARHL1,COL27A1,GABRA6,LMX1A,RNF182,SPON1,ST18,SYT6,TRHDE,ZIC1
5198	5198 CB Granule Glut_1	CB Granule Glut_1	CB Granule Glut	CB Glut	NN-IMN-GC	DCO VCO	FL:0.25,PFL:0.17,DCO:0.13,VCO:0.09,arb:0.08,NA:0.04,NOD:0.04,V4r:0.03	Glut	Cerebellar granule	9	BCL11B,CHRM2,CNTN5,ETV1,GABRA6,NEUROD2,PAX6,SLC17A7,SVEP1
5199	5199 CB Granule Glut_1	CB Granule Glut_1	CB Granule Glut	CB Glut	NN-IMN-GC	DCO VCO	DCO:0.29,DN:0.12,arb:0.09,FL:0.09,PFL:0.06,VCO:0.05,MY:0.05,CUL4, 5:0.05,P:0.04	Glut	Cerebellar granule	9	CALB2,CBLN3,COL27A1,EOMES,LIN28B,LMX1A,NR2F2,RGS6,TMEM132D
5200	5200 CB Granule Glut_2	CB Granule Glut_2	CB Granule Glut	CB Glut	NN-IMN-GC	NOD PFL	PFL:0.17,NOD:0.17,FL:0.13,NA:0.11,arb:0.1,UVU:0.1,COPY:0.04	Glut	Cerebellar granule	11	EN2,EOMES,GABRA6,GAP43,IL1RAP,KCNQ5,MEDAG,NR4A2,NTNG1,ST18,SVEP1
5201	5201 CB Granule Glut_2	CB Granule Glut_2	CB Granule Glut	CB Glut	NN-IMN-GC	CBX	NA:0.17,CUL4, 5:0.14,SIM:0.11,ANcr1:0.09,arb:0.08,CENT3:0.08,PFL:0.08,CENT2:0.04,ANcr2:0.04	Glut	Cerebellar granule	13	BARHL2,CALB2,CLSTN2,DAAM2,EN2,ETV1,GABRA6,MAF,PAPPA,PAX6,SLC17A7,SVEP1,UNCX
