candidate_set	n_genes	metric	observed_value	null_median	null_q025	null_q975	empirical_p_greater	interpretation	matching
Tier1	6	mean_formal_rank_priority_score	17.546295719136435	7.518875300513129	4.29855754510054	10.248600575174727	9.999000099990002e-05	selection_bias_sensitivity_not_independent_validation	same_available_branch_count;function_group_when_possible;nearest_detection
Tier1	6	fraction_nominal_shared_both_screens	1.0	0.0	0.0	0.0	9.999000099990002e-05	selection_bias_sensitivity_not_independent_validation	same_available_branch_count;function_group_when_possible;nearest_detection
Tier1	6	mean_minimum_branch_median_delta	0.5	0.08333333333333333	-0.16666666666666663	0.2916666666666667	9.999000099990002e-05	selection_bias_sensitivity_not_independent_validation	same_available_branch_count;function_group_when_possible;nearest_detection
Tier1_plus_Tier2	15	mean_formal_rank_priority_score	17.408629018675107	8.01445863805166	6.143457445348521	9.649878456276173	9.999000099990002e-05	selection_bias_sensitivity_not_independent_validation	same_available_branch_count;function_group_when_possible;nearest_detection
Tier1_plus_Tier2	15	fraction_nominal_shared_both_screens	1.0	0.0	0.0	0.06666666666666667	9.999000099990002e-05	selection_bias_sensitivity_not_independent_validation	same_available_branch_count;function_group_when_possible;nearest_detection
Tier1_plus_Tier2	15	mean_minimum_branch_median_delta	0.5	0.06666666666666667	-0.0833333333333333	0.2	9.999000099990002e-05	selection_bias_sensitivity_not_independent_validation	same_available_branch_count;function_group_when_possible;nearest_detection
