canonical_gene	gene	human_symbol	mouse_symbol	db_class_key	branch_fdr10_support_full_matrix_cerebellar	branch_fdr10_support_full_matrix_dentate	branch_fdr10_support_selected_cerebellar	branch_fdr10_support_selected_dentate	branch_nominal_support_full_matrix_cerebellar	branch_nominal_support_full_matrix_dentate	branch_nominal_support_selected_cerebellar	branch_nominal_support_selected_dentate	branch_replication_support_full_matrix_cerebellar	branch_replication_support_full_matrix_dentate	branch_replication_support_selected_cerebellar	branch_replication_support_selected_dentate	dataset_best_nominal_p_greater_full_matrix_cerebellar	dataset_best_nominal_p_greater_full_matrix_dentate	dataset_best_nominal_p_greater_selected_cerebellar	dataset_best_nominal_p_greater_selected_dentate	dataset_best_nominal_q_bh_greater_full_matrix_cerebellar	dataset_best_nominal_q_bh_greater_full_matrix_dentate	dataset_best_nominal_q_bh_greater_selected_cerebellar	dataset_best_nominal_q_bh_greater_selected_dentate	dataset_best_q_bh_greater_full_matrix_cerebellar	dataset_best_q_bh_greater_full_matrix_dentate	dataset_best_q_bh_greater_selected_cerebellar	dataset_best_q_bh_greater_selected_dentate	dataset_sign_p_greater_full_matrix_cerebellar	dataset_sign_p_greater_full_matrix_dentate	dataset_sign_p_greater_selected_cerebellar	dataset_sign_p_greater_selected_dentate	dataset_sign_q_bh_greater_full_matrix_cerebellar	dataset_sign_q_bh_greater_full_matrix_dentate	dataset_sign_q_bh_greater_selected_cerebellar	dataset_sign_q_bh_greater_selected_dentate	dataset_t_p_greater_full_matrix_cerebellar	dataset_t_p_greater_full_matrix_dentate	dataset_t_p_greater_selected_cerebellar	dataset_t_p_greater_selected_dentate	dataset_t_q_bh_greater_full_matrix_cerebellar	dataset_t_q_bh_greater_full_matrix_dentate	dataset_t_q_bh_greater_selected_cerebellar	dataset_t_q_bh_greater_selected_dentate	dataset_wilcoxon_p_greater_full_matrix_cerebellar	dataset_wilcoxon_p_greater_full_matrix_dentate	dataset_wilcoxon_p_greater_selected_cerebellar	dataset_wilcoxon_p_greater_selected_dentate	dataset_wilcoxon_q_bh_greater_full_matrix_cerebellar	dataset_wilcoxon_q_bh_greater_full_matrix_dentate	dataset_wilcoxon_q_bh_greater_selected_cerebellar	dataset_wilcoxon_q_bh_greater_selected_dentate	mean_dataset_rank_delta_full_matrix_cerebellar	mean_dataset_rank_delta_full_matrix_dentate	mean_dataset_rank_delta_selected_cerebellar	mean_dataset_rank_delta_selected_dentate	median_dataset_candidate_detection_full_matrix_cerebellar	median_dataset_candidate_detection_full_matrix_dentate	median_dataset_candidate_detection_selected_cerebellar	median_dataset_candidate_detection_selected_dentate	median_dataset_detection_delta_full_matrix_cerebellar	median_dataset_detection_delta_full_matrix_dentate	median_dataset_detection_delta_selected_cerebellar	median_dataset_detection_delta_selected_dentate	median_dataset_mean_log1p_expression_delta_full_matrix_cerebellar	median_dataset_mean_log1p_expression_delta_full_matrix_dentate	median_dataset_mean_log1p_expression_delta_selected_cerebellar	median_dataset_mean_log1p_expression_delta_selected_dentate	median_dataset_rank_delta_full_matrix_cerebellar	median_dataset_rank_delta_full_matrix_dentate	median_dataset_rank_delta_selected_cerebellar	median_dataset_rank_delta_selected_dentate	min_dataset_rank_delta_full_matrix_cerebellar	min_dataset_rank_delta_full_matrix_dentate	min_dataset_rank_delta_selected_cerebellar	min_dataset_rank_delta_selected_dentate	n_datasets_full_matrix_cerebellar	n_datasets_full_matrix_dentate	n_datasets_selected_cerebellar	n_datasets_selected_dentate	n_units_full_matrix_cerebellar	n_units_full_matrix_dentate	n_units_selected_cerebellar	n_units_selected_dentate	positive_dataset_fraction_full_matrix_cerebellar	positive_dataset_fraction_full_matrix_dentate	positive_dataset_fraction_selected_cerebellar	positive_dataset_fraction_selected_dentate	formal_n_available_branches	formal_n_replication_branches	formal_n_nominal_branches	formal_n_fdr10_branches	formal_sum_positive_median_rank_delta	formal_min_candidate_detection	formal_replication_shared_selected	formal_replication_shared_full_matrix	formal_replication_shared_any_screen	formal_replication_shared_both_screens	formal_nominal_shared_selected	formal_nominal_shared_full_matrix	formal_nominal_shared_any_screen	formal_nominal_shared_both_screens	formal_fdr10_shared_selected	formal_fdr10_shared_full_matrix	formal_fdr10_shared_any_screen	formal_fdr10_shared_both_screens	formal_fisher_p_selected_shared	formal_fisher_p_full_matrix_shared	formal_fisher_p_all_available_branches	formal_fisher_q_bh_selected_shared	formal_fisher_q_bh_full_matrix_shared	formal_fisher_q_bh_all_available_branches	formal_rank_tier	formal_rank_priority_score	ortholog_meta_tier	ortholog_symbol_class	n_supported_screen_branches	n_strict_screen_branches	n_available_screen_branches	consensus_candidate_dataset_robust_all_available	consensus_candidate_n_robust_screen_branches	consensus_tier	combined_priority_score	selected_mechanism_class	selected_manuscript_use	genome_mechanism_class	genome_manuscript_use
NAP1L1	NAP1L1	NAP1L1	Nap1l1	51617269	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.8047797638046601	0.809357260829135	0.8047797638046601	0.8012374290239256	0.1193092052429098	0.21260419486734874	0.1193092052429098	0.21260419486734874	0.3986490392222572	0.5686780049071641	0.3986490392222572	0.5686780029324082	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.8012374290239256	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.801237429023924	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.3825962144979185	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
BASP1	BASP1	BASP1	Basp1	51625144	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.8306335780402171	0.7855835306765846	0.8306335780402171	0.7855835306765846	0.2088576593197109	0.2046286757664743	0.2088576593197109	0.20785616373204097	0.4556014671506934	0.5391165277238243	0.4556014671506934	0.5739703338239762	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.7855835306765846	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.785583530676586	supported_shared_both_screens	same_symbol	4	3	4			selected_figure_genome_followup	4.421190481242524	cytoskeleton_morphogenesis	mechanism_figure_candidate	cytoskeleton_morphogenesis	mechanism_followup_candidate
GSK3B	GSK3B	GSK3B	Gsk3b	51619731	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.7768523954860167	0.8583572747081928	0.7768523954860167	0.7883813210627975	0.0943246478841055	0.18131246380717453	0.0943246478841055	0.18131246380717453	0.15643443381575695	0.47336836661745507	0.15643443381575695	0.47336836519621983	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.7768523954860167	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.776852395486017	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.3960005726671296	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
MORF4L1	MORF4L1	MORF4L1	Morf4l1	51634121	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.8259655282476859	0.8941295665002807	0.8259655282476859	0.7698696588999026	0.08220165717701544	0.0369261446437435	0.08220165717701544	0.0632646661537338	0.2143112388461304	0.2834900969094107	0.2143112388461304	0.3324032405769888	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.7698696588999026	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.769869658899903	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.299928331827042	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
NCOR1	NCOR1	NCOR1	Ncor1	51623368	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.7971933035365295	0.7909211629857422	0.7971933035365295	0.7676586504546525	0.1382120881436704	0.1331201785142837	0.1382120881436704	0.14111871311077606	0.16589013940590874	0.5736804437377238	0.16589013940590874	0.5736804414213458	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.7676586504546525	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.767658650454653	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.3759276857067664	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
ANK3	ANK3	ANK3	Ank3	51616142	False	False	False	True	True	True	True	True	True	True	True	True	0.125	0.0625	0.125	0.0020523579900266612	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.02102861040043024	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.016966875739539783	0.125	0.0625	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507				0.0020523579900266612				0.016966875739539783	0.125	0.0625	0.125	0.03125	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.11480844793713163	0.5	0.5	0.5	0.4166666666666667	0.757137560252132	0.960791165781381	0.757137560252132	0.960791165781381	0.2166167074893615	0.1802109240354386	0.2166167074893615	0.16124628618586173	0.3551028264550863	1.071043027725121	0.3551028264550863	1.071043027725121	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	0.8333333333333334	4	4	4	1	2.0	0.757137560252132	True	True	True	True	True	True	True	True	False	False	False	False	0.0023777099515237816	0.04571898643687202	0.0009552515289937967	0.06371243955499048	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.757137560252133	strict_shared_both_screens	same_symbol	4	4	4			shared_positive_both_screens	4.4059030259900265	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
RBFOX3	RBFOX3	RBFOX3	Rbfox3	51623392	False	False	False	True	True	True	True	True	True	True	True	True	0.125	0.125	0.125	0.008065044950046259	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.061034181636726546	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.061034181636726546	0.125	0.125	0.125	0.1875	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.3199106364428945				0.008065044950046259				0.06273254175430071	0.125	0.125	0.125	0.0625	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.5	0.5	0.5	0.4	0.7374860956618465	0.9655521783181358	0.7374860956618465	0.8688021369660046	0.3477166130119127	0.3003120762213923	0.3477166130119127	0.3003120762213923	0.440257587288249	0.6597449883060076	0.440257587288249	0.6597449883060076	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	3.0	3.0	3.0	5.0	6.0	3.0	6.0	50.0	1.0	1.0	1.0	0.8	4	4	4	1	2.0	0.7374860956618465	True	True	True	True	True	True	True	True	False	False	False	False	0.007963886639352453	0.08060754817749491	0.004703529862120193	0.07647710723416141	0.3308385387943499	0.25001803665742944	formal_nominal_shared_both_screens	17.737486095661847	strict_shared_both_screens	same_symbol	4	4	4			shared_positive_both_screens	3.3691697948088333	rna_processing_neuronal_state	supporting_context_not_core_executor	rna_processing_neuronal_state	supporting_context_not_core_executor
SRRM2	SRRM2	SRRM2	Srrm2	51628414	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.869345577583238	0.8499601968446953	0.869345577583238	0.7198011639567161	0.1327020094425058	0.0737552435524016	0.1327020094425058	0.10399766478258796	0.19197530418216596	0.37601240690961507	0.19197530418216596	0.3760124051103688	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.7198011639567161	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.719801163956717	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.3075205617304126	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
SFPQ	SFPQ	SFPQ	Sfpq	51621663	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.720883264968457	0.7193238122996211	0.720883264968457	0.7438309488408896	0.09501727071349339	0.12533531832735756	0.09501727071349339	0.15000413290277426	0.2796284227568297	0.407269133359652	0.2796284227568297	0.40726913123597897	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.7193238122996211	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.71932381229962	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.3604010633154964	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
NBEA	NBEA	NBEA	Nbea	51622325	False	False	False	True	True	True	True	True	True	True	True	True	0.125	0.0625	0.125	0.015625	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.061034181636726546	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.061034181636726546	0.125	0.0625	0.125	0.015625	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081									0.125	0.0625	0.125	0.015625	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.0980494966442953	0.5	0.5	0.5	0.5	0.7154592979835698	0.7298015096449539	0.7154592979835698	0.871075909117188	0.15166514240615986	0.18907227573163965	0.15166514240615986	0.18907227573163965	0.31290267698272	0.8304180425420776	0.31290267698272	0.8304180425420776	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	1	2.0	0.7154592979835698	True	True	True	True	True	True	True	True	False	False	False	False	0.014137352783280299	0.04571898643687202	0.004591875759301728	0.07647710723416141	0.3308385387943499	0.24658216108141087	formal_nominal_shared_both_screens	17.71545929798357	strict_shared_both_screens	same_symbol	4	4	4			shared_positive_both_screens	4.359580482517027	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
SF3B1	SF3B1	SF3B1	Sf3b1	51627118	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.6965992768104916	0.9182350002081858	0.6965992768104916	0.7437339925754942	0.1227136015937904	0.1385289120302995	0.1227136015937904	0.1650971824468867	0.14359449474345584	0.7520352932646981	0.14359449474345584	0.5595051476722799	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.6965992768104916	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.696599276810492	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.2579644227644895	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
NRN1	NRN1	NRN1	Nrn1	51617901	False	False	False	True	True	True	True	True	True	True	True	True	0.125	0.0625	0.125	0.015625	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.061034181636726546	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.061034181636726546	0.125	0.0625	0.125	0.015625	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.10261115771812081									0.125	0.0625	0.125	0.015625	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.0980494966442953	0.5	0.5	0.5	0.5	0.6626236833705713	0.804228948938946	0.6626236833705713	0.6829027035672761	0.397754019965647	0.20368583988887745	0.397754019965647	0.20368583988887745	0.524150109959681	0.6163134297786972	0.524150109959681	0.4661226482413775	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	1.0	1.0	1.0	4	4	4	1	2.0	0.6626236833705713	True	True	True	True	True	True	True	True	False	False	False	False	0.014137352783280299	0.04571898643687202	0.004591875759301728	0.07647710723416141	0.3308385387943499	0.24658216108141087	formal_nominal_shared_both_screens	17.662623683370573	strict_shared_both_screens	same_symbol	4	4	4			shared_positive_both_screens	4.286299981478154	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
TUBA1A	TUBA1A	TUBA1A	Tuba1a	51627126	False	False	False	True	True	True	True	True	True	True	True	True	0.125	0.19550110947788527	0.125	0.05096973941492916	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.3498864209994952	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507		0.19550110947788527		0.05096973941492916		0.42099348220497224		0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.5	0.25	0.5	0.3333333333333333	0.9990025534631344	0.8440252108901533	0.9990025534631344	0.6466511286428562	0.0238146523719395	0.06110795438547775	0.0238146523719395	0.056466558432356276	0.5592560325357101	0.5972439153995728	0.5592560325357101	0.25949325221708014	0.5	0.5	0.5	0.5	0.5	-0.5	0.5	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.6466511286428562	True	True	True	True	True	True	True	True	False	False	False	False	0.03858386788945828	0.1151411302796435	0.024994360765971526	0.10066928850944336	0.3713336945085174	0.25453804031831456	formal_nominal_shared_both_screens	17.646651128642855	supported_shared_both_screens	same_symbol	4	3	4			selected_figure_genome_followup	4.081309922162828	cytoskeleton_morphogenesis	mechanism_figure_candidate	cytoskeleton_morphogenesis	mechanism_followup_candidate
NDUFB8	NDUFB8	NDUFB8	Ndufb8	51623376	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.6802585381423556	0.8092703879200067	0.6802585381423556	0.6355635691388657	0.0771061767243372	0.18295460224254612	0.0771061767243372	0.18295460224254612	0.2126772437744166	0.8396394365432709	0.2126772437744166	0.5057467711092919	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.6355635691388657	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.635563569138867	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	1.8210084033613445	metabolic_or_housekeeping_support	supporting_context_not_core_executor	metabolic_or_housekeeping_support	supporting_context_not_core_executor
PSIP1	PSIP1	PSIP1	Psip1	51620153	False	False	False	True	True	True	True	True	True	True	True	True	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.2418966820946169	0.41942132674430754	0.3123397435897436	0.09051522689202937	0.19545135581807907	0.41942132674430754	0.25734411348717606	0.09051522689202937	0.125	0.3125	0.125	0.109375	0.9460304822565969	0.6637414095135427	0.8891423357664233	0.19583428636779507	0.018874775675311855	0.19550110947788527	0.018874775675311855	0.05096973941492916	0.19545135581807907	0.42099348220497224	0.25734411348717606	0.10239340780683606	0.125	0.3125	0.125	0.109375	0.5241573033707865	0.5446125084976207	0.5287037037037037	0.18509615384615385	0.4166666666666667	0.25	0.4166666666666667	0.3333333333333333	0.7838041092169687	0.6217594208283399	0.7838041092169687	0.6217594208283399	0.12923566762666905	0.1926104329216725	0.12923566762666905	0.1926104329216725	0.3158596867633763	0.45958058459393636	0.3158596867633763	0.45958058325870943	0.5	0.5	0.5	0.5	0.25	-0.5	0.25	-0.5	3.0	4.0	3.0	6.0	6.0	4.0	6.0	51.0	1.0	0.75	1.0	0.8333333333333334	4	4	4	1	2.0	0.6217594208283399	True	True	True	True	True	True	True	True	False	False	False	False	0.007644823769646936	0.024362077113039227	0.0014967119119608057	0.07647710723416141	0.3308385387943499	0.17840352441508572	formal_nominal_shared_both_screens	17.62175942082834	supported_shared_both_screens	same_symbol	4	3	4			shared_positive_both_screens	3.300567360797669	unclassified_shared_neuronal_or_context	exploratory_context	unclassified_shared_neuronal_or_context	exploratory_context
