architecture	replicate	seed	n_inputs	n_outputs	expansion_ratio	input_degree	output_active_fraction_parameter	observed_output_active_fraction	median_input_hamming_distance	median_output_hamming_distance	median_input_jaccard_distance	median_output_jaccard_distance	separation_gain	near_pair_input_jaccard_distance	near_pair_output_jaccard_distance	near_pair_separation_gain	distance_spearman_correlation	collapse_rate	output_entropy_bits	active_fraction_penalty	information_retention_score	useful_pattern_separation_score	relative_wiring_cost	relative_active_output_load	relative_wiring_activity_cost	resource_adjusted_useful_score	loss_cerebellar_stem_input	loss_dentate_stem_lower_bound	loss_branch_complexity_overfit	morphology_sparse_sampling_score	loss_dandi_active_exact_match	loss_excessive_silence	dandi_activity_proxy_score	z_useful	z_resource_adjusted	z_information_retention	z_distance_structure	z_low_collapse	z_morphology	z_dandi_activity_proxy	empirical_calibration_score	resource_constrained_calibration_score	activity_exact_match_score	rank_empirical_calibration	rank_resource_constrained_calibration	rank_activity_exact_match
intermediate	3	40740	64	256	4.0	8	0.2	0.19921875	0.28125	0.3125	0.9090909090909092	0.8791208791208791	0.9670329659692308	0.8181818181818182	0.8275862068965517	1.0114942516372925	0.6725444410846705	0.0	0.6989948620895484	0.5009794316107594	0.4701051088450717	0.238220035800033	32.0	0.796875	6.375	0.0373678487470847	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	1.4622260838949335	0.0	-0.36555652097373337	1.103260320887626	-0.4034954990112182	2.7612672436994115	1.0672120422769438	-0.0	0.0	1.421615931089763	0.8726879154230217	0.5848742975835596	-1.4622260838949335	115.0	147.0	53.0
intermediate	2	30369	64	64	1.0	4	0.2	0.203125	0.28125	0.3125	0.9047619047619048	0.8695652173913043	0.9610983971070696	0.8181818181818182	0.8181818181818182	0.9999999987777778	0.4433461297627671	0.0	0.7059500099300515	0.4961389371355688	0.3129802047084754	0.155281665918747	4.0	0.203125	0.8125	0.1911158962801613	0.0	1.4150374986777208	0.0	-0.3537593746694302	1.4342117078646017	0.0	-0.35855292696615043	0.39450869895199975	1.4907742779873996	1.5459453190415664	0.1450964714160331	-0.0	0.6744907594765952	1.4416692180177912	0.8726540964714603	0.9650074338390633	-1.4342117078646017	116.0	81.0	8.0
granule_like_sparse_expansion	3	41852	64	1024	16.0	8	0.1	0.099609375	0.3125	0.1796875	0.8947368421052632	0.9484536082474226	1.0600363845035494	0.8	0.9032258064516128	1.1290322566532258	0.8204707829176934	0.0	0.4505068266920272	0.7084919048757248	0.3696276888057732	0.2956689637203649	128.0	1.59375	12.75	0.0231897226429157	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.4622260766531703	0.0	-0.6155565191632926	1.594191368848642	-0.5781786654288247	1.9840994727605874	1.662352479211256	-0.0	0.0	0.7057946412957367	0.8592156422445628	0.47828932711995586	-2.4622260766531703	117.0	170.0	121.0
granule_like_sparse_expansion	3	40892	64	512	8.0	2	0.05	0.05078125	0.296875	0.09765625	0.9047619047619048	0.9803921568627452	1.0835913300716962	0.8125	0.9387755102040816	1.1554160111368192	0.601593585170045	0.0	0.2738646523271051	0.9922778669435472	0.164755218044811	0.1888908252908825	16.0	0.40625	0.8125	0.2324810154564941	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	3.4342116865571057	0.0	-0.8585529216392764	0.6817164925340242	2.000417791091629	0.39946203515766576	0.7817610342505477	-0.0	0.3967592703304354	0.01002664331448127	0.8532019648839664	0.8762411273397545	-3.4342116865571057	118.0	93.0	196.0
granule_like_sparse_expansion	1	20572	64	256	4.0	4	0.1	0.1015625	0.296875	0.1875	0.9090909090909092	0.96	1.0559999988384	0.8181818181818182	0.9166666666666666	1.1203703690010287	0.6076408731465598	0.0	0.4597369001671626	0.7016464119913641	0.2793549314352674	0.2196019869811487	16.0	0.40625	1.625	0.1351396842129286	0.0	1.4150374986777208	0.0	-0.3537593746694302	2.434211700762103	0.0	-0.6085529251905257	0.9441593846557174	0.8011131834163445	1.2858622211004869	0.8060906131748551	-0.0	0.6744907594765952	0.7258479281240764	0.8516892307221874	0.7932357134226427	-2.434211700762103	119.0	110.0	91.0
granule_like_sparse_expansion	1	20942	64	512	8.0	2	0.1	0.099609375	0.296875	0.17578125	0.9047619047619048	0.9375	1.0361842093810596	0.8095238095238095	0.8913043478260869	1.101023016542726	0.6422531416295663	0.0	0.4359968905222746	0.7084919048757248	0.2800203726786529	0.218434342436457	16.0	0.796875	1.59375	0.1370568422270746	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	2.4622260766531703	0.0	-0.6155565191632926	0.9341812531096181	0.8247337401791623	1.291009243064331	0.9453434354444427	-0.0	0.3967592703304354	0.7057946412957367	0.8463953830879801	0.7425493452661959	-2.4622260766531703	120.0	122.0	121.0
granule_like_sparse_expansion	1	21852	64	1024	16.0	8	0.1	0.099609375	0.296875	0.1796875	0.9	0.9484536082474226	1.053837341326206	0.8076923076923077	0.9090909090909092	1.1255411241475983	0.8124171626238592	0.0	0.4517265166818814	0.7084919048757248	0.3669903749646535	0.2926516210910832	128.0	1.59375	12.75	0.022953068319069	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.4622260766531703	0.0	-0.6155565191632926	1.5684066025758072	-0.5810943911271456	1.9637005083129786	1.6299509809981398	-0.0	0.0	0.7057946412957367	0.8443841700986907	0.4691978114887514	-2.4622260766531703	121.0	172.0	121.0
intermediate	3	40320	64	128	2.0	4	0.05	0.046875	0.28125	0.09375	0.9090909090909092	1.0	1.09999999879	0.8125	0.9090909090909092	1.1188811175040343	0.4368479502066021	0.0	0.2570006024236648	0.9682458468798096	0.1122701863706398	0.1216281304033604	8.0	0.09375	0.375	0.3243416802107166	0.0	1.4150374986777208	0.0	-0.3537593746694302	3.5496889016095423	0.0	-0.8874222254023856	0.10692168808430284	3.1321972428046037	-0.00649658776393834	0.11895285580023536	-0.0	0.6744907594765952	-0.07263440630478776	0.8434451952251604	1.0913354538737303	-3.5496889016095423	122.0	65.0	241.0
granule_like_sparse_expansion	2	30892	64	512	8.0	2	0.05	0.05078125	0.28125	0.09765625	0.9090909090909092	0.9803921568627452	1.0784313713627451	0.8125	0.9387755102040816	1.1554160111368192	0.5998148064293586	0.0	0.2726073410105832	0.9922778669435472	0.1635139194794851	0.1874676842625174	16.0	0.40625	0.8125	0.2307294572698929	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	3.4342116865571057	0.0	-0.8585529216392764	0.6695550102967841	1.9788375252686152	0.3898609005076461	0.774604613400659	-0.0	0.3967592703304354	0.01002664331448127	0.8421736397380235	0.8658945809478994	-3.4342116865571057	123.0	97.0	196.0
intermediate	2	30538	64	128	2.0	8	0.2	0.203125	0.296875	0.328125	0.9047619047619048	0.8936170212765957	0.98768196979301	0.8	0.8181818181818182	1.0227272714488638	0.6089529470457812	0.0	0.7099294218801384	0.4961389371355688	0.4323136136484179	0.2193623350738502	16.0	0.40625	3.25	0.0674961030788781	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	1.4342117078646017	0.0	-0.35855292696615043	0.9421114341324446	-0.032297018574151556	2.4689594588165846	0.8113693770785427	-0.0	0.0	1.4416692180177912	0.8392563261148392	0.6211605609776207	-1.4342117078646017	124.0	140.0	8.0
dense_expansion	2	31552	64	512	8.0	32	0.2	0.19921875	0.296875	0.3203125	0.9047619047619048	0.8913043478260869	0.9851258570347464	0.8125	0.8409090909090909	1.034965033691232	0.7394784509716931	0.0	0.7024220649985841	0.5009794316107594	0.5194259805534909	0.2693203941456566	256.0	1.59375	51.0	0.0052807920419681	2.9999999996844102	4.415037498362131	0.6424479953566249	-3.0001265737046725	1.4622260838949335	0.0	-0.36555652097373337	1.3690291013904308	-0.7988276201314359	3.1427518788681894	1.3365023890557042	-0.0	-1.4254506784682557	1.421615931089763	0.8337836796257505	0.2915609769297207	-1.4622260838949335	125.0	204.0	53.0
granule_like_sparse_expansion	2	31852	64	1024	16.0	8	0.1	0.099609375	0.3125	0.1796875	0.8947368421052632	0.9484536082474226	1.0600363845035494	0.8	0.9032258064516128	1.1290322566532258	0.8031365949050068	0.0	0.4513655266594372	0.7084919048757248	0.3625081721387654	0.2899739896183837	128.0	1.59375	12.75	0.0227430580075012	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.4622260766531703	0.0	-0.6155565191632926	1.545524845290994	-0.5836818463335303	1.9290317879404937	1.59261320154145	-0.0	0.0	0.7057946412957367	0.8273821411966944	0.45864491541400065	-2.4622260766531703	126.0	174.0	121.0
dense_expansion	1	20876	64	256	4.0	16	0.2	0.19921875	0.28125	0.3203125	0.9047619047619048	0.8913043478260869	0.9851258570347464	0.8095238095238095	0.8275862068965517	1.0223123719622955	0.6908490643588122	0.0	0.7022827133349132	0.5009794316107594	0.4851713554227927	0.2484841344116298	64.0	0.796875	12.75	0.0194889517170306	1.9999999997294946	3.4150374984072154	0.0	-2.0537593744395006	1.4622260838949335	0.0	-0.36555652097373337	1.1909723961199834	-0.6237744217911368	2.877800901357446	1.1408555959422368	-0.0	-0.6744907595374132	1.421615931089763	0.818761508002884	0.4189149325372781	-1.4622260838949335	127.0	190.0	53.0
intermediate	1	20538	64	128	2.0	8	0.2	0.203125	0.296875	0.3125	0.9	0.8695652173913043	0.9661835738056898	0.8076923076923077	0.8181818181818182	1.0129870117328386	0.6028608020164791	0.0	0.702085808476681	0.4961389371355688	0.42326001358264	0.2127229908421928	16.0	0.40625	3.25	0.0654532279313044	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	1.4342117078646017	0.0	-0.35855292696615043	0.8853747753397583	-0.057466487145112995	2.398932121536823	0.7868593282956243	-0.0	0.0	1.4416692180177912	0.8022734636072074	0.5917582880558308	-1.4342117078646017	128.0	146.0	8.0
dense_expansion	3	40876	64	256	4.0	16	0.2	0.19921875	0.296875	0.3203125	0.9047619047619048	0.8913043478260869	0.9851258570347464	0.8	0.8275862068965517	1.034482757327586	0.6789405182028369	0.0	0.7007241384335188	0.5009794316107594	0.4757500096652896	0.2465596232410384	64.0	0.796875	12.75	0.019338009664447	1.9999999997294946	3.4150374984072154	0.0	-2.0537593744395006	1.4622260838949335	0.0	-0.36555652097373337	1.1745264445592973	-0.6256341199978782	2.804929142919193	1.0929448771703252	-0.0	-0.6744907595374132	1.421615931089763	0.7958023256001973	0.40413706899738044	-1.4622260838949335	129.0	191.0	53.0
granule_like_sparse_expansion	3	41750	64	1024	16.0	2	0.1	0.099609375	0.296875	0.17578125	0.9090909090909092	0.9375	1.031249998865625	0.8	0.8913043478260869	1.1141304333899456	0.7108655520701503	0.0	0.4340482534919249	0.7084919048757248	0.3085499513436218	0.2435546424631367	32.0	1.59375	3.1875	0.0764092995723066	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	2.4622260766531703	0.0	-0.6155565191632926	1.148847316753052	0.07751900188828284	1.5116784147867512	1.2213863593938392	-0.0	0.3967592703304354	0.7057946412957367	0.7944950870233058	0.5944185122659819	-2.4622260766531703	130.0	145.0	121.0
granule_like_sparse_expansion	3	40942	64	512	8.0	2	0.1	0.099609375	0.296875	0.17578125	0.9	0.9375	1.0416666655092592	0.8076923076923077	0.8913043478260869	1.1035196673707977	0.6228870485192933	0.0	0.4329815093788296	0.7084919048757248	0.2696985744404079	0.2108597178475178	16.0	0.796875	1.59375	0.1323041366056243	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	2.4622260766531703	0.0	-0.6155565191632926	0.8694521359272044	0.7661775063788735	1.211172709385822	0.8674293535267794	-0.0	0.3967592703304354	0.7057946412957367	0.7920557499109371	0.7000611716378501	-2.4622260766531703	131.0	127.0	121.0
intermediate	3	40538	64	128	2.0	8	0.2	0.203125	0.28125	0.3125	0.896551724137931	0.8695652173913043	0.9698996644700284	0.8	0.8181818181818182	1.0227272714488638	0.5878685477099612	0.0	0.7012711187309064	0.4961389371355688	0.4122552341192777	0.2091844160067719	16.0	0.40625	3.25	0.0643644356745869	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	1.4342117078646017	0.0	-0.35855292696615043	0.855135808049529	-0.07088107223040568	2.3138128985126896	0.7265421686332638	-0.0	0.0	1.4416692180177912	0.7692338762348929	0.5689182356185771	-1.4342117078646017	132.0	149.0	8.0
granule_like_sparse_expansion	1	20892	64	512	8.0	2	0.05	0.05078125	0.28125	0.09765625	0.9047619047619048	0.9803921568627452	1.0835913300716962	0.8076923076923077	0.9387755102040816	1.1622934873850712	0.5679752454797757	0.0	0.270982649022336	0.9922778669435472	0.1539114365992211	0.1775088460000941	16.0	0.40625	0.8125	0.2184724255773805	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	3.4342116865571057	0.0	-0.8585529216392764	0.5844515439374856	1.827823414433514	0.31558809162566864	0.6465070076563031	-0.0	0.3967592703304354	0.01002664331448127	0.7559224163838041	0.7924287330932126	-3.4342116865571057	133.0	111.0	196.0
excessively_sparse	2	30128	64	32	0.5	4	0.01	0.03125	0.28125	0.0625	0.9047619047619048	1.0	1.10526315667313	0.8	1.0	1.2499999984375	0.1944507548939305	0.0499222999222999	0.181414244862137	0.7905694276912053	0.0335150709774322	0.0331199880606734	2.0	0.015625	0.0625	0.5299198004920589	0.0	1.4150374986777208	0.0	-0.3537593746694302	4.134651386941952	0.0	-1.033662846735488	-0.6494265440991585	5.665045147603885	-0.6156477528339641	-0.856264748734826	-3.276145665334168	0.6744907594765952	-0.4913630100688859	0.7535414198222107	1.2599965073946966	-4.134651386941952	134.0	56.0	271.0
intermediate	1	20236	64	32	0.5	8	0.05	0.0625	0.28125	0.125	0.9090909090909092	1.0	1.09999999879	0.8125	1.0	1.230769229254438	0.2638104091456675	0.005050505050505	0.3230926232151307	0.8944271838444985	0.0848047163287835	0.0933558689345594	4.0	0.03125	0.25	0.3734234742445436	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	3.134651410025072	0.0	-0.783662852506268	-0.13467952978967118	3.736914899587514	-0.21893514482350454	-0.5772154974284804	-0.33143886108438736	0.0	0.2244582683855599	0.7444826535974879	1.0393773195056335	-3.134651410025072	135.0	74.0	181.0
granule_like_sparse_expansion	2	31044	64	512	8.0	8	0.1	0.099609375	0.28125	0.1796875	0.9090909090909092	0.9484536082474226	1.043298967924536	0.8125	0.9032258064516128	1.1116625296491698	0.7337870945579671	0.0	0.452306975893239	0.7084919048757248	0.3318970216890003	0.2614033897460662	64.0	0.796875	6.375	0.0410044532870685	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.4622260766531703	0.0	-0.6155565191632926	1.3013741701793062	-0.3586903116835205	1.692262177896643	1.3136048016426582	-0.0	0.0	0.7057946412957367	0.7424985506836519	0.4417967992800884	-2.4622260766531703	136.0	177.0	121.0
dense_expansion	2	31148	64	256	4.0	32	0.2	0.19921875	0.28125	0.3125	0.9047619047619048	0.8791208791208791	0.9716599179544002	0.8095238095238095	0.8275862068965517	1.0223123719622955	0.6958830975925658	0.0	0.6987135493936829	0.5009794316107594	0.4862229490819723	0.249022715960671	128.0	0.796875	25.5	0.009765596703957	2.9999999996844102	4.415037498362131	0.6424479953566249	-3.0001265737046725	1.4622260838949335	0.0	-0.36555652097373337	1.1955748563199358	-0.7435720896498511	2.8859347158972533	1.1611086266138109	-0.0	-1.4254506784682557	1.421615931089763	0.7347113527426345	0.23492421261445687	-1.4622260838949335	137.0	216.0	53.0
granule_like_sparse_expansion	3	41044	64	512	8.0	8	0.1	0.099609375	0.3125	0.1796875	0.9	0.9484536082474226	1.053837341326206	0.8076923076923077	0.9032258064516128	1.1182795685079363	0.7281189320907329	0.0	0.4509131716831163	0.7084919048757248	0.3283184170315559	0.260124062383327	64.0	0.796875	6.375	0.0408037744851016	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.4622260766531703	0.0	-0.6155565191632926	1.2904416507118286	-0.3611627969966651	1.6645825638738145	1.2908005286135027	-0.0	0.0	0.7057946412957367	0.7315812909305788	0.43471660768922515	-2.4622260766531703	138.0	185.0	121.0
granule_like_sparse_expansion	1	21750	64	1024	16.0	2	0.1	0.099609375	0.3125	0.177734375	0.8947368421052632	0.9430051813471504	1.053946966210051	0.8	0.8972972972972973	1.1216216202195946	0.672676165996632	0.0	0.4384412731273894	0.7084919048757248	0.2949289946220145	0.2343682271642717	32.0	1.59375	3.1875	0.0735272869304296	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	2.4622260766531703	0.0	-0.6155565191632926	1.0703446074260636	0.04201084726758073	1.4063237135091364	1.0677420007731016	-0.0	0.3967592703304354	0.7057946412957367	0.7296640892107362	0.5522623188227314	-2.4622260766531703	139.0	155.0	121.0
granule_like_sparse_expansion	1	21700	64	1024	16.0	2	0.05	0.0498046875	0.296875	0.095703125	0.9	0.98	1.0888888876790124	0.8	0.9375	1.1718749985351562	0.7059226720369971	0.0	0.2674426185628802	0.9980449739365456	0.1887938079124798	0.2208102080412435	32.0	0.796875	1.59375	0.1385475814291425	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	3.462226062169644	0.0	-0.865556515542411	0.9544842636860706	0.8431005569366679	0.5853945292111744	1.2015000582375162	-0.0	0.3967592703304354	-0.01002664331448127	0.7264604244725186	0.6104867211002537	-3.462226062169644	140.0	141.0	226.0
granule_like_sparse_expansion	1	20522	64	256	4.0	4	0.05	0.05078125	0.296875	0.09375	0.9	0.96	1.0666666654814814	0.8	0.9166666666666666	1.1458333319010416	0.5488470132653315	0.0	0.273483292191547	0.9922778669435472	0.1501004880973005	0.1706620116325184	16.0	0.203125	0.8125	0.2100455525199666	0.0	1.4150374986777208	0.0	-0.3537593746694302	3.4342116865571057	0.0	-0.8585529216392764	0.5259417737299231	1.7239991955026754	0.28611135594473763	0.56954989280562	-0.0	0.6744907594765952	0.01002664331448127	0.7238388634063423	0.8007043008495409	-3.4342116865571057	141.0	107.0	196.0
dense_expansion	1	21988	64	1024	16.0	16	0.1	0.099609375	0.296875	0.1796875	0.9090909090909092	0.9484536082474226	1.043298967924536	0.8095238095238095	0.9090909090909092	1.1229946510191884	0.7924959231557213	0.0	0.4545059910886695	0.7084919048757248	0.3601941449876211	0.2865822110927576	256.0	1.59375	25.5	0.0112385180816282	1.9999999997294946	3.4150374984072154	0.0	-2.0537593744395006	2.4622260766531703	0.0	-0.6155565191632926	1.5165403290203607	-0.7254247993630104	1.91113336536711	1.5498034223251653	-0.0	-0.6744907595374132	0.7057946412957367	0.7237862131660113	0.2727422109575397	-2.4622260766531703	142.0	206.0	121.0
intermediate	3	40437	64	64	1.0	8	0.2	0.203125	0.28125	0.3125	0.9047619047619048	0.8695652173913043	0.9610983971070696	0.8	0.8181818181818182	1.0227272714488638	0.5013139653195708	0.0	0.7071575410205807	0.4961389371355688	0.3545079509946643	0.1798825886516706	8.0	0.203125	1.625	0.1106969775636761	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	1.4342117078646017	0.0	-0.35855292696615043	0.6047364127716658	0.49996412027938864	1.867152073760463	0.3783139129745793	-0.0	0.0	1.4416692180177912	0.7209031177381726	0.6230927906031087	-1.4342117078646017	143.0	139.0	8.0
dense_expansion	2	31988	64	1024	16.0	16	0.1	0.099609375	0.265625	0.1796875	0.9090909090909092	0.9484536082474226	1.043298967924536	0.8125	0.9090909090909092	1.1188811175040343	0.7947369960833028	0.0	0.4521430977213335	0.7084919048757248	0.3593348472828518	0.2848512784630143	256.0	1.59375	25.5	0.0111706383706605	1.9999999997294946	3.4150374984072154	0.0	-2.0537593744395006	2.4622260766531703	0.0	-0.6155565191632926	1.5017486070399568	-0.7262611188286598	1.904486912049268	1.558819755081018	-0.0	-0.6744907595374132	0.7057946412957367	0.719149086018116	0.26853600272408784	-2.4622260766531703	144.0	207.0	121.0
intermediate	2	30320	64	128	2.0	4	0.05	0.046875	0.296875	0.09375	0.9	1.0	1.1111111098765432	0.8	0.9090909090909092	1.1363636349431818	0.3976055693750966	0.0	0.256823022942541	0.9682458468798096	0.1021142642657025	0.1123542183623457	8.0	0.09375	0.375	0.2996112481672918	0.0	1.4150374986777208	0.0	-0.3537593746694302	3.5496889016095423	0.0	-0.8874222254023856	0.027671273467212626	2.8275032272145877	-0.08505011094392666	-0.03892793395638109	-0.0	0.6744907594765952	-0.07263440630478776	0.7182008022427118	0.9722941377963095	-3.5496889016095423	145.0	79.0	241.0
intermediate	1	20320	64	128	2.0	4	0.05	0.046875	0.28125	0.09375	0.9090909090909092	1.0	1.09999999879	0.8125	0.9090909090909092	1.1188811175040343	0.4005157153144929	0.0	0.2582628349529318	0.9682458468798096	0.1034383240803223	0.1120601147700293	8.0	0.09375	0.375	0.2988269719232064	0.0	1.4150374986777208	0.0	-0.3537593746694302	3.5496889016095423	0.0	-0.8874222254023856	0.025158004899603945	2.817840465248981	-0.07480883868280291	-0.02721977228312122	-0.0	0.6744907594765952	-0.07263440630478776	0.7181922693463638	0.9704288463322743	-3.5496889016095423	146.0	80.0	241.0
granule_like_sparse_expansion	2	31750	64	1024	16.0	2	0.1	0.099609375	0.28125	0.17578125	0.9090909090909092	0.9375	1.031249998865625	0.8148148148148148	0.8882751247327156	1.0901558335613235	0.6833839783374865	0.0	0.4332902617156083	0.7084919048757248	0.2961036228261032	0.2287005434149804	32.0	1.59375	3.1875	0.0717491900684647	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	2.4622260766531703	0.0	-0.6155565191632926	1.0219112941637205	0.020103608767712347	1.4154091695518616	1.1108219014600267	-0.0	0.3967592703304354	0.7057946412957367	0.7167883964136947	0.537366303026711	-2.4622260766531703	147.0	156.0	121.0
granule_like_sparse_expansion	1	21044	64	512	8.0	8	0.1	0.099609375	0.296875	0.1796875	0.8947368421052632	0.9484536082474226	1.0600363845035494	0.8	0.9032258064516128	1.1290322566532258	0.7220743215403977	0.0	0.4465086799612707	0.7084919048757248	0.3224124521449332	0.2579010136503205	64.0	0.796875	6.375	0.0404550609584102	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.4622260766531703	0.0	-0.6155565191632926	1.2714445399967813	-0.3654591604630045	1.6189013992461367	1.2664817215677306	-0.0	0.0	0.7057946412957367	0.7145764823608849	0.4227761018121623	-2.4622260766531703	148.0	189.0	121.0
dense_expansion	3	41988	64	1024	16.0	16	0.1	0.099609375	0.296875	0.1796875	0.9047619047619048	0.9484536082474226	1.0482908290095667	0.8076923076923077	0.9090909090909092	1.1255411241475983	0.7835791805142848	0.0	0.4532110756384682	0.7084919048757248	0.3551267632487884	0.2831911408237807	256.0	1.59375	25.5	0.0111055349338303	1.9999999997294946	3.4150374984072154	0.0	-2.0537593744395006	2.4622260766531703	0.0	-0.6155565191632926	1.4875618651721418	-0.7270632329025941	1.8719384321281354	1.5139293917373917	-0.0	-0.6744907595374132	0.7057946412957367	0.7046365281972171	0.2605757481401747	-2.4622260766531703	149.0	209.0	121.0
granule_like_sparse_expansion	2	30942	64	512	8.0	2	0.1	0.099609375	0.3125	0.17578125	0.9	0.9375	1.0416666655092592	0.8076923076923077	0.8913043478260869	1.1035196673707977	0.5812513052449257	0.0	0.4363321520855961	0.7084919048757248	0.2536186329200802	0.1982878607696078	16.0	0.796875	1.59375	0.124415912561689	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	2.4622260766531703	0.0	-0.6155565191632926	0.7620190611336509	0.668989772027933	1.0867983743034522	0.699919536564211	-0.0	0.3967592703304354	0.7057946412957367	0.6995110707134329	0.6307620861115018	-2.4622260766531703	150.0	138.0	121.0
intermediate	3	40286	64	32	0.5	8	0.1	0.09375	0.28125	0.1875	0.9047619047619048	1.0	1.10526315667313	0.8076923076923077	1.0	1.2380952365623583	0.2931858111390296	0.0006798756798756	0.4304320205504607	0.7302967394453056	0.1261107631125324	0.1140264406617332	4.0	0.046875	0.375	0.3040705076204338	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.5496889169982895	0.0	-0.6374222292495724	0.04196128505803891	2.882444025133111	0.10055681956675698	-0.4590317489438152	-0.04461676976135504	0.0	0.6431868776574539	0.697890912001222	0.9159066543932918	-2.5496889169982895	151.0	86.0	151.0
granule_like_sparse_expansion	3	40522	64	256	4.0	4	0.05	0.05078125	0.296875	0.1015625	0.9	1.0	1.1111111098765432	0.8095238095238095	0.96	1.1858823514762629	0.5232462363849564	0.0	0.2749873951077671	0.9922778669435472	0.1438861195434421	0.1693143667056914	16.0	0.203125	0.8125	0.2083869126120671	0.0	1.4150374986777208	0.0	-0.3537593746694302	3.4342116865571057	0.0	-0.8585529216392764	0.5144254450505783	1.7035637395806622	0.23804476590982718	0.46655229718034236	-0.0	0.6744907594765952	0.01002664331448127	0.6967580361860308	0.7850604098318313	-3.4342116865571057	152.0	113.0	196.0
dense_expansion	3	41148	64	256	4.0	32	0.2	0.2957356770833333	0.296875	0.4140625	0.9047619047619048	0.83125	0.9187499989845396	0.8095238095238095	0.7672684883973109	0.9478022492023342	0.6286619801614773	0.0	0.8591643573831911	0.4111810974015442	0.5401239661966801	0.2104962311351752	128.0	1.1829427083333333	37.854166666666664	0.00556071496655	2.9999999996844102	4.415037498362131	0.6424479953566249	-3.0001265737046725	0.8922712247169069	0.0	-0.22306780617922672	0.8663459524165613	-0.7953787988655238	3.3028456328573914	0.8906631825947265	-0.0	-1.4254506784682557	1.8296017564654872	0.6944125031038736	0.23647234788188704	-0.8922712247169069	153.0	215.0	3.0
dense_expansion	1	21148	64	256	4.0	32	0.2	0.2969021267361111	0.28125	0.41796875	0.9090909090909092	0.8292682926829268	0.9121951209478047	0.8125	0.7703703703703704	0.9481481469811966	0.6227842997010157	0.0	0.8640548849981715	0.4103725918234092	0.5381198164568278	0.2093791985959209	128.0	1.1876085069444444	38.00347222222222	0.0055094754859788	2.9999999996844102	4.415037498362131	0.6424479953566249	-3.0001265737046725	0.8865920956230359	0.0	-0.22164802390575897	0.8568003268504385	-0.7960101005372685	3.287344034733759	0.8670159722733359	-0.0	-1.4254506784682557	1.8336669980078082	0.6865958165114405	0.2322518546257103	-0.8865920956230359	154.0	217.0	1.0
granule_like_sparse_expansion	1	20640	64	256	4.0	8	0.1	0.1015625	0.296875	0.1875	0.9047619047619048	0.96	1.061052630406205	0.8181818181818182	0.9166666666666666	1.1203703690010287	0.6434708389587827	0.0	0.4603857905632352	0.7016464119913641	0.2962448308984274	0.2328792019669927	32.0	0.40625	3.25	0.0716551390447192	0.9999999998196631	2.4150374984973837	0.0	-1.2037593745161437	2.434211700762103	0.0	-0.6085529251905257	1.0576201106077021	0.01894484275646555	1.4165013787543257	0.9502425015038307	-0.0	0.0	0.7258479281240764	0.679708808682833	0.46597507816783273	-2.434211700762103	155.0	173.0	91.0
granule_like_sparse_expansion	3	41700	64	1024	16.0	2	0.05	0.0498046875	0.296875	0.095703125	0.896551724137931	0.98	1.093076921857722	0.8	0.9375	1.1718749985351562	0.682885397614032	0.0	0.2676535741266463	0.9980449739365456	0.1827767173902916	0.2137727155265353	32.0	0.796875	1.59375	0.134131899854057	0.9999999996393262	0.41503749903839454	0.0	-0.7037593745431943	3.462226062169644	0.0	-0.865556515542411	0.8943452201854736	0.788696665071084	0.538853835522611	1.108816000780493	-0.0	0.3967592703304354	-0.01002664331448127	0.6789188276349676	0.5751566407871747	-3.462226062169644	156.0	148.0	226.0
