audit_scope	contrast_id	expression_layer	dataset	core_branch	branch_kind	sample	source_layer	expression_scope	target_class	background_classes	candidate_median_downstream_construction_balance	background_median_downstream_construction_balance	delta_downstream_construction_balance	candidate_median_regional_fate_balance	background_median_regional_fate_balance	delta_regional_fate_balance	candidate_median_configuration_score	background_median_configuration_score	delta_configuration_score	configuration_positive	driver_class	construction_positive	fate_positive	driver_notes
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE268609|38|dentate_candidate	selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	38	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	-0.1666666666666666	0.0833333333333333	-0.25	0.3333333333333333	-0.1666666666666666	0.5	0.1666666666666667	-0.0833333333333332	0.25	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE268609|39|dentate_candidate	selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	39	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	0.0	0.0	0.0	0.1666666666666667	-0.0833333333333333	0.25	0.1666666666666667	-0.0833333333333333	0.25	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S1R1|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S1R1	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S1R3|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S1R3	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S2R3|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S2R3	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S2R5|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S2R5	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S2R6|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S2R6	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.25	-0.25	0.5	0.25	-0.25	0.5	0.5	-0.5	1.0	True	both_components_positive	True	True	construction and regional fate both support the configuration
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S5R6|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S5R6	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.25	-0.25	0.5	0.125	-0.125	0.25	0.375	-0.375	0.75	True	both_components_positive	True	True	construction and regional fate both support the configuration
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S7R5|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S7R5	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.0	0.0	0.0	0.375	-0.375	0.75	0.375	-0.375	0.75	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE325391|S8R5|dentate_candidate	selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S8R5	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	0.25	-0.25	0.5	0.25	-0.25	0.5	0.5	-0.5	1.0	True	both_components_positive	True	True	construction and regional fate both support the configuration
primary_core_candidate_background	primary_core_candidate_background|selected_feature_matrix|GSE95752|C1_all_cells|dentate_candidate	selected_feature_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_candidate_genes	dentate_candidate	other_or_ambiguous	0.1666666666666667	-0.3333333333333333	0.5	0.6666666666666667	-0.6666666666666667	1.3333333333333337	0.8333333333333335	-1.0	1.8333333333333337	True	both_components_positive	True	True	construction and regional fate both support the configuration
local_named_comparator	local_named_comparator|GSE104323|10X_all_cells|dentate_granule_vs_pyramidal_comparator	local_named_comparator_modules	GSE104323	mouse_dentate	dentate	10X_all_cells	source_group_module_scores	local_named_comparator	dentate_granule	pyramidal_comparator	0.4895833333333333	0.375	0.1145833333333333	0.4791666666666666	0.5625	-0.0833333333333333	1.0520833333333337	0.9375	0.1145833333333334	True	construction_driven_positive	True	False	configuration is positive mainly because construction balance is positive
local_named_comparator	local_named_comparator|GSE122357|P0|cerebellar_granule_vs_purkinje_comparator	local_named_comparator_modules	GSE122357	cerebellum	cerebellar	P0	source_group_module_scores	local_named_comparator	cerebellar_granule	purkinje_comparator	0.28125	0.5625	-0.28125	0.125	-0.25	0.375	0.40625	0.3125	0.09375	True	fate_driven_positive	False	True	configuration is positive mainly because regional fate polarity is positive
local_named_comparator	local_named_comparator|GSE122357|P8a|cerebellar_granule_vs_purkinje_comparator	local_named_comparator_modules	GSE122357	cerebellum	cerebellar	P8a	source_group_module_scores	local_named_comparator	cerebellar_granule	purkinje_comparator	0.28125	0.125	0.15625	0.125	-0.4375	0.5625	0.40625	-0.3125	0.71875	True	both_components_positive	True	True	construction and regional fate both support the configuration
local_named_comparator	local_named_comparator|GSE122357|P8b|cerebellar_granule_vs_purkinje_comparator	local_named_comparator_modules	GSE122357	cerebellum	cerebellar	P8b	source_group_module_scores	local_named_comparator	cerebellar_granule	purkinje_comparator	0.3125	0.125	0.1875	0.1875	-0.625	0.8125	0.5	-0.5	1.0	True	both_components_positive	True	True	construction and regional fate both support the configuration
