donor_id	comparator	feature_type	model_term_supported	target_set	peak_category	n_barcodes_granule	n_barcodes_comparator	mean_feature_score_granule	mean_feature_score_comparator	delta_granule_minus_comparator	mean_detection_granule	mean_detection_comparator	delta_detection_granule_minus_comparator	n_donors	mean_delta_score	median_delta_score	mean_delta_detection	median_delta_detection
H187	purkinje_candidate	Gene Expression	FatePolarity	shared_postmitotic_granule_maturation	gene_expression_or_marker	41	543	2.0615603672881093	1.8312128107324857	0.23034755655562367	0.7317073170731707	0.7771639042357275	-0.04545658716255674					
H187	purkinje_candidate	Gene Expression	NicheSignal	anterior_telencephalic_pattern	gene_expression_or_marker	41	543	0.0	0.0036815475481582023	-0.0036815475481582023	0.0	0.001841620626151013	-0.001841620626151013					
H187	purkinje_candidate	Gene Expression	NicheSignal	cerebellar_fate_rhombic_lip_shh	gene_expression_or_marker	41	543	1.1587378079789488	0.8469743529306657	0.31176345504828307	0.4268292682926829	0.35082872928176795	0.07600053901091497					
H187	purkinje_candidate	Gene Expression	NicheSignal	deep_neural_progenitor	gene_expression_or_marker	41	543	0.006926827925928504	0.03736772031628392	-0.03044089239035542	0.003484320557491289	0.012365167061299658	-0.008880846503808368					
H187	purkinje_candidate	Gene Expression	NicheSignal	dentate_fate_wnt_prox1	gene_expression_or_marker	41	543	0.0	0.0036815475481582023	-0.0036815475481582023	0.0	0.001841620626151013	-0.001841620626151013					
H187	purkinje_candidate	Gene Expression	NicheSignal	hindbrain_rhombic_lip_pattern	gene_expression_or_marker	41	543	1.1587378079789488	0.8469743529306657	0.31176345504828307	0.4268292682926829	0.35082872928176795	0.07600053901091497					
H187	purkinje_candidate	Gene Expression	NicheSignal	medial_pallium_dentate_lineage	gene_expression_or_marker	41	543	0.0	0.0036815475481582023	-0.0036815475481582023	0.0	0.001841620626151013	-0.001841620626151013					
H187	purkinje_candidate	Gene Expression	NicheSignal	shared_neurogenic_niche_state	gene_expression_or_marker	41	543	0.32574877683421705	0.30077121805415935	0.024977558780057696	0.1254355400696864	0.10821713584144524	0.01721840422824117					
H187	purkinje_candidate	Gene Expression	NicheSignal	shared_postmitotic_granule_maturation	gene_expression_or_marker	41	543	0.42552955281517685	0.4179018002099864	0.007627752605190441	0.1951219512195122	0.15653775322283608	0.03858419799667612					
H187	purkinje_candidate	Gene Expression	marker_or_unassigned	marker_or_unassigned	gene_expression_or_marker	41	543	0.7976952288667843	0.8228988429078352	-0.02520361404105087	0.24780487804878049	0.2179742173112339	0.029830660737546588					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	distal_100kb	41	543	0.34890654041193925	0.3033857228242806	0.045520817587658635	0.12054948135688254	0.10425266188268666	0.01629681947419588					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_body_overlap	41	543	0.42231039684659044	0.3700092166942561	0.052301180152334314	0.14817531633962955	0.12775031501405446	0.020425001325575093					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	gene_edge_2kb	41	543	0.6761763831760018	0.5462278824468603	0.12994850072914155	0.25203252032520324	0.19152854511970532	0.06050397520549791					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 1 core convergent program	proximal_10kb	41	543	0.5096246907389674	0.4357777523751625	0.07384693836380496	0.1829268292682927	0.1507059545733579	0.032220874694934815					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	distal_100kb	41	543	0.2994321854560482	0.2487275038873583	0.05070468156868993	0.10334422931858185	0.08518919329422263	0.018155036024359222					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_body_overlap	41	543	0.36855185811845115	0.31552046888315755	0.0530313892352936	0.1284161034381428	0.10641460871108745	0.022001494727055357					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	gene_edge_2kb	41	543	0.7186173779922906	0.6294150896104893	0.08920228838180133	0.28292682926829266	0.22209944751381214	0.06082738175448052					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor	proximal_10kb	41	543	0.22105647236360948	0.23552424105538122	-0.014467768691771743	0.07588075880758807	0.08205443012072847	-0.006173671313140394					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	distal_100kb	41	543	0.4196992564571672	0.37234084716531557	0.047358409291851644	0.14032309154260372	0.12616297146683889	0.014160120075764837					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_body_overlap	41	543	1.1409003283463421	1.0216715874185924	0.11922874092774971	0.3739837398373984	0.33681195007161857	0.03717178976577984					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	gene_edge_2kb	41	543	0.5334847495021027	0.5514572982568431	-0.017972548754740414	0.19817073170731708	0.19337016574585636	0.004800565961460723					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 3 broad both-screen mechanism support	proximal_10kb	41	543	0.15953258200281487	0.18131055100549004	-0.021777969002675174	0.059233449477351915	0.06393054459352802	-0.004697095116176109					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	distal_100kb	41	543	0.4239442455344537	0.38105180458149257	0.04289244095296113	0.14588127013345603	0.1288856457833837	0.01699562435007232					
H187	purkinje_candidate	Peaks	ConstructionBalance	Tier 4 screen-specific mechanism support	gene_body_overlap	41	543	0.5743513994648111	0.5241940068834282	0.050157392581382854	0.19590873328088118	0.17768668686508643	0.01822204641579475					
