comparator	feature_type	model_term_supported	target_set	peak_category	broad_n_donors	broad_mean_delta_score	broad_median_delta_score	broad_mean_delta_detection	broad_median_delta_detection	cluster_supported_n_donors	cluster_supported_mean_delta_score	cluster_supported_median_delta_score	cluster_supported_mean_delta_detection	cluster_supported_median_delta_detection	delta_shift_strict_minus_broad	detection_shift_strict_minus_broad	concordance_class	robust_rank_score	robust_detection_score
astrocyte_bergmann_candidate	Gene Expression	EpigenomicCompatibility	medial_pallium_dentate_lineage	gene_expression_or_marker	3.0	0.8459014280807174	0.7164817107929242	0.3278730854860146	0.2952254764137181	3.0	1.3727578877129063	1.307670215384563	0.494152363681924	0.527680934179023	0.5268564596321889	0.16627927819590937	robust_positive_strong	0.8459014280807174	0.3278730854860146
astrocyte_bergmann_candidate	Gene Expression	FatePolarity	shared_postmitotic_granule_maturation	gene_expression_or_marker	3.0	0.8459014280807174	0.7164817107929242	0.3278730854860146	0.2952254764137181	3.0	1.3727578877129063	1.307670215384563	0.494152363681924	0.527680934179023	0.5268564596321889	0.16627927819590937	robust_positive_strong	0.8459014280807174	0.3278730854860146
oligodendrocyte_candidate	Peaks	EpigenomicCompatibility	shared_neurogenic_niche_state	gene_body_overlap	3.0	0.797546619755594	0.7674158548583906	0.2585036806317767	0.2282748287671233	3.0	1.2734377653485924	1.3423325824704635	0.3765393848654552	0.3633271490414347	0.4758911455929984	0.11803570423367848	robust_positive_strong	0.797546619755594	0.2585036806317767
oligodendrocyte_candidate	Peaks	NicheSignal	shared_postmitotic_granule_maturation	gene_body_overlap	3.0	0.797546619755594	0.7674158548583906	0.2585036806317767	0.2282748287671233	3.0	1.2734377653485924	1.3423325824704635	0.3765393848654552	0.3633271490414347	0.4758911455929984	0.11803570423367848	robust_positive_strong	0.797546619755594	0.2585036806317767
oligodendrocyte_candidate	Gene Expression	EpigenomicCompatibility	Tier 2 high-confidence wiring/synaptic executor	gene_expression_or_marker	3.0	0.7834113584992041	0.6785367211387117	0.2594573984360526	0.2587994672754946	3.0	1.3380103954550473	1.2037016281656157	0.4106077019261098	0.401566687280973	0.5545990369558432	0.1511503034900572	robust_positive_strong	0.7834113584992041	0.2594573984360526
oligodendrocyte_candidate	Gene Expression	ConstructionBalance	downstream_neurite_synapse_construction	gene_expression_or_marker	3.0	0.7571391036771873	0.7944605728768285	0.2764732474906156	0.300333632311372	3.0	1.3477767717368556	1.469689265405165	0.3935496385371297	0.4503931442706953	0.5906376680596683	0.11707639104651413	robust_positive_strong	0.7571391036771873	0.2764732474906156
oligodendrocyte_candidate	Gene Expression	EpigenomicCompatibility	downstream_neurite_synapse_construction	gene_expression_or_marker	3.0	0.7571391036771873	0.7944605728768285	0.2764732474906156	0.300333632311372	3.0	1.3477767717368556	1.469689265405165	0.3935496385371297	0.4503931442706953	0.5906376680596683	0.11707639104651413	robust_positive_strong	0.7571391036771873	0.2764732474906156
oligodendrocyte_candidate	Gene Expression	ConstructionBalance	Tier 1 core convergent program	gene_expression_or_marker	3.0	0.7257769617688089	0.8485235241943891	0.2173123280615959	0.2883977170980448	3.0	1.436403400680354	1.699699838358664	0.3115862615048252	0.3281738586616635	0.7106264389115452	0.09427393344322932	robust_positive_strong	0.7257769617688089	0.2173123280615959
oligodendrocyte_candidate	Gene Expression	ConstructionBalance	downstream_neurite_morphology	gene_expression_or_marker	3.0	0.6623442676003105	0.6786401421132819	0.2383918197207687	0.2520605702326592	3.0	1.2642088485477052	1.3908186387328834	0.3668732356595734	0.4177341932443973	0.6018645809473947	0.12848141593880472	robust_positive_strong	0.6623442676003105	0.2383918197207687
oligodendrocyte_candidate	Gene Expression	EpigenomicCompatibility	downstream_neurite_morphology	gene_expression_or_marker	3.0	0.6459452404804037	0.6602314610863884	0.2521221141786056	0.2649444590797331	3.0	1.2498453784292731	1.3478153357764109	0.3869487951644199	0.4364445078730793	0.6039001379488694	0.1348266809858143	robust_positive_strong	0.6459452404804037	0.2521221141786056
